NQUEST,ENTEPEN,TIPOPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE,NORD
504580,1,4,1995,800,13,2,0,,1
504581,3,1,1994,1500,13,2,0,80,1
504581,1,3,1980,450,13,2,0,,2
504581,1,4,1984,650,13,2,0,,2
504582,1,4,1998,690,13,2,0,,1
504583,1,2,1980,600,13,2,0,,1
504583,1,4,1993,300,13,2,0,,1
504584,3,4,1998,600,13,2,0,,1
504585,1,1,1993,1350,13,2,0,85,1
504585,1,1,1984,670,13,2,0,50,2
504588,1,1,1996,580,13,2,0,30,1
504588,1,4,1990,390,13,2,0,,1
504589,1,1,1985,1200,13,2,0,80,1
504589,1,1,1987,450,13,2,0,30,2
504618,1,1,1993,1600,12,2,0,80,1
504654,1,1,1994,1700,13,2,0,80,2
504654,1,4,1945,1300,13,2,0,,4
504656,2,1,1989,1200,13,2,0,80,2
504658,1,1,1977,800,13,2,0,,1
504661,2,4,1964,1500,13,2,0,,1
504665,1,1,1992,1600,13,2,0,80,1
504673,1,1,1982,900,13,2,0,70,1
504673,1,2,1998,139,2,2,0,,2
504675,1,1,1983,2100,13,2,0,80,1
504689,1,1,1998,2000,9,2,0,80,1
504692,2,4,1991,1348,13,2,0,,1
504698,5,1,1975,450,12,2,0,,1
504708,1,1,1991,570,13,2,0,40,1
504708,1,1,1998,340,13,1,2000,20,2
504709,1,1,1972,1000,13,2,0,60,1
504713,1,1,1997,1500,13,1,4000,70,1
504719,1,1,1997,1900,13,2,0,35,1
504719,5,1,1998,450,13,2,0,15,1
504726,1,1,1977,500,13,2,0,80,1
504726,1,4,1984,700,13,2,0,,1
504728,1,1,1998,1550,13,2,0,80,1
504730,1,1,1993,1000,13,2,0,80,2
504740,1,4,1994,400,13,2,0,,1
504742,1,1,1997,800,13,2,0,70,1
504742,1,1,1992,650,13,2,0,70,2
504743,1,1,1989,720,13,2,0,40,1
504743,1,1,1986,700,13,2,0,40,2
504751,1,1,1992,800,13,2,0,50,1
504751,1,1,1997,1000,13,2,0,60,2
504770,3,4,1992,1500,13,2,0,,1
504777,1,3,1980,670,13,2,0,,2
504802,1,3,1950,1300,12,2,0,,1
504802,1,1,1989,700,12,2,0,60,2
504805,1,1,1996,1300,13,2,0,80,1
504811,1,1,1992,1500,13,2,0,80,1
504819,2,1,1979,4000,13,2,0,80,1
504825,1,1,1980,850,13,2,0,80,1
504848,3,1,1985,1805,13,2,0,90,1
504848,1,1,1985,202,13,2,0,20,1
504872,1,1,1990,600,13,2,0,50,1
504872,1,1,1992,700,13,2,0,50,2
504882,1,1,1987,1100,13,2,0,80,1
504882,6,1,1987,1100,13,2,0,70,1
504882,6,1,1994,950,12,2,0,60,2
504894,1,1,1985,1200,13,2,0,70,1
504894,1,1,1988,1100,13,2,0,60,2
504909,1,1,1967,700,13,2,0,70,1
504909,1,2,1995,500,13,2,0,,2
504916,1,1,1998,2200,9,2,0,70,1
504916,1,3,1969,700,13,2,0,,3
504918,1,1,1996,1000,13,1,400,60,1
504923,1,1,1994,2200,13,2,0,80,1
504949,1,1,1983,800,13,2,0,80,1
504955,1,1,1965,1100,13,2,0,80,1
504955,5,6,1977,350,13,2,0,,1
504955,1,2,1992,262,13,2,0,,2
504962,2,4,1982,1200,13,2,0,,1
504965,1,1,1994,2100,13,2,0,80,1
504972,1,4,1982,700,13,2,0,,1
504976,1,4,1980,720,13,2,0,,1
504981,1,1,1995,1000,13,2,0,60,1
504981,1,1,1989,1000,13,2,0,70,2
504988,1,1,1992,1800,13,2,0,80,1
504997,1,1,1989,1100,13,2,0,70,1
504997,1,1,1984,700,13,2,0,70,2
505003,1,4,1994,350,13,2,0,,1
505006,1,1,1979,600,13,2,0,80,1
505006,1,4,1983,200,13,2,0,,1
505010,1,2,1993,500,13,2,0,,1
505015,1,1,1985,600,13,2,0,80,1
505015,1,4,1996,450,13,2,0,,1
505022,1,1,1982,700,13,2,0,80,1
505031,1,4,1994,300,13,2,0,,1
505042,1,4,1984,1000,13,2,0,,1
505084,1,4,1987,1450,13,2,0,,4
505085,1,1,1984,1400,13,2,0,40,1
505085,1,2,1994,280,13,2,0,,2
505085,3,3,1986,370,13,2,0,,3
505087,1,1,1993,850,13,2,0,50,1
505087,1,1,1991,131,13,2,0,10,2
505088,4,3,1995,150,12,2,0,,1
505090,1,1,1987,600,13,2,0,30,1
505092,1,1,1985,1000,13,2,0,70,1
505094,2,1,1987,2200,13,2,0,85,1
505095,1,3,1990,686,13,2,0,,1
505099,1,1,1989,1945,13,2,0,80,1
505102,1,1,1982,650,13,2,0,80,1
505102,1,4,1990,380,13,2,0,,1
505103,1,1,1989,2000,13,2,0,80,1
505103,1,1,1988,600,13,2,0,80,2
505104,1,1,1985,783,13,2,0,80,1
505104,1,4,1993,966,13,2,0,,1
505118,1,1,1985,2000,13,2,0,100,1
505118,3,1,1985,3000,12,2,0,30,1
505119,1,1,1998,1600,6,2,0,80,1
505124,6,1,1991,2500,13,2,0,65,1
505148,1,1,1998,5000,13,2,0,100,1
505167,2,1,1991,1300,13,2,0,80,1
505167,1,1,1989,1100,13,2,0,70,2
505176,2,1,1989,1180,13,2,0,50,1
505176,2,1,1995,2000,13,2,0,80,2
505197,1,1,1991,1600,13,2,0,60,1
505197,1,1,1991,1300,13,2,0,58,2
505198,1,1,1964,700,13,2,0,,2
505198,1,4,1998,600,13,2,0,,2
505203,2,1,1981,700,13,2,0,70,1
505203,1,1,1971,1100,13,2,0,70,2
505214,7,1,1982,1400,13,2,0,52,1
505214,3,1,1989,1300,13,2,0,56,2
505220,1,1,1988,1500,13,2,0,70,1
505222,1,1,1982,1300,13,2,0,60,2
505226,1,1,1984,2000,13,2,0,70,2
505232,1,1,1987,924,13,2,0,60,1
505232,1,4,1992,500,13,2,0,,1
505234,1,1,1988,900,13,2,0,60,1
505236,1,1,1994,1800,13,2,0,80,1
505237,1,1,1993,2200,13,2,0,80,1
505238,1,1,1986,1280,13,2,0,50,1
505239,2,1,1988,4000,13,2,0,70,1
505239,2,1,1989,800,13,2,0,45,2
505244,1,1,1996,1650,13,2,0,70,2
505245,1,1,1981,1800,13,2,0,80,1
505245,1,1,1980,1800,13,2,0,80,2
505251,2,1,1970,1400,13,2,0,62,1
505255,2,1,1985,648,13,2,0,40,2
505264,1,1,1994,1166,13,2,0,1,2
505264,4,3,1988,334,13,2,0,,2
505266,2,1,1994,2800,13,2,0,100,1
505272,1,1,1994,900,13,2,0,60,1
505272,1,1,1986,1100,13,2,0,70,2
505282,1,1,1977,730,13,2,0,50,1
505283,1,1,1973,800,13,2,0,1,4
505283,1,4,1966,400,13,2,0,,4
505285,1,1,1993,685,13,2,0,1,2
505297,1,1,1998,700,13,2,0,1,1
505297,1,1,1993,1400,13,2,0,1,2
505297,1,4,1976,650,13,2,0,,5
505299,1,1,1988,2200,13,2,0,100,4
505307,1,1,1997,1270,13,2,0,80,1
505307,1,1,1992,1800,13,2,0,90,2
505307,1,1,1976,680,13,2,0,1,4
505307,1,4,1978,300,13,2,0,,4
505310,1,1,1987,1400,13,2,0,2,1
505310,1,4,1963,650,13,2,0,,4
505318,2,3,1990,1200,13,2,0,,1
505323,1,1,1997,700,13,2,0,1,2
505323,1,3,1975,600,13,2,0,,4
505324,1,1,1987,625,13,2,0,1,1
505327,1,1,1995,170,13,2,0,,2
505333,1,1,1997,1500,13,2,0,80,2
505334,1,4,1972,670,13,2,0,,1
505342,1,4,1983,600,13,2,0,,1
505342,6,4,1983,800,12,2,0,,1
505342,6,4,1983,110,13,2,0,,1
505342,6,4,1983,88,12,2,0,,1
505352,5,1,1993,1000,13,2,0,30,1
505360,1,1,1996,1100,13,2,0,30,2
505360,4,3,1968,350,12,2,0,,2
505364,1,3,1983,395,13,2,0,,1
505366,2,1,1992,1000,13,2,0,50,1
505368,1,3,1987,700,13,2,0,,1
505369,2,1,1968,2200,13,2,0,60,1
505369,2,4,1994,500,13,2,0,,1
505372,1,1,1995,1600,13,2,0,80,1
505374,1,1,1983,900,13,2,0,50,1
505374,1,4,1980,500,13,2,0,,1
505378,1,4,1985,600,13,2,0,,6
505381,2,1,1998,1750,4,2,0,70,1
505381,5,1,1972,97,13,2,0,,4
505381,1,4,1986,694,13,2,0,,4
505381,6,4,1986,160,12,2,0,,4
505381,6,4,1986,290,12,2,0,,4
505384,1,1,1988,1100,13,2,0,20,1
505384,6,5,1996,160,13,2,0,,1
505384,6,4,1996,200,12,2,0,,1
505386,1,1,1991,400,13,2,0,30,1
505391,1,1,1982,500,13,2,0,20,1
505393,2,1,1990,2500,13,2,0,100,1
505402,1,4,1953,900,13,2,0,,2
505405,1,1,1996,1200,13,2,0,80,1
505405,1,1,1989,1300,13,2,0,70,2
505405,1,1,1964,1200,13,2,0,,3
505407,1,1,1993,400,13,1,9000,30,1
505408,1,3,1993,845,13,2,0,,1
505410,2,1,1971,1935,13,2,0,80,1
505414,1,1,1990,2050,13,2,0,80,1
505414,1,1,1985,600,13,2,0,80,2
505416,1,1,1995,958,13,2,0,50,1
505416,1,1,1989,1066,13,2,0,65,2
505418,1,1,1996,2000,13,2,0,80,1
505418,2,1,1984,1080,13,2,0,,2
505420,1,1,1991,1750,13,2,0,80,1
505421,1,3,1995,5200,13,2,0,,2
505423,1,1,1984,1800,13,2,0,70,1
505433,1,1,1990,3700,13,2,0,75,1
505434,2,1,1989,2200,13,1,14000,80,1
505434,1,4,1957,104,13,2,0,,2
505434,1,1,1966,709,13,2,0,80,2
505439,1,4,1965,650,13,2,0,,4
505440,1,4,1990,1080,13,2,0,,1
505442,1,1,1975,1400,13,2,0,74,1
505442,4,3,1967,500,12,2,0,,1
505442,1,3,1981,670,13,2,0,,2
505454,1,3,1995,395,13,2,0,,1
505457,1,1,1966,1300,13,2,0,1,1
505462,1,1,1983,1700,13,2,0,80,1
505463,1,1,1992,1700,13,2,0,20,1
505468,1,4,1976,700,13,2,0,,1
505469,2,1,1981,2300,13,2,0,80,1
505469,1,1,1997,530,13,2,0,25,2
505470,1,1,1995,2000,13,2,0,80,1
505470,1,1,1982,600,13,2,0,1,4
505470,2,4,1969,600,13,2,0,,4
505485,1,1,1986,1200,13,2,0,80,1
505485,1,1,1989,680,13,2,0,80,2
505486,1,4,1976,780,13,2,0,,1
505487,1,1,1991,1900,13,2,0,80,1
505487,4,3,1984,300,12,2,0,,1
505487,1,1,1993,700,13,2,0,110,2
505491,1,1,1990,1000,13,2,0,1,1
505492,1,1,1987,723,13,2,0,1,1
505492,1,1,1990,700,13,2,0,1,2
505493,2,1,1993,1900,13,2,0,60,1
505496,1,1,1966,1065,13,2,0,1,1
505496,1,1,1977,705,13,2,0,1,2
505498,1,1,1987,740,13,2,0,1,1
505498,1,1,1988,710,13,2,0,1,2
505499,1,1,1968,1400,13,2,0,1,1
505499,1,4,1962,1400,13,2,0,,1
505502,1,1,1987,1100,13,2,0,80,1
505502,1,1,1993,706,13,2,0,50,2
505503,1,4,1971,950,13,2,0,,1
505516,1,4,1982,680,13,2,0,,1
505518,1,4,1991,400,13,2,0,,1
505520,1,1,1987,1650,13,2,0,70,1
505524,1,1,1994,1400,13,2,0,60,1
505525,1,1,1995,1200,13,2,0,50,1
505535,1,4,1996,700,13,2,0,,1
505535,3,2,1996,800,12,2,0,,1
505535,1,1,1988,1050,13,2,0,60,2
505540,1,1,1980,1290,13,2,0,50,1
505541,1,1,1976,1180,13,2,0,70,1
505542,1,1,1981,980,13,2,0,70,1
505542,1,1,1981,512,13,2,0,70,2
505543,1,1,1980,780,13,2,0,40,2
505546,1,1,1991,1700,13,2,0,80,1
505546,1,1,1970,712,13,2,0,,4
505546,1,4,1974,560,13,2,0,,4
505548,1,1,1993,1300,13,2,0,40,1
505550,1,4,1986,1300,13,2,0,,1
505553,1,1,1996,680,12,2,0,40,1
505555,1,1,1989,1200,13,2,0,80,5
505556,1,1,1997,2400,13,2,0,90,1
505564,1,1,1990,2200,13,2,0,80,1
505566,1,1,1994,1195,13,2,0,50,1
505566,1,1,1994,706,18,2,0,40,2
505576,1,1,1989,1300,13,2,0,70,1
505578,1,1,1997,1600,13,2,0,50,1
505578,1,4,1975,1100,13,2,0,,4
505579,1,1,1993,2180,13,2,0,80,1
505600,1,3,1976,1524,13,2,0,,1
505610,1,1,1984,2200,13,2,0,80,1
505615,2,1,1992,1200,13,2,0,70,1
505616,3,1,1987,2500,12,2,0,75,1
505616,1,1,1983,1200,12,2,0,70,2
505667,1,1,1998,1290,10,2,0,1,1
505667,1,4,1998,857,3,2,0,,1
505668,1,1,1980,706,13,1,9178,60,1
505669,1,1,1991,1600,13,2,0,80,1
505669,1,1,1985,980,13,2,0,80,2
505672,1,4,1978,1560,13,2,0,,3
505678,1,4,1989,800,13,1,10400,,1
505680,1,1,1989,1100,13,2,0,60,1
505681,1,1,1988,2400,13,1,31200,70,1
505695,1,1,1969,900,13,2,0,80,1
505695,1,1,1969,690,13,2,0,50,2
505703,1,1,1985,1300,13,2,0,70,1
505703,1,3,1972,600,13,2,0,,2
505706,1,1,1981,1400,13,2,0,60,1
505706,1,1,1985,1300,13,2,0,70,2
505716,1,1,1996,870,13,2,0,80,4
505723,1,1,1998,1750,13,2,0,80,1
505725,1,1,1991,1760,13,2,0,70,1
505725,1,3,1995,980,12,2,0,,2
505726,1,1,1993,1780,13,2,0,75,5
505729,1,1,1997,1450,13,2,0,70,1
505741,1,1,1978,2500,13,2,0,70,1
505754,1,1,1993,820,13,2,0,40,1
505767,1,3,1985,780,13,2,0,,1
505770,1,1,1986,1500,13,2,0,75,1
505770,1,1,1985,1800,13,2,0,70,2
505771,1,1,1991,3000,13,2,0,80,1
505773,1,3,1993,600,13,2,0,,1
505773,1,4,1997,400,13,2,0,,1
505774,1,1,1979,1200,13,2,0,60,1
505774,1,1,1991,1100,13,2,0,70,2
505776,1,1,1995,400,13,2,0,20,1
505796,1,1,1991,2000,13,2,0,90,2
505806,1,1,1983,1300,13,2,0,60,1
505814,1,1,1994,2000,13,2,0,80,1
505814,1,1,1995,200,13,2,0,50,2
505815,1,1,1998,1620,3,2,0,80,1
505815,1,4,1997,600,12,2,0,,3
505817,1,1,1994,1300,13,2,0,80,2
505819,1,1,1993,1250,13,2,0,70,2
505822,1,1,1977,400,13,2,0,30,1
505822,1,1,1980,700,13,2,0,50,2
505823,1,1,1996,1000,13,2,0,50,1
505823,1,4,1993,500,13,2,0,,1
505827,1,1,1988,1100,13,2,0,40,1
505827,1,1,1985,1700,13,2,0,80,2
505831,1,3,1974,400,13,2,0,,1
505831,1,1,1986,1500,13,2,0,70,1
505831,1,1,1986,750,13,2,0,50,2
505833,1,3,1990,700,13,2,0,,1
505833,1,1,1982,750,13,2,0,50,2
505833,1,4,1990,400,13,2,0,,2
505840,1,1,1960,980,13,2,0,60,1
505840,1,1,1964,670,13,2,0,60,2
505846,1,1,1987,980,13,2,0,,1
505846,1,3,1970,720,13,2,0,,2
505849,1,1,1994,2350,13,2,0,90,1
505849,1,1,1996,275,13,2,0,30,2
505850,1,1,1984,890,13,2,0,80,1
505850,1,4,1993,1200,13,2,0,,1
505852,1,1,1983,1900,13,2,0,60,1
505852,1,1,1992,680,13,2,0,70,2
505863,1,3,1992,120,12,2,0,,1
505865,4,3,1996,300,12,2,0,,1
505865,1,1,1976,1000,13,2,0,75,3
505865,1,4,1982,800,13,2,0,,3
505871,1,4,1987,800,13,2,0,,2
505871,1,6,1975,300,13,2,0,,2
505879,1,1,1985,800,13,2,0,60,1
505879,1,4,1987,900,13,2,0,,1
505881,1,1,1995,385,13,2,0,40,1
505882,1,1,1998,1470,13,2,0,70,1
505882,1,1,1990,1080,13,2,0,59,2
505885,3,1,1995,2200,13,2,0,80,1
505887,4,1,1995,200,13,2,0,,1
505887,1,1,1997,1800,13,2,0,80,2
505896,1,4,1985,1100,13,2,0,,1
505916,1,1,1987,1300,13,2,0,80,1
505916,1,1,1989,1300,13,2,0,80,2
505920,1,1,1998,500,12,2,0,70,1
505931,1,1,1997,2100,13,2,0,80,1
505939,1,1,1989,650,13,2,0,50,2
505939,1,4,1989,440,13,2,0,,2
505941,1,1,1976,772,13,2,0,,1
505944,1,1,1992,1800,13,2,0,80,1
505949,1,1,1980,600,13,2,0,60,3
505957,1,1,1986,2800,13,2,0,56,1
505960,1,1,1998,2800,4,2,0,70,1
505970,2,4,1975,1900,13,2,0,,1
505972,1,1,1979,2400,13,2,0,75,1
505972,2,5,1948,320,12,2,0,,1
505979,2,1,1990,2500,13,2,0,101,1
505979,2,1,1988,2600,13,2,0,101,2
505998,3,4,1980,1600,13,2,0,,1
506007,1,1,1995,700,13,2,0,40,1
506007,1,1,1990,700,13,2,0,20,2
506015,1,6,1997,600,13,2,0,,2
506025,2,1,1996,2000,13,2,0,95,1
506046,1,1,1987,1700,13,2,0,70,1
506046,1,1,1990,1300,13,2,0,75,2
506047,1,1,1992,1950,13,2,0,75,1
506050,1,1,1988,1700,13,2,0,80,1
506056,1,1,1990,1400,13,2,0,60,1
506062,2,1,1996,2800,13,2,0,80,1
506076,1,2,1965,650,13,2,0,,2
506076,4,3,1965,239,13,2,0,,2
506079,1,3,1974,390,13,2,0,,1
506079,1,1,1970,550,13,2,0,80,2
506079,1,4,1993,700,13,2,0,,2
506080,1,3,1977,652,13,2,0,,1
506080,1,4,1994,391,13,1,700,,1
506081,1,1,1983,1100,13,2,0,95,1
506081,1,3,1986,709,13,2,0,,1
506081,1,3,1979,400,13,2,0,,2
506089,1,1,1986,790,13,2,0,40,1
506093,1,1,1972,1480,13,2,0,80,1
506093,2,3,1961,1100,13,1,34000,,1
506095,1,3,1993,700,13,2,0,,1
506096,1,3,1967,700,13,2,0,,1
506100,1,1,1985,690,13,2,0,50,1
506100,1,1,1993,690,13,2,0,50,2
506105,1,3,1992,699,13,2,0,,1
506106,1,1,1983,795,13,2,0,50,1
506106,1,1,1975,600,13,2,0,50,2
506111,1,3,1983,340,13,2,0,,1
506111,1,1,1988,670,13,2,0,50,1
506111,1,1,1986,670,13,2,0,50,2
506111,1,3,1998,780,6,1,30000,,2
506112,1,1,1990,1400,13,2,0,80,1
506112,1,1,1992,680,13,2,0,50,2
506113,1,4,1985,870,13,2,0,,1
506116,1,4,1984,1400,13,2,0,,1
506126,3,1,1991,2550,13,2,0,60,1
506133,3,1,1994,1100,13,2,0,90,2
506152,1,1,1997,230,13,2,0,20,1
506152,1,4,1990,560,13,2,0,,1
506153,2,1,1997,2050,13,2,0,80,1
506157,1,1,1978,1180,13,2,0,20,1
506157,1,1,1994,670,13,2,0,50,2
506157,1,3,1997,200,13,2,0,,3
506158,1,1,1984,1200,13,2,0,90,1
506158,4,3,1951,980,12,2,0,,1
506158,1,2,1990,340,13,2,0,,2
506162,1,1,1995,1100,13,2,0,50,1
506162,1,5,1955,240,13,2,0,,1
506162,1,1,1990,740,13,2,0,60,2
506172,5,1,1992,4100,12,2,0,90,1
506172,1,1,1984,500,13,2,0,30,1
506172,3,1,1986,2300,13,2,0,90,2
506185,1,1,1992,680,13,2,0,90,1
506185,1,3,1975,500,13,2,0,,2
506185,1,3,1980,300,13,2,0,,2
506190,1,1,1994,1000,13,2,0,30,1
506195,1,1,1995,670,13,2,0,40,1
506195,1,2,1997,154,13,2,0,,2
506196,1,1,1992,589,13,2,0,50,1
506196,1,4,1996,588,13,2,0,,1
506196,1,1,1970,1225,13,2,0,80,2
506196,1,4,1992,357,13,2,0,,2
506198,3,1,1974,1100,13,2,0,100,5
506218,1,1,1992,2400,13,2,0,98,1
506218,1,3,1986,300,13,2,0,,3
506224,1,1,1979,1700,13,2,0,90,1
506224,1,3,1956,670,13,2,0,,2
506277,1,1,1986,1600,13,2,0,80,1
506277,1,4,1981,900,13,2,0,,1
506281,1,1,1992,1100,13,2,0,80,2
506281,1,3,1964,200,13,2,0,,4
506281,1,4,1969,700,13,2,0,,4
506282,1,1,1994,1700,13,2,0,90,1
506294,1,1,1992,3900,13,2,0,70,1
506294,2,3,1995,300,13,2,0,,2
506300,1,1,1995,1080,13,2,0,40,1
506300,1,1,1994,694,13,2,0,50,2
506316,1,1,1983,2200,13,2,0,60,1
506316,1,1,1993,400,13,2,0,1,2
506334,1,1,1983,1300,13,2,0,30,1
506334,4,3,1972,700,12,2,0,,2
506371,1,1,1983,715,13,2,0,100,1
506371,1,4,1986,730,13,2,0,,1
506373,1,3,1984,650,13,2,0,,1
506373,1,1,1989,670,13,2,0,100,2
506373,1,3,1969,650,13,2,0,,3
506374,1,4,1970,623,13,2,0,,1
506374,1,1,1994,680,13,2,0,40,2
506376,2,4,1994,1200,13,2,0,,7
506376,1,2,1980,600,13,2,0,,7
506383,1,3,1976,900,13,2,0,,1
506385,2,1,1993,1800,13,2,0,90,1
506389,1,3,1989,100,13,2,0,,2
506390,1,1,1984,760,13,2,0,60,1
506392,2,1,1984,2500,13,2,0,70,1
506392,1,1,1989,2050,13,2,0,50,2
506393,1,2,1971,600,13,2,0,,6
506393,1,4,1992,100,13,2,0,,6
506402,1,1,1996,1000,13,2,0,20,1
506403,1,4,1993,700,13,2,0,,1
506403,1,7,1993,300,13,2,0,,2
506403,1,7,1993,300,13,2,0,,3
506411,1,3,1989,700,13,2,0,,1
506411,1,1,1994,700,13,2,0,100,2
506417,1,1,1985,670,13,2,0,,1
506417,1,4,1983,325,13,2,0,,1
506417,1,1,1975,715,13,2,0,80,2
506417,1,4,1950,40,13,2,0,,2
506418,1,1,1972,706,13,2,0,80,1
506418,1,1,1972,693,13,2,0,80,2
506420,1,1,1986,650,13,2,0,150,1
506420,1,4,1997,120,13,2,0,,1
506422,1,1,1991,1130,13,2,0,70,1
506422,1,1,1998,700,3,2,0,150,2
506423,1,1,1973,650,13,2,0,150,1
506423,1,4,1992,350,13,2,0,,1
506426,1,1,1985,800,13,2,0,80,1
506426,1,1,1997,600,13,2,0,80,2
506427,1,1,1991,700,13,2,0,70,1
506427,1,1,1983,700,13,2,0,150,2
506431,1,1,1994,1134,13,2,0,90,1
506432,1,3,1980,750,13,2,0,,2
506433,3,4,1990,1400,13,2,0,,1
506439,2,1,1992,2200,13,2,0,80,2
506439,7,3,1990,300,12,2,0,,4
506440,3,1,1989,1700,13,2,0,90,2
506443,1,1,1996,2900,13,2,0,95,1
506443,1,1,1992,600,13,2,0,100,2
506444,1,1,1995,1600,13,2,0,70,1
506444,1,1,1996,1300,13,2,0,70,2
506445,1,1,1990,700,13,2,0,40,1
506446,1,1,1995,2300,13,2,0,85,1
506453,3,4,1985,1500,13,2,0,,1
506456,1,1,1996,1200,13,2,0,70,1
506456,5,1,1996,1300,13,2,0,,1
506459,3,1,1985,2000,13,2,0,100,1
506460,1,1,1993,1000,13,2,0,80,1
506460,1,4,1996,550,13,2,0,,1
506466,1,4,1988,1300,13,2,0,,1
506467,1,4,1984,1000,13,2,0,,2
506469,1,4,1989,700,13,2,0,,1
506471,1,1,1997,2800,13,2,0,80,1
506471,5,1,1997,800,13,1,8000,20,1
506471,1,1,1998,700,13,2,0,80,2
506478,3,4,1998,1200,13,1,6000,,1
506480,1,1,1984,2200,13,2,0,85,1
506480,1,1,1991,2300,13,2,0,80,2
506486,1,1,1989,700,13,2,0,50,1
506486,1,1,1989,670,13,2,0,,2
506489,1,4,1981,800,13,2,0,,1
506490,1,4,1994,1300,13,2,0,,1
506499,1,1,1981,980,13,2,0,60,1
506499,1,2,1974,700,13,2,0,,2
506504,1,4,1992,800,13,2,0,,1
506504,4,3,1970,400,13,2,0,,1
506506,1,1,1987,1880,13,2,0,100,1
506506,3,3,1991,600,12,2,0,,2
506507,1,1,1985,680,13,2,0,90,2
506510,1,1,1983,400,12,2,0,80,1
506510,4,3,1980,400,12,2,0,,1
506510,1,4,1980,800,13,2,0,,1
506512,1,1,1997,716,13,2,0,50,1
506516,3,1,1982,2200,13,2,0,70,1
506516,1,3,1997,350,13,2,0,,2
506519,1,1,1998,2200,10,2,0,100,1
506522,1,4,1994,306,13,2,0,,1
506524,2,1,1991,3000,13,2,0,100,1
506525,1,1,1991,1700,13,2,0,80,1
506525,2,4,1968,1350,13,2,0,,2
506527,1,1,1992,2300,13,2,0,80,1
506531,2,1,1997,1100,13,2,0,70,2
506531,1,4,1988,800,13,2,0,,5
506545,1,1,1976,715,13,2,0,60,1
506545,1,3,1984,350,12,2,0,,1
506545,1,1,1983,610,13,2,0,50,2
506548,1,1,1995,1100,13,2,0,70,1
506548,1,4,1998,700,6,2,0,,1
506548,1,1,1972,700,13,2,0,70,3
506549,1,3,1984,708,13,2,0,,2
506555,1,1,1992,2100,13,2,0,70,2
506557,1,1,1994,1500,13,2,0,65,1
506558,2,1,1995,2000,13,2,0,84,1
506567,1,1,1986,1122,13,2,0,70,1
506569,1,3,1960,1018,13,2,0,,1
506572,1,1,1996,338,13,2,0,70,1
506572,2,1,1997,1640,13,2,0,70,2
506572,1,1,1976,1300,13,2,0,60,4
506572,1,1,1970,1150,13,2,0,60,5
506572,3,3,1993,700,12,2,0,,5
506580,2,1,1977,2500,13,2,0,70,1
506580,2,1,1981,2400,13,2,0,70,2
506580,1,3,1980,400,12,2,0,,3
506586,1,4,1988,780,13,2,0,,1
506587,1,1,1997,1500,13,2,0,,1
506587,1,1,1998,700,13,2,0,,2
506591,1,1,1994,600,12,2,0,90,2
506594,1,1,1982,600,13,2,0,30,1
506594,1,1,1979,600,13,2,0,30,3
506596,1,1,1989,1100,13,2,0,95,2
506597,1,1,1990,700,13,2,0,,1
506597,1,1,1996,800,13,2,0,,2
506601,2,1,1986,1000,2,2,0,80,1
506601,1,3,1970,130,10,2,0,,1
506601,1,1,1980,700,13,2,0,,2
506603,1,1,1994,1450,13,2,0,80,1
506603,1,1,1995,1600,13,2,0,95,2
506604,1,1,1985,1400,13,2,0,70,1
506604,1,1,1995,687,13,2,0,30,2
506605,1,1,1982,1000,13,2,0,50,1
506605,1,1,1976,1400,13,2,0,95,2
506606,1,1,1994,2600,13,2,0,,1
506607,1,1,1976,700,13,2,0,80,2
506607,3,5,1945,800,13,2,0,,2
506607,1,4,1983,600,13,2,0,,2
506608,1,4,1975,313,13,2,0,,1
506608,2,1,1994,930,13,2,0,95,1
506613,1,2,1994,600,13,2,0,,1
506613,1,2,1994,490,13,2,0,,2
506615,1,4,1986,930,12,2,0,,2
506616,1,1,1984,1200,13,2,0,65,1
506616,1,3,1977,692,13,2,0,,2
506618,1,4,1984,980,13,2,0,,1
506619,2,1,1985,1463,13,2,0,70,1
506619,1,1,1990,697,13,2,0,25,2
506621,3,1,1992,2100,13,2,0,100,1
506622,1,1,1990,1700,13,2,0,90,1
506623,1,4,1992,900,13,1,6000,,2
506625,3,2,1985,600,13,2,0,,1
506625,3,2,1988,600,13,2,0,,2
506626,2,1,1995,1400,13,2,0,80,1
506626,1,1,1969,600,13,2,0,80,2
506626,3,3,1995,300,13,2,0,,2
506631,4,3,1980,1200,13,2,0,,1
506631,3,1,1995,600,13,2,0,,2
506631,1,1,1970,1100,13,2,0,80,3
506631,3,2,1970,600,13,2,0,,4
506634,5,1,1995,600,13,2,0,50,1
506634,4,3,1973,800,12,2,0,,2
506635,3,1,1995,680,13,2,0,100,1
506635,3,1,1996,680,13,2,0,100,2
506636,1,1,1988,700,13,2,0,,1
506637,2,1,1993,1023,13,2,0,50,1
506637,2,1,1971,1690,13,2,0,90,2
506637,2,1,1992,1233,13,2,0,50,3
506638,1,1,1982,700,13,2,0,60,1
506638,1,4,1980,220,13,1,13000,,1
506641,1,1,1992,1000,13,2,0,80,1
506641,2,4,1992,230,13,2,0,,1
506643,1,1,1998,1900,13,2,0,80,1
506643,1,1,1989,700,13,2,0,75,2
506654,1,1,1989,1200,13,2,0,80,5
506656,1,1,1988,1300,13,2,0,80,1
506658,1,3,1994,2000,13,2,0,,1
