NQUEST,ENTEPEN,TIPOPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE,NORD
31815,1,1,1983,1500,12,2,0,70,1
31815,1,2,1988,600,12,2,0,,2
31859,3,1,1997,2600,13,2,0,110,1
31891,1,1,1995,2000,13,2,0,80,2
31912,1,1,1997,800,12,2,0,50,1
31912,1,1,1984,1200,12,2,0,50,2
31913,1,1,1994,700,12,2,0,50,1
31918,6,1,1995,1500,12,2,0,50,1
31918,1,1,1993,110,12,2,0,50,1
31918,3,1,1993,700,12,2,0,60,2
32001,1,1,1995,1100,13,2,0,55,1
32001,3,1,1998,750,13,2,0,1,2
32001,1,6,1995,630,13,2,0,,2
32015,1,6,1998,935,13,2,0,,1
32015,1,6,1991,720,13,2,0,,2
32016,1,1,1995,1600,13,2,0,70,1
32016,1,4,1968,1200,13,2,0,,1
32019,1,1,1997,2200,12,2,0,72,1
32019,1,2,1976,700,12,2,0,,3
32031,1,4,1987,780,13,2,0,,1
32032,1,4,1964,790,13,2,0,,1
32034,1,1,1996,2000,13,2,0,76,1
32041,2,1,1994,1931,13,2,0,70,1
32043,2,1,1990,2330,13,2,0,90,1
32044,1,4,1980,1200,13,2,0,,1
32047,1,1,1991,1050,12,2,0,50,1
32052,1,1,1994,2100,13,2,0,68,1
32059,1,1,1986,680,13,2,0,40,1
32059,1,4,1977,600,13,2,0,,1
32063,1,1,1975,1480,13,2,0,70,1
32065,1,1,1976,600,13,2,0,40,1
32065,1,4,1979,348,13,2,0,,1
32066,1,1,1980,1920,13,2,0,80,1
32066,1,1,1980,688,13,2,0,40,2
32067,1,3,1968,590,13,2,0,,1
32067,1,4,1983,720,12,2,0,,1
32068,1,3,1989,360,13,2,0,,2
32128,1,1,1979,1500,13,2,0,80,1
32144,1,1,1997,1700,13,2,0,80,1
32145,3,1,1998,1560,6,2,0,,1
32198,1,1,1997,2400,13,2,0,8,1
32198,1,1,1996,2500,13,2,0,5,2
32204,3,1,1989,2000,13,1,9500,83,1
32207,1,3,1984,750,13,2,0,,2
32209,1,1,1990,2500,13,2,0,95,1
32229,3,1,1976,2200,13,2,0,85,1
32229,1,6,1976,300,13,2,0,,1
32233,1,1,1962,700,13,2,0,80,1
32233,1,1,1980,500,13,2,0,60,2
32257,1,1,1997,3000,13,2,0,70,1
32257,2,1,1995,1350,13,2,0,75,2
32262,1,4,1985,750,13,2,0,,1
32271,1,1,1981,706,13,2,0,50,1
32275,7,1,1994,4900,13,2,0,,1
32275,1,6,1998,700,13,2,0,,2
32276,1,1,1969,700,13,2,0,60,1
32283,1,1,1985,1300,13,2,0,95,1
32283,3,5,1995,300,13,2,0,,1
32283,1,1,1983,700,13,2,0,90,2
32285,1,4,1997,1270,13,1,5100,,1
32298,1,1,1986,2000,13,2,0,,1
32303,2,1,1994,1900,13,2,0,65,1
32313,1,3,1996,1500,13,2,0,,1
32313,1,4,1991,750,13,2,0,,1
32318,1,4,1994,900,13,2,0,,1
32327,1,4,1983,700,13,2,0,,1
32328,1,1,1971,530,13,2,0,,1
32328,1,4,1993,600,13,2,0,,1
32331,2,1,1979,1750,13,2,0,80,1
32331,1,1,1993,600,13,2,0,50,2
32334,1,4,1991,1400,13,2,0,,1
32339,1,1,1977,1500,13,2,0,80,1
32339,1,3,1984,390,13,2,0,,3
32352,2,1,1972,4700,13,2,0,80,1
32428,1,1,1966,1300,13,2,0,80,1
32438,1,1,1980,700,13,2,0,,1
32438,1,2,1988,650,13,2,0,,2
32439,2,1,1997,1900,13,2,0,90,1
32464,1,4,1969,600,13,2,0,,2
32465,1,1,1978,650,13,2,0,60,2
32466,1,1,1975,750,13,2,0,40,1
32466,1,1,1987,700,13,2,0,30,2
32467,5,1,1984,1700,13,2,0,30,1
32467,1,1,1985,750,13,2,0,60,2
32470,3,1,1992,2600,13,2,0,100,1
32470,1,4,1985,350,13,2,0,,1
32471,1,1,1996,750,13,1,5000,50,1
32471,1,4,1987,350,13,2,0,,1
32480,1,3,1995,800,13,2,0,,1
32480,1,3,1976,700,13,2,0,,2
32484,1,1,1965,620,13,1,3000,100,2
32488,1,1,1987,630,12,2,0,60,1
32488,1,4,1996,350,13,2,0,,1
32489,1,1,1979,700,13,2,0,90,1
32489,1,3,1989,600,13,2,0,,2
32489,1,3,1980,1500,13,2,0,,3
32492,1,1,1982,650,13,2,0,70,1
32492,1,4,1997,350,13,2,0,,1
32493,1,1,1990,650,13,2,0,80,1
32493,1,1,1991,650,13,2,0,80,2
32494,1,1,1998,650,13,2,0,100,1
32496,1,1,1985,650,13,2,0,100,1
32496,1,1,1996,650,13,2,0,100,2
32517,2,1,1995,2200,13,2,0,90,1
32517,7,1,1986,1700,13,2,0,70,2
32524,5,1,1987,3000,14,2,0,90,1
32552,1,1,1998,1500,13,2,0,90,1
32553,1,1,1985,1200,13,2,0,80,1
32553,1,4,1971,200,13,2,0,,1
32553,1,1,1974,650,13,2,0,60,2
32556,1,4,1995,600,13,2,0,,1
32558,1,4,1998,850,13,2,0,,2
32654,2,1,1990,1200,13,2,0,70,1
32658,1,1,1994,1080,13,2,0,90,1
32660,1,1,1990,1380,13,2,0,70,1
32668,2,1,1995,2300,13,2,0,80,1
32669,2,1,1998,2018,13,2,0,80,1
32669,1,3,1998,395,13,1,16000,,3
32678,1,1,1998,1500,9,2,0,80,1
32681,3,1,1994,2400,13,2,0,98,1
32685,1,1,1992,1500,13,2,0,100,1
32691,1,4,1990,700,13,2,0,,1
32701,1,1,1987,600,13,2,0,80,1
32701,3,5,1947,100,13,2,0,,1
32701,1,4,1985,250,13,2,0,,1
32703,1,3,1970,600,12,2,0,,2
32704,1,1,1990,680,13,2,0,60,1
32704,1,4,1996,580,13,2,0,,1
32709,1,1,1998,1400,8,1,12000,40,1
32711,1,1,1995,2500,13,2,0,70,1
32711,1,1,1989,1300,13,2,0,50,2
32716,1,1,1996,2400,13,2,0,100,1
32716,1,1,1997,1800,13,2,0,100,2
32719,1,1,1992,2200,13,2,0,80,1
32719,1,1,1986,850,13,2,0,70,2
32720,1,1,1975,690,13,2,0,80,1
32720,1,4,1985,690,13,2,0,,1
32722,1,1,1972,690,13,2,0,60,1
32722,1,4,1993,800,13,2,0,,1
32731,1,1,1983,1500,13,2,0,80,1
32731,1,1,1990,600,13,2,0,40,2
32732,1,1,1998,2500,10,2,0,72,1
32732,1,1,1998,1500,10,2,0,72,2
32733,1,1,1994,1100,13,2,0,30,1
32742,1,1,1998,2100,13,2,0,90,1
32743,1,1,1977,1200,13,2,0,80,1
32743,1,1,1981,600,13,2,0,80,2
32751,3,1,1996,1700,13,2,0,80,1
32751,3,1,1991,1300,12,2,0,70,2
32754,2,1,1988,900,13,2,0,70,3
32756,1,1,1978,700,13,2,0,45,1
32756,1,4,1980,300,13,2,0,,1
32757,1,1,1974,720,13,1,320,,1
32769,4,3,1988,300,12,2,0,,1
32769,1,1,1974,700,12,2,0,45,2
32769,1,4,1975,300,12,2,0,,2
32778,1,1,1998,1750,13,2,0,70,1
32780,1,1,1990,1800,13,2,0,75,1
32782,1,1,1970,750,13,2,0,30,1
32782,1,6,1980,450,13,2,0,,2
32791,1,1,1973,700,13,2,0,30,1
32791,3,5,1960,85,13,2,0,,1
32799,1,4,1985,940,13,2,0,,1
32800,1,1,1978,1300,13,2,0,50,1
32800,1,3,1978,1000,13,2,0,,1
32800,1,2,1989,405,13,2,0,,2
32805,1,1,1997,650,13,2,0,70,1
32805,1,2,1997,450,13,2,0,,2
32810,1,4,1976,650,13,2,0,,1
32822,2,1,1994,2980,13,2,0,60,1
32839,2,1,1998,2150,13,2,0,80,1
32861,1,1,1997,2200,13,2,0,100,1
32874,1,4,1990,700,13,2,0,,1
32880,1,1,1974,800,13,2,0,30,2
32880,1,1,1977,900,13,2,0,30,3
32880,1,1,1979,800,13,1,3000,30,4
32880,1,4,1979,700,13,2,0,,4
32883,1,1,1987,750,13,1,4000,80,1
32891,1,1,1971,700,13,1,2000,80,1
32891,1,2,1975,400,13,2,0,,2
32893,2,1,1978,1800,13,2,0,80,1
32893,2,5,1958,400,12,2,0,,1
32893,1,1,1991,700,13,2,0,60,2
32895,1,1,1985,700,12,2,0,70,1
32895,2,5,1985,100,12,2,0,,1
32900,2,1,1993,1500,13,2,0,90,1
32901,1,1,1994,1400,12,2,0,75,1
32901,4,3,1990,600,12,2,0,,2
32902,1,1,1991,1600,13,2,0,75,1
32907,1,1,1991,1300,12,2,0,75,1
32978,1,1,1985,1500,12,2,0,80,1
32978,1,4,1977,800,12,2,0,,1
32982,1,4,1990,1500,13,2,0,,1
32987,1,1,1990,1600,13,2,0,80,1
32987,1,1,1985,700,12,2,0,100,2
33027,1,1,1984,4000,13,2,0,70,1
33031,1,1,1982,700,13,2,0,40,1
33031,4,3,1977,600,12,2,0,,1
33031,1,1,1998,696,13,2,0,40,2
33032,1,4,1997,1900,13,2,0,,1
33187,2,1,1995,2700,13,1,100,100,1
33205,1,1,1997,700,13,2,0,30,1
33205,1,1,1989,600,13,2,0,30,2
33209,1,1,1983,1490,13,2,0,70,1
33209,1,1,1986,930,13,2,0,110,2
33219,1,1,1980,1000,13,2,0,70,4
33228,5,1,1986,2330,12,2,0,,1
33228,1,1,1981,510,13,2,0,40,2
33230,2,4,1972,1400,13,2,0,,1
33235,1,1,1982,640,13,2,0,70,1
33235,3,4,1973,1100,13,2,0,,1
33236,1,1,1989,1850,13,2,0,75,1
33236,1,6,1993,700,13,2,0,,2
33238,1,1,1960,800,13,2,0,70,1
33238,1,4,1977,400,13,2,0,,1
33238,1,1,1981,1200,13,2,0,50,2
33238,1,4,1995,800,13,2,0,,2
33239,3,1,1987,2400,13,2,0,95,1
33239,3,1,1997,1800,13,2,0,85,2
33240,1,1,1995,2100,13,2,0,95,1
33240,3,3,1994,1400,13,2,0,,2
33245,1,1,1991,3000,13,2,0,85,1
33245,1,1,1997,300,13,2,0,50,2
33245,1,2,1980,670,13,2,0,,3
33245,1,4,1988,250,13,2,0,,3
33245,1,4,1996,200,13,2,0,,4
33250,3,1,1987,1878,13,2,0,100,1
33250,3,1,1985,1870,13,2,0,100,2
33252,1,1,1992,1850,13,2,0,20,1
33252,1,1,1991,1400,13,2,0,20,2
33328,1,1,1990,1000,13,2,0,80,2
33328,1,1,1991,750,13,2,0,70,3
33328,1,1,1963,600,13,2,0,80,7
33328,4,3,1995,750,12,2,0,,7
33336,1,4,1995,600,13,2,0,,2
33340,1,1,1975,1100,13,2,0,100,1
33340,1,1,1974,660,13,2,0,100,2
33340,1,3,1982,680,13,2,0,,3
33347,3,1,1996,1638,13,2,0,80,1
33348,1,1,1994,1170,13,2,0,40,1
33348,1,3,1996,1100,12,1,27000,,2
33350,3,1,1997,1390,13,2,0,80,1
33350,1,1,1992,600,13,2,0,40,2
33350,4,3,1989,320,13,2,0,,3
33350,1,1,1972,680,13,2,0,40,5
33361,1,1,1989,30,13,2,0,,1
33361,1,3,1975,1400,13,2,0,,1
33361,1,1,1978,1050,13,2,0,50,2
33373,1,1,1987,1300,13,2,0,80,1
33373,1,1,1986,1600,13,2,0,80,2
33382,5,1,1997,50,12,2,0,,1
33412,1,6,1978,700,13,2,0,,1
33412,1,1,1975,700,13,2,0,20,2
33479,3,1,1995,2300,12,2,0,100,1
33485,3,1,1994,5000,13,2,0,80,1
33485,2,1,1996,2100,13,2,0,90,2
33595,1,1,1994,1100,12,2,0,75,1
33604,1,1,1990,1200,13,2,0,50,1
33604,1,4,1990,400,13,2,0,,1
33608,1,1,1984,1050,13,2,0,50,1
33631,1,1,1994,1750,12,2,0,80,1
33633,2,1,1995,840,13,2,0,35,2
33634,1,1,1979,1650,13,2,0,75,1
33636,1,1,1980,1200,13,1,4000,40,2
33636,1,4,1986,200,13,2,0,,2
33637,1,4,1981,1800,13,2,0,,2
33644,2,1,1992,1400,13,2,0,70,1
33751,3,1,1997,1900,13,2,0,75,2
33761,1,1,1998,6500,9,2,0,85,1
33773,4,3,1994,173,12,2,0,,1
33816,1,1,1981,550,13,2,0,60,1
33816,1,4,1987,325,13,2,0,,1
33823,1,1,1984,400,13,2,0,80,1
33823,2,4,1986,2300,13,2,0,,1
33839,1,1,1995,960,12,2,0,60,1
33841,4,3,1994,250,12,2,0,,1
33885,1,3,1975,500,13,2,0,,1
33885,1,4,1994,900,13,2,0,,1
33888,1,3,1980,400,13,2,0,,1
33888,1,4,1972,700,13,2,0,,1
33888,1,1,1980,847,13,2,0,80,2
33889,1,1,1996,2500,13,2,0,60,1
33889,1,2,1970,700,13,2,0,,4
33889,1,4,1994,600,13,2,0,,4
33935,1,1,1989,1800,13,2,0,60,1
33935,1,3,1980,900,13,2,0,,2
33935,1,6,1980,900,13,2,0,,2
33938,1,3,1975,400,13,2,0,,2
33938,1,6,1980,350,13,2,0,,2
34003,1,1,1988,620,13,2,0,80,1
34003,1,2,1993,400,13,2,0,,2
34017,1,1,1988,600,13,2,0,25,2
34019,4,3,1989,4500,12,2,0,,1
34032,1,1,1983,3300,13,2,0,90,1
34032,1,1,1990,700,13,2,0,70,2
34055,2,4,1984,1500,13,2,0,,1
34055,1,1,1984,226,13,2,0,60,1
34056,1,1,1985,1400,13,2,0,70,5
34058,2,1,1985,1300,13,2,0,70,1
34058,1,1,1979,670,13,2,0,,2
34058,1,1,1996,1500,13,2,0,70,4
34099,1,1,1976,2000,13,2,0,70,1
34110,1,4,1989,510,12,2,0,,1
34124,1,1,1993,2000,12,2,0,80,2
34131,2,1,1997,2600,13,2,0,95,2
34132,1,1,1992,3400,13,2,0,80,1
34132,2,1,1998,2400,13,2,0,99,2
34134,1,3,1978,700,12,2,0,,2
34181,1,1,1975,1000,13,2,0,1,2
34196,3,1,1979,2000,13,2,0,90,1
34199,1,3,1991,4000,13,2,0,,1
34211,1,1,1990,650,13,2,0,80,1
34211,1,1,1992,700,13,2,0,90,2
34212,1,4,1973,850,13,2,0,,1
34212,1,3,1990,1400,13,2,0,,2
34215,1,1,1996,2000,13,2,0,80,1
34218,2,1,1982,2800,13,2,0,80,1
34218,2,4,1983,500,13,2,0,,1
34225,1,1,1995,970,13,2,0,95,1
34230,1,4,1980,670,13,2,0,,1
34252,4,3,1964,1200,12,2,0,,1
34255,3,1,1998,2900,1,2,0,95,1
34257,2,1,1979,4300,13,2,0,90,1
34257,2,1,1983,2000,13,2,0,90,2
34262,1,1,1988,500,13,2,0,80,1
34262,4,2,1998,212,12,2,0,,1
34264,2,1,1994,2200,13,2,0,50,1
34268,3,1,1983,1800,13,2,0,75,1
34302,1,3,1998,1200,13,2,0,,1
34340,3,1,1994,,13,2,0,,1
34367,1,4,1964,1100,12,2,0,,1
34377,1,1,1995,1480,13,2,0,50,1
34396,2,4,1984,1400,13,2,0,,2
34470,1,1,1978,1400,13,2,0,80,1
34470,1,2,1991,280,13,2,0,,2
34525,1,1,1997,2000,12,2,0,1,1
34555,7,1,1985,1048,13,2,0,50,1
34555,1,1,1982,1850,13,2,0,80,2
34555,1,2,1988,520,13,2,0,,3
34567,2,1,1997,2700,13,2,0,100,1
34568,2,1,1991,2000,13,2,0,80,1
34584,1,1,1989,700,13,2,0,50,1
34593,1,1,1994,2000,13,2,0,10,1
34594,1,1,1989,1090,13,2,0,50,5
34600,1,1,1985,2500,13,2,0,65,1
34718,1,1,1989,700,13,2,0,80,1
34718,1,2,1993,450,13,2,0,,2
34720,2,1,1986,2000,13,2,0,80,1
34720,1,2,1985,380,13,2,0,,2
34729,1,1,1980,960,13,2,0,50,1
34731,2,1,1993,1400,13,2,0,80,1
34732,1,1,1987,1700,13,2,0,95,1
34732,1,3,1974,680,13,2,0,,2
34757,1,1,1981,1200,12,2,0,60,1
34757,1,2,1991,650,12,2,0,,2
34778,1,2,1982,750,12,2,0,,3
34800,1,1,1996,1400,12,2,0,70,1
34833,1,6,1998,550,13,2,0,,2
34834,3,1,1970,2300,13,2,0,100,1
34834,1,3,1997,785,13,1,1500,,1
34836,2,4,1977,1200,13,2,0,,2
34840,1,1,1984,1200,13,2,0,45,1
34840,1,3,1984,670,13,2,0,,2
34857,2,1,1993,1955,13,2,0,80,1
34886,1,1,1992,830,13,2,0,30,2
34886,1,4,1997,1200,13,2,0,,2
34926,1,1,1997,2100,13,2,0,100,1
34931,2,1,1995,2000,13,2,0,80,1
34983,1,1,1989,900,13,2,0,50,1
34983,1,1,1992,800,13,2,0,50,2
34993,1,4,1985,700,12,2,0,,1
35001,3,1,1977,2400,13,2,0,75,1
35001,3,1,1990,2300,13,2,0,75,2
35005,1,4,1993,885,13,2,0,,1
35024,1,4,1979,380,13,1,500,,1
35025,2,4,1986,1000,13,2,0,,2
35025,1,4,1986,350,13,2,0,,2
35026,3,1,1994,1850,13,2,0,90,1
35026,1,1,1995,1650,13,2,0,70,2
35067,1,1,1978,1310,13,2,0,72,1
35067,1,2,1991,645,13,2,0,,2
35103,1,1,1993,800,13,2,0,50,1
35133,1,1,1991,2000,13,2,0,70,1
35135,1,4,1997,800,12,2,0,,1
35146,1,1,1984,1800,13,2,0,65,1
35146,4,3,1955,400,12,2,0,,1
35149,2,1,1965,1500,13,2,0,50,2
35150,1,1,1989,700,13,2,0,50,2
35150,1,4,1990,350,13,2,0,,2
35150,1,1,1996,1500,13,2,0,80,5
35155,1,1,1988,600,12,2,0,60,1
35155,1,1,1988,600,12,2,0,100,2
35157,4,3,1987,250,7,1,18000,,1
35169,3,1,1991,2500,13,2,0,20,1
35202,2,3,1983,350,12,2,0,,2
35202,7,7,,,,,,,3
35205,1,3,1987,1200,13,2,0,,3
35214,2,1,1997,2000,13,2,0,80,2
35215,1,4,1989,700,13,2,0,,1
35218,1,4,1958,500,13,2,0,,1
35218,5,1,1973,1300,13,2,0,,1
35222,1,1,1994,1500,13,2,0,80,1
35232,1,1,1985,1700,13,2,0,40,1
35234,1,1,1997,2250,13,2,0,75,1
35234,2,4,1994,1100,13,2,0,,2
35254,1,1,1989,713,13,2,0,30,1
35281,1,1,1996,2400,13,2,0,80,1
35295,1,1,1988,530,13,2,0,30,1
35296,1,3,1985,1000,13,2,0,,1
35297,1,1,1989,1200,13,2,0,60,1
35298,1,1,1975,1200,13,2,0,70,1
35319,1,1,1978,850,13,2,0,50,1
35319,1,1,1992,700,13,2,0,50,2
35322,1,1,1988,1400,13,2,0,90,1
35323,1,1,1997,1171,13,2,0,50,1
35326,1,1,1996,1500,13,2,0,70,2
35327,1,1,1975,900,13,2,0,100,3
35349,6,1,1995,1000,12,2,0,80,1
35349,1,1,1990,138,13,2,0,10,1
35355,5,1,1993,1600,13,2,0,100,1
35370,1,1,1993,700,13,2,0,60,1
35372,3,3,1994,350,13,2,0,,4
35372,3,3,1994,700,12,2,0,,4
35385,1,1,1982,1200,13,2,0,80,1
35395,1,1,1970,700,13,2,0,100,1
35395,1,4,1980,300,13,2,0,,1
35401,1,1,1998,600,13,2,0,40,1
35401,1,4,1982,800,13,2,0,,1
35405,1,1,1997,1000,13,2,0,80,1
35405,1,1,1997,700,13,2,0,50,2
35437,1,1,1972,500,13,2,0,80,1
35437,1,4,1997,1200,13,2,0,,1
35440,1,1,1974,670,13,2,0,90,1
35440,1,1,1989,680,13,2,0,80,2
35444,1,1,1992,700,13,2,0,60,1
35446,1,4,1966,2040,13,1,5000,,1
35450,4,3,1995,1300,13,2,0,,1
35450,1,1,1973,700,13,2,0,90,5
35450,1,4,1982,280,13,1,1500,,5
35454,1,1,1968,700,13,2,0,70,5
35455,2,1,1994,2200,13,2,0,90,1
35455,2,4,1987,800,13,2,0,,1
35455,2,1,1988,1600,13,2,0,80,2
35455,2,5,1984,128,12,2,0,,2
35475,1,1,1973,730,13,1,2000,,1
35475,1,3,1994,300,13,2,0,,2
35475,1,2,1980,700,13,2,0,,2
35485,3,1,1987,2500,13,2,0,100,1
35485,1,1,1993,600,13,2,0,30,2
35488,3,1,1994,1750,13,2,0,70,1
35488,2,1,1994,1750,13,2,0,90,2
35489,1,1,1992,1750,13,2,0,100,1
35498,1,1,1992,1600,13,2,0,70,1
35498,1,1,1998,980,13,2,0,40,2
35500,1,1,1989,2300,13,2,0,80,1
35506,2,1,1997,2100,13,2,0,90,1
35506,2,4,1994,860,13,2,0,,1
35507,1,1,1993,1600,14,2,0,70,2
35507,4,3,1993,500,13,2,0,,2
35512,1,2,1983,1000,13,2,0,,2
35514,1,1,1996,800,13,2,0,50,2
35518,1,1,1986,2500,13,2,0,30,1
35518,1,1,1992,700,13,2,0,10,2
35519,1,1,1993,1000,13,2,0,50,1
35566,1,1,1974,825,13,2,0,100,1
35566,1,2,1993,400,13,2,0,,2
35598,1,4,1976,650,13,2,0,,1
35600,1,1,1988,1200,13,2,0,85,1
35628,1,1,1989,880,13,2,0,,1
35628,3,1,1995,920,13,2,0,70,2
35632,1,1,1958,2400,13,2,0,33,1
35636,1,1,1992,706,13,2,0,50,1
35640,1,1,1997,1500,13,2,0,75,2
35640,1,1,1955,1160,13,2,0,90,4
35640,1,4,1972,700,13,2,0,,4
35641,1,1,1997,1350,13,2,0,80,1
35676,1,1,1996,2130,13,2,0,90,1
35677,1,1,1992,942,13,2,0,25,1
35679,2,1,1961,1850,13,1,6000,85,1
35679,2,4,1958,1600,13,2,0,,2
35682,1,3,1982,740,13,2,0,,6
35682,2,5,1947,540,13,2,0,,6
35695,1,1,1989,2000,13,2,0,95,1
35712,1,1,1996,700,13,2,0,50,1
35718,1,4,1973,346,13,2,0,,1
35718,1,1,1970,600,13,2,0,100,3
35718,1,4,1974,300,13,2,0,,3
35728,2,1,1975,1400,12,2,0,90,3
35738,1,1,1987,2450,13,2,0,80,1
35738,1,1,1986,700,13,2,0,60,2
35780,1,1,1992,1125,13,2,0,70,1
35781,2,1,1989,1450,13,2,0,80,2
35789,2,4,1994,1400,13,1,2000,,1
35806,2,4,1992,1500,13,2,0,,1
35851,1,1,1997,970,12,2,0,50,1
35899,1,1,1993,1900,13,2,0,80,1
35968,2,1,1988,1800,13,2,0,70,1
35968,2,4,1996,500,13,2,0,,1
36066,3,1,1994,2143,13,2,0,80,1
36067,1,1,1997,1700,13,2,0,,1
36073,1,1,1993,2400,13,2,0,102,1
36074,1,1,1973,700,13,2,0,90,2
36074,1,4,1971,350,13,2,0,,2
36106,3,4,1995,1800,13,2,0,,1
36112,1,1,1975,700,13,2,0,33,4
36112,1,4,1985,300,13,2,0,,4
36112,2,1,1975,900,13,2,0,33,5
36119,1,4,1989,733,13,2,0,,2
36119,1,3,1995,750,12,2,0,,2
36124,1,4,1989,700,13,2,0,,1
36128,1,1,1995,1200,13,2,0,50,1
36128,1,1,1996,900,13,2,0,40,2
36142,1,1,1988,1370,13,2,0,60,1
36142,1,1,1989,815,13,2,0,100,2
36145,1,1,1984,650,13,2,0,20,1
36145,1,1,1987,650,13,2,0,,2
36148,1,1,1990,820,13,2,0,25,1
36148,1,2,1998,1990,13,2,0,,2
36150,1,3,1974,700,13,2,0,,1
36162,1,1,1993,1300,13,2,0,150,1
36184,1,3,1998,712,3,2,0,,1
36186,1,1,1990,1315,13,2,0,80,1
36236,1,2,1987,650,12,2,0,,2
36249,1,1,1989,1100,12,2,0,80,1
36279,1,1,1995,2000,12,2,0,80,1
36291,4,3,1982,1100,12,2,0,,2
36376,1,1,1978,2200,13,2,0,100,1
36376,1,1,1997,2000,13,2,0,100,2
36388,1,1,1991,950,13,2,0,80,1
36388,1,1,1977,1300,13,2,0,50,2
36391,1,1,1994,900,13,2,0,30,2
36391,1,2,1995,600,13,2,0,,3
36407,1,4,1971,1200,13,2,0,,1
36407,1,3,1971,380,13,2,0,,2
36428,1,1,1980,650,13,2,0,50,1
36428,1,4,1974,500,13,2,0,,1
36489,1,1,1984,1050,13,2,0,80,1
36489,1,3,1973,800,13,2,0,,2
36492,1,1,1987,2100,13,2,0,90,1
36494,1,1,1997,1192,13,2,0,80,1
36494,1,2,1997,690,13,2,0,,2
36496,1,1,1994,637,13,2,0,40,1
36505,1,1,1979,780,13,2,0,80,1
36505,6,1,1979,700,13,2,0,50,1
36511,1,1,1994,800,13,2,0,80,1
36511,1,1,1995,1050,13,2,0,80,2
36524,2,1,1994,1780,13,2,0,80,2
36527,2,1,1988,2600,13,2,0,10,1
36536,1,1,1984,1283,13,2,0,35,1
36536,1,2,1988,706,13,2,0,,2
36537,3,1,1975,2200,13,2,0,20,1
36545,1,1,1996,1500,12,2,0,80,1
36549,2,4,1987,1326,13,2,0,,1
36565,1,1,1993,2000,12,2,0,80,1
36567,1,1,1994,2100,12,2,0,80,1
36594,1,1,1972,1000,13,2,0,100,1
36594,1,3,1980,600,13,2,0,,2
36596,1,4,1981,700,13,2,0,,1
36596,1,4,1968,600,13,2,0,,2
36597,1,1,1997,2750,13,2,0,88,1
36597,1,3,1980,650,13,2,0,,2
36627,1,4,1987,800,13,2,0,,2
36641,1,1,1982,850,13,2,0,30,1
36641,1,1,1983,830,13,2,0,100,2
36697,1,4,1991,500,13,2,0,,1
36741,1,1,1984,700,13,2,0,60,1
36775,4,3,1987,3400,12,2,0,,1
36787,1,1,1992,1680,13,2,0,90,1
36813,1,4,1974,600,13,2,0,,1
36814,1,1,1987,850,13,2,0,50,1
36814,1,1,1984,700,13,2,0,50,2
36821,1,4,1995,1000,13,2,0,,1
36822,4,4,1987,1800,12,2,0,,1
36822,1,4,1987,600,13,2,0,,1
36848,1,1,1977,1200,13,2,0,70,1
36848,1,2,1987,300,13,2,0,,2
36849,1,1,1973,1100,13,2,0,40,1
36849,1,2,1991,200,13,2,0,,2
36876,4,3,1981,270,13,2,0,,1
36890,1,4,1968,550,13,2,0,,1
37001,1,1,1996,2400,13,2,0,100,1
37012,4,3,1989,150,12,2,0,,1
37042,1,1,1987,450,13,2,0,1,4
37042,1,4,1991,800,13,2,0,,4
37115,4,3,1987,135,12,2,0,,1
37211,1,1,1997,2600,13,2,0,90,1
37215,1,1,1987,2000,13,2,0,80,1
37215,1,2,1990,600,13,2,0,,2
37216,1,2,1970,700,13,2,0,,5
37230,1,2,1980,800,13,2,0,,1
37233,1,1,1997,2000,14,2,0,70,1
37245,1,1,1984,2000,13,2,0,80,1
37250,1,2,1985,800,13,2,0,,1
37257,1,1,1981,690,12,2,0,20,1
37258,1,2,1994,600,13,2,0,,1
37258,1,2,1994,650,13,2,0,,5
37266,3,1,1982,2000,13,2,0,30,1
37266,1,1,1983,700,12,2,0,30,2
37268,3,1,1986,2000,12,2,0,60,1
37291,1,1,1996,810,12,2,0,75,1
37295,2,1,1996,2284,13,2,0,80,1
37302,1,4,1995,2500,13,2,0,,1
37315,3,4,1983,600,12,2,0,,1
37327,1,2,1970,700,13,2,0,,3
37327,1,4,1970,300,13,2,0,,3
37328,1,1,1977,840,13,2,0,10,1
37328,1,4,1970,140,13,2,0,,1
37338,1,6,1990,700,13,2,0,,2
37339,1,1,1975,1000,13,2,0,40,1
37339,1,4,1980,200,13,2,0,,1
37342,1,2,1988,1000,13,2,0,,1
37343,1,3,1993,1000,12,2,0,,4
37348,1,1,1982,700,13,2,0,50,1
37348,1,4,1971,450,13,2,0,,1
37349,2,1,1998,2200,13,2,0,90,1
37349,1,2,1990,700,13,2,0,,2
37389,1,4,1977,570,13,2,0,,1
37390,1,6,1972,600,12,2,0,,7
37394,1,1,1997,2000,13,2,0,80,1
37396,2,4,1969,1200,13,2,0,,5
37461,2,1,1997,2649,13,2,0,100,1
37504,7,1,1986,4100,13,2,0,60,1
37504,1,1,1990,690,13,2,0,30,2
37511,3,1,1998,2000,13,2,0,80,1
37511,2,1,1982,1300,13,2,0,60,2
37512,1,4,1982,2000,13,2,0,,1
37512,1,6,1984,100,13,2,0,,1
37512,1,6,1960,670,13,2,0,,2
37512,1,4,1985,1200,13,2,0,,2
37518,1,1,1988,600,13,2,0,20,1
