NQUEST,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,POSS,IMPACQ,MUTUOAB,TMUTUOAB,MUTUOAG,AGEV1,AGEV2,AGEV3,AGEV4,AGEV5,MUTUOIN,MUTUODU,MUTUOVA1,MUTUOVA2,MUTUOVA3,MUTUOVA4,TIPOTAX,TFITTO,TIPOAFF,PROPRIET,ANABIT,TFITIMP,UBIC1,UBIC2,CATABIT,SUPAB,ANCOSTR,RISTRUT,BAGNI,RISCALD,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,VENDIM,NVENDIM,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,TAXFIS,TAXVAR
510101,1,1,,1969,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,600,2,3,4,80,1940,2,1,1,100000,2,,2,,1,1,2,,2,,2,,2,,,
510103,1,1,,1987,1,2,,,,,1,35000,,,,,,,,,,,,,,,,,,,,600,2,3,3,100,1960,2,2,1,140000,2,,2,,2,,2,,2,,2,,2,,,
510104,1,1,,1975,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,800,1,3,3,200,1966,1,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510105,1,1,,1976,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,600,4,3,2,150,1975,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510106,1,1,,1990,1,2,,,,,2,105000,1,10000,1,0,0,1,0,0,50000,10,1,0,0,0,1,,,,,400,2,3,4,129,1988,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,15,
510107,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1992,500,2,3,4,80,1970,2,2,1,150000,2,,2,,2,,2,,2,,2,,,,,
510108,1,1,,1965,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,2,3,4,90,1900,1,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510109,1,1,,1984,1,,,,,,4,,2,,,,,,,,,,,,,,,,,,,1500,4,3,3,150,1960,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
510110,1,1,,1991,1,2,,,,,2,140000,1,15000,3,,,,,,1400,10,1,0,0,0,2,,,,,600,4,1,2,143,1990,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,,10
510111,1,1,,1930,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,4,3,3,50,1920,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510112,1,1,,1966,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,6,3,3,120,1966,2,2,2,200000,2,,2,,2,,2,,2,,2,,2,,,
510113,1,1,,1973,1,,,,,,1,70000,,,,,,,,,,,,,,,,,,,,500,4,1,3,90,1890,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510114,1,1,,1985,1,,,,,,6,90000,,,,,,,,,,,,,,,,,,,,500,1,3,4,150,1985,2,2,2,200000,2,,2,,2,,2,,2,,2,,2,,,
510116,1,1,,1992,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,800,2,3,2,120,1992,1,2,1,100000,1,1,2,,2,,2,,2,,2,,2,,,
510117,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1965,600,4,1,3,100,1960,2,1,1,250000,2,,2,,2,,2,,2,,2,,,,,
510122,1,1,,1972,1,,,,,,1,4000,,,,,,,,,,,,,,,,,,,,300,2,3,3,100,1800,2,2,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510126,1,1,,1937,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,800,6,3,3,110,1850,2,1,1,180000,1,1,2,,2,,2,,2,,2,,2,,,
510127,3,2,33,1977,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,350,2,3,5,88,1977,2,2,1,100000,2,,2,,2,,2,,2,,2,,,,,
510129,1,1,,1986,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,4,1,2,120,1876,3,2,1,280000,2,,2,,2,,2,,2,,2,,2,,,
510137,3,1,,1995,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,400,3,3,5,100,1995,1,1,2,80000,2,,2,,2,,2,,2,,2,,,,,
510140,1,1,,1973,1,2,,,,,1,125000,,,,,,,,,,,,,,,,,,,,1000,4,1,3,145,1970,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
510145,1,1,,1987,1,,,,,,1,85000,,,,,,,,,,,,,,,,,,,,700,4,1,2,100,1980,1,2,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510148,1,1,,1966,1,,,,,,1,20000,,,,,,,,,,,,,,,,,,,,600,4,1,3,100,1960,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510149,3,1,,1961,1,,,,,,3,6000,,,,,,,,,,,,,,,,,,,,500,4,1,5,100,1961,1,1,2,60000,2,,2,,2,,2,,2,,2,,,,,
510150,1,1,,1989,1,,,,,,1,60000,,,,,,,,,,,,,,,,,,,,500,4,1,2,120,1988,1,2,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510154,1,1,,1987,1,,,,,,1,50000,,,,,,,,,,,,,,,,,,,,800,4,1,2,135,1900,2,2,1,250000,1,5,1,3,2,,2,,2,,2,,2,,,
510155,1,1,,1990,1,,,,,,2,250000,,,,,,,,,,,,,,,,,,,,700,2,1,2,200,1990,2,2,1,280000,2,,2,,2,,2,,2,,2,,2,,,
510157,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1953,300,3,3,5,60,1950,2,1,1,70000,2,,2,,2,,2,,2,,2,,,,,
510158,1,1,,1992,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,400,1,3,3,130,1945,1,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510160,1,1,,1968,1,2,,,,,1,18000,,,,,,,,,,,,,,,,,,,,800,4,1,3,90,1965,2,1,1,220000,2,,2,,2,,2,,2,,2,,2,,,
510161,1,1,,1933,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,300,3,3,5,60,1910,2,1,2,80000,2,,2,,2,,2,,2,,2,,2,,,
510163,1,1,,1977,1,2,,,,,1,28000,,,,,,,,,,,,,,,,,,,,700,4,1,2,90,1976,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510166,1,1,,1965,2,,,,,,1,35000,,,,,,,,,,,,,,,,,,,,800,4,1,2,120,1965,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510167,1,1,,1960,1,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,600,4,1,2,100,1960,1,1,1,90000,1,1,2,,2,,2,,2,,2,,2,,,
510168,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,1,1,1988,,2,3,3,80,1960,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
510169,1,1,,1988,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,2,3,3,110,1982,1,2,1,200000,1,1,2,,2,,2,,2,,2,,2,,,
510170,1,1,,1996,1,,,,,,1,130000,,,,,,,,,,,,,,,,,,,,500,4,3,3,120,1994,2,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510171,1,1,,1997,1,,,,,,1,140000,,,,,,,,,,,,,,,,,,,,600,4,3,3,100,1995,2,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
510173,1,1,,1988,1,2,,,,,1,60000,,,,,,,,,,,,,,,,,,,,500,2,3,3,80,1980,2,1,1,130000,2,,2,,2,,2,,2,,2,,2,,,
510177,1,1,,1966,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,400,2,3,3,80,1950,1,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510178,1,1,,1972,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,500,2,3,3,120,1970,2,1,1,110000,2,,2,,2,,2,,2,,2,,2,,,
510181,1,1,,1945,1,,,,,,6,0,,,,,,,,,,,,,,,,,,,,200,1,2,6,30,1945,2,1,2,10000,2,,2,,2,,2,,2,,2,,2,,,
510184,1,1,,1980,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,500,1,2,3,55,1980,2,1,2,40000,2,,2,,1,1,2,,2,,2,,2,,,
510185,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1997,400,3,3,2,90,1950,2,1,1,140000,1,1,2,,2,,2,,2,,2,,2,,,
510186,1,1,,1940,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,1,6,30,1890,2,3,2,20000,2,,2,,2,,2,,2,,2,,2,,,
510188,1,1,,1975,1,,,,,,1,10000,,,,,,,,,,,,,,,,,,,,400,1,3,3,80,1950,2,1,1,110000,2,,2,,2,,2,,2,,2,,2,,,
510189,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1990,500,2,3,3,62,1953,1,1,1,110000,2,,2,,2,,2,,2,,2,,,,,
510190,1,1,,1987,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,300,2,3,3,33,1980,1,1,2,24000,2,,2,,2,,2,,2,,2,,2,,,
510191,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1990,400,2,3,3,120,1970,2,1,1,150000,2,,2,,2,,2,,2,,2,,,,,
510192,1,1,,1961,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,2,3,3,80,1900,2,1,1,90000,2,,2,,2,,2,,2,,2,,2,,,
510193,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,4,1,1985,,2,3,3,50,1970,2,1,1,60000,2,,2,,2,,2,,2,,2,,,,,
510194,1,1,,1970,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,200,1,2,5,50,1940,2,1,2,30000,2,,2,,2,,2,,2,,2,,2,,,
510195,1,1,,1960,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,300,1,2,5,60,1930,2,1,2,50000,2,,2,,2,,2,,2,,2,,2,,,
510197,1,1,,1978,1,,,,,,1,10000,,,,,,,,,,,,,,,,,,,,400,1,3,4,100,1970,2,1,1,50000,2,,2,,2,,2,,2,,2,,2,,,
510198,1,1,,1950,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,500,2,3,3,70,1900,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510199,1,1,,1979,1,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,700,4,1,2,160,1840,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
510200,1,1,,1972,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,2,3,3,40,1950,2,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
510201,1,1,,1978,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,500,1,3,3,90,1960,2,1,1,70000,2,,1,,1,1,2,,2,,2,,2,,,
510202,1,1,,1960,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,400,3,3,3,70,1900,1,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
510204,1,1,,1989,1,2,,,,,1,50000,,,,,,,,,,,,,,,,,,,,600,3,3,3,70,1987,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510206,1,1,,1967,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,1,3,3,100,1900,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510207,1,1,,1986,1,,,,,,2,50000,,,,,,,,,,,,,,,,,,,,700,1,3,3,60,1960,2,1,1,100000,2,,2,,1,3,2,,2,,2,,2,,,
510208,1,1,,1956,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,700,4,3,2,120,1935,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,243,6,4,1991,,2,3,5,78,1990,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
510210,1,1,,1970,1,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,400,1,3,3,70,1950,2,1,1,110000,2,,2,,1,2,2,,2,,2,,2,,,
510211,1,1,,1978,1,2,,,,,1,10000,,,,,,,,,,,,,,,,,,,,500,3,3,3,120,1970,2,1,1,200000,2,,2,,1,1,2,,2,,2,,2,,,
510213,1,1,,1981,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,4,3,2,90,1950,2,1,1,210000,2,,2,,2,,2,,2,,2,,2,,,
510214,1,1,,1981,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,3,3,3,120,1930,2,1,1,140000,2,,2,,2,,2,,2,,2,,2,,,
510216,1,2,33,1972,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,300,3,3,3,40,1972,2,1,1,30000,2,,2,,2,,2,,2,,2,,2,,,
510218,1,1,,1979,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,400,3,3,3,63,1870,2,1,1,50000,2,,2,,2,,2,,2,,2,,2,,,
510220,1,1,,1991,1,,,,,,1,50000,,,,,,,,,,,,,,,,,,,,600,2,3,3,90,1950,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510221,1,1,,1976,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,500,4,3,3,56,1910,2,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
510223,1,1,,1930,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,200,1,2,4,50,1900,2,1,2,40000,2,,2,,2,,2,,2,,2,,2,,,
510224,2,,,,,,,,,,,,,,,,,,,,,,,,,,,170,6,4,1997,,1,2,5,70,1987,2,1,1,120000,2,,2,,2,,2,,2,,2,,,,,
510226,1,1,,1988,1,2,,,,,2,100000,1,4000,1,0,0,1,0,0,80000,10,1,0,0,0,1,,,,,600,2,3,3,98,1985,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,10,
510227,1,1,,1979,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,1,3,4,200,1930,1,2,1,200000,1,1,2,,1,1,2,,2,,2,,2,,,
510228,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1978,800,3,3,4,155,1975,2,2,1,200000,1,1,2,,2,,2,,2,,2,,2,,,
510229,1,1,,1995,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,450,3,3,4,100,1981,2,2,1,107000,1,1,2,,2,,2,,2,,2,,2,,,
510230,1,1,,1970,1,,,,,,1,140000,,,,,,,,,,,,,,,,,,,,700,4,1,3,120,1970,2,2,1,220000,2,,2,,2,,2,,1,1,2,,2,,,
510231,1,1,,1997,1,,,,,,2,300000,,,,,,,,,,,,,,,,,,,,800,2,3,3,130,1985,1,2,1,170000,2,,2,,2,,2,,2,,2,,2,,,
510232,1,1,,1988,1,,,,,,6,120000,1,4000,1,0,0,1,0,0,80000,20,1,0,0,0,1,,,,,700,2,3,4,95,1988,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,5,
510233,1,1,,1993,1,,,,,,2,155000,,,,,,,,,,,,,,,,,,,,750,2,3,3,94,1985,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510234,1,1,,1960,1,2,,,,,2,6500,,,,,,,,,,,,,,,,,,,,500,3,3,4,100,1960,1,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510235,1,1,,1970,1,,,,,,1,130000,,,,,,,,,,,,,,,,,,,,600,3,3,3,90,1970,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510236,1,1,,1975,1,2,,,,,1,28000,,,,,,,,,,,,,,,,,,,,600,4,1,3,95,1950,2,2,1,200000,1,1,2,,2,,2,,2,,2,,2,,,
510237,1,1,,1988,1,,,,,,6,100000,1,6000,1,0,0,1,0,0,30000,15,1,0,0,0,1,,,,,500,2,3,4,100,1987,2,2,1,120000,2,,2,,2,,2,,2,,2,,2,,5,
510238,2,,,,,,,,,,,,,,,,,,,,,,,,,,,660,1,1,1997,,3,3,3,100,1978,2,2,1,250000,2,,2,,2,,2,,2,,2,,,,,
510239,1,1,,1996,1,,,,,,4,,2,,,,,,,,,,,,,,,,,,,600,4,1,3,100,1960,1,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510240,2,,,,,,,,,,,,,,,,,,,,,,,,,,,120,6,4,1969,,3,3,5,90,1968,2,1,1,90000,2,,2,,2,,2,,2,,2,,,,,
510241,1,1,,1965,1,,,,,,6,30000,,,,,,,,,,,,,,,,,,,,700,2,3,4,120,1965,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510242,2,,,,,,,,,,,,,,,,,,,,,,,,,,,550,4,1,1994,,2,3,4,95,1988,2,2,1,145000,2,,2,,2,,2,,2,,2,,,,,
510243,1,1,,1993,1,,,,,,6,140000,,,,,,,,,,,,,,,,,,,,600,2,3,4,97,1988,2,2,1,160000,2,,2,,2,,2,,2,,2,,2,,,
510244,1,1,,1979,1,2,,,,,2,39000,,,,,,,,,,,,,,,,,,,,800,3,3,3,140,1979,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
510245,1,1,,1976,2,,,,,,4,,2,,,,,,,,,,,,,,,,,,,700,4,1,3,80,1955,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510246,1,1,,1998,1,2,,,,,1,200000,1,10000,1,0,0,1,0,0,10000,10,1,0,0,0,1,,,,,500,3,3,3,80,1991,2,2,1,170000,2,,2,,2,,2,,2,,2,,2,,,
510249,1,1,,1995,1,2,,,,,1,200000,,,,,,,,,,,,,,,,,,,,1200,4,1,2,130,1966,3,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510251,1,1,,1989,1,2,,,,,1,120000,1,19000,2,,,,,,60000,15,1,0,0,0,1,,,,,600,2,1,2,120,1963,2,1,1,240000,2,,1,1,2,,2,,2,,2,,2,,7,
510261,1,1,,1983,1,2,,,,,2,114000,,,,,,,,,,,,,,,,,,,,700,2,1,2,93,1975,2,1,1,270000,2,,2,,2,,2,,2,,2,,2,,,
510262,1,1,,1971,1,2,,,,,1,20000,,,,,,,,,,,,,,,,,,,,600,4,1,2,100,1966,2,1,1,290000,1,1,2,,2,,2,,2,,2,,2,,,
510264,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1991,200,5,3,4,45,1985,2,1,1,40000,2,,2,,2,,2,,2,,2,,,,,
510265,1,1,,1976,1,2,,,,,2,110000,,,,,,,,,,,,,,,,,,,,650,2,3,3,120,1976,2,2,1,280000,2,,2,,2,,2,,2,,2,,2,,,
510267,1,1,,1979,1,,,,,,2,50000,,,,,,,,,,,,,,,,,,,,700,2,1,2,100,1979,2,2,1,260000,2,,2,,2,,2,,2,,2,,2,,,
510268,1,1,,1978,1,2,,,,,1,22000,2,,,,,,,,,,,,,,,,,,,700,3,1,2,100,1976,2,1,1,250000,1,1,2,,2,,2,,2,,2,,2,,,
510273,1,1,,1975,2,3,4,,,,1,47000,,,,,,,,,,,,,,,,,,,,500,2,3,3,80,1972,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510276,1,1,,1979,1,2,,,,,1,26000,,,,,,,,,,,,,,,,,,,,500,3,3,3,110,1954,2,1,1,190000,2,,2,,2,,2,,2,,2,,2,,,
510278,1,1,,1998,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,700,2,1,2,120,1977,1,1,1,250000,2,,2,,2,,2,,2,,2,,1,15000,,
510279,1,1,,1970,1,2,,,,,1,41000,,,,,,,,,,,,,,,,,,,,450,2,3,4,95,1969,2,1,1,170000,2,,2,,2,,2,,2,,2,,2,,,
510280,2,,,,,,,,,,,,,,,,,,,,,,,,,,,350,4,1,1989,,3,1,4,50,1950,2,1,1,140000,2,,2,,2,,2,,2,,2,,,,,
510281,1,1,,1966,1,,,,,,2,14000,,,,,,,,,,,,,,,,,,,,700,3,1,2,160,1966,1,2,1,250000,2,,1,1,2,,2,,2,,2,,2,,,
510283,1,1,,1968,1,,,,,,6,20000,,,,,,,,,,,,,,,,,,,,400,2,3,3,75,1968,2,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510284,1,1,,1992,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,2,1,2,80,1964,1,1,1,230000,2,,2,,2,,2,,2,,2,,2,,,
510285,2,,,,,,,,,,,,,,,,,,,,,,,,,,,680,4,1,1994,,2,1,2,90,1976,2,1,1,180000,2,,2,,2,,2,,2,,2,,,,,
510292,1,1,,1969,1,2,,,,,2,3500,,,,,,,,,,,,,,,,,,,,500,3,3,3,80,1969,1,1,1,160000,2,,2,,2,,2,,2,,2,,1,10000,,
510293,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1980,600,3,3,4,70,1964,1,1,1,180000,2,,2,,2,,2,,2,,2,,,,,
510296,1,1,,1969,1,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,450,4,1,3,80,1920,2,1,1,160000,2,,2,,2,,2,,2,,2,,2,,,
510297,1,1,,1960,1,,,,,,1,40000,,,,,,,,,,,,,,,,,,,,350,4,1,4,70,1920,2,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
510298,1,1,,1959,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,500,2,1,3,100,1942,2,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
510299,1,1,,1998,1,2,,,,,1,190000,,,,,,,,,,,,,,,,,,,,650,4,1,2,110,1980,2,2,1,220000,1,1,1,1,2,,2,,2,,2,,2,,,
510300,1,1,,1980,1,2,,,,,1,60000,1,6000,3,,,,,,8000,10,1,0,0,0,2,,,,,700,2,1,2,90,1975,2,1,1,230000,2,,2,,2,,2,,2,,2,,2,,,
510302,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,1,1998,,3,1,4,50,1960,2,1,1,150000,2,,2,,2,,2,,2,,2,,,,,
510303,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,4,1,1964,,4,1,2,40,1900,2,1,2,35000,2,,2,,2,,2,,2,,2,,,,,
510304,2,,,,,,,,,,,,,,,,,,,,,,,,,,,550,4,1,1986,,3,1,2,90,1967,2,1,1,210000,2,,1,1,2,,2,,2,,2,,2,,,
510305,1,1,,1978,1,2,,,,,2,140000,,,,,,,,,,,,,,,,,,,,600,4,1,2,140,1974,1,2,1,300000,1,1,2,,1,1,1,1,2,,2,,2,,,
510309,1,1,,1984,1,2,,,,,2,78000,,,,,,,,,,,,,,,,,,,,550,2,1,3,100,1984,2,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
510311,1,1,,1985,1,2,,,,,1,80000,2,,,,,,,,,,,,,,,,,,,600,3,1,3,150,1979,1,2,1,220000,1,1,1,1,2,,2,,2,,2,,2,,,
510314,1,1,,1972,1,2,,,,,1,170000,,,,,,,,,,,,,,,,,,,,500,3,1,2,100,1972,2,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
510317,1,1,,1995,1,2,,,,,1,155000,,,,,,,,,,,,,,,,,,,,500,2,3,3,105,1967,1,1,1,170000,2,,2,,2,,2,,2,,2,,1,30000,,
510318,1,1,,1998,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,300,4,1,2,30,1920,1,1,2,120000,2,,2,,2,,2,,2,,2,,2,,,
510319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,350,4,1,1982,,2,3,4,65,1960,2,1,1,85000,2,,2,,2,,2,,2,,2,,,,,
510320,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1993,300,2,3,4,62,1950,2,1,2,70000,2,,2,,2,,2,,2,,2,,,,,
510328,1,1,,1973,1,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,400,2,1,4,70,1954,2,1,1,175000,2,,2,,2,,2,,2,,2,,2,,,
510329,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,1,1990,,2,3,4,40,,2,1,2,40000,2,,2,,2,,2,,2,,2,,,,,
510331,1,1,,1959,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,400,2,3,4,60,1950,2,1,2,120000,2,,2,,2,,2,,2,,2,,2,,,
510332,1,1,,1950,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,400,2,3,4,60,1950,2,1,1,160000,2,,2,,2,,2,,2,,2,,2,,,
510336,1,1,,1991,1,2,,,,,1,80000,,,,,,,,,,,,,,,,,,,,400,2,1,4,75,1960,2,1,1,190000,2,,2,,2,,2,,2,,2,,2,,,
510338,1,1,,1998,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,350,4,1,2,54,1956,1,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
510339,1,1,,1998,1,2,,,,,1,170000,1,6000,2,,,,,,60000,10,1,0,0,0,1,,,,,450,2,1,2,80,1980,2,1,1,190000,2,,2,,2,,2,,2,,2,,2,,,
510341,1,1,,1980,1,2,,,,,1,70000,,,,,,,,,,,,,,,,,,,,600,2,1,2,80,1960,2,1,1,180000,2,,2,,2,,2,,2,,2,,2,,,
510344,1,1,,1985,1,2,,,,,1,45000,,,,,,,,,,,,,,,,,,,,400,3,1,2,100,1985,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
510345,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,4,1,1993,,2,3,4,33,1930,1,1,2,15000,2,,2,,2,,2,,2,,2,,,,,
510354,1,1,,1989,1,2,,,,,1,65000,1,9000,1,0,0,1,0,0,45000,10,0,1,0,0,2,,,,,500,4,1,3,120,1967,1,2,1,250000,1,1,2,,2,,2,,2,,1,6000,2,,,7
510356,1,1,,1965,1,,,,,,6,6000,,,,,,,,,,,,,,,,,,,,500,2,3,3,120,1965,2,2,1,200000,2,,2,,1,3,2,,2,,2,,2,,,
510362,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1997,600,4,3,2,110,1945,1,2,1,220000,1,1,2,,2,,2,,2,,2,,2,,,
510370,1,1,,1976,1,2,,,,,1,18500,,,,,,,,,,,,,,,,,,,,500,2,3,3,96,1976,1,1,1,150000,1,1,2,,2,,2,,2,,2,,2,,,
510373,1,1,,1986,1,,,,,,5,,2,,,,,,,,,,,,,,,,,,,450,3,3,3,100,1967,1,1,1,150000,1,1,2,,2,,2,,2,,2,,1,3500,,
510374,1,1,,1992,1,2,,,,,1,50000,1,3000,1,1,0,0,0,0,20000,4,1,0,0,0,2,,,,,600,4,3,3,90,1973,1,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,6.5
510379,1,1,,1974,1,,,,,,2,6000,,,,,,,,,,,,,,,,,,,,350,4,3,3,160,1968,2,2,1,250000,2,,2,,1,1,2,,1,1,2,,1,6000,,
510390,1,1,,1995,1,2,,,,,1,250000,1,14000,2,,,,,,70000,10,0,1,0,0,2,,,,,700,3,3,3,180,1993,2,2,1,280000,2,,2,,1,1,2,,2,,2,,2,,,6.5
510394,1,1,,1987,1,2,,,,,1,150000,1,6000,1,0,0,0,0,0,60000,7,1,0,0,0,2,,,,,500,2,3,3,120,1987,2,1,1,250000,2,,2,,2,,2,,2,,2,,2,,,6
510397,1,2,30,1974,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,4,3,3,120,1963,2,2,1,200000,1,1,2,,2,,2,,2,,2,,2,,,
510398,1,1,,1979,1,2,,,,,1,10000,,,,,,,,,,,,,,,,,,,,300,4,1,4,100,1800,1,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
510401,1,1,,1994,1,2,,,,,2,200000,,,,,,,,,,,,,,,,,,,,500,2,3,3,140,1992,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
510406,1,1,,1986,2,,,,,,6,130000,,,,,,,,,,,,,,,,,,,,600,4,3,3,140,1986,1,2,1,600000,2,,2,,1,1,2,,2,,2,,2,,,
510413,1,1,,1978,1,2,,,,,2,38000,1,1600,1,0,0,0,1,0,22000,20,1,0,0,0,1,,,,,600,3,1,3,110,1977,1,2,1,180000,2,,2,,2,,2,,2,,2,,2,,4,
