NQUEST,ATTIVP,PARTIME,TUTTANNO,MESILAV,DIMAZ,ORETOT,FERIEDI,FERIENO,PSTRA,ORESTRA,YLM,INTEG,YLNM,NORD
37639,1,1,1,,7,42,1,,2,,22000,2,0,2
37639,1,1,1,,7,42,1,,2,,24500,2,0,3
37639,1,1,1,,7,45,1,,1,3,25800,2,0,4
37653,1,1,1,,7,36,2,22,2,,25000,2,0,1
37662,1,1,1,,5,40,1,,1,8,20000,2,0,1
37662,1,1,1,,7,36,1,,1,1,20000,1,200,2
37665,1,1,1,,4,36,2,13,2,,22000,2,0,1
37665,1,1,1,,4,40,1,,1,1,22000,2,0,2
37685,1,1,1,,1,40,1,,2,,20000,2,0,2
37777,1,2,1,,7,36,1,,2,,9000,2,0,1
37780,1,1,1,,6,50,2,20,1,10,52000,2,0,1
37786,1,1,2,4,7,56,1,,2,,7000,2,0,3
37788,1,1,1,,6,40,2,30,1,5,26000,2,0,1
37788,1,2,1,,5,28,1,,2,,7000,2,0,3
37789,1,1,1,,6,40,1,,1,6,30000,2,0,1
37793,1,1,1,,6,36,1,,1,3,23000,2,0,1
37801,1,1,1,,6,45,2,12,1,5,28500,1,1600,1
37801,1,2,2,3,3,30,1,,2,,600,2,0,2
37816,1,1,1,,7,42,2,14,2,,42000,2,0,1
37918,1,1,1,,7,50,1,,1,10,63000,2,0,1
37918,1,1,1,,7,32,1,,2,,26000,2,0,2
37930,1,1,1,,6,37,1,,2,,36400,2,0,2
38007,1,1,1,,6,40,1,,2,,32000,1,2400,2
38012,1,1,1,,6,40,1,,2,,25000,2,0,1
38012,1,1,1,,3,40,1,,1,1,22000,2,0,2
38013,1,1,1,,7,36,2,10,1,6,23500,2,0,2
38014,1,1,1,,6,43,1,,1,3,34000,2,0,2
38014,2,1,2,2,2,50,1,,1,10,5000,2,0,4
38016,1,1,1,,7,36,2,10,2,,26000,2,0,2
38019,2,1,2,3,6,38,2,12,1,2,7500,2,0,1
38019,1,1,1,,6,37,2,20,1,0,24000,2,0,3
38040,1,1,1,,7,18,1,,2,,25000,2,0,1
38040,1,1,1,,7,24,1,,2,,20000,2,0,2
38040,1,1,1,,7,36,1,,1,2,24000,2,0,3
38061,1,1,1,,6,40,2,3,1,1,22000,2,0,1
38061,1,1,1,,5,36,2,13,1,2,20000,2,0,2
38095,1,1,1,,4,42,2,35,2,,32000,2,0,1
38112,1,1,1,,1,40,2,15,2,,26000,2,0,1
38112,1,1,1,,5,36,1,,2,,24000,2,0,2
38127,1,1,1,,7,51,2,11,1,15,45500,2,0,1
38128,1,1,2,1,1,35,1,,2,,15600,2,0,1
38128,1,1,2,1,1,35,1,,2,,1600,2,0,2
38131,1,1,1,,7,38,1,,1,2,32000,2,0,1
38136,1,1,2,10,7,40,1,,2,,25000,2,0,2
38138,1,1,1,,7,37,1,,1,1,18000,2,0,2
38144,1,1,1,,4,42,1,,1,5,30000,2,0,1
38144,1,1,2,6,7,40,2,15,2,,9000,2,0,2
38152,1,1,1,,1,40,1,,2,,19500,2,0,1
38152,1,1,1,,6,38,2,10,2,,22750,2,0,2
38153,1,1,1,,2,45,2,9,1,5,25000,1,1000,1
38153,1,1,2,11,6,40,2,15,1,2,20000,2,0,3
38153,2,1,2,1,6,42,2,2,1,0,2000,1,200,3
38153,1,1,1,,3,40,2,12,2,,18000,2,0,4
38159,1,1,1,,6,45,2,30,1,5,36000,2,0,1
38175,1,1,1,,2,38,2,7,2,,19000,2,0,1
38175,1,1,1,,7,36,1,,2,,25000,2,0,3
38183,1,1,1,,6,36,2,32,2,,32000,1,1000,1
38183,1,1,1,,4,38,2,36,1,2,28000,2,0,2
38186,1,1,1,,7,25,1,,2,,2000,2,0,2
38186,2,1,1,,7,15,1,,2,,10200,2,0,2
38251,1,2,2,2,4,20,1,,2,,1400,2,0,2
38251,1,1,1,,2,45,1,,2,,16500,2,0,3
38255,1,1,1,,3,40,2,15,2,,20000,2,0,1
38258,1,1,1,,5,70,2,20,1,25,26000,2,0,1
38262,1,2,1,,1,20,2,15,2,,11900,2,0,1
38266,1,1,2,9,7,40,2,4,1,2,20000,2,0,2
38271,1,1,1,,1,38,1,,2,,68000,2,0,1
38271,1,1,1,,7,24,1,,2,,30000,2,0,2
38272,1,1,1,,6,36,1,,1,1,30000,2,0,1
38319,1,1,1,,5,40,2,10,1,4,22000,2,0,1
38319,2,1,2,1,1,37,1,,2,,1200,2,0,2
38321,1,1,1,,4,40,1,,2,,35000,1,4000,2
38321,1,1,1,,4,38,1,,1,2,18000,2,0,3
38328,1,2,1,,1,22,1,,2,,25000,2,0,2
38328,1,1,1,,2,30,1,,2,,12000,2,0,3
38329,1,1,1,,1,40,1,,2,,19000,2,0,3
38335,1,2,2,7,7,6,1,,2,,1200,2,0,3
38335,1,1,2,7,7,24,1,,2,,7350,2,0,4
38339,1,1,1,,5,45,2,3,1,8,48000,1,2000,1
38339,1,1,1,,6,43,2,6,1,6,28000,1,1800,2
38349,1,1,1,,6,40,1,,2,,42000,2,0,1
38349,1,1,1,,3,40,1,,2,,22000,2,0,3
38409,1,1,1,,7,36,2,28,2,,33000,2,0,1
38409,2,2,3,,1,30,1,,2,,600,2,0,3
38412,1,1,1,,7,22,1,,2,,26000,2,0,1
38412,1,1,1,,7,36,1,,2,,20000,2,0,2
38426,1,1,1,,7,36,1,,2,,12000,2,0,3
38440,1,1,1,,7,32,1,,1,3,25000,2,0,1
38440,2,1,2,3,2,55,1,,1,2,3600,2,0,3
38440,2,2,2,3,1,36,1,,1,12,2400,2,0,3
38442,1,1,1,,5,40,1,,1,0,28000,2,0,1
38442,1,1,1,,7,36,1,,2,,20000,2,0,2
38442,1,2,2,6,5,27,1,,1,3,9500,2,0,3
38453,1,1,1,,2,38,1,,2,,26000,2,0,3
38469,1,1,1,,3,8,1,,2,,60000,2,0,2
38475,1,1,1,,7,37,2,10,1,1,60000,1,800,1
38475,1,1,1,,7,38,1,,2,,50000,2,0,2
38489,1,1,1,,6,46,2,15,1,6,40000,2,0,1
38489,1,1,1,,2,40,2,15,1,1,17000,2,0,2
38493,1,1,1,,5,40,1,,1,5,25000,2,0,3
38495,1,1,1,,5,40,1,,2,,35000,2,0,1
38495,1,1,1,,7,24,1,,2,,24000,2,0,2
38496,1,1,1,,2,45,1,,1,2,18000,2,0,3
38524,1,1,1,,1,40,1,,2,,15000,2,0,3
38525,1,1,1,,7,40,1,,2,,30000,2,0,1
38525,1,1,1,,4,40,1,,2,,20000,2,0,3
38530,1,1,1,,7,36,2,20,2,,30000,2,0,1
38552,1,1,1,,7,33,2,15,2,,36000,2,0,2
38554,1,1,1,,2,40,2,8,2,,30000,2,0,3
38554,1,1,1,,4,38,1,,2,,25000,2,0,4
38558,1,1,2,6,6,28,2,70,2,,18000,2,0,2
38572,1,1,1,,7,40,1,,2,,8000,2,0,1
38572,1,1,1,,6,40,1,,2,,23500,2,0,2
38587,1,1,1,,7,36,2,11,1,0,23000,2,0,1
38708,1,1,1,,4,40,1,,2,,40000,2,0,1
38726,1,1,1,,2,50,2,30,2,,60000,2,0,1
38726,1,1,1,,6,40,2,20,2,,40000,2,0,2
38739,1,1,1,,6,40,2,8,1,4,27000,2,0,2
38739,1,1,2,2,5,50,1,,1,10,3500,1,280,3
38770,1,1,1,,1,18,1,,2,,21600,2,0,3
38774,1,1,1,,2,40,1,,2,,24000,2,0,1
38774,1,1,1,,2,38,1,,2,,25200,2,0,2
38800,1,2,2,7,1,5,1,,1,2,37000,2,0,1
38812,1,1,1,,2,40,1,,2,,19000,2,0,1
38812,1,1,1,,3,44,1,,1,4,21000,2,0,2
38841,1,1,1,,6,40,1,,1,4,53000,2,0,1
38869,1,1,1,,2,40,1,,2,,18000,2,0,1
38873,1,1,1,,7,24,1,,2,,28000,2,0,2
38877,1,1,1,,6,60,2,10,2,,28000,2,0,1
38877,1,1,1,,5,36,1,,1,2,21500,2,0,3
38880,1,1,1,,7,38,1,,1,1,36000,2,0,1
38880,1,1,1,,7,36,1,,2,,19000,2,0,2
38905,1,1,1,,2,40,1,,1,4,26000,2,0,1
38905,1,2,2,2,6,20,1,,2,,4200,2,0,2
38906,1,1,1,,5,32,1,,1,10,35000,2,0,1
38906,1,1,1,,7,36,2,3,2,,22000,2,0,2
38909,1,1,1,,7,25,1,,2,,26000,2,0,1
38913,1,2,1,,7,25,1,,2,,12000,2,0,1
38927,1,1,1,,7,40,1,,2,,28600,2,0,2
38929,1,1,1,,7,36,1,,1,3,28000,2,0,1
38934,1,1,1,,7,36,1,,2,,26000,1,600,1
38940,1,1,1,,7,36,1,,2,,28500,2,0,2
38942,1,2,1,,2,13,1,,1,2,12000,2,0,2
38943,1,1,1,,7,35,1,,2,,27000,2,0,1
38949,1,2,2,1,3,10,1,,2,,400,2,0,1
38962,1,1,1,,3,40,1,,1,0,27000,2,0,1
38962,1,2,2,10,7,15,1,,1,0,9000,2,0,2
38963,1,1,1,,1,40,2,2,1,3,20000,2,0,1
38963,1,1,1,,7,24,1,,1,0,20000,2,0,2
38964,1,1,1,,7,36,2,12,2,,28000,2,0,4
38977,1,1,1,,6,38,2,10,1,2,30000,2,0,2
38979,1,1,2,7,2,45,1,,1,5,15000,2,0,2
38979,1,1,2,2,5,40,1,,2,,5000,2,0,3
38990,1,1,1,,6,47,2,15,2,,45000,2,0,1
38990,1,1,1,,6,20,1,,1,0,26000,2,0,2
38992,1,1,1,,6,50,2,10,2,,80000,2,0,2
38995,1,1,1,,7,30,1,,1,3,34000,2,0,1
39004,1,1,1,,7,36,2,18,2,,28000,2,0,1
39030,1,2,3,,2,35,2,5,2,,1500,2,0,2
39037,1,1,1,,2,36,1,,2,,25000,2,0,2
39055,1,1,1,,2,40,1,,2,,17000,2,0,3
39056,1,1,1,,5,38,2,12,1,2,32000,1,2500,1
39056,1,2,2,10,3,18,1,,2,,10000,2,0,2
39058,1,1,1,,2,50,1,,1,3,27000,2,0,1
39058,1,1,1,,2,40,1,,2,,21000,2,0,3
39058,1,1,1,,2,40,1,,2,,18000,2,0,4
39061,1,1,1,,3,36,2,15,1,1,30000,2,0,3
39086,1,1,2,4,2,40,1,,2,,7000,2,0,3
39119,1,1,1,,7,36,1,,1,0,24000,2,0,3
39119,1,1,1,,3,48,1,,2,,25000,2,0,4
39125,1,1,1,,3,45,2,5,1,5,20000,2,0,4
39126,1,2,1,,1,25,1,,2,,7000,2,0,2
39126,1,1,1,,5,40,1,,2,,28000,2,0,3
39129,1,1,1,,1,40,2,7,2,,15000,2,0,1
39206,1,1,1,,7,36,2,23,2,,10800,1,864,1
39207,1,1,1,,5,37,2,1,2,,29000,2,0,1
39207,1,2,1,,5,33,2,7,1,1,11500,2,0,3
39218,1,1,1,,6,40,1,,1,0,45000,2,0,1
39219,1,1,1,,2,40,2,7,1,5,19000,1,,3
39225,1,1,1,,6,40,1,,1,0,33000,2,0,1
39225,1,2,1,,3,20,1,,1,0,11000,2,0,2
39227,1,1,1,,2,40,1,,2,,21000,2,0,4
39229,1,1,1,,7,40,1,,2,,24000,2,0,3
39232,1,1,1,,7,36,1,,2,,27000,2,0,1
39232,1,1,3,,3,40,1,,2,,,2,0,3
39242,1,1,1,,4,40,1,,2,,18000,2,0,3
39259,1,2,3,,4,40,1,,2,,12000,2,0,1
39278,1,1,1,,2,40,1,,2,,18000,2,0,3
39285,1,1,1,,2,40,1,,2,,20000,2,0,3
39285,1,2,1,,4,30,1,,2,,10000,2,0,4
39313,1,1,1,,6,40,1,,1,3,28000,1,3200,1
39313,1,2,1,,2,20,1,,2,,12000,2,0,2
39317,1,1,1,,5,55,2,12,2,,69000,1,6000,1
39327,1,1,1,,3,24,1,,1,1,26000,2,0,1
39327,1,1,1,,5,40,2,15,2,,20000,2,0,2
39346,1,1,1,,7,40,2,10,1,4,29000,1,1500,1
39352,1,1,1,,1,40,1,,2,,19500,2,0,2
39384,1,1,1,,3,40,2,10,2,,20000,2,0,2
39405,1,1,1,,2,36,2,5,2,,20000,2,0,1
39405,1,1,1,,2,36,2,5,2,,18000,2,0,5
39405,1,1,1,,2,40,1,,2,,14000,2,0,6
39405,1,1,1,,2,36,1,,2,,20000,2,0,8
39411,1,1,2,4,1,35,2,31,2,,5000,2,0,1
39436,1,1,1,,5,44,1,,1,12,45000,2,0,1
39441,1,1,1,,6,40,2,20,1,3,23000,1,1000,2
39441,1,1,1,,2,45,1,,2,,20000,2,0,3
39441,1,1,1,,2,36,1,,2,,18000,2,0,4
39447,1,1,1,,4,36,1,,2,,28000,2,0,1
39451,1,1,1,,4,46,1,,1,12,55000,2,0,1
39451,1,1,1,,6,36,2,6,2,,32000,1,500,2
39466,1,1,1,,6,38,1,,2,,36000,2,0,1
39467,1,1,1,,5,50,2,20,1,14,23000,2,0,1
39474,1,1,1,,4,40,1,,1,10,22000,2,0,3
39476,1,1,1,,1,40,1,,1,3,13000,2,0,3
39485,1,1,1,,7,18,1,,1,1,25000,2,0,1
39485,1,1,1,,3,11,1,,1,1,13000,2,0,2
39488,1,1,1,,7,36,2,15,2,,25000,2,0,1
39488,1,1,1,,6,40,1,,2,,16000,2,0,2
39488,1,1,2,10,5,40,1,,2,,13000,2,0,3
39491,1,2,2,4,4,25,2,20,2,,4000,2,0,3
39491,2,1,2,3,2,48,1,,2,,,2,0,3
39497,1,1,1,,6,40,1,,2,,25000,2,0,1
39497,1,2,1,,6,30,2,6,1,3,12000,2,0,2
39533,1,1,1,,2,40,1,,2,,18850,2,0,2
39538,1,1,1,,2,42,1,,2,,35000,2,0,1
39538,1,1,2,2,4,36,1,,1,5,11500,2,0,2
39540,1,1,2,2,3,36,2,1,2,,3500,2,0,2
39540,1,1,1,,1,35,1,,2,,4800,2,0,3
39542,1,1,2,3,4,41,2,1,2,,4000,2,0,1
39542,1,1,2,3,4,32,1,,2,,3600,2,0,2
39543,1,1,2,2,4,41,1,,2,,3200,2,0,1
39543,1,1,1,,4,42,1,,2,,12000,2,0,2
39543,1,1,1,,6,48,1,,2,,15000,2,0,3
39581,1,1,1,,6,38,2,10,2,,26000,1,2000,1
39581,2,1,2,3,2,60,1,,2,,4500,2,0,3
39583,1,1,1,,7,37,1,,1,1,28000,2,0,1
39583,1,1,1,,6,37,2,2,1,0,28000,2,0,2
39583,1,1,2,3,2,50,1,,1,10,4200,2,0,3
39596,1,1,2,9,2,50,1,,2,,14000,2,0,1
39596,2,1,2,3,2,40,1,,1,4,7000,2,0,1
39596,1,1,1,,5,36,2,10,1,0,30000,2,0,2
39616,1,1,1,,5,45,1,,1,5,29000,2,0,2
39616,1,1,1,,1,43,1,,1,3,18000,2,0,3
39628,1,1,1,,7,36,1,,1,1,24000,2,0,1
39662,1,1,1,,3,35,1,,2,,30000,2,0,1
39662,1,1,1,,3,35,1,,2,,30000,2,0,2
39664,1,1,1,,5,38,1,,2,,26000,2,0,3
39664,1,1,1,,2,40,2,10,1,2,28600,2,0,4
39697,1,1,1,,7,36,1,,2,,45000,1,1400,1
39697,1,1,1,,4,12,1,,2,,6000,2,0,2
39704,1,1,1,,5,40,1,,2,,24000,2,0,3
39751,1,1,1,,4,40,1,,2,,15000,2,0,1
39753,1,1,1,,5,40,1,,2,,20000,2,0,1
39802,1,1,1,,7,45,1,,2,,72000,2,0,1
39802,1,1,1,,7,24,1,,2,,28000,2,0,2
39805,1,1,1,,6,43,1,,1,4,35000,1,2500,2
39806,1,1,1,,7,38,1,,2,,21600,2,0,1
39901,1,1,1,,6,44,2,5,1,4,39000,2,0,1
39901,1,1,1,,7,27,1,,2,,30000,2,0,2
39902,1,1,1,,4,45,2,10,1,5,42000,2,0,1
39907,1,1,1,,6,8,1,,1,5,26000,2,0,1
39907,1,1,1,,7,36,1,,2,,26000,2,0,2
39930,1,1,1,,7,24,1,,2,,27000,2,0,1
39930,1,1,1,,7,36,2,4,2,,27000,2,0,2
39951,1,1,1,,3,42,2,10,2,,30000,2,0,1
39951,1,1,2,1,4,40,1,,2,,1500,2,0,2
39961,1,1,1,,3,45,2,20,1,5,26000,2,0,1
41035,1,1,1,,7,24,1,,2,,26000,2,0,1
50032,1,1,1,,7,36,1,,1,0,30000,2,0,1
50033,1,1,1,,3,40,1,,2,,15000,2,0,3
50034,1,1,1,,7,8,2,6,1,5,30000,2,0,1
50034,1,1,2,9,7,38,1,,2,,14000,2,0,2
50034,1,1,1,,7,40,1,,2,,17000,2,0,4
50052,1,1,1,,1,48,1,,2,,20000,2,0,3
50060,1,1,1,,7,37,1,,2,,43000,2,0,1
50085,1,1,2,10,2,40,1,,2,,22000,2,0,1
50133,1,2,1,,7,17,2,3,2,,11568,2,0,1
50135,1,1,1,,2,40,1,,1,5,30000,2,0,4
50142,1,1,1,,4,40,1,,1,1,18000,2,0,3
50148,1,1,1,,2,40,1,,2,,23000,2,0,1
50148,1,1,2,6,2,40,1,,2,,10000,2,0,3
50150,1,1,1,,3,22,1,,2,,12000,2,0,1
50178,1,2,3,,3,80,2,3,2,,6200,2,0,5
50193,1,1,1,,7,50,1,,1,2,30000,1,,4
50199,1,2,1,,3,36,1,,1,4,25000,2,0,1
50231,1,1,1,,1,40,1,,1,2,16000,2,0,3
50231,1,1,2,5,5,40,1,,1,3,14000,2,0,4
50274,1,1,1,,4,40,1,,1,0,24000,2,0,2
50281,1,1,1,,4,40,2,7,2,,15000,2,0,4
50372,1,1,2,3,2,40,1,,2,,,2,0,3
50401,1,1,1,,5,40,1,,1,2,24000,2,0,1
50411,1,1,1,,1,40,1,,2,,12500,2,0,1
50416,1,1,1,,6,40,1,,2,,22000,2,0,1
50416,1,1,1,,2,48,1,,1,10,25000,2,0,2
50525,1,1,1,,7,37,1,,2,,50000,2,0,1
50537,1,1,1,,6,45,1,,1,6,25000,2,0,1
50537,1,1,1,,7,35,1,,2,,20000,2,0,2
50537,1,1,1,,3,40,1,,2,,12000,2,0,3
50537,1,2,1,,2,20,1,,2,,6000,2,0,4
50584,1,2,2,7,7,9,1,,2,,12000,2,0,2
50585,1,1,1,,5,36,1,,1,2,35000,2,0,1
50618,1,1,1,,7,40,1,,2,,,2,0,4
50623,1,1,1,,5,43,2,7,1,4,40000,2,0,1
50674,1,1,1,,5,40,1,,1,5,22000,1,1000,1
50674,1,1,1,,2,40,1,,1,5,22000,1,1000,2
50711,1,1,1,,6,45,1,,2,,45000,1,2000,1
50711,1,1,1,,6,35,1,,1,1,32000,1,2000,2
50716,1,1,1,,7,36,2,5,2,,32000,1,350,1
50716,1,1,1,,7,28,1,,1,1,26000,2,0,2
50730,1,1,1,,4,40,1,,2,,23000,2,0,1
50730,1,1,1,,2,40,1,,2,,23000,2,0,2
50757,1,1,1,,6,5,2,1,2,,24000,2,0,1
50771,1,1,1,,7,40,1,,2,,30000,2,0,1
50791,1,1,1,,7,36,2,14,2,,22000,2,0,2
50812,1,1,1,,5,45,2,20,2,,52000,1,3000,1
50819,1,1,1,,1,60,2,20,2,,15000,2,0,2
50874,1,1,1,,2,40,1,,2,,27000,2,0,1
50941,1,1,1,,2,40,2,10,2,,15600,2,0,1
50942,1,1,1,,7,36,1,,2,,30000,2,0,1
50942,1,1,1,,7,36,1,,2,,30000,2,0,2
51000,1,1,2,3,3,40,2,10,2,,3500,2,0,3
51013,1,1,1,,7,18,1,,2,,31000,2,0,1
51013,1,1,1,,7,30,1,,2,,31000,2,0,2
51052,1,2,2,6,2,20,1,,2,,7000,2,0,1
51056,1,1,2,6,3,42,1,,2,,13000,2,0,1
51058,1,1,1,,2,36,1,,2,,24000,2,0,1
51059,2,2,1,,2,20,1,,2,,12000,2,0,3
51063,1,1,1,,6,60,1,,2,,60000,2,0,1
51063,1,1,1,,7,38,1,,2,,24000,2,0,2
51078,1,1,1,,6,38,2,15,2,,31000,2,0,1
51089,1,1,1,,6,40,1,,2,,35000,1,1800,1
51094,1,1,1,,6,38,1,,2,,15000,1,1600,4
51094,1,1,2,,2,10,1,,2,,7620,2,0,5
51148,1,1,1,,2,40,1,,2,,18000,2,0,3
51185,1,1,1,,5,40,2,32,1,2,32000,1,4000,1
51185,1,1,1,,7,36,1,,2,,25000,2,0,2
51186,1,1,1,,7,36,1,,2,,31500,2,0,2
51186,1,1,2,5,4,40,1,,1,3,6000,2,0,3
51193,1,1,1,,3,70,1,,2,,28000,2,0,1
51193,1,1,1,,2,65,1,,1,10,25000,2,0,2
51199,1,2,1,,2,20,1,,2,,11000,2,0,2
51314,2,2,2,4,1,20,1,,2,,4000,2,0,3
51351,1,1,1,,3,40,2,2,2,,30000,2,0,1
51351,1,1,2,6,3,40,1,,1,2,8000,2,0,3
51352,1,1,1,,6,38,1,,1,2,40000,1,500,1
51366,1,1,1,,7,36,1,,1,0,18000,2,0,1
51381,1,1,1,,6,42,2,15,1,4,39000,1,1200,1
51388,1,1,1,,1,40,1,,2,,26000,2,0,1
51392,1,1,1,,4,45,2,10,2,,24000,2,0,1
51392,1,1,1,,7,36,2,5,2,,16000,1,200,2
51394,1,1,1,,7,36,2,10,2,,23000,2,0,1
51394,1,1,1,,7,36,1,,2,,23000,2,0,2
51399,1,1,1,,5,40,2,10,1,0,33000,2,0,1
51399,1,1,1,,6,50,1,,1,10,70000,1,12000,2
51412,1,1,1,,2,40,1,,2,,55000,2,0,1
51420,1,1,1,,7,6,1,,2,,23000,2,0,2
51444,1,1,1,,5,37,1,,2,,26000,1,720,1
51444,1,2,1,,3,30,1,,2,,12000,2,0,2
51479,1,1,1,,7,40,2,15,1,3,23400,2,0,1
51479,1,2,1,,2,22,2,7,1,2,14300,2,0,2
51523,1,1,1,,6,45,2,10,1,10,30000,2,0,1
51523,1,1,1,,4,40,1,,1,0,20000,2,0,2
51544,1,1,2,3,1,30,1,,1,0,4000,2,0,2
51545,1,2,1,,3,24,1,,1,0,14000,2,0,1
51545,1,1,1,,3,38,1,,1,0,22000,2,0,2
51619,1,1,1,,1,40,1,,2,,20000,2,0,1
51624,1,1,1,,2,40,1,,1,2,22000,1,2000,1
51624,1,2,2,7,1,20,1,,2,,7000,2,0,3
51624,2,1,1,,2,40,1,,2,,2600,2,0,3
51624,1,1,1,,1,44,1,,1,4,17000,2,0,4
51651,1,1,1,,7,40,2,64,2,,52000,2,0,1
51714,1,1,1,,2,40,2,7,1,3,25000,2,0,1
51714,1,1,3,,2,15,2,1,2,,2000,2,0,2
51733,1,1,1,,2,40,1,,2,,18000,2,0,3
51733,1,1,1,,5,50,1,,1,6,28000,2,0,4
51737,1,1,1,,1,40,1,,2,,18000,2,0,4
51737,1,1,1,,1,40,1,,2,,16500,2,0,5
51739,1,1,1,,3,44,2,15,2,,45000,2,0,1
51739,1,1,1,,3,42,2,15,2,,25000,2,0,3
51739,1,1,1,,3,44,1,,1,1,25000,2,0,4
51739,1,1,2,8,2,40,1,,2,,12000,2,0,5
51740,1,1,1,,7,36,1,,2,,20000,2,0,3
51748,1,1,1,,7,37,2,5,1,1,24000,2,0,2
51766,1,1,1,,7,35,2,6,2,,27000,2,0,1
51766,1,1,2,5,7,18,1,,2,,8000,2,0,2
51773,1,1,1,,5,35,2,4,2,,19000,2,0,1
51773,1,1,2,8,6,40,1,,2,,12000,2,0,3
51773,1,1,2,10,4,40,1,,1,2,12000,2,0,4
51781,1,1,1,,7,28,1,,2,,30000,2,0,1
51794,1,1,1,,5,50,2,14,2,,23000,2,0,1
51794,1,2,1,,5,24,1,,2,,13200,2,0,2
51818,1,1,1,,1,60,1,,2,,28000,2,0,1
51819,1,1,1,,4,30,1,,1,1,26000,2,0,1
51833,1,1,1,,7,36,2,32,1,8,28000,2,0,1
51837,1,1,1,,7,36,2,5,2,,33000,2,0,1
51837,1,1,1,,7,36,2,20,2,,30000,2,0,2
51908,1,1,1,,4,40,2,8,1,0,26000,2,0,1
52001,1,1,1,,2,48,1,,2,,25000,2,0,3
52001,1,1,1,,2,50,1,,1,1,24000,2,0,4
52064,1,1,1,,7,40,1,,1,2,30000,2,0,1
52064,1,1,1,,7,40,1,,2,,30000,2,0,2
52082,1,1,1,,7,40,2,4,2,,17000,2,0,1
52087,1,1,1,,7,30,2,25,1,0,30000,2,0,1
52087,1,1,1,,1,40,2,6,2,,22000,2,0,2
52137,1,2,3,,1,40,1,,2,,3000,2,0,1
52137,1,2,3,,3,35,1,,2,,2000,2,0,2
52137,1,2,3,,1,40,1,,2,,2500,2,0,3
52194,1,1,1,,1,40,1,,2,,22000,2,0,2
52234,1,1,1,,7,45,2,7,1,9,55000,2,0,1
52234,1,1,1,,5,36,1,,2,,40000,2,0,2
52236,1,1,1,,2,40,1,,2,,28000,2,0,1
52285,1,1,1,,6,36,2,10,1,3,22000,2,0,1
52298,1,1,1,,5,36,1,,2,,9750,2,0,1
52365,1,1,1,,6,36,1,,1,5,23000,2,0,1
52365,1,1,1,,5,36,1,,2,,20000,2,0,4
52389,1,1,1,,7,18,1,,1,0,30000,2,0,1
52389,1,1,1,,7,18,1,,2,,28000,2,0,2
52400,1,1,1,,2,42,1,,2,,12700,2,0,1
52418,1,1,2,3,7,7,1,,2,,900,2,0,1
52453,1,1,1,,7,39,2,25,1,4,45000,2,0,1
52453,1,1,1,,7,37,2,7,1,1,31000,2,0,2
52454,1,1,1,,5,40,1,,2,,19000,2,0,2
52454,1,1,1,,1,40,2,10,1,5,14500,2,0,3
52473,1,1,3,,2,40,1,,2,,23000,2,0,1
52475,1,1,1,,5,40,2,10,1,3,14000,2,0,3
52478,1,1,1,,7,36,2,12,2,,36000,2,0,1
52505,1,1,1,,7,36,2,3,1,2,24000,2,0,1
52613,1,2,3,,1,20,2,11,2,,15000,2,0,1
52670,1,1,1,,2,36,1,,2,,30000,2,0,1
52670,1,1,1,,7,40,1,,2,,27000,2,0,2
52700,1,1,1,,2,50,1,,2,,24000,2,0,1
52717,1,1,1,,3,42,1,,2,,16000,2,0,1
52718,1,1,1,,1,48,1,,2,,18000,2,0,3
52732,1,1,3,,7,10,1,,2,,10000,2,0,4
52732,1,2,3,,3,15,1,,2,,10000,2,0,5
52790,1,1,1,,3,40,1,,2,,50000,2,0,1
52791,1,1,1,,1,40,1,,2,,15000,2,0,3
52811,1,1,1,,2,45,1,,2,,22000,2,0,3
52813,1,1,2,3,7,30,1,,2,,3600,2,0,2
52820,1,1,3,,1,20,1,,2,,8000,2,0,1
52851,1,1,1,,6,47,2,8,2,,75000,1,,1
52851,1,1,1,,7,28,1,,2,,36000,2,0,2
52894,1,1,1,,6,40,1,,2,,21000,2,0,3
52894,1,1,2,9,2,40,1,,2,,15000,2,0,5
52968,1,1,2,4,7,40,1,,2,,6000,2,0,2
52985,1,1,2,6,7,36,2,10,2,,21000,2,0,2
52989,1,1,2,6,5,40,1,,2,,10000,2,0,1
52989,1,1,1,,5,36,1,,2,,24000,2,0,2
53006,1,1,1,,2,36,1,,2,,25000,1,1200,1
53006,1,1,1,,3,36,1,,1,2,26000,2,0,3
53008,1,1,1,,6,38,2,4,1,1,35000,2,0,1
53008,1,1,1,,4,40,2,80,1,0,30000,2,0,2
53013,1,2,1,,7,36,2,30,2,,29200,2,0,1
53013,1,1,1,,6,40,1,,1,10,37500,2,0,3
53013,1,1,1,,3,40,1,,1,2,20000,2,0,4
53042,1,1,1,,2,8,1,,2,,20000,2,0,2
53042,1,1,2,6,3,40,1,,2,,7000,2,0,3
53044,1,1,1,,4,42,1,,1,3,39000,2,0,3
53062,1,1,1,,4,40,1,,2,,25000,2,0,1
53066,1,1,1,,3,42,1,,2,,20800,2,0,3
53085,1,1,1,,2,40,1,,1,3,26000,2,0,1
53085,1,1,2,4,1,38,2,10,2,,5000,2,0,2
53086,1,1,1,,3,52,2,12,1,16,33000,2,0,1
53095,1,1,1,,7,50,2,15,1,2,42000,2,0,1
53095,1,1,1,,7,40,2,15,1,3,39000,2,0,2
53108,1,1,1,,6,40,1,,1,0,30000,1,2000,1
