NQUEST,ATTIVP,PARTIME,TUTTANNO,MESILAV,DIMAZ,ORETOT,FERIEDI,FERIENO,PSTRA,ORESTRA,YLM,INTEG,YLNM,NORD
29452,2,2,3,,1,60,1,,2,,6000,2,0,4
29457,1,1,1,,7,48,2,24,1,0,33000,2,0,1
29463,1,1,1,,7,42,2,15,1,30,36000,2,0,2
29553,1,1,1,,3,40,1,,2,,18200,2,0,3
29595,1,1,1,,2,40,1,,2,,25000,2,0,2
29601,1,1,1,,7,30,1,,2,,24000,2,0,2
29616,1,1,1,,4,40,2,30,2,,20000,2,0,2
29680,1,1,1,,1,40,1,,2,,24000,2,0,1
29684,1,1,1,,7,18,1,,2,,24000,2,0,1
29684,1,1,1,,7,25,1,,2,,24000,2,0,2
29687,1,1,1,,1,80,2,30,2,,19000,2,0,1
29703,1,1,1,,1,43,1,,1,2,24000,2,0,1
29703,1,1,1,,5,40,2,2,1,2,25000,1,3000,2
29704,1,2,1,,7,25,1,,2,,14000,2,0,2
29706,1,1,1,,4,40,1,,1,10,40000,1,1000,1
29706,1,1,1,,4,50,1,,2,,30000,2,0,3
29706,1,1,1,,4,40,1,,1,2,15000,2,0,4
29737,1,1,1,,5,38,2,16,2,,40000,2,0,1
29737,1,1,1,,4,20,1,,2,,30000,2,0,2
29742,1,1,1,,7,36,2,10,2,,35000,2,0,2
29773,1,1,1,,7,36,2,18,2,,22000,2,0,1
29777,1,1,1,,7,36,1,,2,,19000,2,0,3
29805,1,2,2,3,7,36,1,,2,,6000,2,0,3
31025,1,1,1,,3,36,1,,2,,26000,2,0,1
31051,2,2,2,2,5,24,1,,2,,900,2,0,3
31066,1,1,1,,6,40,1,,2,,13600,2,0,4
31080,1,1,1,,7,36,1,,2,,24000,2,0,1
31080,1,1,1,,7,36,1,,2,,24000,2,0,2
31090,1,1,1,,6,40,1,,2,,19500,2,0,2
31090,1,1,1,,2,40,1,,1,5,20000,2,0,3
31090,1,1,1,,2,40,2,8,2,,11000,2,0,4
31092,1,1,1,,2,48,2,25,2,,44000,1,8000,1
31095,1,1,1,,7,36,1,,2,,31000,1,2200,1
31095,1,1,2,6,2,40,1,,1,8,15000,2,0,2
31102,1,1,1,,3,40,1,,2,,26000,2,0,3
31122,2,2,3,,1,5,2,1,2,,4000,2,0,1
31137,1,1,1,,5,45,2,15,1,8,30000,1,600,1
31137,1,1,1,,7,24,1,,2,,22000,2,0,2
31144,1,1,1,,4,40,1,,2,,20800,2,0,2
31145,1,1,1,,7,38,1,,2,,22000,2,0,1
31145,1,1,2,6,1,40,1,,2,,6500,2,0,3
31161,1,1,1,,5,40,2,8,2,,32500,1,1500,1
31161,1,2,1,,1,30,1,,2,,22100,2,0,2
31183,1,1,1,,7,40,1,,1,4,30000,2,0,1
31202,1,1,1,,4,40,1,,1,5,39000,2,0,1
31205,1,1,1,,1,60,1,,2,,25000,2,0,1
31205,1,1,1,,2,44,1,,1,2,30000,2,0,2
31205,1,1,1,,3,30,1,,2,,26000,1,,3
31219,1,1,1,,7,36,1,,2,,22000,2,0,2
31229,1,1,1,,4,40,1,,2,,17000,2,0,1
31229,1,1,1,,4,40,1,,2,,12000,2,0,2
31229,1,1,1,,4,40,1,,2,,17000,2,0,3
31246,1,1,1,,5,40,1,,2,,26000,2,0,1
31246,1,1,1,,5,40,1,,2,,26000,2,0,2
31246,1,1,1,,2,40,1,,2,,26000,2,0,3
31264,1,1,1,,3,40,1,,2,,18000,2,0,1
31264,1,1,1,,3,40,1,,1,1,17000,2,0,2
31280,1,1,1,,7,36,2,8,1,0,28000,2,0,1
31309,1,1,1,,3,37,1,,1,1,26000,2,0,1
31316,1,1,1,,7,35,1,,2,,30000,2,0,2
31326,1,1,2,5,7,37,1,,2,,13500,2,0,2
31370,1,1,1,,2,20,1,,2,,30000,2,0,3
31372,1,1,2,8,5,40,1,,1,0,12800,2,0,4
31373,1,1,1,,1,40,1,,2,,17500,2,0,3
31382,1,1,1,,4,40,1,,2,,45500,1,1000,2
31382,1,1,1,,2,35,1,,2,,28600,2,0,3
31383,1,1,1,,3,35,1,,1,1,23000,2,0,3
31387,1,1,1,,6,40,2,6,1,0,31000,2,0,1
31403,1,2,3,,2,20,1,,2,,6000,2,0,1
31403,1,1,1,,2,50,1,,1,10,20000,2,0,3
31409,1,1,1,,2,40,2,10,2,,23000,2,0,2
31413,1,1,1,,1,49,2,15,1,9,25000,2,0,3
31415,1,1,1,,2,40,2,5,2,,27000,2,0,1
31415,1,2,1,,3,35,1,,1,2,16000,2,0,2
31416,1,1,1,,5,38,2,10,2,,28000,2,0,1
31416,1,1,1,,2,40,2,5,2,,19000,2,0,2
31416,1,2,1,,4,5,1,,2,,21000,2,0,3
31416,1,1,1,,5,38,2,20,2,,21000,2,0,4
31435,1,2,1,,2,20,1,,2,,14000,2,0,2
31435,1,1,1,,5,40,2,7,2,,18000,2,0,3
31439,1,1,1,,2,40,2,7,1,0,24000,2,0,1
31440,1,1,1,,7,40,2,12,1,4,27500,2,0,1
31440,1,1,1,,7,37,2,7,2,,27000,2,0,2
31441,1,1,1,,6,40,2,10,2,,42000,2,0,1
31441,1,1,1,,5,40,1,,2,,46000,2,0,2
31441,1,1,1,,2,40,1,,2,,20000,2,0,3
31442,1,1,1,,7,45,1,,2,,70000,1,1000,1
31442,1,2,2,10,2,25,1,,2,,6000,2,0,3
31442,1,2,2,10,1,25,1,,2,,6000,2,0,4
31443,1,1,1,,7,42,2,5,1,9,43000,1,264,1
31443,1,2,1,,7,20,1,,2,,9600,2,0,3
31443,1,2,1,,2,20,1,,2,,6500,2,0,4
31448,1,1,1,,5,40,1,,2,,25000,1,5000,3
31466,1,1,1,,2,36,1,,1,0,26000,2,0,2
31466,1,1,1,,2,40,1,,2,,18000,2,0,3
31546,1,1,1,,7,42,1,,1,0,32000,2,0,1
31546,1,1,1,,5,45,1,,1,8,20000,2,0,4
31560,1,1,1,,7,37,1,,2,,29000,1,2000,1
31560,1,2,1,,5,20,1,,2,,12000,2,0,2
31560,1,1,2,6,4,40,1,,2,,10000,2,0,3
31561,1,1,1,,5,40,1,,2,,20000,2,0,3
31603,1,1,2,8,4,40,1,,2,,10000,2,0,3
31603,1,1,1,,4,40,1,,2,,14400,2,0,4
31618,1,1,1,,7,24,1,,2,,23400,2,0,1
31618,1,1,1,,1,40,1,,2,,21000,2,0,2
31625,1,1,1,,1,50,2,15,1,5,60000,1,3300,1
31636,1,1,1,,5,40,2,7,1,2,25000,2,0,1
31636,1,1,1,,5,40,2,25,2,,23000,2,0,2
31638,1,1,1,,5,70,1,,2,,26000,2,0,1
31638,1,1,1,,3,40,1,,2,,18000,2,0,4
31641,1,1,1,,3,45,1,,2,,25000,2,0,1
31641,1,1,2,10,1,40,1,,1,0,9000,2,0,3
31649,1,1,1,,5,44,2,10,1,4,50000,2,0,1
31652,1,1,1,,2,39,1,,1,2,25000,2,0,3
31655,1,1,1,,2,55,2,15,1,12,40000,2,0,1
31655,1,1,1,,3,24,1,,2,,23400,2,0,2
31658,1,1,2,11,4,40,1,,2,,40000,2,0,1
31658,1,1,1,,4,30,1,,2,,34000,2,0,2
31663,1,1,1,,4,38,1,,1,2,35000,2,0,1
31665,1,1,1,,6,45,2,20,1,5,24000,2,0,1
31665,1,1,1,,3,45,2,10,1,5,21000,2,0,3
31666,1,1,1,,6,36,2,25,2,,25000,1,2200,2
31671,1,1,1,,7,35,1,,2,,75000,2,0,1
31676,1,1,1,,6,38,2,3,1,0,29000,2,0,1
31676,1,1,1,,6,38,1,,1,1,24000,2,0,2
31677,1,1,1,,6,43,2,5,1,0,38000,2,0,1
31680,1,1,1,,5,45,2,10,1,4,20000,2,0,2
31682,1,1,1,,2,41,1,,1,1,25000,1,1400,2
31685,1,1,1,,6,12,2,15,2,,55000,2,0,1
31685,1,1,1,,5,40,2,20,2,,25000,2,0,2
31695,1,1,1,,4,49,1,,1,9,34000,2,0,1
31704,1,1,1,,3,44,2,30,1,4,25000,2,0,1
31708,1,1,1,,7,36,2,10,1,2,24000,2,0,1
31715,1,1,1,,7,38,2,12,1,2,30000,2,0,1
31715,1,1,1,,7,25,1,,2,,20000,2,0,2
31716,1,1,1,,2,60,1,,2,,15000,2,0,3
31724,1,1,1,,6,48,1,,1,8,35000,2,0,1
31724,1,2,1,,1,25,1,,2,,14000,2,0,2
31725,1,1,1,,7,45,1,,1,7,60000,2,0,1
31726,1,1,2,11,5,43,2,10,1,3,27000,2,0,2
31745,1,1,1,,3,40,1,,2,,31000,2,0,1
31751,1,1,1,,4,44,1,,1,2,32000,2,0,1
31785,1,1,1,,6,43,2,4,2,,35000,1,1500,1
31785,1,1,1,,7,48,1,,2,,26000,2,0,2
31797,1,1,1,,5,45,2,30,1,5,23000,2,0,1
31797,1,1,1,,2,44,1,,1,4,18000,2,0,3
31797,1,1,2,2,5,40,1,,2,,12000,2,0,4
31798,1,1,1,,2,10,2,30,1,0,20000,2,0,2
31798,1,1,1,,1,40,1,,2,,20000,2,0,3
31860,1,1,1,,7,38,1,,2,,26000,2,0,1
31860,1,1,1,,7,30,1,,2,,28000,2,0,2
31868,1,1,1,,3,40,1,,2,,23000,2,0,1
31891,1,1,1,,6,45,2,7,2,,70000,2,0,1
31912,1,1,1,,3,40,1,,1,2,20000,2,0,3
31914,1,1,1,,2,38,1,,1,1,30000,2,0,1
32012,1,1,1,,2,36,2,10,2,,20000,2,0,2
32028,1,1,1,,7,40,1,,2,,35000,2,0,1
32028,1,1,1,,7,40,1,,2,,35000,2,0,2
32031,1,1,2,2,7,38,1,,2,,2800,2,0,2
32033,1,1,1,,7,24,1,,2,,26000,2,0,1
32033,1,2,1,,2,20,1,,2,,14500,2,0,2
32052,1,1,1,,7,36,2,1,1,1,14000,2,0,2
32052,1,1,1,,7,38,1,,2,,26000,2,0,3
32057,1,1,2,6,7,36,1,,2,,12000,2,0,3
32138,1,1,1,,7,30,1,,2,,14500,2,0,2
32139,1,1,1,,3,38,1,,2,,28000,2,0,1
32139,1,2,1,,2,20,1,,2,,12000,2,0,2
32140,1,1,1,,7,18,1,,1,2,27000,2,0,1
32140,1,1,1,,7,36,1,,1,3,30000,2,0,2
32145,1,1,2,6,5,45,2,1,1,5,25000,1,1300,1
32166,1,1,1,,2,30,1,,2,,18000,2,0,1
32180,1,1,1,,3,40,1,,2,,24000,2,0,1
32180,1,2,1,,3,20,1,,2,,10200,2,0,2
32190,1,1,1,,7,24,1,,2,,40000,2,0,1
32197,1,1,2,5,2,60,1,,2,,8500,2,0,1
32197,2,2,3,,1,20,1,,2,,800,2,0,1
32197,1,1,1,,4,40,1,,1,1,18000,2,0,2
32207,1,1,1,,1,45,2,5,2,,18000,2,0,6
32209,1,1,2,8,3,40,1,,1,5,24000,2,0,3
32209,1,1,2,8,2,36,1,,2,,22000,2,0,4
32210,1,1,2,3,2,50,1,,2,,5000,2,0,2
32220,1,1,1,,5,20,1,,2,,13000,2,0,1
32235,1,1,2,6,1,40,1,,2,,10000,2,0,1
32235,1,1,2,6,1,40,1,,2,,13000,2,0,1
32252,1,1,2,6,5,40,2,6,1,3,30000,2,0,1
32252,1,1,2,9,3,48,1,,1,5,17000,2,0,3
32260,1,1,1,,6,50,2,12,2,,62000,2,0,1
32260,1,1,1,,7,25,1,,2,,30000,2,0,2
32260,1,1,1,,7,24,1,,1,2,30000,2,0,2
32262,1,1,1,,3,38,2,5,1,2,17000,2,0,2
32272,1,1,1,,6,40,2,20,1,1,32000,2,0,1
32272,1,1,1,,6,40,1,,2,,24000,2,0,2
32279,1,2,1,,2,24,1,,2,,14000,2,0,2
32279,1,1,1,,2,40,1,,2,,14000,2,0,3
32280,1,1,1,,3,38,1,,1,0,27000,2,0,1
32285,1,1,2,8,2,40,1,,2,,9000,2,0,2
32288,1,1,1,,2,40,1,,1,2,27000,1,3000,1
32288,1,1,2,9,1,42,1,,2,,7200,2,0,2
32292,1,1,1,,4,38,1,,2,,22000,2,0,1
32303,1,2,1,,6,24,2,8,1,1,11800,2,0,6
32320,1,1,1,,5,45,2,10,1,5,60000,2,0,1
32320,1,1,1,,5,35,1,,2,,26000,2,0,2
32334,1,1,2,4,4,60,1,,1,10,25000,2,0,2
32340,1,1,1,,7,40,2,16,1,4,35000,2,0,1
32349,1,1,1,,7,40,1,,1,0,40000,2,0,1
32363,1,1,2,5,7,40,2,3,2,,6500,2,0,1
32363,1,1,1,,7,20,1,,1,0,23500,2,0,2
32439,1,1,1,,6,40,1,,1,1,20000,2,0,3
32442,1,1,2,6,5,40,1,,2,,25000,2,0,2
32470,1,2,3,,7,40,1,,2,,5000,2,0,2
32479,1,1,1,,7,36,2,8,2,,25000,2,0,1
32481,1,1,1,,7,36,1,,2,,23500,2,0,2
32484,1,1,1,,7,36,1,,1,3,32000,1,600,1
32486,1,1,1,,7,18,1,,2,,31000,2,0,1
32486,1,1,1,,7,18,1,,2,,29000,2,0,2
32496,1,1,3,,3,8,1,,2,,3500,2,0,3
32517,1,2,1,,6,30,1,,2,,12000,2,0,3
32522,1,1,1,,5,35,2,6,1,0,37000,2,0,1
32524,1,2,1,,6,22,2,6,1,0,32000,1,1296,2
32556,1,2,1,,2,30,2,20,2,,16000,2,0,1
32558,1,1,1,,7,36,2,11,2,,22400,1,1800,1
32575,1,1,1,,1,41,1,,1,1,16900,2,0,1
32575,1,1,1,,3,40,2,20,2,,16250,2,0,2
32579,1,1,1,,3,45,1,,1,30,33000,2,0,1
32579,1,1,3,,6,30,1,,2,,20000,2,0,2
32579,1,1,1,,3,40,2,10,2,,15000,2,0,4
32588,1,1,1,,7,38,2,15,2,,39000,2,0,1
32588,1,1,1,,4,40,1,,2,,33000,2,0,2
32590,1,1,2,5,6,38,2,7,1,1,35000,1,10000,1
32590,1,1,1,,7,21,1,,2,,25000,2,0,2
32630,1,1,1,,7,36,2,15,2,,25000,2,0,1
32630,1,2,3,,7,36,1,,2,,10000,2,0,3
32654,1,1,1,,7,36,1,,2,,22000,2,0,3
32654,1,2,3,,1,40,1,,2,,6000,2,0,4
32658,1,1,1,,6,40,2,5,1,1,24000,2,0,3
32663,1,1,1,,7,36,2,24,1,6,32000,2,0,1
32663,1,1,1,,7,50,2,8,2,,30000,2,0,3
32678,1,1,2,4,3,40,1,,1,2,6400,2,0,1
32678,1,1,1,,3,45,1,,1,3,23000,2,0,3
32684,1,1,1,,7,40,1,,2,,39000,2,0,1
32691,1,1,1,,2,48,1,,2,,23000,2,0,3
32703,1,1,1,,6,45,1,,2,,26000,2,0,1
32703,1,1,1,,6,45,1,,2,,23000,2,0,2
32703,1,1,1,,3,40,1,,2,,20000,2,0,3
32708,1,1,1,,7,60,2,30,2,,60000,2,0,1
32708,2,2,1,,7,8,2,20,2,,19000,2,0,2
32709,1,2,1,,3,30,1,,2,,15000,2,0,2
32712,1,1,1,,7,38,2,30,1,8,32500,2,0,1
32712,1,2,1,,6,25,2,20,1,0,16000,2,0,2
32712,1,1,2,8,3,40,1,,2,,12600,2,0,3
32713,1,2,1,,2,24,1,,2,,9000,2,0,3
32713,1,1,1,,2,40,1,,2,,19500,2,0,4
32714,1,1,1,,2,40,2,10,1,1,33000,2,0,1
32714,1,1,1,,7,18,1,,2,,26000,2,0,2
32716,1,1,2,1,2,30,1,,2,,1400,2,0,3
32716,1,1,2,1,2,30,1,,2,,1400,2,0,4
32719,1,1,1,,2,40,1,,1,2,30800,2,0,3
32719,1,1,2,8,2,40,1,,1,0,21000,2,0,4
32725,1,1,1,,4,39,2,2,1,4,24000,2,0,1
32729,1,1,2,3,2,40,2,9,2,,4500,2,0,3
32732,1,1,2,3,5,50,2,9,1,10,10000,2,0,1
32732,1,1,2,3,5,36,2,7,2,,5000,2,0,2
32734,1,1,1,,2,45,1,,1,5,29000,2,0,1
32734,1,2,2,2,2,20,2,2,2,,2000,2,0,2
32742,1,1,2,3,2,40,1,,1,5,6000,2,0,1
32742,1,1,1,,4,40,1,,1,2,13000,2,0,2
32754,1,2,1,,6,20,1,,1,0,14000,2,0,2
32755,1,1,1,,2,50,1,,1,10,35000,2,0,1
32764,1,1,1,,3,30,1,,2,,20000,2,0,2
32765,1,1,1,,7,38,2,7,2,,25000,2,0,1
32765,1,1,1,,5,40,2,8,1,2,30000,1,1000,2
32772,1,1,1,,6,40,1,,1,3,35000,2,0,2
32772,1,1,1,,6,40,1,,1,1,19500,2,0,3
32772,2,2,3,,1,5,1,,2,,500,2,0,4
32778,1,1,1,,7,36,1,,1,4,22000,2,0,3
32780,1,1,1,,3,36,1,,2,,20000,2,0,4
32788,1,1,1,,3,36,2,15,1,3,30000,2,0,1
32833,1,1,1,,2,60,1,,1,2,20000,2,0,1
32833,1,1,1,,5,40,2,3,1,1,13000,2,0,3
32834,1,1,1,,7,36,1,,1,1,27000,1,1100,1
32834,1,1,1,,7,36,2,10,1,2,25000,2,0,2
32835,1,1,1,,7,40,1,,2,,22000,2,0,1
32835,1,1,1,,5,36,1,,1,0,21900,2,0,3
32836,1,1,1,,5,40,2,3,1,1,24000,1,400,1
32836,1,1,2,8,1,45,1,,1,5,22000,2,0,2
32837,1,1,1,,7,40,2,6,1,5,60000,2,0,1
32861,1,1,1,,5,40,1,,1,4,26000,2,0,2
32866,1,1,1,,2,40,1,,1,0,19200,2,0,2
32871,1,1,1,,7,36,1,,1,2,39000,2,0,1
32871,1,1,1,,6,40,1,,1,5,50000,1,1500,2
32875,1,1,1,,7,40,2,15,1,3,25000,2,0,1
32880,1,1,1,,2,36,1,,2,,18000,2,0,1
32882,1,1,2,6,2,40,1,,2,,15000,2,0,1
32900,1,1,1,,4,40,2,10,2,,19000,2,0,3
32902,1,2,1,,1,18,1,,2,,5000,2,0,2
32958,1,1,1,,3,61,1,,2,,23500,2,0,1
32958,1,2,1,,2,18,1,,2,,10400,2,0,2
32962,1,1,1,,1,42,1,,2,,21000,2,0,3
33010,1,1,1,,3,40,1,,2,,60000,1,700,1
33032,1,1,1,,5,40,1,,2,,38000,2,0,3
33038,1,1,2,7,5,40,2,2,1,4,17000,1,700,1
33073,1,1,1,,4,36,2,10,2,,21000,2,0,1
33219,1,1,1,,7,36,1,,2,,29000,2,0,1
33240,1,1,1,,2,40,1,,2,,17000,2,0,3
33268,1,1,2,6,3,42,1,,2,,7000,2,0,3
33273,1,1,1,,5,36,2,7,2,,27000,2,0,1
33275,1,1,1,,7,18,1,,2,,34500,2,0,1
33275,1,1,1,,7,18,1,,2,,26000,2,0,2
33301,1,1,1,,5,40,1,,1,4,20000,1,,1
33303,1,1,1,,7,36,1,,2,,31500,2,0,1
33303,1,1,1,,7,36,1,,2,,19500,2,0,2
33303,1,1,1,,7,36,1,,2,,19500,2,0,3
33303,1,1,1,,5,36,1,,1,2,19000,2,0,4
33314,1,1,1,,5,36,2,20,1,0,25000,2,0,1
33314,1,1,1,,4,20,1,,2,,8000,2,0,2
33328,1,1,1,,2,40,2,10,1,2,25000,2,0,1
33328,1,2,1,,1,6,2,3,2,,3500,2,0,6
33335,1,1,1,,2,36,2,7,1,1,22500,2,0,1
33335,1,1,1,,2,40,1,,2,,16500,2,0,2
33340,1,1,1,,2,40,1,,2,,17000,2,0,4
33346,1,1,1,,3,48,2,15,1,8,36000,2,0,1
33350,1,1,1,,2,40,1,,2,,16000,2,0,4
33382,1,1,1,,4,70,2,7,2,,60000,2,0,1
33451,1,1,1,,6,38,1,,1,0,21000,1,1260,1
33455,1,1,1,,7,36,2,20,1,1,32000,2,0,1
33479,1,1,1,,2,36,2,5,2,,25000,1,378,2
33485,1,1,1,,7,36,1,,2,,25000,2,0,3
33591,1,1,1,,7,36,1,,2,,20000,2,0,1
33600,1,1,1,,7,30,2,5,2,,30000,2,0,1
33600,1,1,1,,7,30,2,7,2,,30000,2,0,2
33600,1,1,1,,7,36,2,10,1,4,23000,2,0,4
33633,1,1,1,,7,40,2,11,1,0,24000,2,0,1
33634,1,1,1,,3,45,1,,1,5,24700,2,0,3
33635,1,1,1,,1,40,1,,2,,19000,2,0,2
33636,1,1,1,,2,45,1,,2,,28000,2,0,1
33637,1,1,1,,7,40,2,18,1,3,24000,2,0,1
33640,1,1,1,,3,40,2,15,1,1,27000,2,0,1
33640,1,2,1,,1,15,1,,2,,5000,2,0,2
33640,1,1,1,,1,40,2,15,2,,12000,2,0,3
33644,1,1,1,,4,40,1,,2,,15000,2,0,2
33647,1,1,1,,5,40,2,15,1,2,28000,2,0,1
33647,1,1,1,,5,36,1,,2,,22000,2,0,2
33684,1,1,1,,2,40,1,,2,,23000,1,2000,1
33684,1,2,3,,3,24,1,,2,,1100,2,0,3
33745,1,1,1,,7,36,1,,2,,18000,2,0,1
33745,1,1,1,,7,50,2,7,2,,40000,2,0,2
33746,1,1,1,,7,40,2,6,1,20,30000,2,0,1
33746,1,1,1,,7,36,1,,2,,24000,2,0,2
33751,1,1,2,8,6,38,1,,2,,38400,1,1200,1
33753,1,2,1,,1,5,1,,2,,24000,2,0,2
33753,1,1,1,,1,48,1,,2,,8640,2,0,4
33753,1,1,1,,1,48,1,,2,,5760,2,0,6
33753,1,2,2,2,1,8,1,,2,,960,2,0,7
33761,1,1,1,,6,45,2,10,2,,30000,2,0,1
33773,1,1,1,,7,36,2,10,1,0,16000,2,0,2
33777,2,2,2,10,7,15,1,,2,,6400,2,0,2
33778,1,1,1,,7,36,1,,2,,27000,2,0,2
33814,1,1,1,,3,35,2,12,1,4,50000,1,2200,1
33839,1,1,1,,3,48,2,22,2,,18460,2,0,3
33841,1,2,2,6,4,25,1,,2,,5600,2,0,1
33841,1,1,1,,3,40,1,,1,4,16500,2,0,3
33841,1,1,2,11,3,40,1,,1,4,12500,2,0,4
33865,1,1,1,,5,37,2,10,2,,20200,2,0,1
33865,1,1,2,1,7,36,1,,2,,24000,2,0,2
33877,1,1,1,,6,38,2,5,1,0,45000,2,0,2
33882,1,1,1,,6,40,2,1,1,0,27000,2,0,2
33889,1,1,1,,6,40,1,,2,,24000,2,0,2
33895,1,1,1,,7,50,1,,1,0,60000,2,0,2
33934,1,1,1,,7,44,1,,1,8,40000,2,0,1
33937,1,2,1,,1,20,1,,2,,15000,2,0,4
33938,1,1,1,,7,36,1,,2,,22000,2,0,1
33983,1,1,1,,7,40,2,20,2,,32000,2,0,1
33985,1,1,1,,7,30,1,,2,,24000,2,0,2
33994,1,1,1,,5,40,2,5,2,,32000,2,0,1
34018,1,1,1,,7,37,1,,2,,35000,2,0,1
34019,1,2,1,,1,20,1,,2,,14000,2,0,1
34025,1,1,1,,3,50,1,,2,,25000,2,0,1
34056,1,1,1,,5,36,2,6,1,0,25000,2,0,1
34056,1,1,2,4,7,36,2,2,2,,7500,2,0,2
34057,1,1,1,,7,36,1,,2,,46500,2,0,1
34057,2,2,1,,7,18,1,,2,,28600,2,0,2
34059,1,1,1,,7,35,2,8,1,3,40000,2,0,1
34059,1,1,1,,7,35,2,8,1,1,30000,2,0,2
34062,1,1,1,,7,38,2,5,1,2,35000,2,0,1
34124,1,1,1,,7,50,2,20,2,,100000,2,0,1
34124,1,2,1,,1,20,2,1,2,,4000,2,0,3
34124,1,2,2,5,1,20,2,1,2,,2000,2,0,4
34131,1,1,1,,7,40,2,18,2,,60000,2,0,1
34181,1,1,1,,7,38,2,12,2,,23000,2,0,1
34198,1,1,1,,1,54,1,,2,,21450,2,0,1
34199,1,1,1,,1,30,2,15,2,,18000,2,0,2
34199,1,1,1,,7,25,1,,2,,20000,2,0,4
34211,1,1,1,,2,40,1,,2,,23000,1,1200,3
34215,1,1,1,,7,22,1,,2,,24000,2,0,2
34215,1,1,1,,6,40,2,10,1,4,60000,2,0,4
34216,1,1,1,,3,48,1,,2,,13000,2,0,1
34216,1,1,1,,1,48,1,,2,,28000,2,0,3
34223,1,1,1,,5,37,1,,1,10,44000,1,2000,1
34228,1,1,1,,7,35,1,,1,0,27000,2,0,1
34228,1,1,1,,3,50,2,10,2,,60000,2,0,2
34230,1,1,1,,2,40,1,,2,,12000,2,0,2
34252,1,1,1,,7,36,2,10,2,,20000,2,0,1
34255,1,1,1,,7,38,1,,2,,50000,2,0,1
34255,1,1,1,,1,44,1,,2,,8400,2,0,3
34261,1,1,1,,2,36,1,,2,,20000,2,0,1
34261,1,1,1,,7,40,1,,2,,25000,2,0,2
34264,1,1,1,,7,22,1,,2,,28000,2,0,2
34269,1,1,1,,3,50,2,5,2,,32000,2,0,1
34269,1,2,1,,3,20,2,4,2,,13000,2,0,2
34274,1,1,1,,6,45,1,,1,0,30000,2,0,1
34274,1,2,2,10,2,20,1,,2,,7500,2,0,3
34274,1,2,1,,1,25,2,10,1,4,5000,2,0,4
34302,1,1,1,,2,48,1,,2,,20000,2,0,2
34305,1,1,1,,1,45,1,,2,,28000,2,0,1
34319,1,1,2,5,3,40,2,1,2,,8000,2,0,2
34363,1,1,1,,2,25,1,,2,,28000,2,0,2
34396,1,2,1,,7,20,1,,2,,12000,2,0,1
34458,1,1,1,,7,36,1,,1,2,26000,2,0,1
34469,1,1,1,,6,48,1,,1,18,28000,2,0,1
34476,1,1,1,,7,36,1,,2,,20000,2,0,1
34509,1,1,1,,7,40,1,,1,25,27000,1,1200,1
34513,1,1,1,,7,35,1,,1,4,40000,2,0,1
34541,1,1,1,,6,48,2,15,2,,40000,2,0,1
34541,1,1,1,,6,42,1,,1,5,20000,2,0,3
34567,1,1,1,,7,22,1,,1,2,25000,2,0,3
34568,1,1,2,1,2,72,1,,2,,1800,2,0,3
34594,1,1,1,,7,34,2,6,2,,34000,1,,1
34600,1,1,2,3,4,40,1,,2,,6000,2,0,3
34720,1,1,1,,6,50,2,10,2,,40000,1,10000,3
34720,1,1,2,5,7,18,1,,2,,13000,2,0,4
34721,1,1,1,,7,40,2,30,1,0,78000,2,0,1
34721,1,1,1,,7,18,1,,2,,28000,2,0,2
34726,1,2,2,2,3,7,1,,2,,800,2,0,2
34732,2,2,3,,2,6,1,,2,,400,2,0,3
34738,1,1,1,,7,40,1,,2,,24000,2,0,1
34739,1,1,1,,3,40,1,,2,,50000,1,8000,1
34739,1,1,1,,7,35,2,15,2,,35000,2,0,2
34769,1,1,1,,3,40,1,,1,,9800,2,0,1
34781,1,1,1,,1,42,1,,2,,14000,2,0,1
34791,1,1,1,,1,40,1,,2,,18000,2,0,1
34791,1,1,1,,1,40,1,,2,,18000,2,0,3
34793,1,1,1,,1,48,1,,2,,24000,2,0,1
34793,1,1,1,,1,40,1,,2,,10000,2,0,3
34793,1,1,2,5,2,42,1,,2,,4500,2,0,4
34800,1,2,3,,2,20,1,,2,,16000,2,0,3
34825,1,1,1,,7,38,2,10,2,,32900,2,0,1
34825,1,1,1,,6,38,2,15,2,,24700,2,0,2
34833,1,1,1,,5,40,1,,1,0,26000,2,0,1
34833,1,1,2,11,5,24,1,,2,,16000,2,0,3
34833,1,1,1,,3,44,1,,1,4,25000,2,0,4
34836,1,1,1,,7,36,2,5,2,,25000,2,0,1
34886,1,2,2,8,6,30,1,,2,,28000,2,0,1
34900,1,1,1,,3,40,1,,2,,22000,2,0,1
34900,1,1,1,,4,50,2,30,2,,30000,2,0,2
34922,1,1,1,,6,40,1,,1,6,30000,2,0,1
34922,1,1,1,,1,40,1,,2,,12000,2,0,3
34925,1,1,1,,4,67,1,,2,,30000,1,,1
34925,1,2,1,,2,20,1,,2,,8000,2,0,3
34925,1,2,1,,2,20,1,,2,,8000,2,0,4
34926,1,1,1,,6,48,1,,2,,30000,2,0,3
34927,1,1,1,,1,40,1,,2,,38000,2,0,1
34933,1,1,1,,5,40,1,,2,,21000,2,0,1
34983,1,1,1,,3,40,1,,2,,18000,2,0,3
34988,1,1,1,,7,40,1,,1,5,46000,2,0,1
34988,1,1,1,,7,30,1,,2,,23000,2,0,2
34993,1,1,2,6,5,40,1,,1,5,10000,2,0,2
