NQUEST,NORD,IREG,NQUESTP,NCOMP,SEX,PARENT,ANASC,STACIV,STUDIO,TIPODIP,TIPOLAU,ANNOENUS,APQUAL,ASNONOC,APSETT,NORDP,MOTENT,ETA,CLETA,AREA5,AREA3,ACOM4C,PESOFL,NPERC,PERC,QUAL,Q,SETT,NASCREG,NASCAREA
508938,4,12,,4,1,3,1990,2,1,,,,17,,,,,8,1,3,2,2,0.308991863,2,0,7,3,5,12,2
508940,1,12,,2,2,1,1954,3,3,,,,1,,8,,,44,3,3,2,2,0.3109217754,2,1,1,1,4,12,2
508940,2,12,,2,2,3,1975,2,5,1,,,12,1,8,,,23,1,3,2,2,0.3109217754,2,1,7,3,5,12,2
508941,1,12,,2,2,1,1929,1,1,,,,16,,,,,69,5,3,2,2,0.2877697288,2,1,6,3,5,12,2
508941,2,12,,2,1,2,1935,1,2,,,,15,5,3,,,63,4,3,2,2,0.2877697288,2,1,6,3,5,12,2
508943,1,12,,5,1,1,1950,1,5,2,,,2,,6,,,48,3,3,2,2,0.254388136,1,1,2,1,4,12,2
508943,2,12,,5,2,2,1952,1,5,5,,,13,,,,,46,3,3,2,2,0.254388136,1,0,7,3,5,12,2
508943,3,12,,5,2,3,1977,2,5,5,,,17,,,,,21,1,3,2,2,0.254388136,1,0,7,3,5,12,2
508943,4,12,,5,1,3,1983,2,3,,,,17,,,,,15,1,3,2,2,0.254388136,1,0,7,3,5,12,2
508943,5,12,,5,2,3,1994,2,1,,,,18,,,,,4,1,3,2,2,0.254388136,1,0,7,3,5,12,2
508945,1,12,,4,1,1,1936,1,2,,,,15,2,9,,,62,4,3,2,2,0.280333717,1,1,6,3,5,15,3
508945,2,12,,4,2,2,1943,1,7,,7,,13,,,,,55,4,3,2,2,0.280333717,1,0,7,3,5,15,3
508945,3,12,,4,2,3,1968,2,7,,1,,11,,,,,30,1,3,2,2,0.280333717,1,0,7,3,5,12,2
508945,4,12,,4,1,3,1975,2,5,2,,,17,,,,,23,1,3,2,2,0.280333717,1,0,7,3,5,15,3
508947,1,12,,2,1,1,1941,1,3,,,,15,2,9,,,57,4,3,2,2,0.2529108217,1,1,6,3,5,12,2
508947,2,12,,2,2,2,1941,1,3,,,,13,,,,,57,4,3,2,2,0.2529108217,1,0,7,3,5,15,3
508948,1,12,,4,1,1,1954,1,5,1,,,4,,5,,,44,3,3,2,2,0.308991863,2,1,3,1,4,12,2
508948,2,12,,4,2,2,1955,1,5,5,,,3,,9,,,43,3,3,2,2,0.308991863,2,1,2,1,3,12,2
508948,3,12,,4,1,3,1980,2,3,,,,17,,,,,18,1,3,2,2,0.308991863,2,0,7,3,5,12,2
508948,4,12,,4,1,3,1986,2,2,,,,17,,,,,12,1,3,2,2,0.308991863,2,0,7,3,5,12,2
508950,1,12,,4,1,1,1944,1,7,,4,,4,,7,,,54,4,3,2,2,0.2545206403,2,1,3,1,4,12,2
508950,2,12,,4,2,2,1948,1,7,,9,,3,,9,,,50,3,3,2,2,0.2545206403,2,1,2,1,3,3,1
508950,3,12,,4,2,3,1976,2,5,3,,,17,,,,,22,1,3,2,2,0.2545206403,2,0,7,3,5,12,2
508950,4,12,,4,2,3,1981,2,3,,,,17,,,,,17,1,3,2,2,0.2545206403,2,0,7,3,5,12,2
508951,1,12,,2,1,1,1931,1,3,,,,15,1,2,,,67,5,3,2,2,0.3249631364,2,1,6,3,5,12,2
508951,2,12,,2,2,2,1933,1,2,,,,16,,,,,65,4,3,2,2,0.3249631364,2,1,6,3,5,12,2
508953,1,12,,1,2,1,1928,4,2,,,,16,,,,,70,5,3,2,2,0.326336503,1,1,6,3,5,16,3
508956,1,12,,4,1,1,1961,1,2,,,,1,,4,,,37,2,3,2,2,0.3096132808,2,1,1,1,4,12,2
508956,2,12,,4,2,2,1965,1,2,,,,1,,4,,,33,2,3,2,2,0.3096132808,2,1,1,1,4,12,2
508956,3,12,,4,2,3,1989,2,1,,,,17,,,,,9,1,3,2,2,0.3096132808,2,0,7,3,5,12,2
508956,4,12,,4,1,3,1995,2,1,,,,18,,,,,3,1,3,2,2,0.3096132808,2,0,7,3,5,12,2
508958,1,12,,2,1,1,1942,1,4,,,,15,1,2,,,56,4,3,2,2,0.2529108217,1,1,6,3,5,1,1
508958,2,12,,2,2,2,1943,1,2,,,,13,,,,,55,4,3,2,2,0.2529108217,1,0,7,3,5,12,2
508963,1,12,,2,1,1,1949,3,2,,,,12,,,,,49,3,3,2,2,0.2877697288,2,1,7,3,5,12,2
508963,2,12,,2,2,2,1927,4,2,,,,16,,,,,71,5,3,2,2,0.2877697288,2,1,6,3,5,12,2
508964,1,12,,3,1,1,1927,1,2,,,,15,1,3,,,71,5,3,2,2,0.2754052538,3,1,6,3,5,12,2
508964,2,12,,3,2,2,1934,1,1,,,,16,,,,,64,4,3,2,2,0.2754052538,3,1,6,3,5,12,2
508964,3,12,,3,1,3,1952,2,2,,,,16,,,,,46,3,3,2,2,0.2754052538,3,1,6,3,5,12,2
508970,1,12,,2,1,1,1941,1,2,,,,8,,4,,,57,4,3,2,2,0.2529108217,2,1,5,2,4,12,2
508970,2,12,,2,2,2,1944,1,2,,,,8,,4,,,54,4,3,2,2,0.2529108217,2,1,5,2,4,12,2
508976,1,12,,3,1,1,1942,1,5,1,,,2,,9,,,56,4,3,2,2,0.2896934198,2,1,2,1,3,12,2
508976,2,12,,3,2,2,1944,1,7,,9,,15,,,,,54,4,3,2,2,0.2896934198,2,1,6,3,5,12,2
508976,3,12,,3,2,3,1972,2,5,3,,,17,,,,,26,1,3,2,2,0.2896934198,2,0,7,3,5,12,2
508978,1,15,,4,1,1,1942,1,5,3,,,2,,9,,,56,4,4,3,2,0.2769039175,2,1,2,1,3,16,3
508978,2,15,,4,2,2,1946,1,2,,,,13,,,,,52,4,4,3,2,0.2769039175,2,0,7,3,5,15,3
508978,3,15,,4,2,3,1980,2,5,5,,,17,,,,,18,1,4,3,2,0.2769039175,2,0,7,3,5,15,3
508978,4,15,,4,1,5,1917,3,2,,,,16,8,2,,,81,5,4,3,2,0.2769039175,2,1,6,3,5,15,3
508980,1,15,,4,1,1,1947,1,5,2,,,4,,2,,,51,4,4,3,2,0.2600549965,2,1,3,1,2,15,3
508980,2,15,,4,2,2,1951,1,6,,10,,3,,9,,,47,3,4,3,2,0.2600549965,2,1,2,1,3,15,3
508980,3,15,,4,1,3,1974,2,5,3,,,17,,,,,24,1,4,3,2,0.2600549965,2,0,7,3,5,15,3
508980,4,15,,4,2,3,1975,2,5,3,,,17,,,,,23,1,4,3,2,0.2600549965,2,0,7,3,5,15,3
508984,1,15,,3,2,1,1932,4,1,,,,15,1,1,,,66,5,4,3,2,0.3648495492,1,1,6,3,5,15,3
508984,2,15,,3,1,3,1958,3,3,,,,12,1,3,,,40,2,4,3,2,0.3648495492,1,0,7,3,5,15,3
508984,3,15,,3,1,3,1972,2,5,5,,,11,,,,,26,1,4,3,2,0.3648495492,1,0,7,3,5,15,3
508985,1,15,,2,1,1,1928,1,2,,,,15,4,9,,,70,5,4,3,2,0.3327419173,2,1,6,3,5,15,3
508985,2,15,,2,2,2,1928,1,2,,,,13,,,,,70,5,4,3,2,0.3327419173,2,1,7,3,5,15,3
508989,1,15,,3,1,1,1963,1,5,2,,,12,1,2,,,35,2,4,3,2,0.3382130907,1,1,7,3,5,15,3
508989,2,15,,3,2,2,1962,1,3,,,,13,,,,,36,2,4,3,2,0.3382130907,1,0,7,3,5,15,3
508989,3,15,,3,2,3,1992,2,1,,,,17,,,,,6,1,4,3,2,0.3382130907,1,0,7,3,5,15,3
508992,1,15,,2,2,1,1961,3,5,3,,,1,,8,,,37,2,4,3,2,0.3183644423,1,1,1,1,4,,
508992,2,15,,2,2,3,1983,2,2,,,,17,,,,,15,1,4,3,2,0.3183644423,1,0,7,3,5,,
508994,1,15,,4,1,1,1950,1,5,2,,,4,,6,,,48,3,4,3,2,0.288107313,1,1,3,1,4,15,3
508994,2,15,,4,2,2,1955,1,4,,,,13,,,,,43,3,4,3,2,0.288107313,1,0,7,3,5,15,3
508994,3,15,,4,2,3,1978,2,5,3,,,17,,,,,20,1,4,3,2,0.288107313,1,0,7,3,5,15,3
508994,4,15,,4,2,3,1984,2,3,,,,17,,,,,14,1,4,3,2,0.288107313,1,0,7,3,5,15,3
508998,1,15,,2,1,1,1957,1,7,,10,,3,,9,,,41,3,4,3,2,0.3826288511,2,1,2,1,3,15,3
508998,2,15,,2,2,2,1959,1,7,,9,,3,,9,,,39,2,4,3,2,0.3826288511,2,1,2,1,3,15,3
508999,1,15,,6,1,1,1952,1,4,,,,2,,9,,,46,3,4,3,2,0.2905531428,2,1,2,1,3,15,3
508999,2,15,,6,2,4,1919,4,1,,,,13,,,,,79,5,4,3,2,0.2905531428,2,1,7,3,5,15,3
508999,3,15,,6,2,2,1958,1,5,3,,,13,,,,,40,2,4,3,2,0.2905531428,2,0,7,3,5,15,3
508999,4,15,,6,1,3,1982,2,3,,,,17,,,,,16,1,4,3,2,0.2905531428,2,0,7,3,5,15,3
508999,5,15,,6,2,3,1980,2,3,,,,17,,,,,18,1,4,3,2,0.2905531428,2,0,7,3,5,15,3
508999,6,15,,6,2,3,1992,2,1,,,,17,,,,,6,1,4,3,2,0.2905531428,2,0,7,3,5,15,3
509001,1,15,,2,1,1,1926,1,7,,4,,6,,3,,,72,5,4,3,2,0.2945011774,1,1,4,2,2,15,3
509001,2,15,,2,2,2,1937,1,5,3,,,14,,,,,61,4,4,3,2,0.2945011774,1,0,7,3,5,15,3
509003,1,15,,4,1,1,1949,1,5,2,,,4,,4,,,49,3,4,3,2,0.2876445009,2,1,3,1,4,15,3
509003,2,15,,4,2,2,1944,1,5,2,,,2,,9,,,54,4,4,3,2,0.2876445009,2,1,2,1,3,15,3
509003,3,15,,4,2,3,1973,2,5,3,,,17,,,,,25,1,4,3,2,0.2876445009,2,0,7,3,5,15,3
509003,4,15,,4,2,3,1984,2,3,,,,17,,,,,14,1,4,3,2,0.2876445009,2,0,7,3,5,15,3
509004,1,15,,4,1,1,1942,1,3,,,,2,,9,,,56,4,4,3,2,0.2876445009,2,1,2,1,3,15,3
509004,2,15,,4,2,2,1946,1,1,,,,13,,,,,52,4,4,3,2,0.2876445009,2,0,7,3,5,15,3
509004,3,15,,4,2,3,1964,2,3,,,,11,,,,,34,2,4,3,2,0.2876445009,2,0,7,3,5,15,3
509004,4,15,,4,2,3,1976,2,3,,,,6,,8,,,22,1,4,3,2,0.2876445009,2,1,4,2,4,15,3
509005,1,15,,4,1,1,1955,1,5,2,,,2,,9,,,43,3,4,3,2,0.3170246256,3,1,2,1,3,3,1
509005,2,15,,4,2,2,1956,1,5,3,,,11,,,,,42,3,4,3,2,0.3170246256,3,0,7,3,5,15,3
509005,3,15,,4,1,3,1981,2,3,,,,17,,,,,17,1,4,3,2,0.3170246256,3,1,7,3,5,15,3
509005,4,15,,4,2,3,1985,2,3,,,,17,,,,,13,1,4,3,2,0.3170246256,3,1,7,3,5,15,3
509006,1,15,,1,2,1,1965,3,3,,,,13,,8,,,33,2,4,3,2,0.3842459258,1,1,7,3,5,15,3
509009,1,15,,4,1,1,1949,1,2,,,,2,,4,,,49,3,4,3,2,0.2875107385,1,1,2,1,4,15,3
509009,2,15,,4,2,2,1954,1,3,,,,13,,,,,44,3,4,3,2,0.2875107385,1,0,7,3,5,15,3
509009,3,15,,4,2,3,1974,2,5,5,,,11,,,,,24,1,4,3,2,0.2875107385,1,0,7,3,5,15,3
509009,4,15,,4,1,3,1975,2,3,,,,11,,,,,23,1,4,3,2,0.2875107385,1,0,7,3,5,15,3
509010,1,15,,3,1,1,1959,1,5,2,,,8,,4,,,39,2,4,3,2,0.337323277,2,1,5,2,4,15,3
509010,2,15,,3,2,2,1962,1,7,,9,,3,,9,,,36,2,4,3,2,0.337323277,2,1,2,1,3,15,3
509010,3,15,,3,1,3,1997,2,1,,,,18,,,,,1,1,4,3,2,0.337323277,2,0,7,3,5,15,3
509011,1,15,,3,1,1,1954,1,7,,4,,4,,5,,,44,3,4,3,2,0.337323277,1,1,3,1,4,15,3
509011,2,15,,3,2,2,1954,1,7,,9,,11,,,,,44,3,4,3,2,0.337323277,1,0,7,3,5,,
509011,3,15,,3,1,3,1991,2,1,,,,17,,,,,7,1,4,3,2,0.337323277,1,0,7,3,5,,
509013,1,15,,2,1,1,1925,1,5,2,,,15,2,9,,,73,5,4,3,2,0.3327419173,1,1,6,3,5,8,1
509013,2,15,,2,2,2,1927,1,3,,,,13,,,,,71,5,4,3,2,0.3327419173,1,0,7,3,5,15,3
509014,1,15,,1,1,1,1928,4,5,2,,,15,3,9,,,70,5,4,3,2,0.3313381112,1,1,6,3,5,15,3
509017,1,15,,3,1,1,1928,1,8,,3,,15,5,9,,,70,5,4,3,2,0.3222822689,2,1,6,3,5,15,3
509017,2,15,,3,2,2,1938,1,7,,9,,15,3,9,,,60,4,4,3,2,0.3222822689,2,1,6,3,5,1,1
509017,3,15,,3,2,3,1973,2,5,3,,,17,,,,,25,1,4,3,2,0.3222822689,2,0,7,3,5,15,3
509018,1,15,,3,1,1,1960,1,5,2,,,8,,2,,,38,2,4,3,2,0.337323277,1,1,5,2,2,15,3
509018,2,15,,3,2,2,1966,1,5,1,,,12,2,8,,,32,2,4,3,2,0.337323277,1,0,7,3,5,15,3
509018,3,15,,3,1,3,1997,2,1,,,,18,,,,,1,1,4,3,2,0.337323277,1,0,7,3,5,15,3
509023,1,15,,3,1,1,1966,1,5,1,,,12,1,3,,,32,2,4,3,1,1.246190031,1,1,7,3,5,15,3
509023,2,15,,3,2,2,1968,1,3,,,,13,,,,,30,1,4,3,1,1.246190031,1,0,7,3,5,15,3
509023,3,15,,3,2,3,1991,2,1,,,,17,,,,,7,1,4,3,1,1.246190031,1,0,7,3,5,12,2
509024,1,15,,1,2,1,1918,4,1,,,,16,,,,,80,5,4,3,1,1.2312122619,1,1,6,3,5,15,3
509025,1,15,,3,1,1,1970,1,3,,,,1,,4,,,28,1,4,3,1,1.2429113972,1,1,1,1,4,15,3
509025,2,15,,3,2,2,1971,1,5,5,,,13,,,,,27,1,4,3,1,1.2429113972,1,0,7,3,5,15,3
509025,3,15,,3,1,3,1995,2,1,,,,18,,,,,3,1,4,3,1,1.2429113972,1,0,7,3,5,15,3
509026,1,15,,6,1,1,1953,1,2,,,,12,1,5,,,45,3,4,3,1,0.9607867923,1,1,7,3,5,15,3
509026,2,15,,6,2,2,1953,1,2,,,,13,,,,,45,3,4,3,1,0.9607867923,1,0,7,3,5,15,3
509026,3,15,,6,2,3,1977,2,3,,,,17,,,,,21,1,4,3,1,0.9607867923,1,0,7,3,5,15,3
509026,4,15,,6,1,3,1982,2,4,,,,17,,,,,16,1,4,3,1,0.9607867923,1,0,7,3,5,15,3
509026,5,15,,6,2,3,1983,2,3,,,,17,,,,,15,1,4,3,1,0.9607867923,1,0,7,3,5,15,3
509026,6,15,,6,2,3,1992,2,1,,,,17,,,,,6,1,4,3,1,0.9607867923,1,0,7,3,5,15,3
509028,1,15,,4,1,1,1939,1,3,,,,1,,2,,,59,4,4,3,1,1.0576515547,4,1,1,1,2,15,3
509028,2,15,,4,2,2,1948,1,3,,,,8,,4,,,50,3,4,3,1,1.0576515547,4,1,5,2,4,15,3
509028,3,15,,4,2,3,1968,2,5,5,,,11,,,,,30,1,4,3,1,1.0576515547,4,1,7,3,5,15,3
509028,4,15,,4,1,3,1975,2,5,2,,,2,,9,,,23,1,4,3,1,1.0576515547,4,1,2,1,3,15,3
509029,1,15,,3,1,1,1965,1,5,2,,,2,,2,,,33,2,4,3,1,1.2429113972,1,1,2,1,2,15,3
509029,2,15,,3,2,2,1968,1,5,5,,,13,,,,,30,1,4,3,1,1.2429113972,1,0,7,3,5,15,3
509029,3,15,,3,1,3,1998,2,1,,,,18,,,,,0,1,4,3,1,1.2429113972,1,0,7,3,5,15,3
509033,1,15,,4,1,1,1950,1,2,,,,9,,2,,,48,3,4,3,1,0.9582063887,1,1,5,2,2,15,3
509033,2,15,,4,2,2,1949,1,2,,,,13,,,,,49,3,4,3,1,0.9582063887,1,0,7,3,5,15,3
509033,3,15,,4,1,3,1978,2,3,,,,11,,,,,20,1,4,3,1,0.9582063887,1,0,7,3,5,15,3
509033,4,15,,4,2,3,1976,2,3,,,,11,,,,,22,1,4,3,1,0.9582063887,1,0,7,3,5,15,3
509036,1,15,,1,2,1,1945,2,1,,,,16,,,,,53,4,4,3,1,0.9582222412,1,1,6,3,5,15,3
509039,1,15,,4,1,1,1928,1,7,,1,,15,3,9,,,70,5,4,3,1,1.1236446114,3,1,6,3,5,15,3
509039,2,15,,4,2,2,1940,1,5,5,,,3,,9,,,58,4,4,3,1,1.1236446114,3,1,2,1,3,15,3
509039,3,15,,4,1,3,1973,2,5,2,,,2,,9,,,25,1,4,3,1,1.1236446114,3,1,2,1,3,15,3
509039,4,15,,4,1,3,1976,2,5,2,,,19,,,,,22,1,4,3,1,1.1236446114,3,0,7,3,5,15,3
509041,1,15,,4,1,1,1965,1,4,,,,1,,4,,,33,2,4,3,1,1.1681183814,1,1,1,1,4,15,3
509041,2,15,,4,2,2,1967,1,3,,,,13,,,,,31,2,4,3,1,1.1681183814,1,0,7,3,5,15,3
509041,3,15,,4,2,3,1989,2,1,,,,17,,,,,9,1,4,3,1,1.1681183814,1,0,7,3,5,15,3
509041,4,15,,4,1,3,1993,2,1,,,,17,,,,,5,1,4,3,1,1.1681183814,1,0,7,3,5,15,3
509043,1,15,,6,1,1,1945,1,2,,,,12,1,3,,,53,4,4,3,1,0.9580569205,2,1,7,3,5,15,3
509043,2,15,,6,2,2,1949,1,2,,,,1,,2,,,49,3,4,3,1,0.9580569205,2,1,1,1,2,15,3
509043,3,15,,6,1,3,1977,2,3,,,,11,,,,,21,1,4,3,1,0.9580569205,2,0,7,3,5,15,3
509043,4,15,,6,1,3,1979,2,5,2,,,11,,,,,19,1,4,3,1,0.9580569205,2,0,7,3,5,15,3
509043,5,15,,6,1,3,1982,2,3,,,,17,,,,,16,1,4,3,1,0.9580569205,2,0,7,3,5,15,3
509043,6,15,,6,2,3,1983,2,3,,,,17,,,,,15,1,4,3,1,0.9580569205,2,0,7,3,5,15,3
509044,1,15,,4,1,1,1962,1,3,,,,15,2,9,,,36,2,4,3,1,1.1657738777,1,1,6,3,5,15,3
509044,2,15,,4,2,2,1968,1,3,,,,13,,,,,30,1,4,3,1,1.1657738777,1,0,7,3,5,15,3
509044,3,15,,4,1,3,1992,2,1,,,,17,,,,,6,1,4,3,1,1.1657738777,1,0,7,3,5,15,3
509044,4,15,,4,1,3,1997,2,1,,,,18,,,,,1,1,4,3,1,1.1657738777,1,0,7,3,5,15,3
509045,1,15,,3,1,1,1965,1,3,,,,2,,2,,,33,2,4,3,1,1.246190031,2,1,2,1,2,15,3
509045,2,15,,3,2,2,1968,1,5,5,,,2,,9,,,30,1,4,3,1,1.246190031,2,1,2,1,3,15,3
509045,3,15,,3,2,3,1995,2,1,,,,18,,,,,3,1,4,3,1,1.246190031,2,0,7,3,5,15,3
509050,1,15,,1,1,1,1959,3,3,,,,12,1,2,,,39,2,4,3,1,1.4038976622,1,1,7,3,5,15,3
509051,1,15,,3,2,1,1939,4,2,,,,16,,,,,59,4,4,3,1,0.9607431842,1,1,6,3,5,12,2
509051,2,15,,3,2,3,1978,2,3,,,,11,,,,,20,1,4,3,1,0.9607431842,1,0,7,3,5,15,3
509051,3,15,,3,1,3,1979,2,3,,,,11,,,,,19,1,4,3,1,0.9607431842,1,0,7,3,5,12,2
509053,1,15,,2,2,1,1912,4,2,,,,15,8,4,,,86,5,4,3,1,1.0900042979,2,1,6,3,5,15,3
509053,2,15,,2,2,3,1952,2,7,,9,,3,,9,,,46,3,4,3,1,1.0900042979,2,1,2,1,3,15,3
509054,1,15,,2,1,1,1937,1,2,,,,1,,3,,,61,4,4,3,0,2.9369593661,2,1,1,1,2,15,3
509054,2,15,,2,2,2,1935,1,1,,,,15,1,1,,,63,4,4,3,0,2.9369593661,2,1,6,3,5,15,3
509055,1,15,,1,2,1,1931,4,2,,,,15,8,1,,,67,5,4,3,0,3.7896245105,1,1,6,3,5,15,3
509057,1,15,,5,1,1,1951,1,4,,,,1,,2,,,47,3,4,3,0,3.2012031838,1,1,1,1,2,15,3
509057,2,15,,5,2,2,1959,1,2,,,,13,,,,,39,2,4,3,0,3.2012031838,1,0,7,3,5,15,3
509057,3,15,,5,2,3,1979,2,5,2,,,11,,,,,19,1,4,3,0,3.2012031838,1,0,7,3,5,15,3
509057,4,15,,5,1,3,1980,2,3,,,,17,,,,,18,1,4,3,0,3.2012031838,1,0,7,3,5,15,3
509057,5,15,,5,2,3,1991,2,1,,,,17,,,,,7,1,4,3,0,3.2012031838,1,0,7,3,5,15,3
509058,1,15,,4,1,1,1945,1,5,2,,,3,,9,,,53,4,4,3,0,2.9556535905,2,1,2,1,3,15,3
509058,2,15,,4,2,2,1950,1,5,5,,,8,,4,,,48,3,4,3,0,2.9556535905,2,1,5,2,4,15,3
509058,3,15,,4,2,3,1980,2,5,3,,,17,,,,,18,1,4,3,0,2.9556535905,2,0,7,3,5,15,3
509058,4,15,,4,2,3,1984,2,3,,,,17,,,,,14,1,4,3,0,2.9556535905,2,0,7,3,5,15,3
509060,1,15,,2,1,1,1962,2,3,,,,12,1,2,,,36,2,4,3,0,3.5853981768,2,1,7,3,5,15,3
509060,2,15,,2,2,4,1940,4,1,,,,16,,,,,58,4,4,3,0,3.5853981768,2,1,6,3,5,15,3
509064,1,15,,2,1,1,1931,1,2,,,,15,2,9,,,67,5,4,3,0,3.3399821341,1,1,6,3,5,15,3
509064,2,15,,2,2,2,1934,1,2,,,,13,,,,,64,4,4,3,0,3.3399821341,1,0,7,3,5,15,3
509068,1,15,,1,1,1,1930,4,3,,,,8,,4,,,68,5,4,3,0,3.7577553385,1,1,5,2,4,15,3
509069,1,15,,4,1,1,1947,1,2,,,,1,,9,,,51,4,4,3,2,0.4526784397,1,1,1,1,3,15,3
509069,2,15,,4,2,2,1945,1,3,,,,13,,,,,53,4,4,3,2,0.4526784397,1,0,7,3,5,15,3
509069,3,15,,4,1,3,1977,2,5,1,,,19,,,,,21,1,4,3,2,0.4526784397,1,0,7,3,5,15,3
509069,4,15,,4,2,3,1984,2,3,,,,17,,,,,14,1,4,3,2,0.4526784397,1,0,7,3,5,15,3
509071,1,15,,3,1,1,1943,1,3,,,,15,2,9,,,55,4,4,3,2,0.4514252744,1,1,6,3,5,20,3
509071,2,15,,3,2,2,1946,1,2,,,,13,,,,,52,4,4,3,2,0.4514252744,1,0,7,3,5,15,3
509071,3,15,,3,1,3,1982,2,3,,,,17,,,,,16,1,4,3,2,0.4514252744,1,0,7,3,5,15,3
509073,1,15,,2,2,1,1928,2,3,,,,15,2,9,,,70,5,4,3,2,0.5816526088,2,1,6,3,5,15,3
509073,2,15,,2,2,4,1902,4,1,,,,16,,,,,96,5,4,3,2,0.5816526088,2,1,6,3,5,15,3
509074,1,15,,5,1,1,1957,1,5,4,,,3,,9,,,41,3,4,3,2,0.5323666347,1,1,2,1,3,15,3
509074,2,15,,5,2,2,1965,1,5,5,,,13,,,,,33,2,4,3,2,0.5323666347,1,0,7,3,5,15,3
509074,3,15,,5,2,3,1982,2,3,,,,17,,,,,16,1,4,3,2,0.5323666347,1,0,7,3,5,15,3
509074,4,15,,5,2,3,1986,2,2,,,,17,,,,,12,1,4,3,2,0.5323666347,1,0,7,3,5,15,3
509074,5,15,,5,2,3,1991,2,1,,,,17,,,,,7,1,4,3,2,0.5323666347,1,0,7,3,5,15,3
509076,1,15,,5,1,1,1957,1,3,,,,1,,1,,,41,3,4,3,2,0.5323666347,1,1,1,1,1,15,3
509076,2,15,,5,2,2,1961,1,5,2,,,13,,,,,37,2,4,3,2,0.5323666347,1,0,7,3,5,15,3
509076,3,15,,5,2,3,1983,2,3,,,,17,,,,,15,1,4,3,2,0.5323666347,1,0,7,3,5,15,3
509076,4,15,,5,2,3,1991,2,1,,,,17,,,,,7,1,4,3,2,0.5323666347,1,0,7,3,5,15,3
509076,5,15,,5,2,3,1995,2,1,,,,18,,,,,3,1,4,3,2,0.5323666347,1,0,7,3,5,15,3
509077,1,15,,1,2,1,1914,4,1,,,,15,1,1,,,84,5,4,3,0,1.9280545755,1,1,6,3,5,15,3
509078,1,15,,2,1,1,1921,1,1,,,,15,1,1,,,77,5,4,3,0,1.9199404794,2,1,6,3,5,15,3
509078,2,15,,2,2,2,1923,1,1,,,,15,1,1,,,75,5,4,3,0,1.9199404794,2,1,6,3,5,15,3
509079,1,15,,2,1,1,1970,2,5,2,,,11,,,,,28,1,4,3,0,2.0597563244,2,1,7,3,5,15,3
509079,2,15,,2,2,4,1933,4,2,,,,16,,,,,65,4,4,3,0,2.0597563244,2,1,6,3,5,15,3
509081,1,15,,2,1,1,1925,1,2,,,,15,8,2,,,73,5,4,3,0,1.9199404794,2,1,6,3,5,15,3
509081,2,15,,2,2,2,1925,1,2,,,,16,,,,,73,5,4,3,0,1.9199404794,2,1,6,3,5,,
509082,1,15,,1,1,1,1932,4,1,,,,14,,,,,66,5,4,3,0,1.9118404354,1,1,7,3,5,15,3
509083,1,15,,3,1,1,1961,1,3,,,,1,,5,,,37,2,4,3,0,1.946375195,1,1,1,1,4,15,3
509083,2,15,,3,2,2,1968,1,3,,,,13,,,,,30,1,4,3,0,1.946375195,1,0,7,3,5,15,3
509083,3,15,,3,1,3,1994,2,1,,,,18,,,,,4,1,4,3,0,1.946375195,1,0,7,3,5,15,3
509084,1,15,,3,2,1,1935,3,3,,,,15,1,1,,,63,4,4,3,0,1.9487257611,2,1,6,3,5,15,3
509084,2,15,,3,1,3,1960,3,3,,,,12,1,3,,,38,2,4,3,0,1.9487257611,2,0,7,3,5,15,3
509084,3,15,,3,2,3,1967,2,3,,,,1,,2,,,31,2,4,3,0,1.9487257611,2,1,1,1,2,15,3
509085,1,15,,4,1,1,1939,1,4,,,,2,,9,,,59,4,4,3,0,1.6524436333,3,1,2,1,3,15,3
509085,2,15,,4,2,2,1946,1,2,,,,1,,1,,,52,4,4,3,0,1.6524436333,3,1,1,1,1,15,3
509085,3,15,,4,1,3,1972,2,5,3,,,17,,,,,26,1,4,3,0,1.6524436333,3,0,7,3,5,15,3
509085,4,15,,4,1,3,1979,2,5,3,,,17,,,,,19,1,4,3,0,1.6524436333,3,1,7,3,5,9,2
509086,1,15,,3,1,1,1956,1,3,,,,2,,9,,,42,3,4,3,0,1.9515094721,1,1,2,1,3,15,3
509086,2,15,,3,2,2,1963,1,5,3,,,17,,,,,35,2,4,3,0,1.9515094721,1,0,7,3,5,15,3
509086,3,15,,3,2,3,1997,2,1,,,,18,,,,,1,1,4,3,0,1.9515094721,1,0,7,3,5,15,3
509087,1,15,,2,1,1,1938,1,2,,,,1,,9,,,60,4,4,3,0,1.4942424845,1,1,1,1,3,15,3
509087,2,15,,2,2,2,1944,1,2,,,,13,,,,,54,4,4,3,0,1.4942424845,1,0,7,3,5,15,3
509088,1,15,,3,2,1,1944,4,3,,,,2,,9,,,54,4,4,3,0,1.9487257611,2,1,2,1,3,15,3
509088,2,15,,3,1,3,1965,2,5,2,,,2,,9,,,33,2,4,3,0,1.9487257611,2,1,2,1,3,15,3
509088,3,15,,3,2,3,1964,2,7,,1,,11,,,,,34,2,4,3,0,1.9487257611,2,0,7,3,5,15,3
509089,1,15,,6,1,1,1942,1,1,,,,12,1,3,,,56,4,4,3,0,1.7099272207,3,1,7,3,5,15,3
509089,2,15,,6,2,2,1944,1,1,,,,1,,1,,,54,4,4,3,0,1.7099272207,3,1,1,1,1,15,3
509089,3,15,,6,1,3,1970,1,2,,,,11,,,,,28,1,4,3,0,1.7099272207,3,0,7,3,5,15,3
