NQUEST,NORD,IREG,NQUESTP,NCOMP,SEX,PARENT,ANASC,STACIV,STUDIO,TIPODIP,TIPOLAU,ANNOENUS,APQUAL,ASNONOC,APSETT,NORDP,MOTENT,ETA,CLETA,AREA5,AREA3,ACOM4C,PESOFL,NPERC,PERC,QUAL,Q,SETT,NASCREG,NASCAREA
37638,2,1,,3,2,2,1935,1,2,,,,13,,,2,,63,4,1,1,3,0.9172093192,2,0,7,3,5,18,3
37638,3,1,,3,1,3,1968,2,5,2,,,1,,5,3,,30,1,1,1,3,0.9172093192,2,1,1,1,4,1,1
37639,1,1,,5,2,1,1949,4,3,,,,1,,9,1,,49,3,1,1,3,0.5884004845,4,1,1,1,3,19,3
37639,2,1,,5,1,3,1971,2,3,,,,1,,5,2,,27,1,1,1,3,0.5884004845,4,1,1,1,4,1,1
37639,3,1,,5,1,3,1972,2,4,,,,11,,,3,,26,1,1,1,3,0.5884004845,4,1,7,3,5,1,1
37639,4,1,,5,1,3,1973,2,3,,,,1,,5,4,,25,1,1,1,3,0.5884004845,4,1,1,1,4,1,1
37639,5,1,,5,2,3,1975,2,3,,,,11,,,5,,23,1,1,1,3,0.5884004845,4,0,7,3,5,1,1
37653,1,9,,3,2,1,1960,3,5,5,,,2,,9,1,,38,2,3,2,2,0.6059697927,1,1,2,1,3,9,2
37653,2,9,,3,2,3,1982,2,3,,,,17,,,2,,16,1,3,2,2,0.6059697927,1,0,7,3,5,9,2
37653,3,9,,3,1,3,1983,2,3,,,,17,,,3,,15,1,3,2,2,0.6059697927,1,0,7,3,5,9,2
37662,1,4,,4,1,1,1964,1,3,,,,1,,4,1,,34,2,2,1,1,0.1629226247,2,1,1,1,4,4,1
37662,2,4,,4,2,2,1962,1,5,5,,,2,,9,2,,36,2,2,1,1,0.1629226247,2,1,2,1,3,4,1
37662,3,4,,4,1,3,1982,2,3,,,,17,,,3,,16,1,2,1,1,0.1629226247,2,0,7,3,5,4,1
37662,4,4,,4,1,3,1996,2,1,,,96,18,,,,2,2,1,2,1,1,0.1629226247,2,0,7,3,5,4,1
37665,1,5,,3,2,1,1964,1,3,,,,1,,9,1,,34,2,2,1,0,4.9869906631,3,1,1,1,3,5,1
37665,2,5,,3,1,2,1957,1,4,,,,1,,2,2,,41,3,2,1,0,4.9869906631,3,1,1,1,2,5,1
37665,3,5,,3,2,4,1927,4,1,,,,16,,,3,,71,5,2,1,0,4.9869906631,3,1,6,3,5,5,1
37677,1,19,,3,1,1,1941,1,5,3,,,15,2,5,1,,57,4,5,3,3,0.483733561,2,1,6,3,5,19,3
37677,2,19,,3,2,2,1947,1,3,,,,13,,,2,,51,4,5,3,3,0.483733561,2,0,7,3,5,19,3
37677,3,19,,3,1,3,1972,2,5,2,,,6,,7,3,,26,1,5,3,3,0.483733561,2,1,4,2,4,19,3
37685,1,1,,2,2,1,1929,4,2,,,,15,1,8,2,,69,5,1,1,3,0.9298498989,2,1,6,3,5,16,3
37685,2,1,,2,1,3,1961,2,3,,,,1,,7,1,,37,2,1,1,3,0.9298498989,2,1,1,1,4,1,1
37696,1,1,,3,1,1,1923,1,3,,,,15,2,5,1,,75,5,1,1,3,0.5107742056,2,1,6,3,5,1,1
37696,2,1,,3,2,2,1926,1,2,,,,13,,,2,,72,5,1,1,3,0.5107742056,2,0,7,3,5,1,1
37696,3,1,,3,1,3,1953,2,5,2,,,6,,6,3,,45,3,1,1,3,0.5107742056,2,1,4,2,4,1,1
37721,1,10,,2,1,1,1930,1,3,,,,15,2,9,1,,68,5,3,2,0,0.2020749903,2,1,6,3,5,10,2
37721,2,10,,2,2,2,1934,1,2,,,,15,8,2,2,,64,4,3,2,0,0.2020749903,2,1,6,3,5,10,2
37767,1,11,,1,2,1,1946,2,4,,,,15,2,9,1,,52,4,3,2,2,0.2294843497,1,1,6,3,5,11,2
37777,1,12,,3,1,1,1939,1,2,,,,1,,9,1,,59,4,3,2,1,0.9680656153,1,1,1,1,3,12,2
37777,2,12,,3,2,2,1943,1,2,,,,13,,,2,,55,4,3,2,1,0.9680656153,1,0,7,3,5,12,2
37777,3,12,,3,1,3,1973,2,5,1,,98,12,2,9,,2,25,1,3,2,1,0.9680656153,1,0,7,3,5,12,2
37780,1,12,,5,1,1,1945,1,3,,,,1,,2,1,,53,4,3,2,1,0.9768285764,1,1,1,1,2,12,2
37780,2,12,,5,2,2,1953,1,2,,,,13,,,2,,45,3,3,2,1,0.9768285764,1,0,7,3,5,12,2
37780,3,12,,5,2,3,1974,2,5,3,,,17,,,3,,24,1,3,2,1,0.9768285764,1,0,7,3,5,12,2
37780,4,12,,5,2,3,1977,2,5,3,,,17,,,4,,21,1,3,2,1,0.9768285764,1,0,7,3,5,12,2
37780,5,12,,5,2,3,1980,2,3,,,,17,,,5,,18,1,3,2,1,0.9768285764,1,0,7,3,5,12,2
37785,1,12,,2,1,1,1924,1,1,,,,16,,,1,,74,5,3,2,1,1.4832821961,2,1,6,3,5,12,2
37785,2,12,,2,2,2,1925,1,1,,,,16,,,2,,73,5,3,2,1,1.4832821961,2,1,6,3,5,12,2
37786,1,12,,6,1,1,1952,1,2,,,,12,1,3,1,,46,3,3,2,1,0.9485515314,3,1,7,3,5,12,2
37786,2,12,,6,2,5,1922,4,1,,,96,15,8,1,,2,76,5,3,2,1,0.9485515314,3,1,6,3,5,12,2
37786,3,12,,6,2,2,1959,1,3,,,,12,1,9,2,,39,2,3,2,1,0.9485515314,3,1,7,3,5,12,2
37786,4,12,,6,1,3,1979,2,5,2,,,17,,,3,,19,1,3,2,1,0.9485515314,3,0,7,3,5,12,2
37786,5,12,,6,1,3,1982,2,3,,,,11,,,4,,16,1,3,2,1,0.9485515314,3,0,7,3,5,12,2
37786,6,12,,6,1,3,1990,2,1,,,,17,,,5,,8,1,3,2,1,0.9485515314,3,0,7,3,5,12,2
37788,1,12,,5,1,1,1951,1,3,,,,1,,2,1,,47,3,3,2,1,0.792349947,2,1,1,1,2,12,2
37788,2,12,,5,2,2,1953,1,2,,,,13,,,2,,45,3,3,2,1,0.792349947,2,0,7,3,5,12,2
37788,3,12,,5,1,3,1974,2,5,6,,,1,,2,3,,24,1,3,2,1,0.792349947,2,1,1,1,2,12,2
37788,4,12,,5,1,3,1978,2,5,6,,,17,,,4,,20,1,3,2,1,0.792349947,2,0,7,3,5,12,2
37788,5,12,,5,1,3,1979,2,4,,,,17,,,5,,19,1,3,2,1,0.792349947,2,0,7,3,5,12,2
37789,1,12,,4,1,1,1954,1,3,,,,1,,2,1,,44,3,3,2,1,1.0760643552,1,1,1,1,2,12,2
37789,2,12,,4,2,2,1951,1,3,,,,13,,,2,,47,3,3,2,1,1.0760643552,1,0,7,3,5,12,2
37789,3,12,,4,1,3,1982,2,3,,,,17,,,3,,16,1,3,2,1,1.0760643552,1,0,7,3,5,12,2
37789,4,12,,4,2,3,1984,2,2,,,,17,,,4,,14,1,3,2,1,1.0760643552,1,0,7,3,5,12,2
37793,1,12,,4,1,1,1952,1,5,1,,,1,,9,1,,46,3,3,2,1,1.0785991909,1,1,1,1,3,12,2
37793,2,12,,4,2,2,1958,1,3,,,,13,,,2,,40,2,3,2,1,1.0785991909,1,0,7,3,5,12,2
37793,3,12,,4,2,3,1984,2,2,,,97,17,,,,2,14,1,3,2,1,1.0785991909,1,0,7,3,5,12,2
37793,4,12,,4,2,3,1994,2,1,,,,18,,,5,,4,1,3,2,1,1.0785991909,1,0,7,3,5,12,2
37801,1,12,,4,1,1,1956,1,3,,,,1,,5,1,,42,3,3,2,0,1.9607692236,2,1,1,1,4,12,2
37801,2,12,,4,2,2,1960,1,3,,,,13,,,2,,38,2,3,2,0,1.9607692236,2,1,7,3,5,12,2
37801,3,12,,4,2,3,1984,2,3,,,,17,,,3,,14,1,3,2,0,1.9607692236,2,0,7,3,5,12,2
37801,4,12,,4,1,3,1987,2,2,,,,17,,,4,,11,1,3,2,0,1.9607692236,2,0,7,3,5,12,2
37808,1,12,,5,1,1,1961,1,3,,,,9,,4,1,,37,2,3,2,0,1.4888770276,2,1,5,2,4,12,2
37808,2,12,,5,2,2,1964,1,2,,,,9,,4,2,,34,2,3,2,0,1.4888770276,2,1,5,2,4,12,2
37808,3,12,,5,2,3,1985,2,3,,,,17,,,3,,13,1,3,2,0,1.4888770276,2,0,7,3,5,12,2
37808,4,12,,5,1,3,1991,2,1,,,,17,,,4,,7,1,3,2,0,1.4888770276,2,0,7,3,5,12,2
37808,5,12,,5,2,3,1996,2,1,,,96,18,,,,2,2,1,3,2,0,1.4888770276,2,0,7,3,5,12,2
37810,1,12,,1,2,1,1950,2,2,,,,13,,,1,,48,3,3,2,0,1.4064494032,1,1,7,3,5,12,2
37816,1,12,,5,1,1,1960,1,3,,,,2,,9,1,,38,2,3,2,0,1.8854341225,1,1,2,1,3,12,2
37816,2,12,,5,2,2,1963,1,2,,,,13,,,2,,35,2,3,2,0,1.8854341225,1,0,7,3,5,15,3
37816,3,12,,5,1,3,1987,2,1,,,,17,,,3,,11,1,3,2,0,1.8854341225,1,0,7,3,5,12,2
37816,4,12,,5,1,3,1990,2,1,,,,17,,,4,,8,1,3,2,0,1.8854341225,1,0,7,3,5,12,2
37816,5,12,,5,2,3,1995,2,1,,,,18,,,5,,3,1,3,2,0,1.8854341225,1,0,7,3,5,12,2
37879,1,12,,1,2,1,1932,4,1,,,,16,,,1,,66,5,3,2,3,1.8580733101,1,1,6,3,5,11,2
37918,1,1,,3,1,1,1944,1,7,,1,,5,,2,1,,54,4,1,1,3,0.5309837159,3,1,3,1,2,1,1
37918,2,1,,3,2,2,1947,1,7,,1,,3,,9,2,,51,4,1,1,3,0.5309837159,3,1,2,1,3,1,1
37918,3,1,,3,2,3,1972,2,7,,8,,17,,,3,,26,1,1,1,3,0.5309837159,3,1,7,3,5,1,1
37929,1,1,,1,2,1,1938,4,2,,,,15,1,4,1,,60,4,1,1,3,0.8066034997,1,1,6,3,5,16,3
37930,1,1,,4,1,1,1938,1,7,,6,,15,4,2,1,,60,4,1,1,3,0.4645173597,2,1,6,3,5,1,1
37930,2,1,,4,2,2,1949,1,3,,,,2,,2,2,,49,3,1,1,3,0.4645173597,2,1,2,1,2,1,1
37930,3,1,,4,1,3,1974,2,5,3,,,19,,,3,,24,1,1,1,3,0.4645173597,2,0,7,3,5,1,1
37930,4,1,,4,1,3,1980,2,3,,,,17,,,4,,18,1,1,1,3,0.4645173597,2,0,7,3,5,1,1
38007,1,6,,3,1,1,1940,1,5,2,,,6,,3,1,,58,4,2,1,2,0.4070663556,2,1,4,2,2,6,1
38007,2,6,,3,2,2,1942,1,5,2,,,2,,2,2,,56,4,2,1,2,0.4070663556,2,1,2,1,2,6,1
38007,3,6,,3,1,3,1970,2,7,,10,,12,,,3,,28,1,2,1,2,0.4070663556,2,0,7,3,5,6,1
38010,1,6,,1,2,1,1929,4,1,,,97,15,1,2,,2,69,5,2,1,0,0.6811022433,1,1,6,3,5,6,1
38012,1,6,,2,1,1,1947,1,3,,,,1,,2,1,,51,4,2,1,0,0.4921795853,2,1,1,1,2,6,1
38012,2,6,,2,2,2,1947,1,2,,,,1,,2,2,,51,4,2,1,0,0.4921795853,2,1,1,1,2,6,1
38013,1,6,,5,1,1,1951,1,7,,10,,16,,,1,,47,3,2,1,0,0.5364619183,2,1,6,3,5,6,1
38013,2,6,,5,2,2,1955,1,5,5,,,2,,9,2,,43,3,2,1,0,0.5364619183,2,1,2,1,3,6,1
38013,3,6,,5,2,3,1989,2,3,,,,11,,,,,9,1,2,1,0,0.5364619183,2,0,7,3,5,6,1
38013,4,6,,5,1,3,1984,2,3,,,,17,,,4,,14,1,2,1,0,0.5364619183,2,0,7,3,5,6,1
38013,5,6,,5,2,3,1992,2,1,,,,17,,,5,,6,1,2,1,0,0.5364619183,2,0,7,3,5,6,1
38014,1,6,,5,2,1,1956,1,5,2,,,13,,,1,,42,3,2,1,0,0.5753463605,3,1,7,3,5,5,1
38014,2,6,,5,1,2,1952,1,5,2,,,1,,2,2,,46,3,2,1,0,0.5753463605,3,1,1,1,2,5,1
38014,3,6,,5,2,3,1979,2,5,4,,,17,,,3,,19,1,2,1,0,0.5753463605,3,0,7,3,5,6,1
38014,4,6,,5,2,3,1980,2,3,,,,17,,,4,,18,1,2,1,0,0.5753463605,3,1,7,3,5,5,1
38014,5,6,,5,1,3,1985,2,2,,,,17,,,5,,13,1,2,1,0,0.5753463605,3,0,7,3,5,5,1
38016,1,6,,2,2,1,1925,4,2,,,,16,,,1,,73,5,2,1,1,0.0972577791,2,1,6,3,5,11,2
38016,2,6,,2,2,3,1953,2,5,3,,,2,,9,2,,45,3,2,1,1,0.0972577791,2,1,2,1,3,6,1
38018,1,6,,2,1,1,1933,1,3,,,,15,2,2,1,,65,4,2,1,1,0.0968226652,1,1,6,3,5,19,3
38018,2,6,,2,2,2,1941,1,3,,,,13,,,2,,57,4,2,1,1,0.0968226652,1,0,7,3,5,6,1
38019,1,6,,3,1,1,1938,1,3,,,,15,2,2,1,,60,4,2,1,1,0.0836716537,2,1,6,3,5,6,1
38019,2,6,,3,2,2,1934,1,3,,,,13,,,2,,64,4,2,1,1,0.0836716537,2,0,7,3,5,6,1
38019,3,6,,3,1,3,1970,2,5,1,,,1,,2,4,,28,1,2,1,1,0.0836716537,2,1,1,1,2,6,1
38038,1,16,,5,1,1,1941,1,3,,,,8,,4,1,,57,4,4,3,2,0.1876486056,2,1,5,2,4,16,3
38038,2,16,,5,2,2,1942,1,3,,,,8,,4,2,,56,4,4,3,2,0.1876486056,2,1,5,2,4,16,3
38038,3,16,,5,2,3,1973,2,5,3,,,17,,,3,,25,1,4,3,2,0.1876486056,2,0,7,3,5,16,3
38038,4,16,,5,2,3,1975,2,5,5,,,11,,,4,,23,1,4,3,2,0.1876486056,2,0,7,3,5,16,3
38038,5,16,,5,2,3,1980,2,3,,,,17,,,5,,18,1,4,3,2,0.1876486056,2,0,7,3,5,16,3
38040,1,16,,5,1,1,1952,1,5,2,,,3,,9,1,,46,3,4,3,2,0.3322735431,3,1,2,1,3,16,3
38040,2,16,,5,2,2,1956,1,5,5,,,3,,9,2,,42,3,4,3,2,0.3322735431,3,1,2,1,3,16,3
38040,3,16,,5,1,3,1976,2,5,3,,,2,,9,3,,22,1,4,3,2,0.3322735431,3,1,2,1,3,16,3
38040,4,16,,5,1,3,1979,2,5,2,,,17,,,4,,19,1,4,3,2,0.3322735431,3,0,7,3,5,16,3
38040,5,16,,5,1,3,1984,2,3,,,,17,,,5,,14,1,4,3,2,0.3322735431,3,0,7,3,5,16,3
38048,1,6,,1,2,1,1910,4,5,5,,,15,3,9,1,,88,5,2,1,0,0.6627685321,1,1,6,3,5,6,1
38061,1,1,,4,1,1,1956,1,5,2,,,2,,2,1,,42,3,1,1,2,1.6964306189,2,1,2,1,2,5,1
38061,2,1,,4,2,2,1959,1,4,,,,2,,9,2,,39,2,1,1,2,1.6964306189,2,1,2,1,3,1,1
38061,3,1,,4,1,3,1985,2,2,,,,17,,,3,,13,1,1,1,2,1.6964306189,2,0,7,3,5,1,1
38061,4,1,,4,1,3,1994,2,1,,,,18,,,4,,4,1,1,1,2,1.6964306189,2,0,7,3,5,1,1
38077,1,1,,1,2,1,1912,4,2,,,,16,,,1,,86,5,1,1,2,1.7547337723,1,1,6,3,5,1,1
38095,1,1,,4,1,1,1965,1,3,,,,1,,2,1,,33,2,1,1,1,1.0083322626,1,1,1,1,2,1,1
38095,2,1,,4,2,2,1961,1,3,,,,13,,,2,,37,2,1,1,1,1.0083322626,1,0,7,3,5,1,1
38095,3,1,,4,1,3,1985,2,2,,,,17,,,3,,13,1,1,1,1,1.0083322626,1,0,7,3,5,1,1
38095,4,1,,4,2,3,1989,2,1,,,,17,,,4,,9,1,1,1,1,1.0083322626,1,0,7,3,5,1,1
38104,1,6,,3,1,1,1962,1,3,,,,8,,4,1,,36,2,2,1,1,0.1772189941,1,1,5,2,4,6,1
38104,2,6,,3,2,2,1962,1,4,,,,13,,,2,,36,2,2,1,1,0.1772189941,1,0,7,3,5,6,1
38104,3,6,,3,2,3,1985,2,3,,,,17,,,3,,13,1,2,1,1,0.1772189941,1,0,7,3,5,6,1
38106,1,6,,2,1,1,1940,1,5,6,,,15,2,9,1,,58,4,2,1,1,0.1433597732,2,1,6,3,5,6,1
38106,2,6,,2,2,2,1935,1,2,,,,15,1,9,2,,63,4,2,1,1,0.1433597732,2,1,6,3,5,20,3
38109,1,6,,2,2,1,1961,1,4,,,,10,,7,1,,37,2,2,1,1,0.3432177225,2,1,4,2,4,6,1
38109,2,6,,2,1,2,1960,1,3,,,97,10,,7,,2,38,2,2,1,1,0.3432177225,2,1,4,2,4,6,1
38112,1,6,,3,1,1,1964,1,5,6,,,2,,7,1,,34,2,2,1,1,0.1872306257,2,1,2,1,4,6,1
38112,2,6,,3,2,2,1965,1,5,1,,,2,,9,2,,33,2,2,1,1,0.1872306257,2,1,2,1,3,6,1
38112,3,6,,3,2,3,1997,2,1,,,97,18,,,,2,1,1,2,1,1,0.1872306257,2,0,7,3,5,6,1
38118,1,6,,2,1,1,1926,1,5,2,,,15,2,9,1,,72,5,2,1,1,0.180405806,1,1,6,3,5,6,1
38118,2,6,,2,2,2,1930,1,3,,,,13,,,2,,68,5,2,1,1,0.180405806,1,0,7,3,5,6,1
38121,1,6,,3,1,1,1940,1,2,,,,15,1,9,1,,58,4,2,1,1,0.1228255195,3,1,6,3,5,6,1
38121,2,6,,3,2,2,1939,1,2,,,,15,1,2,2,,59,4,2,1,1,0.1228255195,3,1,6,3,5,6,1
38121,3,6,,3,2,5,1927,2,1,,,97,16,,,,2,71,5,2,1,1,0.1228255195,3,1,6,3,5,6,1
38127,1,6,,4,1,1,1954,2,5,2,,,2,,9,1,,44,3,2,1,2,1.5420002994,2,1,2,1,3,6,1
38127,2,6,,4,2,2,1958,3,5,2,,,12,8,7,2,,40,2,2,1,2,1.5420002994,2,1,7,3,5,6,1
38127,3,6,,4,1,3,1984,2,3,,,,17,,,3,,14,1,2,1,2,1.5420002994,2,0,7,3,5,6,1
38127,4,6,,4,2,3,1986,2,2,,,,17,,,4,,12,1,2,1,2,1.5420002994,2,0,7,3,5,6,1
38128,1,6,,2,2,1,1947,3,2,,,,1,,8,1,,51,4,2,1,2,1.6491578134,2,1,1,1,4,,
38128,2,6,,2,1,3,1970,2,3,,,,1,,4,2,,28,1,2,1,2,1.6491578134,2,1,1,1,4,6,1
38131,1,6,,4,1,1,1956,1,3,,,,2,,9,1,,42,3,2,1,2,1.297107738,1,1,2,1,3,19,3
38131,2,6,,4,2,2,1956,1,5,3,,,13,,5,2,,42,3,2,1,2,1.297107738,1,0,7,3,5,6,1
38131,3,6,,4,1,3,1981,2,3,,,,17,,,3,,17,1,2,1,2,1.297107738,1,0,7,3,5,6,1
38131,4,6,,4,1,3,1985,2,2,,,,17,,,4,,13,1,2,1,2,1.297107738,1,0,7,3,5,6,1
38135,1,6,,2,2,1,1932,4,2,,,,15,1,2,1,,66,5,2,1,2,1.8621622838,1,1,6,3,5,,
38135,2,6,,2,1,3,1969,2,3,,,,12,2,9,2,,29,1,2,1,2,1.8621622838,1,0,7,3,5,6,1
38136,1,6,,3,1,1,1964,3,3,,,,9,,4,1,,34,2,2,1,2,1.5570955059,2,1,5,2,4,6,1
38136,2,6,,3,2,2,1966,3,5,1,,98,2,,9,,2,32,2,2,1,2,1.5570955059,2,1,2,1,3,,
38136,3,6,,3,2,3,1990,2,1,,,,17,,,2,,8,1,2,1,2,1.5570955059,2,0,7,3,5,6,1
38138,1,6,,4,1,1,1947,1,4,,,,15,4,9,1,,51,4,2,1,2,1.3667866833,2,1,6,3,5,5,1
38138,2,6,,4,2,2,1957,1,5,5,,,2,,9,2,,41,3,2,1,2,1.3667866833,2,1,2,1,3,16,3
38138,3,6,,4,1,3,1985,2,2,,,,17,,,3,,13,1,2,1,2,1.3667866833,2,0,7,3,5,6,1
38138,4,6,,4,1,3,1987,2,2,,,,17,,,4,,11,1,2,1,2,1.3667866833,2,0,7,3,5,6,1
38144,1,6,,3,1,1,1964,1,3,,,,1,,2,1,,34,2,2,1,2,1.6407324609,2,1,1,1,2,6,1
38144,2,6,,3,2,2,1967,1,4,,,,2,,9,2,,31,2,2,1,2,1.6407324609,2,1,2,1,3,6,1
38144,3,6,,3,1,3,1992,2,1,,,,17,,,3,,6,1,2,1,2,1.6407324609,2,0,7,3,5,6,1
38152,1,6,,3,1,1,1944,1,5,2,,,1,,4,1,,54,4,2,1,0,0.5231639215,2,1,1,1,4,6,1
38152,2,6,,3,2,2,1960,1,3,,,,1,,4,2,,38,2,2,1,0,0.5231639215,2,1,1,1,4,6,1
38152,3,6,,3,1,3,1990,2,1,,,,17,,,4,,8,1,2,1,0,0.5231639215,2,0,7,3,5,6,1
38153,1,6,,6,1,1,1946,1,4,,,,1,,2,1,,52,4,2,1,0,0.564421407,3,1,1,1,2,6,1
38153,2,6,,6,2,2,1944,1,3,,,,13,,,2,,54,4,2,1,0,0.564421407,3,0,7,3,5,6,1
38153,3,6,,6,1,3,1976,2,5,2,,,1,,2,3,,22,1,2,1,0,0.564421407,3,1,1,1,2,6,1
38153,4,6,,6,2,3,1977,2,5,2,,,2,,2,4,,21,1,2,1,0,0.564421407,3,1,2,1,2,6,1
38153,5,6,,6,2,3,1979,2,5,2,,,17,,,5,,19,1,2,1,0,0.564421407,3,0,7,3,5,6,1
38153,6,6,,6,2,3,1987,2,2,,,,17,,,6,,11,1,2,1,0,0.564421407,3,0,7,3,5,6,1
38159,1,6,,3,1,1,1956,1,5,2,,,2,,2,1,,42,3,2,1,0,0.596882019,2,1,2,1,2,6,1
38159,2,6,,3,2,2,1961,1,3,,,,9,,4,2,,37,2,2,1,0,0.596882019,2,1,5,2,4,6,1
38159,3,6,,3,2,3,1989,2,1,,,,17,,,3,,9,1,2,1,0,0.596882019,2,0,7,3,5,6,1
38160,1,6,,2,1,1,1934,1,2,,,,15,1,3,1,,64,4,2,1,0,0.4901504262,2,1,6,3,5,6,1
38160,2,6,,2,2,2,1938,1,2,,,,13,,,2,,60,4,2,1,0,0.4901504262,2,1,7,3,5,6,1
38161,1,6,,1,2,1,1911,2,3,,,,14,,,1,,87,5,2,1,0,0.4625574001,1,1,7,3,5,,
38169,1,6,,2,1,1,1926,1,2,,,,15,1,2,1,,72,5,2,1,0,0.619365201,2,1,6,3,5,,
38169,2,6,,2,2,2,1933,1,2,,,,15,1,2,2,,65,4,2,1,0,0.619365201,2,1,6,3,5,6,1
38175,1,6,,3,2,1,1960,2,5,2,,,2,,4,1,,38,2,2,1,2,0.3878382554,3,1,2,1,4,6,1
38175,2,6,,3,1,5,1952,2,7,,5,,6,,7,2,,46,3,2,1,2,0.3878382554,3,1,4,2,4,6,1
38175,3,6,,3,1,5,1956,2,5,2,,,2,,9,3,,42,3,2,1,2,0.3878382554,3,1,2,1,3,6,1
38177,1,6,,2,1,1,1926,1,2,,,,15,2,9,1,,72,5,2,1,0,0.4970214576,2,1,6,3,5,15,3
38177,2,6,,2,2,2,1924,1,2,,,,16,,,2,,74,5,2,1,0,0.4970214576,2,1,6,3,5,6,1
38179,1,6,,5,1,1,1944,1,7,,6,,10,,2,1,,54,4,2,1,0,0.4970515042,2,1,4,2,2,6,1
38179,2,6,,5,2,2,1946,1,7,,9,,15,3,9,2,,52,4,2,1,0,0.4970515042,2,1,6,3,5,6,1
38179,3,6,,5,2,3,1973,2,5,3,,,17,,,3,,25,1,2,1,0,0.4970515042,2,0,7,3,5,6,1
38179,4,6,,5,2,3,1975,2,5,3,,,17,,,4,,23,1,2,1,0,0.4970515042,2,0,7,3,5,6,1
38179,5,6,,5,1,3,1984,2,3,,,,17,,,5,,14,1,2,1,0,0.4970515042,2,0,7,3,5,6,1
38183,1,6,,4,1,1,1960,1,5,2,,,2,,5,1,,38,2,2,1,0,0.4075381156,2,1,2,1,4,6,1
38183,2,6,,4,2,2,1964,1,5,6,,,4,,9,2,,34,2,2,1,0,0.4075381156,2,1,3,1,3,6,1
38183,3,6,,4,2,3,1987,2,2,,,,17,,,3,,11,1,2,1,0,0.4075381156,2,0,7,3,5,6,1
38183,4,6,,4,1,3,1993,2,1,,,,18,,,4,,5,1,2,1,0,0.4075381156,2,0,7,3,5,6,1
38186,1,6,,3,1,1,1943,1,2,,,,9,,2,1,,55,4,2,1,0,0.4361210405,2,1,5,2,2,6,1
38186,2,6,,3,2,2,1949,1,5,5,,,3,,9,2,,49,3,2,1,0,0.4361210405,2,1,2,1,3,6,1
38186,3,6,,3,1,3,1972,2,5,2,,,17,,,3,,26,1,2,1,0,0.4361210405,2,0,7,3,5,6,1
38194,1,6,,2,2,1,1932,2,1,,,,15,1,1,1,,66,5,2,1,0,0.5442633504,2,1,6,3,5,6,1
38194,2,6,,2,1,4,1913,4,1,,,,15,7,1,2,,85,5,2,1,0,0.5442633504,2,1,6,3,5,6,1
38213,1,13,,1,2,1,1929,3,2,,,,15,8,4,1,,69,5,4,3,0,2.3855027048,1,1,6,3,5,13,3
38228,1,13,,1,2,1,1923,4,1,,,,16,,,1,,75,5,4,3,0,2.3855027048,1,1,6,3,5,13,3
38230,1,13,,1,2,1,1929,4,2,,,,15,8,1,1,,69,5,4,3,0,2.3855027048,1,1,6,3,5,13,3
38251,1,13,,5,2,1,1946,4,3,,,98,13,,,,2,52,4,4,3,2,0.2905383928,3,1,7,3,5,13,3
38251,2,13,,5,2,3,1973,2,5,6,,,11,,,3,,25,1,4,3,2,0.2905383928,3,1,7,3,5,13,3
38251,3,13,,5,1,3,1975,2,5,2,,,1,,7,4,,23,1,4,3,2,0.2905383928,3,1,1,1,4,13,3
38251,4,13,,5,2,3,1982,2,3,,,,17,,,5,,16,1,4,3,2,0.2905383928,3,0,7,3,5,13,3
38251,5,13,,5,2,3,1982,2,3,,,,17,,,6,,16,1,4,3,2,0.2905383928,3,0,7,3,5,13,3
38252,1,13,,2,1,1,1923,1,1,,,,15,1,2,1,,75,5,4,3,2,0.407160749,2,1,6,3,5,13,3
38252,2,13,,2,2,2,1921,1,1,,,,16,,,2,,77,5,4,3,2,0.407160749,2,1,6,3,5,13,3
38255,1,9,,3,1,1,1961,1,3,,,,1,,2,1,,37,2,3,2,2,0.547528224,1,1,1,1,2,9,2
38255,2,9,,3,2,2,1963,1,4,,,,13,,,2,,35,2,3,2,2,0.547528224,1,0,7,3,5,9,2
38255,3,9,,3,2,3,1987,2,2,,,,17,,,3,,11,1,3,2,2,0.547528224,1,0,7,3,5,9,2
38258,1,9,,3,1,1,1954,1,3,,,,2,,9,1,,44,3,3,2,2,0.5460877177,1,1,2,1,3,15,3
38258,2,9,,3,2,2,1954,1,3,,,,11,,,2,,44,3,3,2,2,0.5460877177,1,0,7,3,5,15,3
38258,3,9,,3,1,3,1977,2,5,2,,,11,,,3,,21,1,3,2,2,0.5460877177,1,0,7,3,5,15,3
38259,1,9,,3,2,1,1929,3,2,,,,16,,,1,,69,5,3,2,2,0.400412841,3,1,6,3,5,9,2
38259,2,9,,3,2,3,1952,1,3,,,96,7,,4,,2,46,3,3,2,2,0.400412841,3,1,4,2,4,9,2
38259,3,9,,3,1,5,1952,1,3,,,97,6,,8,,2,46,3,3,2,2,0.400412841,3,1,4,2,4,9,2
38261,1,13,,2,1,1,1936,1,2,,,,15,1,5,1,,62,4,4,3,2,0.2327056892,1,1,6,3,5,13,3
38261,2,13,,2,2,2,1945,1,2,,,,13,,,2,,53,4,4,3,2,0.2327056892,1,0,7,3,5,13,3
38262,1,13,,3,2,1,1963,2,5,3,,,1,,4,1,,35,2,4,3,2,0.3588945836,3,1,1,1,4,13,3
38262,2,13,,3,1,4,1922,1,2,,,,15,1,2,2,,76,5,4,3,2,0.3588945836,3,1,6,3,5,13,3
