NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YM,YM1,YM2,YM3,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4
500201,17812,0,0,0,17680,17680,17680,0,0,0,0,0,0,0,0,0,132,0,0,0,132,132,0,0,0
500202,99928,85000,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,14928,14400,0,14400,528,528,0,0,0
500208,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0
500209,23770,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,6220,6000,0,6000,220,220,0,0,0
500213,61704,58000,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,3704,9600,0,9600,-5896,176,0,1128,7200
500220,24466,0,0,0,14950,14950,14950,0,0,0,0,0,0,0,0,0,9516,8400,0,8400,1116,176,0,940,0
500223,54440,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,440,440,0,0,0
500224,22411.513646,0,0,0,0,0,0,0,0,0,0,0,10000,30000,20000,0,12411.513646,9600,0,9600,2811.5136463,461.51364625,0,2350,0
500271,55342.621877,0,0,0,43200,43200,43200,0,0,0,0,0,0,0,0,0,12142.621877,12000,0,12000,142.62187662,142.62187662,0,0,0
500272,63791.818553,53927.818553,49000,4927.8185532,0,0,0,0,0,0,0,0,0,0,0,0,9864,9600,0,9600,264,264,0,0,0
500273,24242.168671,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,242.16867104,0,0,0,242.16867104,242.16867104,0,0,0
500275,35119.55333,0,0,0,0,0,0,0,0,0,0,0,35000,35000,0,0,119.55332952,0,0,0,119.55332952,119.55332952,0,0,0
500280,59270.162402,26900,26900,0,25740,25740,25740,0,0,0,0,0,0,0,0,0,6630.1624016,9600,0,9600,-2969.837598,125.43999086,0,744.72241075,3840
500281,53162.09232,0,0,0,42900,42900,42900,0,0,0,0,0,0,0,0,0,10262.09232,8600,0,8600,1662.0923201,287.83178483,0,1374.2605353,0
500282,39123.636717,0,0,0,28800,28800,28800,0,0,0,0,0,0,0,0,0,10323.636717,8400,0,8400,1923.6367167,260.23254107,1663.4041756,0,0
500284,30712.215906,0,0,0,28080,28080,28080,0,0,0,0,0,0,0,0,0,2632.2159056,0,0,0,2632.2159056,172.21590562,2460,0,0
500286,110266.04814,0,0,0,61200,61200,61200,0,0,0,0,0,23430.046989,0,0,23430.046989,25636.001148,18825.397567,1625.397567,17200,6810.6035806,1511.9204731,0,5298.6831075,0
500291,20000,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500293,78847.620899,56000,56000,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,4847.620899,4495.620899,0,4495.620899,352,352,0,0,0
500297,48830,0,0,0,31050,31050,31050,0,0,0,0,0,0,0,0,0,17780,12200,0,12200,5580,660,4920,0,0
500301,56106,0,0,0,23910,3510,3510,0,20400,0,0,20400,0,0,0,0,32196,24000,0,24000,8196,396,4510,3290,0
500305,40650.519021,22000,22000,0,0,0,0,0,0,0,0,0,18000,20000,2000,0,650.51902097,0,0,0,650.51902097,650.51902097,0,0,0
500310,72390,0,0,0,0,0,0,0,0,0,0,0,55000,60000,5000,0,17390,9600,0,9600,7790,220,2870,4700,0
500311,40376.927157,0,0,0,0,0,0,0,0,0,0,0,20000,70000,50000,0,20376.927157,18000,0,18000,2376.9271571,441.5441758,0,1935.3829813,0
500312,50448.16528,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,448.16528049,0,0,0,448.16528049,448.16528049,0,0,0
500320,102883.50667,0,0,0,0,0,0,0,0,0,0,0,90000,60000,0,30000,12883.506673,12000,0,12000,883.50667258,883.50667258,0,0,0
500321,67627.783422,33000,33000,0,0,0,0,0,0,0,0,0,34000,35000,1000,0,627.78342227,0,0,0,627.78342227,627.78342227,0,0,0
500323,29937.31643,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,9937.3164299,9600,0,9600,337.31642991,337.31642991,0,0,0
500325,74150.09411,0,0,0,53300,53300,53300,0,0,0,0,0,0,0,0,0,20850.09411,18000,0,18000,2850.0941102,132,0,2718.0941102,0
500328,43377.679326,0,0,0,33800,33800,33800,0,0,0,0,0,0,0,0,0,9577.6793259,3344.1613158,0,3344.1613158,6233.51801,266.17556416,5967.3424459,0,0
500332,58852.406602,49000,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,9852.406602,9600,0,9600,252.40660202,252.40660202,0,0,0
500335,19053.696404,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,53.696403605,0,0,0,53.696403605,53.696403605,0,0,0
500337,59467.350694,59000,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,467.35069362,0,0,0,467.35069362,467.35069362,0,0,0
500338,62368,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,0,12368,10800,0,10800,1568,440,0,1128,0
500339,33600,18000,18000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500340,71136.819946,62759.027128,58000,4759.0271275,0,0,0,0,0,0,0,0,0,0,0,0,8377.7928184,4545.2744889,0,4545.2744889,3832.5183295,263.60394052,1654.5938026,1914.3205864,0
500342,35086.624433,0,0,0,23140,23140,23140,0,0,0,0,0,0,0,0,0,11946.624433,9600,0,9600,2346.6244327,630.67216741,1715.9522653,0,0
500343,24578.178114,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,578.17811375,0,0,0,578.17811375,578.17811375,0,0,0
500344,14542.953174,0,0,0,12740,12740,12740,0,0,0,0,0,0,0,0,0,1802.9531742,0,0,0,1802.9531742,132,1670.9531742,0,0
500345,36198.698972,0,0,0,0,0,0,0,0,0,0,0,29907.151149,30000,92.848851397,0,6291.5478231,6000,0,6000,291.54782312,291.54782312,0,0,0
500347,80980,27000,25000,2000,26000,26000,26000,0,0,0,0,0,0,0,0,0,27980,23200,0,23200,4780,1320,2050,1410,0
500348,17400,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0
500349,82664,60400,58000,2400,0,0,0,0,0,0,0,0,0,0,0,0,22264,22000,0,22000,264,264,0,0,0
500352,50940,44500,44500,0,0,0,0,0,0,0,0,0,0,0,0,0,6440,6000,0,6000,440,440,0,0,0
500353,33198.755372,25000,25000,0,0,0,0,0,0,0,0,0,3000,3000,0,0,5198.7553722,4800,0,4800,398.75537216,398.75537216,0,0,0
500355,32979.032731,0,0,0,0,0,0,0,0,0,0,0,29500,35000,5500,0,3479.0327309,0,0,0,3479.0327309,630.93646116,2848.0962697,0,0
500356,42464.636243,0,0,0,30550,30550,30550,0,0,0,0,0,0,0,0,0,11914.636243,10800,0,10800,1114.6362434,160.76065737,953.87558606,0,0
500357,37340,0,0,0,28500,28500,28500,0,0,0,0,0,0,0,0,0,8840,8400,0,8400,440,440,0,0,0
500358,29742.092794,0,0,0,0,0,0,0,0,0,0,0,29167.000171,29167.000171,0,0,575.0926225,0,0,0,575.0926225,575.0926225,0,0,0
500362,36348.384111,19000,19000,0,0,0,0,0,0,0,0,0,16000,21000,5000,0,1348.3841115,500,0,500,848.38411149,848.38411149,0,0,0
500367,55098.846485,25000,25000,0,11700,11700,11700,0,0,0,0,0,15000,18000,3000,0,3398.8464851,0,0,0,3398.8464851,109.40807654,3289.4384085,0,0
500368,43681.689686,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,681.68968631,0,0,0,681.68968631,681.68968631,0,0,0
500369,32072.799671,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,4072.7996709,4200,0,4200,-127.2003291,112.7996709,0,0,240
500370,12098.536882,0,0,0,11960,11960,11960,0,0,0,0,0,0,0,0,0,138.53688175,0,0,0,138.53688175,138.53688175,0,0,0
500375,59288,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,7288,9600,0,9600,-2312,88,0,0,2400
500377,38667.758271,26500,26500,0,0,0,0,0,0,0,0,0,0,0,0,0,12167.758271,12000,0,12000,167.75827056,167.75827056,0,0,0
500380,24708.984842,0,0,0,24000,24000,24000,0,0,0,0,0,0,0,0,0,708.98484224,0,0,0,708.98484224,261.25239067,447.73245157,0,0
500381,34812.458821,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,9812.4588213,8400,0,8400,1412.4588213,292.32200107,1120.1368203,0,0
500384,9352,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,352,352,0,0,0
500387,10400,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500388,21509.367879,6000,6000,0,-250,0,0,0,-250,0,0,-250,17000,17000,0,0,-1240.632121,1000,0,1000,-2240.632121,959.36787918,0,0,3200
500389,39820,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,8620,8400,0,8400,220,220,0,0,0
500390,49882,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,0,41432,12000,0,12000,29432,792,9840,18800,0
500392,45126.009261,45000,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,126.00926054,0,0,0,126.00926054,126.00926054,0,0,0
500395,23212.409066,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,6312.409066,6000,0,6000,312.40906598,312.40906598,0,0,0
500399,74028,73200,72200,1000,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,828,264,0,564,0
500404,52304.003242,45000,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,7304.0032424,7200,0,7200,104.00324236,344.00324236,0,0,240
500405,33260,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,5260,8400,0,8400,-3140,220,0,0,3360
500406,26702,0,0,0,15000,0,0,0,15000,15000,0,0,0,0,0,0,11702,8400,0,8400,3302,132,820,2350,0
500411,16223.213436,0,0,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,4223.2134359,3600,0,3600,623.21343586,623.21343586,0,0,0
500412,13716,0,0,0,13650,13650,13650,0,0,0,0,0,0,0,0,0,66,0,0,0,66,66,0,0,0
500413,68408.772631,59000,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,9408.7726307,7200,0,7200,2208.7726307,589.8013604,0,2674.9712703,1056
500418,53405.835615,44400,44400,0,0,0,0,0,0,0,0,0,0,0,0,0,9005.8356149,8400,0,8400,605.83561488,605.83561488,0,0,0
500420,22246.612182,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,246.61218156,0,0,0,246.61218156,246.61218156,0,0,0
500422,21010,11000,11000,0,10010,10010,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500426,35088,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,88,88,0,0,0
500430,77420.855992,0,0,0,16800,16800,16800,0,0,0,0,0,50000,50000,0,0,10620.855992,10200,0,10200,420.85599173,420.85599173,0,0,0
500431,18818.268332,0,0,0,9717,9217,9217,0,500,0,0,500,0,0,0,0,9101.2683324,8400,0,8400,701.26833243,701.26833243,0,0,0
500433,79332,72000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,7200,0,7200,132,132,0,0,0
500434,20638.76111,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,638.7611095,0,0,0,638.7611095,638.7611095,0,0,0
500436,63657.405906,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,9657.4059065,10800,0,10800,-1142.594094,537.40590647,0,0,1680
500438,56176,0,0,0,44000,45500,45500,0,-1500,0,0,-1500,0,0,0,0,12176,12000,0,12000,176,176,0,0,0
500439,7800,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500440,26176.728097,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,8176.7280967,7800,0,7800,376.72809674,376.72809674,0,0,0
500445,24587.600249,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,587.60024934,0,0,0,587.60024934,587.60024934,0,0,0
500447,34940,33100,31600,1500,0,0,0,0,0,0,0,0,0,0,0,0,1840,7200,0,7200,-5360,220,820,0,6400
500449,13429.338507,0,0,0,12900,16900,16900,0,-4000,0,0,-4000,0,0,0,0,529.33850733,0,0,0,529.33850733,529.33850733,0,0,0
500452,30836,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,6836,7200,0,7200,-364,132,0,0,496
500453,43058,35430,35200,230,1100,0,0,0,1100,1100,0,0,0,0,0,0,6528,6000,0,6000,528,528,0,0,0
500454,72192,35000,35000,0,0,0,0,0,0,0,0,0,20000,20000,0,0,17192,24000,0,24000,-6808,352,1640,0,8800
500456,40219.032454,18000,18000,0,0,0,0,0,0,0,0,0,11000,36000,25000,0,11219.032454,9600,0,9600,1619.0324541,176,0,1443.0324541,0
500458,31552.212294,23000,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,8552.212294,8400,0,8400,152.21229399,152.21229399,0,0,0
500459,37864,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,9864,9600,0,9600,264,264,0,0,0
500465,33866.000502,21000,21000,0,12740,12740,12740,0,0,0,0,0,0,0,0,0,126.00050231,0,0,0,126.00050231,126.00050231,0,0,0
500468,25339.037009,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,7339.0370088,7200,0,7200,139.03700881,139.03700881,0,0,0
500469,29969.690936,0,0,0,25200,25200,25200,0,0,0,0,0,0,0,0,0,4769.6909361,0,0,0,4769.6909361,4769.6909361,0,0,0
500471,56222.999379,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,0,6222.9993791,5400,0,5400,822.99937907,822.99937907,0,0,0
500477,39824.314808,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,20000,19824.314808,14800,0,14800,5024.3148079,265.3018843,0,4759.0129236,0
500478,19357.506061,0,0,0,19200,19200,19200,0,0,0,0,0,0,0,0,0,157.50606117,0,0,0,157.50606117,157.50606117,0,0,0
500479,84420,54100,51600,2500,16100,22100,22100,0,-6000,0,0,-6000,0,0,0,0,14220,8400,0,8400,5820,660,3280,1880,0
500481,36674.216735,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,1674.2167355,750,0,750,924.21673549,924.21673549,0,0,0
500483,17200,17200,17200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500484,11869.854293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11869.854293,13300,0,13300,-1430.145707,329.85429298,0,0,1760
500485,122676,26046,24000,2046,0,0,0,0,0,0,0,0,60000,60000,0,0,36630,18000,0,18000,18630,1320,6970,10340,0
500487,57395.84823,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,18395.84823,12000,0,12000,6395.84823,132,3177.7736997,3566.0745303,480
500489,39285.302486,0,0,0,0,0,0,0,0,0,0,0,28000,30000,2000,0,11285.302486,9600,0,9600,1685.3024857,275.30248573,0,1410,0
500492,28308,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,308,308,0,0,0
500494,57426,24000,24000,0,0,0,0,0,0,0,0,0,22000,32000,10000,0,11426,7200,0,7200,4226,176,1230,2820,0
500495,11325.120698,0,0,0,0,0,0,0,0,0,0,0,11000,36000,25000,0,325.12069838,0,0,0,325.12069838,325.12069838,0,0,0
500496,53840,0,0,0,0,0,0,0,0,0,0,0,45000,60000,15000,0,8840,8400,0,8400,440,440,0,0,0
500504,54143.318757,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,11143.318757,10800,0,10800,343.31875682,1943.3187568,0,0,1600
500511,44500.411928,21000,21000,0,0,0,0,0,0,0,0,0,16961.491387,17000,38.508612935,0,6538.920541,6000,0,6000,538.92054105,538.92054105,0,0,0
500513,37698.732635,0,0,0,25350,25350,25350,0,0,0,0,0,0,0,0,0,12348.732635,12000,0,12000,348.73263471,348.73263471,0,0,0
500514,18897.471979,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,-102.5280211,0,0,0,-102.5280211,137.47197891,0,0,240
500515,20664.121696,20500,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,164.12169572,0,0,0,164.12169572,164.12169572,0,0,0
500523,31240.515458,0,0,0,30160,30160,30160,0,0,0,0,0,0,0,0,0,1080.5154579,0,0,0,1080.5154579,271.38477613,809.13068179,0,0
500529,27265.398348,0,0,0,26390,26390,26390,0,0,0,0,0,0,0,0,0,875.39834807,0,0,0,875.39834807,88,787.39834807,0,0
500531,32088,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,12088,12000,0,12000,88,88,0,0,0
500533,74596.972983,74000,74000,0,0,0,0,0,0,0,0,0,0,0,0,0,596.97298302,0,0,0,596.97298302,596.97298302,0,0,0
500534,93209.52074,81000,56000,25000,0,0,0,0,0,0,0,0,0,0,0,0,12209.52074,12000,0,12000,209.52073986,209.52073986,0,0,0
500537,71284,29500,29500,0,24440,24440,24440,0,0,0,0,0,0,0,0,0,17344,8400,0,8400,8944,484,0,8460,0
500538,47972,47400,45000,2400,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,572,572,0,0,0
500539,37454.673215,0,0,0,0,0,0,0,0,0,0,0,28000,30000,2000,0,9454.6732148,9000,0,9000,454.67321477,454.67321477,0,0,0
500542,45320.373283,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,13320.373283,12000,0,12000,1320.3732828,441.76441831,878.60886446,0,0
500544,39313.598402,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,10713.598402,9000,0,9000,1713.5984017,164.83942857,1548.7589731,0,0
500546,32515.155342,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,6515.1553423,6000,0,6000,515.15534231,515.15534231,0,0,0
500548,28363.830401,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,6363.830401,6000,0,6000,363.83040104,363.83040104,0,0,0
500556,22000,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500559,41609.068768,22000,22000,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,9209.0687678,9000,0,9000,209.06876782,209.06876782,0,0,0
500562,28059.503398,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,6059.5033984,6000,0,6000,59.503398375,59.503398375,0,0,0
500566,40006,0,0,0,27300,27300,27300,0,0,0,0,0,0,0,0,0,12706,7800,0,7800,4906,396,4510,0,0
500567,16600,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
500568,17929.157444,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,1029.1574443,0,0,0,1029.1574443,1029.1574443,0,0,0
500569,18530.84454,0,0,0,15900,16900,16900,0,-1000,0,0,-1000,0,0,0,0,2630.8445395,1838.8445395,0,1838.8445395,792,792,0,0,0
500570,26594.645964,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,3194.6459636,2402.6459636,0,2402.6459636,792,792,0,0,0
500571,41925.363496,22000,22000,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,6925.3634959,4800,0,4800,2125.3634959,864.45448584,0,1260.9090101,0
500572,19290,0,0,0,18850,18850,18850,0,0,0,0,0,0,0,0,0,440,0,0,0,440,440,0,0,0
500573,47907.586007,44000,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,3907.5860065,3336.0405109,0,3336.0405109,571.54549565,492.51296523,0,879.03253043,800
500574,41670.973062,0,0,0,15600,15600,15600,0,0,0,0,0,15000,40000,25000,0,11070.973062,6912.4885751,0,6912.4885751,4158.4844867,3214.3076695,0,944.17681723,0
500575,36328,33800,33800,0,2000,0,0,0,2000,2000,0,0,0,0,0,0,528,0,0,0,528,528,0,0,0
500576,46941.589925,0,0,0,33300,40300,40300,0,-7000,0,0,-7000,0,0,0,0,13641.589925,7200,0,7200,6441.5899255,792,5649.5899255,0,0
500577,34169.457159,0,0,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,1669.4571586,0,0,0,1669.4571586,1669.4571586,0,0,0
500578,19003.0341,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,803.03409985,0,0,0,803.03409985,731.27893615,0,71.755163702,0
500579,33198.446353,30200,29000,1200,0,0,0,0,0,0,0,0,0,0,0,0,2998.4463529,0,0,0,2998.4463529,1610.1046603,0,1388.3416926,0
500580,42913.408293,0,0,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,10413.408293,6600,0,6600,3813.4082926,2495.4337936,1021.1515403,296.82295871,0
500581,45107.730444,26000,26000,0,-1000,0,0,0,-1000,0,0,-1000,10000,40000,30000,0,10107.730444,3600,0,3600,6507.7304441,1940.4809862,0,4567.2494579,0
500582,69339.004138,58500,58500,0,0,0,0,0,0,0,0,0,0,0,0,0,10839.004138,9600,0,9600,1239.004138,719.62563377,0,519.37850427,0
500583,57522.856736,0,0,0,45500,45500,45500,0,0,0,0,0,0,0,0,0,12022.856736,7200,0,7200,4822.8567359,2929.0897711,800.60716622,1093.1597985,0
500584,72536.823714,63000,61000,2000,0,0,0,0,0,0,0,0,0,0,0,0,9536.8237138,8400,0,8400,1136.8237138,1136.8237138,0,0,0
500585,30251.796362,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,251.79636189,0,0,0,251.79636189,251.79636189,0,0,0
500586,51376.034168,22000,22000,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,5976.034168,4440,0,4440,1536.034168,1299.3621605,236.67200748,0,0
500587,33526.319205,26300,25000,1300,0,0,0,0,0,0,0,0,0,0,0,0,7226.3192049,6000,0,6000,1226.3192049,691.18996574,0,535.12923917,0
500588,53385.719276,19500,19500,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,11785.719276,7200,0,7200,4585.7192765,1722.4739484,2863.2453281,0,0
500589,21191.628739,22500,22500,0,-2000,0,0,0,-2000,0,0,-2000,0,0,0,0,691.62873933,0,0,0,691.62873933,405.90239045,0,285.72634887,0
500590,43000,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500591,24595.154969,0,0,0,0,0,0,0,0,0,0,0,11000,36000,25000,0,13595.154969,12000,0,12000,1595.1549695,1313.2813346,0,281.87363485,0
500592,48411.641871,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,6411.6418711,6000,0,6000,411.64187111,411.64187111,0,0,0
500593,57419.621986,0,0,0,45500,45500,45500,0,0,0,0,0,0,0,0,0,11919.621986,9600,0,9600,2319.6219861,1273.1496108,505.70404348,540.76833186,0
500594,55916.595608,27000,26000,1000,23400,23400,23400,0,0,0,0,0,0,0,0,0,5516.5956081,0,0,0,5516.5956081,2573.9736819,0,2942.6219261,0
500596,108072,89000,89000,0,900,0,0,0,900,0,900,0,0,0,0,0,18172,12200,6200,6000,5972,572,1640,3760,0
500598,38362.354931,33000,30000,3000,0,0,0,0,0,0,0,0,0,0,0,0,5362.3549309,6600,0,6600,-1237.645069,1552.3549309,410,0,3200
500601,60172.8311,0,0,0,0,0,0,0,0,0,0,0,41038.8311,42000,961.16890024,0,19134,10200,0,10200,8934,3124,2050,3760,0
500605,24658,0,0,0,22170,22170,22170,0,0,0,0,0,0,0,0,0,2488,2400,0,2400,88,88,0,0,0
500607,29012.895449,0,0,0,23166,23166,23166,0,0,0,0,0,0,0,0,0,5846.8954489,5400,0,5400,446.89544887,446.89544887,0,0,0
500611,31117.626474,20416,19816,600,9700,0,0,0,9700,0,0,9700,0,0,0,0,1001.6264742,0,0,0,1001.6264742,1321.6264742,0,0,320
500616,59419.665624,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,9419.6656239,8400,0,8400,1019.6656239,1019.6656239,0,0,0
500619,44324.654533,0,0,0,20020,20020,20020,0,0,0,0,0,0,0,0,0,24304.654533,22800,8400,14400,1504.654533,1504.654533,0,0,0
500620,43907.713587,24429.127303,22100,2329.1273034,11661,11661,11661,0,0,0,0,0,0,0,0,0,7817.5862834,6100,0,6100,1717.5862834,1717.5862834,0,0,0
500624,82544.48714,0,0,0,24100,0,0,0,24100,0,0,24100,46394.48714,0,0,46394.48714,12050,9600,0,9600,2450,1100,410,940,0
500625,48052.891145,0,0,0,20735,20735,20735,0,0,0,0,0,0,0,0,0,27317.891145,12000,6000,6000,15317.891145,5917.8911454,0,9400,0
500627,22361.238444,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,8061.2384438,7200,0,7200,861.23844377,861.23844377,0,0,0
500628,29299.279058,0,0,0,0,0,0,0,0,0,0,0,21922.888333,36000,14077.111667,0,7376.3907247,6000,0,6000,1376.3907247,1376.3907247,0,0,0
500634,33246.038638,32500,32500,0,-5000,0,0,0,-5000,0,0,-5000,0,0,0,0,5746.0386377,0,0,0,5746.0386377,576.03863768,0,5170,0
500636,66495.160579,50020,49300,720,500,0,0,0,500,0,0,500,0,0,0,0,15975.160579,14500,0,14500,1475.1605789,1475.1605789,0,0,0
500638,39109.830597,30000,30000,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,2609.8305967,6000,0,6000,-3390.169403,1009.8305967,0,0,4400
500641,91118.614618,60000,60000,0,0,0,0,0,0,0,0,0,34484.0754,35000,515.9246001,0,-3365.460782,500,0,500,-3865.460782,134.53921783,0,0,4000
500642,52098,37500,37000,500,9600,0,0,0,9600,0,9600,0,0,0,0,0,4998,4800,0,4800,198,198,0,0,0
500643,49622.964176,0,0,0,48100,48100,48100,0,0,0,0,0,0,0,0,0,1522.9641764,0,0,0,1522.9641764,1522.9641764,0,0,0
500648,96424.201267,60000,58000,2000,4800,4800,4800,0,0,0,0,0,0,0,0,0,31624.201267,10200,4800,5400,21424.201267,29.918293553,0,21834.282973,440
500650,38620,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,7420,7200,0,7200,220,220,0,0,0
500652,37640,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,6440,6000,0,6000,440,440,0,0,0
500653,18686.460015,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,686.46001495,0,0,0,686.46001495,686.46001495,0,0,0
500654,66264.403383,53500,53500,0,0,0,0,0,0,0,0,0,0,0,0,0,12764.403383,9600,0,9600,3164.4033831,4364.4033831,0,0,1200
500657,58844.282394,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,6844.2823942,6000,0,6000,844.28239424,844.28239424,0,0,0
500658,70410.200106,0,0,0,28860,28860,28860,0,0,0,0,0,33000,35000,2000,0,8550.2001056,6500,500,6000,2050.2001056,292.65620307,0,1757.5439025,0
500664,60756.643393,38000,38000,0,0,0,0,0,0,0,0,0,16000,16000,0,0,6756.643393,6300,0,6300,456.64339298,456.64339298,0,0,0
500665,54207.429113,19500,19500,0,9152,9152,9152,0,0,0,0,0,14000,21000,7000,0,11555.429113,9800,0,9800,1755.4291129,1755.4291129,0,0,0
500669,96515.720085,20000,20000,0,0,0,0,0,0,0,0,0,69000,0,0,69000,7515.7200846,5400,0,5400,2115.7200846,1034.7200846,0,1081,0
500674,66292.430264,26600,26600,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,11092.430264,6000,0,6000,5092.4302644,1592.4528458,1613.49643,1886.4809886,0
500677,56440,56000,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,440,440,0,0,0
500678,74583.340855,41000,41000,0,17940,17940,17940,0,0,0,0,0,0,0,0,0,15643.340855,14400,0,14400,1243.3408549,1243.3408549,0,0,0
500679,66363.937872,56000,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,10363.937872,9600,0,9600,763.9378719,763.9378719,0,0,0
