NQUEST,DEPBANC,NDEPBANC,IDEPBANC,DEPBANR,NDEPBANR,IDEPBANR,DEPPOSR,NDEPPOSR,IDEPPOSR,DEPPOSC,NDEPPOSC,IDEPPOSC,UNABAN,BANCHE,INTERMED,NINTERME,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,PREFBA11,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,NASSBAN2,ASSBANE1,ASSBANE2,ASSBANE3,ASSBANE4,ASSBANE5,ASSBANE6,ASSBANE0,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BONIFIE4,BONIFIE5,BONIFIE6,BONIFIE0,BANCOMAT,NBANCOMA,NPREL1,NPREL1AN,BANCOME1,BANCOME2,BANCOME3,BANCOME4,BANCOME5,BANCOME6,BANCOME0,PRELMED1,PAGAM4U,PAGAM4,PAGAM4AN,POSE1,POSE2,POSE3,POSE4,POSE5,POSE6,POSE0,CARTA,CARTE,CARTARAT,PCARTE,NPAGCART,NPAGCAAN,CARTEE1,CARTEE2,CARTEE3,CARTEE4,CARTEE5,CARTEE6,CARTEE0,MINCON,NPREL2,NPREL2AN,PRELE1,PRELE2,PRELE3,PRELE4,PRELE5,PRELE6,PRELE0,PRELMED2,VERSAM,NVERS,VERSE1,VERSE2,VERSE3,VERSE4,VERSE5,VERSE6,VERSE0,VERSMED,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,SCORTA,SCORE1,SCORE2,SCORE3,SCORE4,SCORE5,SCORE6,SCORE0,SPESECON,SPESECE1,SPESECE2,SPESECE3,SPESECE4,SPESECE5,SPESECE6,SPESECE0,INTERNET,ACQINTER,TAXCC
503593,1,1,1,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,,3,,1,2,,3,4,,,,,0,2,1,2,2,0,0,0,0,0,0,0,1,0,1,12,3,4,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,200,3,,3,4,,,,,0,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,3,4,,,,,0,3500,,,,,,,1,1,2,1.45
503609,1,2,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,2,,2,,,,,,0,1,1,2,2,,,,,,,,,,1,3,2,,,,,,0,1,1,2,,,,,,,,1,200,2,,,,,,,,,,1,1,2,,1,,,,,,,,1,100,0,0,,,,,,,1,,2,,,,,,,,,,100,,,,,1,2,2,2,2,2000,,,,,,,1,3000,,,,,,,1,2,,1.5
503610,1,1,2,2,,,2,,,2,,,1,1,2,,3,0,1,0,0,0,0,0,0,0,0,0,,1,500,1,1,,3,,,,,,0,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,1,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,500,,,,,,,1,2,,2
503618,1,3,3,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,1,0,0,0,0,0,0,1,2,,1,1,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,2,3,,,,,,,,1,1000,2,,,,,,,,,,2,,,,,,,,,,,,,50,5,,,,,,,,1,1000,1,3,,,,,,,1,3000,15,5,80,,,1,1,1,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,
503624,1,1,2,2,,,2,,,2,,,1,1,2,,3,1,0,0,0,0,1,0,0,0,0,0,,2,,1,2,,,,,,,,1,1,1,1,2,,,,,,,,,,1,6,,,,,,,1,1,1,4,,,,,,,,1,300,1,3,,,,,,,,1,1,1,2,,10,,,,,,,,1,50,0,6,,,,,,,1,300,2,,,,,,,,,,,98,2,,,2,1,1,2,2,300,,,,,,,1,1500,,,,,,,1,2,,4.5
503626,1,3,4,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,1,0,0,0,0,0,0,,2,,1,0,4,,,,,,,1,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,1,2,,0,0,,,,,,,1,0,0,0,,,,,,,1,,2,,,,,,,,,,10,40,50,,,1,1,1,2,2,1600,,,,,,,1,2500,,,,,,,1,2,,0.5
503629,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,1,5000,1,0,2,,,,,,,1,1,1,1,2,,,,,,,,,,1,4,,,,,,,1,1,2,2,,,,,,,,1,1000,1,2,,,,,,,,1,1,8,2,2,30,,,,,,,,1,50,1,,,,,,,,1,500,1,12,,,,,,,1,700,15,70,15,,,1,1,1,2,2,300,,,,,,,1,2000,,,,,,,1,2,,3.5
503633,1,1,2,1,2,3,2,,,2,,,1,1,2,,4,1,0,1,0,0,0,0,0,0,0,0,,2,,1,0,20,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,6,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,50,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,3000,,,,,,,1,2,,0.5
503637,1,1,1,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,3,2,,1,0,3,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,0,0,,,,,,,1,,2,,,,,,,,,,1,1,1,,0,3,,,,,,,1,50,1,,,,,,,,1,2000,2,,,,,,,,,,,100,,,,2,1,2,2,2,2000,,,,,,,1,2000,,,,,,,1,2,,
503639,1,1,2,2,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,1,0,0,0,0,2,1,4000,1,0,3,,,,,,,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,4,,,,,,,,1,200,2,,,,,,,,,,1,2,2,2,2,,,,,,,,1,50,0,0,,,,,,,1,,1,12,,,,,,,1,500,25,75,,,,1,1,2,2,2,200,,,,,,,1,600,,,,,,,1,2,,
503644,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,20000,1,20,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,1,1,,,,,,,1,1,1,0,2,,,,,,,1,100,2,,,,,,,,,,1,1,2,,14,,,,,,,,1,50,0,5,,,,,,,1,500,1,40,,,,,,,1,2000,40,,20,,40,1,2,1,2,1,500,,,,,,,1,3000,,,,,,,1,2,,2
503645,1,3,4,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,2,,1,1,,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,3,2,,,,,,,,1,500,1,0,4,,,,,,,1,1,1,2,,1,,,,,,,,1,100,1,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,1.5
503647,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,1,0,0,0,2,3,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,4,,,,,,,,,100,1,2,,,,,,,,,2,,,,,,,,,,,,,50,0,0,,,,,,,,,2,,,,,,,,,,,100,,,,2,1,2,2,2,100,,,,,,,,1500,,,,,,,,2,,
503671,1,1,2,2,,,2,,,2,,,1,1,2,,3,1,0,0,1,0,0,0,0,0,0,0,1,1,5000,1,3,,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,2,3,,,,,,,,1,500,1,2,,,,,,,,1,2,,,,,,,,,,,,,300,0,0,,,,,,,1,,1,4,,,,,,,1,1000,2,98,,,,1,1,2,2,2,800,,,,,,,1,3000,,,,,,,1,1,2,
503674,1,1,2,1,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,1,5000,1,5,,,,,,,,1,1,2,1,1,,,,,,,,,,1,2,,,,,,,1,1,1,4,,,,,,,,1,500,1,5,,,,,,,,1,1,1,2,,4,,,,,,,,1,0,0,5,,,,,,,1,500,1,2,,,,,,,1,500,,100,,,,2,1,2,2,2,500,,,,,,,1,2000,,,,,,,1,2,,1.25
503697,1,2,2,1,,,2,,,2,,,2,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,1000,1,2,,,,,,,,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,1,,,,,,,1,1,2,10,,,,,,,,1,150,1,2,,,,,,,,1,1,2,2,2,1,,,,,,,,1,0,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,200,,,,,,,1,2500,,,,,,,1,2,,2.7
503698,1,2,2,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,1,0,0,0,,2,,2,,,,,,,,,,1,1,1,2,,,,,,,,,,1,1,,,,,,,1,1,2,10,,,,,,,,1,300,1,3,,,,,,,,1,2,,,,,,,,,,,,,0,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,150,,,,,,,1,300,,,,,,,1,2,,8.25
503703,1,1,2,1,,,2,,,2,,,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,0,15,,,,,,,1,1,2,1,1,,,,,,,,,,2,,,,,,,,,1,2,4,,,,,,,,1,400,1,4,,,,,,,,1,1,1,2,,2,,,,,,,,1,50,0,0,,,,,,,1,,1,2,,,,,,,1,200,,100,,,,2,1,2,2,2,400,,,,,,,1,1500,,,,,,,1,2,,0.75
503712,1,1,2,2,,,2,,,2,,,1,1,2,,2,0,0,0,0,0,0,1,0,0,0,0,,2,,1,1,,,,,,,,1,2,2,2,1,0,0,1,0,0,0,0,0,0,2,,,,,,,,,1,1,2,,,,,,,,1,300,2,,,,,,,,,,1,1,1,,0,2,,,,,,,1,400,0,0,,,,,,,1,,1,3,,,,,,,1,1500,10,90,,,,1,1,2,2,2,1000,,,,,,,1,3000,,,,,,,1,2,,1
503716,1,1,1,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,1,0,0,0,0,0,0,,2,,1,0,6,,,,,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,,,,,,,,,1,1,3,,,,,,,,,500,2,,,,,,,,,,1,1,1,,0,0,,,,,,,,0,0,1,,,,,,,,500,1,4,,,,,,,,1000,,100,,,,2,1,2,2,2,500,,,,,,,,800,,,,,,,,2,,2.5
503728,1,1,2,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,,2,,1,0,5,,,,,,,1,1,1,1,1,,,,,,,,,,2,,,,,,,,,1,2,6,,,,,,,,1,100,1,6,,,,,,,,1,1,2,2,2,1,,,,,,,,1,0,0,0,,,,,,,1,,1,12,,,,,,,1,4000,50,,,,50,1,2,2,2,1,100,,,,,,,1,500,,,,,,,1,1,2,1.5
503738,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,2,,1,0,4,,,,,,,1,1,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,1,300,1,2,,,,,,,,1,1,1,2,,8,,,,,,,,1,100,0,1,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,600,,,,,,,1,2,,1.75
503742,1,1,2,1,1,1,2,,,2,,,1,1,2,,2,0,0,0,0,0,0,0,1,0,0,0,,2,,1,1,,,,,,,,1,1,2,2,1,,,,,,,,,,2,,,,,,,,,1,2,5,,,,,,,,1,500,1,6,,,,,,,,1,1,1,2,,0,0,,,,,,,1,0,0,2,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,3500,,,,,,,1,2,,1.5
503747,1,4,5,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,2,2,,,,,,,,1,300,1,0,5,,,,,,,1,1,1,2,,0,0,,,,,,,1,100,1,,,,,,,,1,1800,2,,,,,,,,,,,100,,,,2,1,2,2,2,1800,,,,,,,1,2500,,,,,,,1,2,,2
503755,1,3,3,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,1,0,0,,1,5000,1,0,3,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,2,4,,,,,,,,1,500,2,,,,,,,,,,1,1,2,,0,5,,,,,,,1,100,1,,,,,,,,1,1000,2,,,,,,,,,,,30,70,,,2,1,1,2,2,1000,,,,,,,1,3000,,,,,,,1,1,2,2
503757,1,1,1,2,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,1,,2,,1,0,4,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,4,,,,,,,,,200,2,,,,,,,,,,1,1,2,,8,,,,,,,,,50,0,0,,,,,,,,,2,,,,,,,,,,,100,,,,2,1,2,2,2,200,,,,,,,,800,,,,,,,,2,,2
503764,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,1,,2,,1,0,20,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,1,2,,4,,,,,,,,1,100,3,,,,,,,,1,500,2,,,,,,,,,,,50,50,,,2,1,1,2,2,500,,,,,,,1,1500,,,,,,,1,2,,2
503765,1,1,2,2,,,2,,,2,,,1,1,2,,1,0,0,1,0,0,1,0,0,0,0,0,,2,,1,4,,,,,,,,1,1,2,2,1,,,,,,,,,,2,,,,,,,,,1,1,8,,,,,,,,1,200,1,4,,,,,,,,1,2,,,,,,,,,,,,,50,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,200,,,,,,,1,1600,,,,,,,1,2,,3
503772,1,3,3,2,,,2,,,2,,,2,2,2,,4,1,0,0,0,0,0,0,1,0,0,0,2,1,2000,1,2,,3,,,,,,0,1,2,1,2,,,,,,,,,,1,1,3,,,,,,0,1,1,4,,2,,,,,,0,100,1,2,,2,,,,,,0,1,1,2,,0,7,2,3,,,,,0,500,2,,,,,,,,1,1000,1,6,,,,,,,1,1500,,70,30,,,2,1,1,2,2,500,,,,,,,1,4000,,,,,,,1,2,,
503777,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,1,0,0,,3,,1,0,3,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,50,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,1500,,,,,,,1,2,,2
503785,1,1,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,3,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,1,500,1,2,,,,,,,,1,2,,,,,,,,,,,,,50,3,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,1600,,,,,,,1,2,,2
503786,1,1,3,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,1,,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,1,500,2,,,,,,,,,,1,1,2,,0,8,,,,,,,1,50,0,0,,,,,,,1,,2,,,,,,,,,,,50,50,,,2,1,1,2,2,500,,,,,,,1,1500,,,,,,,1,2,,2
503788,1,3,4,2,,,2,,,2,,,2,3,2,,4,0,0,0,0,0,1,0,0,0,0,0,,2,,1,6,,,,,,,,1,1,2,2,1,,,,,,,,,,1,5,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,0,0,,,,,,,1,,1,150,,,,,,,1,35000,25,30,25,,20,1,1,1,2,1,500,,,,,,,1,5000,,,,,,,1,2,,1
503789,1,3,3,2,,,2,,,2,,,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,1,,1,25000,2,,,,,,,,,,2,1,1,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,2,3,,,,,,,,1,300,2,,,,,,,,,,1,1,2,,10,,,,,,,,1,100,2,,,,,,,,1,800,2,,,,,,,,,,,100,,,,2,1,2,2,2,800,,,,,,,1,1500,,,,,,,1,2,,1.5
503790,1,2,2,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,1,0,0,0,,2,,1,2,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,2,4,,,,,,,,1,500,1,5,,,,,,,,1,2,,,,,,,,,,,,,100,1,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,3000,,,,,,,1,2,,2
503792,1,1,2,2,,,2,,,2,,,1,1,2,,4,1,1,0,0,0,0,0,0,0,0,0,,2,,1,1,,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,,,,,,,,1,500,2,,,,,,,,,,1,1,2,,2,,,,,,,,1,50,1,,,,,,,,1,1000,2,,,,,,,,,,,70,30,,,2,1,1,2,2,500,,,,,,,1,1500,,,,,,,1,2,,1
503794,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,1,,2,,1,2,,,,,,,,,1,2,1,1,,,,,,,,,,2,,,,,,,,,1,1,0,0,,,,,,,,,2,,,,,,,,,,1,1,2,,0,7,,,,,,,,50,1,,,,,,,,,1000,2,,,,,,,,,,,40,60,,,2,1,1,2,2,1000,,,,,,,,1000,,,,,,,,2,,1
503795,1,3,4,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,1,0,0,0,,2,,1,1,,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,2,6,,,,,,,,1,500,1,2,,,,,,,,1,1,1,2,,6,,,,,,,,1,100,0,4,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,2000,,,,,,,1,1,2,2
503798,1,3,3,2,,,2,,,2,,,2,2,2,,3,0,0,0,0,0,0,0,1,0,0,0,,3,,1,3,,,,,,,,1,1,2,1,1,,,,,,,,,,2,,,,,,,,,1,2,2,,,,,,,,1,300,2,,,,,,,,,,1,2,2,2,2,,,,,,,,1,100,1,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,1
503800,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,1,,2,,1,0,2,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1500,1,,,,,,,,1,1500,2,,,,,,,,,,,100,,,,2,1,2,2,2,1500,,,,,,,1,1500,,,,,,,1,2,,6
503801,1,1,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,0,4,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,0,4,,,,,,,1,500,2,,,,,,,,,,1,1,2,,0,10,,,,,,,1,50,2,,,,,,,,1,1000,2,,,,,,,,,,,30,70,,,2,1,1,2,2,500,,,,,,,1,1000,,,,,,,1,2,,2
503804,1,2,2,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,1,0,0,0,,1,15000,1,0,5,,,,,,,1,1,2,1,1,,,,,,,,,,2,,,,,,,,,1,2,6,,,,,,,,1,250,1,0,6,,,,,,,1,1,1,2,,4,,,,,,,,1,500,1,,,,,,,,1,1500,2,,,,,,,,,,,100,,,,2,1,2,2,2,1500,,,,,,,1,2500,,,,,,,1,2,,3
503807,1,1,2,1,,,1,1,2,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,4000,1,0,8,,,,,,,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,2,4,,,,,,,,1,400,2,,,,,,,,,,1,2,2,2,7,,,,,,,,1,50,1,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,2000,,,,,,,1,2,,2
503810,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,1,0,0,,2,,1,0,20,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,400,1,1,,,,,,,,1,1,1,2,,0,4,,,,,,,1,50,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,1,1200,,,,,,,1,2,,2
503814,1,1,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,10000,1,2,,,,,,,,1,1,1,1,1,,,,,,,,,,1,1,,,,,,,1,1,2,2,,,,,,,,1,300,1,8,,,,,,,,1,1,1,1,,2,,,,,,,,1,300,4,,,,,,,,1,800,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,2400,,,,,,,1,1,2,6
503820,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,1,0,0,,1,1000,1,0,8,,,,,,,1,1,2,2,1,,,,,,,,,,2,,,,,,,,,1,1,4,,,,,,,,1,400,2,,,,,,,,,,2,,,,,,,,,,,,,100,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,1,1600,,,,,,,1,2,,2
503828,1,1,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,1,0,0,0,0,2,1,3000,1,1,,,,,,,,1,2,2,2,2,0,1,0,0,0,0,0,0,0,2,,,,,,,,,1,1,7,,,,,,,,1,300,1,6,,,,,,,,1,2,,,,,,,,,,,,,200,1,,,,,,,,1,1000,1,4,,,,,,,1,200,,100,,,,2,1,2,2,2,1000,,,,,,,1,1500,,,,,,,1,2,,
503832,1,3,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,1,1,3000,1,0,6,,,,,,,1,1,2,1,1,,,,,,,,,,1,5,,,,,,,1,1,3,3,,,,,,,,1,300,1,15,,,,,,,,1,1,1,2,,4,,,,,,,,1,50,0,6,,,,,,,1,300,2,,,,,,,,,,,100,,,,2,1,2,2,2,200,,,,,,,1,100,,,,,,,1,2,,
503840,1,6,2,2,,,2,,,2,,,2,4,2,,3,0,1,0,0,0,0,0,0,0,0,0,2,1,10000,1,2,,,,,,,,1,1,1,1,1,,,,,,,,,,1,10,,,,,,,1,1,2,3,,,,,,,,1,300,1,1,,,,,,,,1,1,4,2,2,20,,,,,,,,1,10,0,0,,,,,,,1,,1,35,,,,,,,1,500,,100,,,,2,1,2,2,2,100,,,,,,,1,200,,,,,,,1,1,2,
503848,1,3,2,1,1,1,2,,,2,,,2,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,3000,1,2,,,,,,,,1,1,1,1,1,,,,,,,,,,1,1,,,,,,,1,1,3,4,,,,,,,,1,100,1,5,,,,,,,,1,1,2,2,2,0,10,,,,,,,1,20,0,3,,,,,,,1,100,2,,,,,,,,,,,80,20,,,2,1,1,2,2,100,,,,,,,1,600,,,,,,,1,1,2,2
503850,1,1,2,1,2,2,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,3000,1,3,,,,,,,,1,1,2,1,1,,,,,,,,,,1,2,,,,,,,1,1,1,3,,,,,,,,1,500,1,3,,,,,,,,1,1,1,2,,5,,,,,,,,1,50,0,10,,,,,,,1,500,2,,,,,,,,,,,50,50,,,2,1,1,2,2,500,,,,,,,1,2000,,,,,,,1,1,2,3
503855,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,1,0,0,0,0,0,0,1,1,20000,2,,,,,,,,,,1,2,2,2,,,,,,,,,,1,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,10,4,,,,,,,,1,300,1,40,,,,,,,1,500,90,,10,,,1,2,1,2,2,250,,,,,,,1,800,,,,,,,1,2,,
503863,1,1,3,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,50,1,,,,,,,,1,1600,2,,,,,,,,,,,100,,,,2,1,2,2,2,1600,,,,,,,1,1600,,,,,,,1,2,,3
503865,1,2,3,2,,,2,,,2,,,2,2,2,,3,0,1,1,0,0,0,0,0,0,0,0,,1,10000,1,3,,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,0,2,,,,,,,1,500,2,,,,,,,,,,1,1,2,,1,,,,,,,,1,500,2,,,,,,,,1,1000,2,,,,,,,,,,,90,10,,,2,1,1,2,2,500,,,,,,,1,1500,,,,,,,1,2,,3
503867,1,1,1,2,,,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,2,2,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,0,7,,,,,,,,500,2,,,,,,,,,,2,,,,,,,,,,,,,50,6,,,,,,,,,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1300,,,,,,,,1500,,,,,,,,2,,
503870,1,1,2,2,,,2,,,2,,,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,1,3000,1,0,5,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,1,,,,,,,,1,500,1,1,,,,,,,,1,2,,,,,,,,,,,,,300,0,0,,,,,,,1,,1,2,,,,,,,1,1000,,80,20,,,2,1,1,2,2,1000,,,,,,,1,1000,,,,,,,1,2,,
503875,1,1,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,0,4,,,,,,,1,2,2,2,1,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,4,,,,,,,,1,500,1,1,,,,,,,,1,2,,,,,,,,,,,,,10,0,2,,,,,,,1,500,2,,,,,,,,,,,50,25,25,,2,1,1,1,2,1000,,,,,,,1,3500,,,,,,,1,2,,3
503876,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,0,3,,,,,,,,1,1,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,1,,,,,,,,,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,,350,,,,,,,,2,,0.75
503878,1,2,3,1,1,1,2,,,2,,,2,2,2,,3,0,0,0,0,0,0,1,0,0,0,0,2,1,3000,1,0,3,,,,,,,1,2,2,2,1,0,1,0,0,0,0,0,0,0,2,,,,,,,,,1,2,2,,,,,,,,1,300,1,1,,,,,,,,1,2,,,,,,,,,,,,,1,1,,,,,,,,1,1800,2,,,,,,,,,,,50,50,,,2,1,1,2,2,1800,,,,,,,1,2500,,,,,,,1,2,,
503879,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,10000,1,6,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,50,0,0,,,,,,,1,,1,50,,,,,,,1,3000,100,,,,,1,2,2,2,2,300,,,,,,,1,800,,,,,,,1,2,,12
