NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ASCLIMA,ASSISMA,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,TRASFAB,TRASFAB_MOT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,DETRIMM1,DETRIMM2,DETRIMM3,DETRIMM4,DETRIMM5,DETRIMM6,DETRIMM7,PROBCLIMA,REDCLIMA,PATCLIMA,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,FONDGAR,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR2_BIS,FMUTRIF2_BIS,MUTUOE2_BIS,MUTUORIF,REAPMUT2_BIS,MUTUORIC2_BIS,PARMUTUO1,PARMUTUO2,PARMUTES1,PARMUTES2,PARFRA1,PARFRA2,NUMFRA1,NUMFRA2,PARANN,PARDEC,PARDUR,PARDUR_1,PARTAS,PARPOSS,PARPOSSCHI,DOCSEZD
948098,2002,1,1,,2,2,2002,1,1,0,0,0,0,0,0,0,1,95000,,,,,,,,600,,100,1970,2,130000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,3,,,,,,,0,,,,,,,2
948107,2016,1,1,,1,2,2015,1,0,0,0,0,0,0,0,0,1,230000,,,,,,,,700,,125,1958,2,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,80,1,3,2,,1,1,3,2,,2,,1,1,2,,2,,2,,1,3,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,1
948113,2005,1,1,,2,2,2005,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,400,,70,2000,1,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
948132,2008,1,1,,2,2,2016,1,0,0,0,0,0,0,0,0,3,30000,,,,,,,,500,,90,2004,1,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
948140,2008,1,1,,1,2,2007,1,1,0,0,0,0,0,0,0,1,130000,,,,,,,,800,,80,1920,2,150000,2,,1,1,1,1,2,,2,,2,2,2,2,2,2,2,10,3,3,2,,1,1,3,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,1,1,,,1,1,2,2,0,8,,1,5,3,,2
948149,2017,1,1,,2,2,2015,1,0,0,0,0,0,0,0,0,1,75000,,,,,,,,700,,70,1950,1,75000,2,,1,1,1,1,2,,1,1,1,2,2,2,2,2,2,5,4,3,2,,1,1,3,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,1,,,,1,,2,,1986,,,1,5,3,,2
948165,2012,1,1,,2,2,2009,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,900,,150,1920,2,350000,2,,1,1,2,,1,1,2,,2,2,2,2,2,2,2,100,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
948167,2015,1,1,,2,2,2015,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,700,,110,1970,1,150000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,40,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948227,1975,1,1,,1,1,1995,0,1,0,0,0,0,0,0,0,4,100000,,,,,,,,800,,200,1960,2,250000,2,,2,,2,,1,3,2,,2,2,2,2,2,2,2,80,5,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948243,2019,2,,,,,,,,,,,,,,,,,,,475,2,2,,2,,2,150,1990,2,150000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,50,1,1,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948246,2001,1,1,,2,2,2001,1,1,0,0,0,0,0,0,0,5,30000,,,,,,,,350,,150,1960,2,80000,1,3,2,,2,,1,1,2,,2,2,2,2,2,2,2,20,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
948255,2006,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,300,3,2,,2,,2,80,1960,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,2,2,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948261,1977,5,,,,,,,,,,,,,,,,,,,,,,,1,400,,150,1977,2,140000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,50,3,2,2,,2,,,2,,2,,1,1,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
948266,2013,1,1,,1,1,2013,0,0,1,0,0,0,0,0,0,1,200000,,,,,,,,700,,140,2010,2,150000,2,,1,2,2,,1,1,2,,2,2,2,2,2,2,2,20,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948267,2018,2,,,,,,,,,,,,,,,,,,,400,3,2,,2,,1,110,1970,1,80000,1,4,2,,2,,2,,2,,2,2,2,2,2,2,2,60,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,1,,,,2,2,,,,,,,0,,,,,,,2
948269,1990,1,1,,2,2,1990,1,0,0,0,0,0,0,0,0,1,25000,,,,,,,,300,,90,1970,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948341,1978,1,2,50,1,1,1980,1,1,0,0,0,0,0,0,0,1,150000,2,,,,,,,800,,200,1970,2,250000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,70,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948356,1990,1,1,,2,2,1990,1,0,0,0,0,0,0,0,0,1,125000,,,,,,,,600,,150,1988,2,400000,2,,1,1,1,1,1,2,2,,2,2,2,2,2,2,2,25,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,3,1,,,2,,,,,,,,,0,,,,,,,2
948406,2011,1,1,,2,2,2011,1,1,0,0,0,0,0,0,0,1,195000,,,,,,,,600,,120,2009,2,240000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,80,1,1,2,,1,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
948419,1970,1,1,,2,2,1970,1,0,0,0,0,0,0,0,0,3,2000,,,,,,,,250,,100,1960,1,50000,2,,1,2,2,,1,1,2,,2,2,2,2,2,2,2,100,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948420,1980,1,1,,2,2,1980,1,0,0,0,0,0,0,0,0,2,20000,,,,,,,,450,,140,1980,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,70,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948427,1999,5,,,,,,,,,,,,,,,,,,,,,,,1,600,,160,1980,2,180000,2,,2,,1,1,2,,2,,2,2,2,2,2,2,2,70,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
948442,2011,5,,,,,,,,,,,,,,,,,,,,,,,1,500,,110,1975,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,70,4,1,2,,2,,,2,,1,1,2,,2,,2,,2,,,2,2,2,,2,,1,2,1,,,2,3,3,,,,,,,0,,,,,,,2
948534,1996,1,1,,2,2,1986,0,1,0,0,0,0,0,0,0,4,20000,,,,,,,,300,,90,1910,1,250000,2,,1,4,2,,2,,2,,2,2,2,2,2,2,2,80,2,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948548,2007,1,1,,2,2,2005,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,550,,140,1959,2,160000,2,,1,7,1,8,1,1,2,,2,2,2,2,2,2,2,75,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,3,1,,,,,2,,,,,,,0,,,,,,,1
948593,2017,1,1,,1,1,2017,1,0,0,0,0,0,0,0,0,1,167000,,,,,,,,650,,95,1994,2,170000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,1
948594,2018,1,1,,1,1,2017,1,0,0,0,0,0,0,0,0,1,190000,,,,,,,,1500,,150,1986,2,450000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,1,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948628,2005,1,1,,1,1,2005,1,1,0,0,0,0,0,0,0,1,128000,,,,,,,,600,,70,1990,1,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,1,1,3,2,,1,1,2,,2,,2,,2,,1,1,2,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
948639,2010,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,420,1,2,,2,,2,35,1990,1,40000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948648,1983,1,1,,2,2,1980,1,0,0,0,0,0,0,0,0,2,90000,,,,,,,,500,,130,1980,2,130000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948671,2006,1,1,,2,2,2006,1,1,0,0,0,0,0,0,0,1,350000,,,,,,,,1500,,380,2004,2,1500000,2,,1,2,1,1,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948704,1973,1,1,,2,2,1973,1,0,0,0,0,0,0,0,0,4,100000,,,,,,,,650,,80,1965,1,200000,2,,2,,2,,2,,2,,2,2,1,2,2,2,2,20,5,5,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
948719,1980,1,1,,2,2,1973,1,0,0,0,0,0,0,0,0,2,15000,,,,,,,,400,,100,1950,2,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948725,2019,1,1,,2,2,2019,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,500,,55,2017,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948747,2017,1,1,,1,2,2017,1,0,0,0,0,0,0,0,0,1,175000,,,,,,,,1000,,100,1930,2,175000,2,,2,,2,,2,,2,,1,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,,,,,,,,0,,,,,,,2
948760,1947,1,1,,2,2,1947,1,0,0,0,0,0,0,0,0,3,200000,,,,,,,,600,,100,1947,2,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948802,1981,1,1,,2,2,1981,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,850,,100,1981,1,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948803,1979,1,1,,2,2,1979,1,1,0,0,0,0,0,0,0,1,400000,,,,,,,,1000,,150,1978,2,320000,2,,1,1,2,,1,2,2,,2,2,1,2,2,1,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948809,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,1,75000,,,,,,,,800,,127,1973,2,250000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948894,1987,1,1,,2,2,1987,0,1,0,0,0,0,0,0,0,3,50000,,,,,,,,300,,90,1950,1,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948895,2015,5,,,,,,,,,,,,,,,,,,,,,,,1,450,,80,2008,2,200000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948898,1970,1,1,,2,2,1970,0,1,0,0,0,0,0,0,0,1,40000,,,,,,,,300,,90,1940,2,60000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,,,,,,,,0,,,,,,,2
948912,1992,1,1,,2,2,1980,1,0,0,0,0,0,0,0,0,5,20000,,,,,,,,700,,150,1980,2,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948913,2017,2,,,,,,,,,,,,,,,,,,,400,1,1,700,2,,2,115,2005,2,250000,2,,1,6,2,,1,4,2,,2,2,2,2,2,2,2,10,4,4,2,,,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
948920,2011,1,1,,2,2,2011,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,1200,,140,1974,2,200000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,1,1,2,,2,,2,,2,,1,1,3,1,2,2,,2,,1,2,1,,,,,,,,,,,,0,,,,,,,2
948932,1994,1,1,,2,2,1993,0,1,0,0,0,0,0,0,0,1,90000,,,,,,,,1500,,160,1965,2,600000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948954,1982,1,1,,2,2,1982,1,0,0,0,0,0,0,0,0,5,150000,,,,,,,,1000,,200,1981,2,400000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948956,2012,1,1,,2,2,2008,1,1,0,0,0,0,0,0,0,1,650000,,,,,,,,1500,,350,2008,2,850000,2,,1,3,1,1,2,,2,,2,2,2,2,2,2,2,30,5,5,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948957,2002,1,1,,2,2,2002,1,1,0,0,0,0,0,0,0,1,600000,,,,,,,,10000,,600,1940,2,1500000,2,,1,2,2,,2,,2,,2,2,2,1,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948974,1982,1,1,,2,2,1983,1,1,0,0,0,0,0,0,0,2,50000,,,,,,,,900,,140,1960,2,380000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948987,1993,1,1,,2,2,1993,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,1200,,270,1950,2,500000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,20,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
948990,1968,1,1,,2,2,1968,1,0,0,0,0,0,0,0,0,1,6000,,,,,,,,1000,,120,1968,2,350000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949007,1969,1,1,,2,2,1969,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,800,,100,1960,1,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949016,1981,1,1,,2,2,1981,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,1200,,100,1981,2,400000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949020,1978,1,1,,2,2,1978,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,1100,,280,1950,2,450000,2,,1,2,1,1,2,,2,,2,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949034,2001,1,1,,2,2,1999,0,1,0,0,0,0,0,0,0,1,450000,,,,,,,,5000,,215,1971,2,700000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949037,2000,1,1,,2,2,2000,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,1200,,200,1920,2,350000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,20,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949045,1982,1,1,,2,2,1977,1,0,0,0,0,0,0,0,0,3,300000,,,,,,,,700,,150,1961,2,500000,2,,1,4,1,5,2,,2,,2,2,2,1,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949051,1986,1,1,,2,2,1986,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,1200,,210,1920,2,600000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,10,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949056,1984,1,1,,2,2,1984,1,0,0,0,0,0,0,0,0,1,65000,,,,,,,,1000,,127,1983,2,450000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949062,1999,1,1,,2,2,1999,1,0,0,0,0,0,0,0,0,1,250000,,,,,,,,1300,,200,1960,2,800000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,20,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949070,1992,1,1,,2,2,1992,0,1,0,0,0,0,0,0,0,3,300000,,,,,,,,1600,,230,1967,2,500000,2,,1,2,1,4,1,1,1,1,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949086,1995,1,1,,2,2,1995,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,1100,,110,1960,2,400000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,2,3,5,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949089,1991,1,1,,2,2,1987,1,1,0,0,0,0,0,0,0,4,450000,,,,,,,,2500,,240,1970,2,800000,2,,1,1,1,3,2,,2,,2,2,2,1,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949095,2006,1,1,,2,2,2006,1,0,0,0,0,0,0,0,0,1,300000,,,,,,,,1200,,75,2002,2,400000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949099,2002,1,1,,2,2,2002,1,1,0,0,0,0,0,0,0,1,250000,,,,,,,,800,,125,1970,2,320000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949103,2010,1,1,,1,1,2010,1,0,0,0,0,0,0,0,0,1,500000,,,,,,,,1300,,200,1960,2,700000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,5,5,2,,1,1,3,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
949105,2015,2,,,,,,,,,,,,,,,,,,,1200,2,2,,2,,2,110,1980,2,400000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,,,,2,,1,1,2,,2,,2,,2,,,3,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
949107,1997,1,1,,2,2,1997,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,1100,,150,1980,2,500000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,5,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,2,,,,,,,0,,,,,,,2
949110,1998,1,1,,2,2,1997,1,1,0,0,0,0,0,0,0,1,125000,,,,,,,,2000,,150,1977,2,550000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,1,4,4,2,,1,1,3,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949117,2002,1,1,,2,2,2001,1,1,0,0,0,0,0,0,0,1,215000,,,,,,,,1500,,120,1965,2,400000,2,,2,,1,1,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,1,1,1,1,2,,2,,2,,2,,3,3,2,2,,2,,1,1,1,,,2,,,,,,,,,0,,,,,,,2
949131,2003,1,1,,2,2,2003,0,1,0,0,0,0,0,0,0,1,150000,,,,,,,,1200,,300,1990,2,650000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949132,2017,1,1,,2,2,2017,1,1,0,0,0,0,0,0,0,1,425000,,,,,,,,1400,,105,2006,2,500000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,1,1,3,2,,2,,2,,2,,1,1,2,,1,1,2,2,,2,,1,2,1,,,,1,1,,,2,2,,,2003,,20,,5,3,,2
949136,2006,1,1,,2,2,1984,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,1000,,90,1980,2,250000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949151,2007,1,1,,2,2,2007,1,1,0,0,0,0,0,0,0,1,300000,,,,,,,,1200,,240,1700,2,500000,2,,1,3,2,,2,,2,,2,2,2,2,2,2,2,30,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949157,2005,1,1,,2,2,2005,1,1,0,0,0,0,0,0,0,1,900000,,,,,,,,1000,,180,2004,2,1000000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949166,2010,1,1,,2,2,2010,1,0,0,0,0,0,0,0,0,1,220000,,,,,,,,1200,,120,1900,2,400000,2,,2,,1,6,2,,2,,2,1,2,2,2,2,2,5,5,5,2,,1,1,3,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949184,2014,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,430,1,2,,2,,2,50,1970,1,60000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,1,1,2,,,1,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949185,2015,1,1,,2,2,2015,1,0,0,0,0,0,0,0,0,1,160000,,,,,,,,1200,,200,1950,2,350000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,1,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
949203,2016,1,1,,2,2,2016,1,0,0,0,0,0,0,0,0,1,80000,,,,,,,,900,,50,1950,1,150000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
949204,2018,1,1,,2,2,2018,1,0,0,0,0,0,0,0,0,4,250000,,,,,,,,900,,130,1970,2,400000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,5,5,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
949221,2009,1,1,,2,2,2009,1,0,0,0,0,0,0,0,0,4,160000,,,,,,,,900,,100,2000,2,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949223,1992,1,1,,2,2,1992,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,1500,,450,1992,2,500000,2,,1,3,2,,2,,2,,2,2,2,2,2,2,2,60,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
949227,1998,1,1,,2,2,1998,1,1,0,0,0,0,0,0,0,5,300000,,,,,,,,1000,,300,1998,2,400000,2,,1,2,2,,2,,2,,1,2,2,2,2,2,2,20,3,2,2,,2,,,1,1,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
