NQUEST,NORD,INTPER,NATTIVITA,PARTIME,CONTRATT,TUTTANNO,MESILAV,ATTEST,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM,YLNMC,CONTAZ2_1,CONTAZ2_2,AMMCONTAZ_1,AMMCONTAZ_1_1,AMMCONTAZ_2,AMMCONTAZ_2_1
999655,2,1,1,1,1,1,,1,7,40,1,10,30000,2,,,1,2,,1,,
999676,1,1,1,2,1,1,,1,6,32,2,,18900,2,,,2,2,,,,
999681,1,1,1,1,1,1,,1,4,40,2,,13500,2,,,2,2,,,,
999681,2,1,1,1,1,1,,1,4,40,2,,18000,2,,,2,2,,,,
999682,1,1,1,2,1,1,,1,7,30,2,,12000,2,,,2,2,,,,
999748,1,1,1,1,1,1,,1,5,44,2,,44122,2,,,1,2,1152,,,
999773,1,1,1,1,1,1,,1,6,25,2,,7800,2,,,2,2,,,,
999773,2,1,1,1,1,1,,2,5,40,2,,15600,2,,,2,2,,,,
999827,1,1,1,1,1,1,,1,5,25,2,,10500,2,,,2,2,,,,
999839,1,1,1,1,1,1,,1,7,45,1,5,24700,2,,,2,2,,,,
999951,1,1,1,1,1,1,,1,7,40,2,,35000,1,5500,,1,2,550,,,
999951,2,1,1,1,1,1,,1,8,38,2,,39000,2,,,1,2,1200,,,
1000074,1,1,1,1,1,1,,2,8,36,2,,24000,2,,,2,2,,,,
1000074,2,1,1,1,1,1,,1,5,40,1,1,19000,2,,,2,2,,,,
1000088,1,1,1,1,1,1,,1,7,40,1,3,15000,1,900,,2,2,,,,
1000088,2,1,1,1,1,1,,1,5,36,2,,13500,2,,,2,2,,,,
1000101,1,1,1,1,1,1,,1,6,40,2,,24000,1,1500,,2,2,,,,
1000102,1,1,1,1,1,1,,1,6,38,2,,70000,2,,,2,2,,,,
1000102,2,1,1,1,1,1,,1,2,40,2,,17000,2,,,2,2,,,,
1000106,1,1,1,1,1,1,,1,5,45,2,,21500,2,,,2,2,,,,
1000196,1,1,1,1,1,1,,1,7,40,2,,18000,2,,,1,2,,1,,
1000202,1,1,1,1,1,1,,1,4,40,1,0,25000,1,400,,2,2,,,,
1000202,2,2,1,2,2,2,7,1,1,25,1,10,6000,2,,,2,2,,,,
1000202,2,2,2,2,2,2,6,1,2,20,1,12,3000,2,,,2,2,,,,
1000202,3,3,1,1,1,1,,1,4,40,1,1,16800,2,,,2,2,,,,
1000205,1,1,1,1,1,1,,1,6,25,1,4,25000,2,,,2,2,,,,
1000294,1,1,1,1,1,1,,1,7,42,1,4,40000,2,,,1,1,300,,,1
1000294,2,1,1,1,1,1,,1,7,40,1,0,19000,2,,,1,2,150,,,
1000294,3,2,1,2,1,1,,1,7,24,1,2,15400,1,950,,1,1,,,,
1000310,1,1,1,1,1,1,,1,2,40,1,2,30000,2,,,2,2,,,,
1000311,1,1,1,1,1,1,,1,7,32,2,,20000,2,,,1,2,,1,,
1000311,2,1,1,1,1,1,,1,6,40,2,,18500,2,,,2,2,,,,
1000333,3,1,1,1,1,1,,1,7,45,1,5,20000,2,,,1,2,300,,,
1000363,1,1,1,1,1,1,,1,6,25,2,,35000,2,,,2,2,,,,
1000387,1,1,1,1,2,2,5,1,7,40,2,,9200,1,500,,2,2,,,,
1000400,1,1,1,1,1,2,4,1,7,38,1,1,2300,1,2200,,1,2,1080,,,
1000400,2,2,1,1,1,2,9,1,5,40,2,,16900,1,300,,2,2,,,,
1000401,3,3,1,1,1,1,,1,6,40,1,1,13000,2,,,2,2,,,,
1000428,1,1,1,2,2,3,,1,1,2,2,,1200,2,,,2,2,,,,
1000488,3,1,1,1,1,1,,1,7,40,1,2,17500,2,,,2,2,,,,
1000488,4,1,1,1,1,1,,1,3,40,2,,15600,2,,,2,2,,,,
1000497,1,1,1,1,2,2,1,1,5,25,2,,1200,2,,,2,2,,,,
1000515,2,1,1,2,1,1,,1,1,32,2,,11800,2,,,2,2,,,,
1000515,3,1,1,1,1,1,,1,2,40,2,,18000,1,258,,2,2,,,,
1000585,1,1,1,2,2,2,6,1,1,20,2,,7100,2,,,2,2,,,,
1000609,1,2,1,1,1,1,,1,2,40,2,,19200,2,,,2,2,,,,
1000609,2,2,1,1,1,1,,1,1,40,2,,18900,2,,,2,2,,,,
1000672,1,1,1,2,1,1,,1,6,32,2,,18000,2,,,1,2,100,,,
1000765,1,1,1,1,1,1,,1,2,45,2,,70000,2,,,2,2,,,,
1000771,2,2,1,1,1,1,,1,6,37,2,,30000,1,1800,"Buoni Pasto, Assicurazioni",1,1,,1,,1
1000775,2,1,1,1,1,1,,1,8,39,2,,21000,2,,,2,2,,,,
1000780,1,1,1,1,1,1,,1,8,36,2,,18980,2,,,2,2,,,,
1000800,1,1,1,2,1,1,,1,1,27,2,,19000,2,,,2,2,,,,
1000803,1,1,1,1,1,1,,1,2,40,2,,20000,2,,,2,1,,,,1
1000803,3,1,1,1,1,1,,1,2,45,2,,17000,2,,,2,2,,,,
1000815,1,1,1,1,1,1,,1,2,40,2,,25000,2,,,2,2,,,,
1000854,1,1,1,1,1,1,,1,7,38,2,,20000,2,,,2,2,,,,
1000917,1,1,1,1,1,1,,1,4,40,2,,19000,2,,,2,2,,,,
1001094,1,1,1,2,1,1,,1,1,20,1,0,10400,2,,,2,2,,,,
1001094,3,1,1,1,1,1,,1,5,40,1,2,18200,2,,,1,1,,1,,1
1001094,4,1,1,1,2,1,,1,2,30,2,,15600,2,,,2,2,,,,
1001205,1,1,1,1,1,1,,1,5,40,1,0,25000,1,1500,,2,2,,,,
1001265,1,1,1,1,1,1,,1,8,40,1,0,23400,2,,,2,2,,,,
1001265,2,1,1,1,2,1,,1,3,40,1,0,13650,2,,,2,2,,,,
1001321,4,1,1,1,2,2,3,1,5,36,2,,3600,2,,,2,2,,,,
1001325,1,1,1,1,1,1,,1,4,40,1,1,16500,2,,,1,2,,1,,
1001325,2,1,1,1,1,1,,1,4,40,2,,15500,2,,,1,2,,1,,
1001326,3,1,1,1,1,1,,1,2,42,1,2,15600,2,,,2,2,,,,
1001356,2,1,1,1,1,1,,1,7,36,2,,14300,2,,,2,2,,,,
1001360,3,1,1,1,1,1,,1,1,40,2,,12000,2,,,1,2,400,,,
1001405,2,1,1,1,1,1,,1,4,40,2,,16000,2,,,2,2,,,,
1001413,1,1,1,1,1,1,,1,2,40,2,,15000,2,,,2,2,,,,
1001421,3,1,1,1,1,1,,1,6,40,1,1,17000,2,,,1,2,,1,,
1001421,4,1,1,1,1,1,,1,5,40,2,,16000,2,,,2,2,,,,
1001428,1,1,1,1,1,1,,1,6,40,1,1,35000,1,2000,,1,2,,1,,
1001428,2,1,1,1,1,1,,1,6,40,1,2,30000,1,200,,1,2,,1,,
1001450,2,1,1,1,1,1,,1,1,50,1,2,18000,2,,,2,2,,,,
1001480,1,1,1,1,1,1,,1,7,50,2,,39000,1,2500,,1,1,,1,,1
1001480,2,1,1,1,1,1,,1,8,25,1,0,22100,2,,,1,2,,1,,
1001488,2,1,1,2,1,1,,1,2,20,2,,12000,2,,,2,2,,,,
1001489,2,1,1,1,1,1,,1,2,40,2,,21000,2,,,2,2,,,,
1001624,1,1,1,2,1,1,,1,1,80,2,,15000,2,,,1,1,,1,,1
1001626,3,1,1,2,1,1,,1,1,20,2,,6000,2,,,2,2,,,,
1001626,4,4,1,1,1,1,,1,1,48,2,,18200,2,,,2,2,,,,
1001626,5,5,1,1,2,1,,1,2,38,2,,18200,2,,,2,2,,,,
1001640,1,1,1,1,1,1,,1,1,40,2,,18000,2,,,2,2,,,,
1001660,1,1,1,1,1,1,,1,5,40,2,,10000,1,160,,2,1,,,200,
1001660,3,1,1,1,1,1,,1,5,40,1,5,18000,2,,,2,2,,,,
1001660,4,1,1,1,1,1,,1,5,40,1,2,18000,1,160,,2,2,,,,
1001669,1,1,1,2,2,3,,1,2,2,2,,300,2,,,2,2,,,,
1001725,1,1,1,1,2,1,,1,5,38,1,6,14000,2,,,2,2,,,,
1001772,1,1,1,1,1,1,,1,1,36,2,,34000,2,,,2,1,,,1400,
1001775,2,1,1,2,1,1,,1,2,27,2,,24000,1,1800,Buoni pasto,1,1,,1,,1
1001844,2,1,1,1,1,1,,1,3,36,2,,13000,2,,,2,2,,,,
1001854,1,1,1,1,1,1,,1,3,36,2,,18000,2,,,2,2,,,,
1001859,1,2,1,1,1,1,,1,5,45,1,3,22000,2,,,2,2,,,,
1001859,2,2,1,1,1,1,,1,6,40,1,1,22000,1,200,,1,2,180,,,
1001871,2,2,1,1,1,1,,1,6,40,1,7,22000,1,500,,1,2,180,,,
1001882,1,1,1,1,1,2,11,1,2,40,2,,20000,2,,,2,2,,,,
1001882,1,1,2,2,1,2,11,1,1,15,2,,8000,1,500,,2,2,,,,
1001882,1,1,3,2,1,2,1,1,2,6,2,,1500,2,,,2,2,,,,
1001883,1,1,1,1,1,1,,1,8,36,2,,20800,2,,,2,2,,,,
1001891,2,1,1,2,2,2,6,1,2,56,2,,7000,2,,,2,2,,,,
1001901,1,1,1,1,1,1,,1,7,40,2,,31000,2,,,1,2,150,,,
1001901,2,1,1,2,2,2,6,1,1,20,2,,5000,2,,,2,2,,,,
1001911,2,2,1,1,1,1,,1,8,18,2,,17000,2,,,2,2,,,,
1001957,1,1,1,1,1,1,,1,5,40,2,,23300,2,,,2,2,,,,
1001957,2,1,1,1,1,2,7,1,2,48,2,,11200,2,,,2,2,,,,
1001972,1,1,1,1,1,1,,1,6,40,2,,23000,2,,,2,2,,,,
1001972,2,2,1,1,1,1,,1,8,40,2,,24000,2,,,2,2,,,,
1001980,1,1,1,1,1,1,,1,8,36,2,,22000,2,,,2,2,,,,
1001982,1,1,1,1,1,1,,1,1,48,2,,16000,2,,,2,2,,,,
1001983,1,1,1,2,1,1,,1,4,20,2,,12000,2,,,2,2,,,,
1001984,1,1,1,2,1,1,,1,7,26,2,,23500,2,,,1,1,,1,,1
1001999,2,2,1,1,1,1,,1,8,36,2,,15000,2,,,2,2,,,,
1002003,2,1,1,1,2,1,,1,1,40,2,,12000,2,,,2,2,,,,
1002015,1,1,1,1,1,1,,1,1,40,1,2,18000,2,,,2,2,,,,
1002015,2,1,1,1,1,1,,1,1,35,1,4,15000,2,,,2,2,,,,
1002023,2,1,1,1,1,1,,1,2,40,2,,19500,2,,,2,2,,,,
1002058,1,1,1,2,1,1,,1,2,24,2,,8800,2,,,2,2,,,,
1002058,2,1,1,1,1,1,,1,4,40,2,,42000,1,6000,Automobile,2,2,,,,
1002111,1,1,1,2,2,2,3,1,6,26,1,4,4500,2,,,2,2,,,,
1002143,5,2,1,2,1,1,,1,1,24,2,,10000,2,,,2,2,,,,
1002250,2,1,1,2,1,1,,1,6,30,2,,13000,2,,,2,2,,,,
1002280,1,1,1,1,2,3,,1,1,20,2,,9800,2,,,2,2,,,,
1002282,1,1,1,1,1,1,,1,8,30,2,,22100,2,,,2,2,,,,
1002282,2,1,1,2,1,1,,1,7,28,1,3,15000,2,,,2,2,,,,
1002290,1,1,1,2,1,1,,1,2,20,2,,12300,2,,,2,2,,,,
1002290,2,1,1,1,1,1,,1,7,50,2,,45000,2,,,2,2,,,,
1002296,1,1,1,1,2,2,6,1,6,40,2,,8000,2,,,2,2,,,,
1002417,2,1,1,1,1,1,,1,5,40,2,,15600,2,,,2,2,,,,
1002442,1,1,1,1,1,2,5,1,2,45,2,,8000,2,,,2,2,,,,
1002442,1,1,2,1,2,1,,1,8,36,2,,2000,1,70,,2,2,,,,
1002442,2,1,1,1,1,1,,1,8,40,1,4,23400,1,800,,2,2,,,,
1002475,1,1,1,1,1,1,,1,2,40,2,,21450,2,,,2,2,,,,
1002475,1,1,2,1,1,2,1,1,6,40,2,,2000,2,,,2,2,,,,
1002529,1,1,1,1,1,1,,1,8,40,2,,15000,2,,,2,2,,,,
1002554,1,1,1,1,1,1,,1,7,36,2,,16800,1,420,,1,2,150,,,
1002554,2,2,1,1,1,1,,1,6,30,2,,16800,2,,,2,2,,,,
1002557,1,1,1,1,1,1,,1,7,40,1,5,18200,2,,,2,2,,,,
1002557,3,3,1,1,2,2,5,1,7,40,2,,6500,2,,,2,2,,,,
1002577,1,1,1,1,2,1,,1,2,25,1,2,8000,2,,,2,2,,,,
1002582,1,1,1,1,2,2,6,1,4,40,2,,7200,1,840,,2,2,,,,
1002623,1,1,1,2,1,1,,1,6,27,1,0,25000,1,1512,,1,2,,1,,
1002659,1,1,1,1,1,1,,1,2,40,1,1,22000,2,,,2,2,,,,
1002735,1,1,1,1,1,1,,1,7,35,2,,30000,1,1600,,1,1,300,,300,
1002735,2,1,1,1,1,1,,1,7,35,2,,25000,1,1600,,1,2,240,,,
1002759,1,1,1,1,1,1,,1,4,40,1,1,13500,2,,,1,2,,1,,
1002759,2,1,1,2,1,1,,1,2,25,2,,4800,2,,,2,2,,,,
1002813,2,1,1,1,1,1,,1,6,42,1,6,18000,2,,,2,2,,,,
1002813,3,1,1,2,2,2,3,1,1,24,2,,2400,2,,,2,2,,,,
1002815,3,1,1,1,2,2,6,1,4,24,2,,6000,2,,,1,2,,1,,
1002831,4,1,1,1,1,1,,1,5,40,2,,18000,2,,,1,2,,1,,
1002842,1,1,1,1,1,1,,1,6,32,1,1,19000,2,,,2,2,,,,
1002849,1,1,1,2,2,1,,1,1,24,1,3,11200,1,1000,,2,2,,,,
1002849,1,1,2,2,2,2,5,1,8,10,2,,2250,2,,,2,2,,,,
1002863,1,1,1,1,2,2,8,1,4,50,1,10,12800,2,,,2,2,,,,
1002954,1,1,1,1,1,1,,1,7,40,1,0,30000,1,4000,,1,2,600,,,
1002954,2,1,1,1,1,1,,1,8,25,2,,17000,2,,,2,2,,,,
1002988,1,1,1,1,1,1,,1,6,40,2,,27300,2,,,2,2,,,,
1002988,2,1,1,1,1,1,,1,8,22,2,,14000,2,,,2,2,,,,
1003022,3,1,1,2,1,1,,1,2,30,2,,16000,2,,,2,2,,,,
1003040,1,2,1,1,1,1,,1,5,40,2,,23800,2,,,2,2,,,,
1003050,1,1,1,1,1,1,,1,1,40,2,,33000,2,,,2,2,,,,
1003074,1,1,1,1,1,1,,1,3,40,2,,18200,2,,,2,2,,,,
1003098,1,1,1,2,2,1,,1,1,24,2,,15000,2,,,2,2,,,,
1003098,2,2,1,2,2,1,,1,1,24,2,,9000,2,,,2,2,,,,
1003145,1,1,1,1,1,1,,1,1,39,2,,18000,2,,,2,2,,,,
1003172,3,1,1,1,2,1,,1,3,40,2,,15000,2,,,2,2,,,,
1003172,4,1,1,1,2,2,6,1,3,40,2,,6000,2,,,2,2,,,,
1003172,5,1,1,1,1,1,,1,1,40,2,,15000,2,,,2,2,,,,
1003184,1,1,1,1,1,1,,1,2,50,1,3,20000,2,,,2,2,,,,
1003184,3,1,1,2,2,1,,1,2,30,2,,8400,2,,,2,2,,,,
1003205,1,1,1,1,1,1,,2,5,35,1,6,45500,2,,,2,2,,,,
1003205,2,1,1,1,1,1,,1,5,30,2,,15600,2,,,2,2,,,,
1003264,3,1,1,1,2,1,,1,2,39,2,,14300,2,,,2,2,,,,
1003289,1,1,1,1,1,1,,1,2,40,1,0,22000,1,100,,1,2,,1,,
1003296,2,1,1,1,1,1,,1,1,35,2,,10000,2,,,2,2,,,,
1003528,2,1,1,2,1,1,,1,8,25,2,,21000,2,,,2,2,,,,
1003548,1,1,1,1,1,1,,1,6,40,1,0,32000,1,3000,,1,2,,1,,
1003548,3,1,1,1,1,1,,1,7,40,2,,12000,2,,,1,2,,1,,
1003548,3,1,2,1,1,2,6,1,6,40,1,0,12000,2,,,1,2,,1,,
1003551,2,1,1,2,1,1,,1,1,30,2,,19000,2,,,2,2,,,,
1003557,1,1,1,1,1,1,,1,7,40,1,3,29000,2,,Non saprei proprio.,1,1,,1,,1
1003557,2,1,1,1,1,1,,1,6,45,2,,35000,2,,,1,1,,1,,1
1003705,1,1,1,1,1,1,,1,7,40,2,,27000,2,,,2,2,,,,
1003741,1,1,1,1,1,1,,2,8,36,2,,42000,2,,,2,2,,,,
1003812,1,1,1,1,1,1,,1,4,35,2,,22000,2,,,2,2,,,,
1003812,2,1,1,1,1,1,,1,4,40,1,4,24000,2,,,2,2,,,,
1003829,1,1,1,1,1,1,,1,7,42,1,4,22000,2,,,2,2,,,,
1003829,2,1,1,1,1,1,,1,6,45,1,5,25000,2,,,2,2,,,,
1003829,3,1,1,1,1,1,,1,7,35,1,6,22000,2,,,2,2,,,,
1003832,1,1,1,2,1,1,,1,1,26,2,,13000,2,,,2,2,,,,
1003832,2,1,1,1,1,1,,1,6,40,2,,23000,2,,,2,2,,,,
1003835,1,2,1,1,1,1,,1,5,39,2,,22000,2,,,2,2,,,,
1003835,2,2,1,2,1,1,,1,2,26,2,,16500,2,,,2,2,,,,
1003894,1,1,1,1,1,1,,1,7,40,2,,21450,2,,,2,2,,,,
1003934,1,1,1,1,1,1,,1,1,40,2,,23800,2,,,2,2,,,,
1003950,2,1,1,1,1,1,,1,1,40,2,,20800,2,,,2,2,,,,
1003950,3,1,1,1,2,2,6,2,2,48,1,4,21000,2,,,2,2,,,,
1003958,1,1,1,1,1,1,,1,2,40,2,,19600,2,,,2,2,,,,
1003996,2,1,1,1,1,1,,1,4,40,2,,22000,2,,,2,2,,,,
1003996,3,1,1,1,1,1,,1,2,60,2,,10000,2,,,2,2,,,,
1004013,1,1,1,1,1,1,,1,8,36,2,,22100,1,1260,,2,2,,,,
1004111,1,1,1,1,1,1,,1,6,40,1,2,20300,2,,,2,2,,,,
1004111,2,1,1,1,1,1,,1,4,30,1,3,15990,2,,,2,2,,,,
1004192,1,1,1,1,1,1,,1,7,38,2,,22500,2,,,2,2,,,,
1004192,2,2,1,1,1,1,,1,6,38,2,,26000,2,,,2,2,,,,
1004208,1,1,1,1,1,1,,1,3,40,2,,16800,2,,,2,2,,,,
1004208,2,1,1,1,1,1,,1,7,40,2,,21000,2,,,2,2,,,,
1004381,1,1,1,2,1,1,,1,1,17,2,,8400,2,,,2,2,,,,
1004390,1,1,1,1,2,1,,1,6,40,2,,23000,1,500,,2,2,,,,
1004390,2,1,1,1,1,1,,1,8,40,2,,23000,1,1000,,2,2,,,,
1004395,1,1,1,1,1,1,,1,6,40,1,2,18000,2,,,2,2,,,,
1004400,1,1,1,1,1,1,,1,4,35,1,4,16800,2,,,2,2,,,,
1004400,2,1,1,1,1,1,,1,2,30,2,,14000,2,,,2,2,,,,
1004417,2,1,1,1,1,1,,1,2,40,2,,21000,2,,,2,2,,,,
1004417,3,1,1,1,1,1,,1,6,40,2,,24000,1,1270,Mensa,1,2,,1,,
1004446,2,1,1,1,1,1,,1,8,42,1,1,18000,2,,,2,2,,,,
1004447,2,1,1,1,1,1,,1,2,40,2,,12500,2,,,2,2,,,,
1004461,1,1,1,1,1,1,,1,4,36,1,2,18000,1,1800,Buoni pasto,2,2,,,,
1004461,2,1,1,1,1,1,,1,7,35,2,,11000,2,,,2,2,,,,
1004476,1,1,1,1,1,1,,1,2,38,2,,14000,2,,,2,2,,,,
1004476,3,1,1,2,2,1,,1,1,20,2,,6000,2,,,2,2,,,,
1004576,1,1,1,1,1,1,,1,8,40,1,4,35000,2,,,1,2,,1,,
1004576,2,2,1,2,1,1,,1,1,24,2,,12200,2,,,2,2,,,,
1004579,1,1,1,1,1,1,,1,2,42,1,2,16000,2,,,1,2,960,,,
1004579,2,2,1,2,1,1,,1,1,30,1,2,18000,2,,,1,2,960,,,
1004586,2,1,1,2,1,1,,1,2,21,1,4,6510,2,,,2,2,,,,
1004586,2,1,2,2,1,1,,1,2,21,2,,6510,2,,,2,2,,,,
1004591,2,1,1,2,1,1,,1,2,30,1,0,10000,2,,,2,2,,,,
1004595,2,2,1,2,1,1,,1,1,20,1,0,10000,1,900,,2,2,,,,
1004600,2,2,1,1,1,1,,1,2,36,2,,12500,2,,,2,2,,,,
1004610,1,1,1,2,1,1,,1,1,25,2,,7200,2,,,2,2,,,,
1004614,1,1,1,1,1,1,,1,8,43,1,5,46000,2,,,2,2,,,,
1004622,2,1,1,1,1,1,,1,2,40,2,,16900,2,,,2,2,,,,
1004645,1,1,1,1,1,1,,1,2,40,2,,25000,2,,,2,2,,,,
1004658,2,2,1,2,1,1,,1,8,30,2,,16250,2,,,2,2,,,,
1004658,3,1,1,2,1,1,,1,8,15,2,,16900,2,,,2,2,,,,
1004664,1,1,1,1,1,1,,1,8,36,2,,23000,2,,,2,2,,,,
1004664,2,2,1,1,1,1,,1,6,36,2,,24000,2,,,2,2,,,,
1004664,3,3,1,2,2,3,,1,2,10,2,,4000,2,,,2,2,,,,
1004682,1,1,1,1,1,1,,1,3,30,2,,20000,2,,,2,2,,,,
1004682,3,1,1,1,1,1,,1,3,,2,,10000,2,,,2,2,,,,
1004684,1,1,1,1,1,1,,1,6,40,2,,34000,2,,,2,2,,,,
1004685,1,1,1,2,1,1,,1,1,25,2,,10000,2,,,2,2,,,,
1004708,1,1,1,1,1,1,,1,8,36,2,,23000,2,,,2,2,,,,
1004708,2,1,1,1,1,1,,1,6,48,2,,17000,2,,,2,2,,,,
1004713,1,1,1,1,1,1,,1,8,36,1,3,22000,2,,,2,2,,,,
1004713,2,1,1,1,1,1,,1,2,40,2,,19000,2,,,2,2,,,,
1004720,1,1,1,1,1,1,,1,8,35,2,,25000,2,,,2,2,,,,
1004752,1,1,1,1,1,1,,1,8,36,2,,22000,2,,,2,2,,,,
1004752,2,1,1,1,2,1,,1,6,26,2,,20000,2,,,2,2,,,,
1004758,2,1,1,2,1,1,,1,1,24,2,,11000,2,,,2,2,,,,
1004773,1,1,1,1,1,2,3,1,1,50,2,,3600,2,,,2,2,,,,
1004781,3,1,1,1,2,1,,1,4,40,2,,22000,2,,,2,2,,,,
1004861,1,1,1,1,2,1,,1,1,40,2,,13000,2,,,2,2,,,,
1004880,2,1,1,1,2,1,,1,5,40,2,,16900,2,,,2,2,,,,
1004880,3,1,1,1,1,1,,1,5,40,2,,18200,2,,,2,2,,,,
1004889,1,1,1,1,2,2,8,1,6,42,1,2,12500,2,,,2,2,,,,
1004889,1,1,2,1,2,2,4,1,4,45,1,5,6500,2,,,2,2,,,,
1004889,2,1,1,2,1,2,6,1,1,24,2,,4500,2,,,2,2,,,,
1004966,3,1,1,1,1,1,,1,6,40,2,,23000,2,,,2,2,,,,
1004992,4,1,1,1,1,1,,1,2,60,2,,21000,2,,,2,2,,,,
1004997,1,1,1,1,1,1,,1,7,36,2,,20000,1,1800,Buoni pasto,1,2,,1,,
1004997,2,1,1,1,1,1,,1,8,36,2,,23000,1,1800,Buoni pasto,2,2,,,,
1005016,1,1,1,2,1,1,,1,4,29,2,,13000,2,,,2,2,,,,
1005069,3,1,1,1,1,1,,1,2,35,2,,15000,2,,,2,2,,,,
1005087,1,1,1,1,1,1,,1,8,36,1,5,30000,2,,,2,2,,,,
1005090,1,1,1,1,1,1,,1,8,38,1,3,18000,2,,,2,2,,,,
1005090,2,1,1,1,1,1,,1,4,30,1,5,14000,2,,,1,2,,1,,
1005109,1,1,1,1,1,1,,1,4,40,2,,24700,2,,,2,2,,,,
1005109,2,1,1,1,1,1,,1,2,40,2,,20800,2,,,2,2,,,,
1005131,1,1,1,1,1,1,,1,6,38,1,4,28000,1,2160,,1,1,360,,180,
1005131,2,1,1,2,1,1,,1,7,24,1,5,15000,2,,,1,1,150,,150,
1005153,1,1,1,1,1,1,,1,7,40,2,,22000,2,,,2,2,,,,
1005168,1,1,1,1,1,2,6,1,5,40,1,2,12000,1,400,,2,2,,,,
1005168,2,2,1,1,1,1,,1,1,20,2,,2600,2,,,2,2,,,,
1005212,1,1,1,1,1,1,,1,6,40,2,,25200,2,,,2,2,,,,
1005256,1,1,1,1,1,1,,1,7,40,2,,18200,2,,,1,2,,1,,
1005290,1,1,1,1,1,1,,1,1,,1,0,18000,2,,,2,2,,,,
1005292,1,1,1,1,1,1,,1,6,18,1,1,21000,2,,,2,2,,,,
1005292,2,1,1,1,1,1,,1,4,24,2,,32500,1,2880,,2,2,,,,
1005349,5,1,1,1,1,1,,1,4,40,2,,15600,2,,,2,2,,,,
1005349,6,1,1,1,1,1,,1,2,40,2,,10400,2,,,2,2,,,,
1005384,2,1,1,1,1,1,,1,2,40,2,,28000,2,,Non sa,2,2,,,,
1005408,1,1,1,1,1,1,,1,2,40,2,,19500,2,,,2,2,,,,
1005408,2,1,1,1,2,3,,1,3,38,2,,14300,2,,,2,2,,,,
1005517,2,1,1,1,1,1,,1,8,36,2,,45000,2,,,1,2,,1,,
1005530,1,1,1,1,1,1,,1,6,40,2,,15000,2,,,2,2,,,,
1005530,2,1,1,1,1,1,,1,7,40,2,,15000,2,,,2,2,,,,
1005537,1,1,1,1,1,1,,1,8,40,2,,18000,2,,,2,2,,,,
1005537,2,1,1,1,1,1,,1,5,40,2,,13000,2,,,2,2,,,,
1005555,1,1,1,1,1,1,,1,8,40,2,,36000,2,,,2,2,,,,
1005555,2,1,1,1,1,1,,1,3,20,2,,10000,2,,,2,2,,,,
1005671,2,1,1,1,1,1,,1,8,30,2,,22000,2,,,2,2,,,,
1005688,1,1,1,1,1,1,,1,7,50,1,10,30000,2,,,2,2,,,,
1005688,2,1,1,1,1,1,,1,6,18,2,,22000,2,,,2,2,,,,
1005770,2,1,1,1,1,1,,1,6,40,2,,24000,2,,,2,2,,,,
1005781,3,1,1,1,1,1,,1,8,40,2,,30000,1,150,,2,2,,,,
1005781,4,1,1,2,1,1,,1,2,20,2,,12000,2,,,2,2,,,,
1005808,1,1,1,2,1,1,,1,1,31,1,7,8000,2,,,2,2,,,,
1005850,2,1,1,1,1,1,,1,7,45,2,,30800,2,,,1,2,2000,,,
1005859,1,1,1,2,1,1,,1,5,6,1,1,1000,2,,,2,2,,,,
1005859,2,1,1,2,1,2,9,1,5,20,2,,8000,1,120,,2,2,,,,
1005897,3,1,1,1,1,1,,1,3,40,2,,30000,1,1400,,1,2,,1,,
1005897,4,1,1,1,1,1,,1,7,40,1,0,18000,1,1100,,1,2,,1,,
1005929,1,1,1,2,1,1,,1,7,40,2,,20000,2,,,1,2,1000,,,
1005929,3,1,1,1,1,1,,1,2,40,1,10,16000,2,,,1,2,,,,
1005965,1,1,1,1,1,1,,1,8,36,2,,18200,2,,,2,2,,,,
1005965,2,2,1,1,1,2,11,1,5,40,2,,15600,2,,,2,2,,,,
1005987,1,1,1,2,1,1,,1,5,24,2,,9600,2,,,2,2,,,,
1005987,2,2,1,1,1,1,,1,5,40,2,,25000,2,,,2,2,,,,
1006003,1,1,1,1,1,1,,1,7,37,2,,45000,1,3000,,1,1,1000,,500,
1006003,2,1,1,1,1,1,,1,7,37,2,,45000,1,1400,,1,2,1000,,,
1006027,1,1,1,1,1,1,,1,7,40,2,,24000,2,,,2,2,,,,
1006037,1,1,1,1,1,1,,1,8,37,2,,50000,2,,,2,2,,,,
1006037,3,1,1,2,2,1,,1,8,10,2,,10000,2,,,2,2,,,,
1006110,1,1,1,1,1,1,,1,8,18,1,0,20000,1,500,,2,2,,,,
1006111,1,1,1,1,1,1,,1,7,40,2,,18000,2,,,2,2,,,,
1006197,1,1,1,1,1,1,,1,7,50,2,,12000,2,,,1,2,,1,,
1006209,1,1,1,1,1,1,,1,4,38,2,,20000,2,,,2,2,,,,
1006319,2,1,1,1,1,1,,1,2,37,2,,15000,2,,,2,2,,,,
1006325,2,1,1,1,1,1,,1,7,50,1,10,32500,2,,,1,2,,1,,
1006374,1,1,1,1,1,1,,1,7,40,2,,20000,2,,,2,1,,,,1
1006383,1,1,1,1,1,1,,1,6,40,2,,19000,2,,,2,2,,,,
1006385,1,1,1,1,1,1,,1,7,50,2,,30000,1,2500,,1,2,,1,,
1006395,2,1,1,1,1,1,,1,5,40,2,,15000,2,,,2,2,,,,
