NQUEST,NORD,INTPER,NATTIVITA,TIPOPEN,ENTEPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE
1023134,1,1,1,1,1,2010,1400,13,2,,85
1023202,1,1,1,1,1,2021,2000,13,2,,80
1023202,3,2,1,5,1,2022,290,12,2,,
1023205,1,1,1,1,1,2015,1100,13,2,,70
1023218,1,1,1,1,1,1998,1700,13,2,,90
1023218,2,2,1,1,1,1996,1600,13,2,,90
1023223,1,1,1,1,1,1998,1250,13,2,,80
1023223,2,2,1,1,1,2000,1250,13,2,,85
1023226,1,1,1,3,1,2018,1200,13,2,,
1023247,1,1,1,1,1,2010,1700,13,2,,100
1023247,1,1,2,4,1,2016,340,13,2,,
1023247,2,1,1,1,1,2017,1900,13,2,,100
1023281,1,2,1,1,1,2020,1600,13,2,,90
1023286,1,1,1,1,1,2004,275,13,2,,65
1023286,1,1,2,1,3,2004,500,13,2,,70
1023286,2,2,1,1,1,2006,500,13,2,,100
1023286,2,2,2,1,3,2006,500,13,2,,100
1023295,1,1,1,1,1,2020,1000,13,2,,80
1023298,1,1,1,3,1,2017,667,12,2,,
1023346,1,1,1,1,1,2011,600,13,2,,60
1023359,1,2,1,1,1,2007,1154,13,2,,100
1023360,1,1,1,3,1,2009,600,13,2,,
1023363,1,3,1,1,1,1990,800,13,2,,80
1023365,1,1,1,1,1,1995,800,13,2,,50
1023377,1,1,1,1,1,2016,1000,13,2,,80
1023393,1,1,1,3,1,2012,830,13,2,,
1023399,1,1,1,1,1,2003,970,13,2,,70
1023401,1,1,1,1,1,2014,1100,13,2,,80
1023406,2,2,1,3,1,1976,1000,13,2,,
1023407,1,1,1,1,1,1999,320,13,2,,70
1023407,2,1,1,1,1,2000,600,13,2,,80
1023413,2,1,1,3,1,2009,900,13,2,,
1023436,1,1,1,3,1,2019,700,13,2,,
1023476,1,1,1,1,1,2015,1300,13,2,,100
1023476,2,1,1,1,1,2020,1500,13,2,,90
1023548,1,1,1,1,1,2022,2100,13,2,,70
1023595,1,1,1,1,1,2010,1800,13,2,,95
1023595,1,1,2,3,1,2010,500,13,2,,
1023599,1,1,1,1,1,2022,900,11,2,,80
1023609,2,1,1,1,1,2003,610,13,2,,50
1023618,1,1,1,1,1,2016,1700,13,2,,80
1023628,1,1,1,3,1,2017,450,13,2,,
1023691,1,1,1,1,1,2017,950,13,2,,80
1023691,2,2,1,1,1,2019,800,13,2,,90
1023698,1,2,1,1,1,2011,250,13,2,,30
1023698,1,2,2,1,3,2011,220,12,2,,10
1023698,2,2,1,1,1,2014,190,13,2,,40
1023698,2,2,2,1,3,2014,220,12,2,,25
1023748,1,1,1,1,1,2017,1180,13,2,,70
1023751,1,1,1,1,1,2005,740,13,2,,80
1023751,2,2,1,1,1,2014,718,13,2,,90
1023764,1,1,1,1,1,2017,2000,13,2,,70
1023764,2,1,1,1,1,2022,1000,6,2,,68
1023768,1,1,1,3,1,2002,500,13,2,,
1023784,1,1,1,1,1,2014,2000,13,2,,100
1023791,1,1,1,1,1,2022,1300,8,1,3900,90
1023864,1,1,1,1,1,2014,1900,13,2,,90
1023885,1,1,1,3,1,1991,1200,13,2,,
1023887,1,1,1,1,1,2015,1200,13,2,,80
1023890,1,1,1,5,1,2021,305,12,2,,
1023895,1,1,1,1,1,2001,1600,13,2,,80
1023966,1,1,1,1,1,2010,1600,13,2,,100
1023981,1,1,1,1,1,2020,2300,13,2,,100
1023981,2,1,1,1,3,2022,540,12,2,,50
1023986,1,1,1,1,1,2004,3000,13,2,,90
1023986,1,1,2,3,1,2010,400,13,2,,
1023996,1,2,1,5,1,2019,520,12,2,,
1023996,1,2,2,5,1,2019,400,12,2,,
1024088,1,1,1,1,1,2011,1450,13,2,,95
1024089,1,1,1,1,1,1995,1100,13,2,,95
1024089,2,2,1,1,1,2010,1050,13,2,,90
1024091,1,1,1,3,1,2015,347,13,2,,
1024091,1,1,2,3,3,2015,300,12,2,,
1024094,1,1,1,1,1,1993,1400,13,2,,80
1024187,1,1,1,1,1,2000,2000,13,2,,100
1024191,1,1,1,1,1,2021,1800,13,2,,80
1024194,1,1,1,1,1,2013,1200,13,2,,80
1024194,2,1,1,5,1,1987,650,13,2,,
1024194,2,1,2,5,1,2008,550,12,2,,
1024207,1,1,1,1,1,2002,2000,13,2,,90
1024224,1,1,1,1,1,2022,728,13,2,,60
1024224,2,1,1,5,1,2018,530,13,2,,
1024236,2,1,1,5,1,2007,400,13,2,,
1024243,1,1,1,1,1,2019,1700,13,2,,80
1024328,1,1,1,1,2,1992,800,12,2,,60
1024332,1,1,1,1,1,1989,700,13,2,,60
1024332,1,1,2,3,1,2015,600,13,2,,
1024337,1,1,1,3,1,2018,1000,12,2,,
1024345,1,1,1,3,1,1990,1150,12,2,,
1024358,1,1,1,1,1,2017,1200,12,2,,50
1024405,1,1,1,1,1,1994,1200,12,2,,80
1024428,1,1,1,1,1,1980,1600,13,2,,100
1024428,1,1,2,3,1,2009,2200,13,2,,
1024429,1,1,1,1,1,2012,1500,13,2,,100
1024444,1,1,1,1,1,1997,1650,13,2,,90
1024468,1,1,1,2,1,1997,500,13,2,,
1024473,1,1,1,1,1,2009,1000,12,2,,60
1024484,1,1,1,2,1,2000,516,12,2,,
1024488,1,1,1,1,1,2018,1800,12,2,,80
1024488,2,2,1,1,1,2019,1400,12,2,,80
1024499,1,1,1,1,2,1999,1200,12,2,,80
1024503,1,1,1,3,1,2000,1000,12,2,,
1024553,1,1,1,3,1,2018,600,13,2,,
1024553,1,1,2,5,1,1980,250,13,2,,
1024555,1,1,1,1,1,2022,2100,13,2,,90
1024571,1,1,1,1,1,2016,1900,13,2,,100
1024731,1,1,1,1,1,2020,1600,13,2,,100
1024736,1,1,1,1,1,2013,523,13,2,,20
1024743,1,1,1,1,1,2017,3000,13,2,,100
1024745,1,1,1,1,1,1990,1200,13,2,,70
1024745,1,1,2,3,1,2021,1000,13,2,,
1024752,2,3,1,1,1,2019,1900,13,2,,90
1024760,1,1,1,1,1,2021,1700,13,2,,80
1024798,2,2,1,1,1,2022,650,13,2,,50
1024813,1,1,1,3,1,1995,500,13,2,,
1024965,1,2,1,3,1,2020,900,12,2,,
1024978,1,1,1,2,1,1960,700,12,2,,
1024980,1,1,1,1,1,1980,600,12,2,,60
1024990,1,1,1,1,1,1999,900,12,2,,60
1024990,2,1,1,1,1,1999,800,12,2,,60
1025006,1,2,1,1,1,2011,700,12,2,,30
1025006,2,2,1,2,1,2015,400,12,2,,
1025007,1,2,1,1,1,2004,500,12,2,,50
1025010,1,1,1,1,1,2011,1000,12,2,,90
1025010,2,2,1,1,1,2020,1500,12,2,,90
1025023,1,1,1,1,1,2005,1500,12,2,,70
1025033,1,1,1,1,1,2010,1000,12,2,,60
1025053,1,2,1,1,1,2019,800,12,2,,60
1025155,1,1,1,5,1,1970,400,12,2,,
1025253,1,1,1,3,1,2004,300,12,2,,
1025263,1,1,1,2,1,2013,500,12,2,,
1025336,1,2,1,1,1,2016,1000,12,2,,70
1025400,1,1,1,1,1,2013,1100,13,2,,80
1025408,1,1,1,2,1,2013,430,13,2,,
1025430,1,1,1,1,1,1995,900,13,2,,80
1025465,1,1,1,2,1,2005,450,13,2,,
1025483,1,1,1,1,1,2003,1300,12,2,,90
1025512,1,1,1,1,1,2011,1600,13,2,,95
1025583,1,1,1,3,1,2007,650,12,2,,
1025585,1,1,1,3,1,1990,700,12,2,,
1025589,1,2,1,1,1,2022,530,13,2,,90
1025641,1,3,1,1,1,1998,1200,13,2,,80
1025645,1,1,1,3,1,2015,1300,13,2,,
1025664,1,1,1,1,1,2019,780,13,2,,80
1025813,1,1,1,3,1,2011,684,13,2,,
1025887,2,1,1,1,1,2002,1200,13,2,,60
1025899,1,1,1,1,1,2005,1200,13,2,,80
1025899,2,2,1,2,1,2009,500,13,2,,
1025913,1,1,1,3,1,2017,1200,13,2,,
1025920,1,1,1,1,1,1995,950,13,2,,80
1025920,2,1,1,1,1,1990,900,13,2,,80
1025951,1,3,1,1,1,2002,930,13,2,,80
1025951,3,3,1,1,1,2017,1000,13,2,,80
1025955,1,1,1,3,1,1984,1000,13,2,,
1025974,1,1,1,3,1,2013,1000,13,2,,
1025974,2,1,1,1,1,2018,1000,13,2,,80
1025992,1,2,1,5,1,1987,900,13,2,,
1025997,2,1,1,5,1,1986,700,13,2,,
1025997,2,1,2,3,1,2018,600,13,2,,
1026003,1,1,1,1,1,2021,1400,13,2,,70
1026042,1,1,1,3,1,2016,850,13,2,,
1026059,2,1,1,3,1,1995,1000,13,2,,
1026060,1,1,1,3,1,2010,500,13,2,,
1026063,1,1,1,1,1,2000,800,13,2,,50
1026063,2,1,1,1,1,2003,500,13,2,,60
1026084,1,1,1,1,1,2003,2000,13,2,,100
1026101,1,1,1,1,1,2011,800,13,2,,40
1026101,2,1,1,1,1,2003,1400,13,2,,90
1026108,1,1,1,3,1,2018,900,13,2,,
1026135,1,1,1,1,1,2014,500,13,2,,80
1026135,2,1,1,5,1,1965,850,13,2,,
1026150,1,1,1,1,1,2012,2400,13,2,,80
1026150,2,1,1,1,1,2012,1800,13,2,,80
1026153,1,1,1,1,1,2015,1000,13,2,,80
1026158,1,1,1,3,1,1985,900,13,2,,
1026158,2,1,1,5,1,1990,600,13,2,,
1026158,3,1,1,5,1,1990,600,13,2,,
1026162,1,1,1,1,1,2007,2500,13,2,,75
1026162,2,1,1,2,1,2008,900,13,2,,
1026164,1,1,1,1,1,2009,2000,13,2,,80
1026164,2,1,1,1,1,2010,1200,13,2,,60
1026176,1,1,1,1,2,2009,520,13,2,,50
1026176,2,1,1,1,2,2015,700,13,2,,50
1026176,2,1,2,5,1,2020,250,13,2,,
1026200,1,1,1,1,1,2019,980,12,2,,50
1026204,1,1,1,1,1,2010,1400,13,2,,90
1026223,1,1,1,1,1,2011,1000,13,2,,80
1026231,1,1,1,1,1,2008,4300,13,2,,120
1026231,2,2,1,1,1,2004,4300,13,2,,120
1026240,1,1,1,1,1,1998,1600,13,2,,80
1026244,1,1,1,1,1,2019,800,13,2,,60
1026244,1,1,2,1,3,2019,400,12,2,,40
1026253,1,1,1,1,1,2010,1200,13,2,,80
1026258,1,1,1,1,1,2019,1670,13,2,,90
1026309,1,1,1,1,1,2015,690,13,2,,50
1026309,2,1,1,2,1,2020,390,13,2,,
1026314,1,1,1,1,1,2010,2135,13,2,,90
1026314,2,1,1,1,1,2008,1630,13,2,,90
1026340,1,1,1,1,1,2015,3900,13,2,,80
1026340,2,1,1,1,1,2017,1400,13,2,,80
1026341,1,2,1,1,1,2015,800,13,2,,70
1026345,2,1,1,3,1,2018,1000,13,2,,
1026345,4,1,1,5,1,1980,800,13,2,,
1026348,1,1,1,1,1,2013,3200,13,2,,50
1026350,1,1,1,1,1,2010,1800,13,2,,75
1026375,1,1,1,1,1,2012,1400,13,2,,75
1026401,1,1,1,1,1,2017,1250,13,2,,60
1026401,2,1,1,1,1,2009,422,13,2,,40
1026405,1,1,1,1,1,2016,1750,13,2,,80
1026443,1,1,1,1,1,2018,1300,13,2,,70
1026443,2,1,1,1,1,2018,1000,13,2,,60
1026454,1,1,1,3,1,2020,1200,13,2,,
1026459,1,1,1,1,1,2014,900,13,2,,80
1026459,1,1,2,3,1,2014,340,13,2,,
1026459,2,1,1,5,1,1985,430,13,2,,
1026487,1,1,1,1,1,2014,3000,13,2,,100
1026487,2,1,1,1,1,2018,1600,13,2,,80
1026493,1,1,1,1,1,2004,2300,13,2,,100
1026503,2,1,1,1,1,2015,950,13,2,,100
1026512,1,1,1,1,1,1992,1000,13,2,,80
1026516,2,1,1,1,1,2002,1200,13,2,,80
1026518,1,1,1,1,1,2012,1500,13,2,,80
1026551,1,1,1,2,1,2019,500,13,2,,
1026551,2,1,1,1,1,2015,600,13,2,,35
1026562,2,1,1,5,1,2012,500,13,2,,
1026565,1,1,1,1,1,2014,1900,13,2,,80
1026566,1,1,1,1,1,2006,1300,13,2,,80
1026566,2,1,1,5,1,2022,800,13,2,,
1026569,1,1,1,1,1,2020,1008,13,2,,70
1026574,1,1,1,1,1,2015,900,13,2,,90
1026574,2,1,1,1,1,2018,1200,13,2,,80
1026592,1,1,1,1,1,2021,1700,13,2,,90
1026592,2,1,1,1,1,2019,1500,13,2,,90
1026598,2,1,1,1,1,2021,1800,13,2,,85
1026609,1,2,1,1,1,2019,1800,13,2,,70
1026616,1,1,1,1,1,2013,1100,13,2,,80
1026618,1,1,1,1,1,2013,2100,13,2,,70
1026623,1,1,1,1,1,2019,1400,13,2,,80
1026637,1,1,1,1,1,1994,650,13,2,,80
1026655,1,1,1,1,1,2015,1700,13,2,,80
1026658,1,1,1,1,1,2021,1000,13,2,,80
1026665,1,1,1,1,1,2006,1800,13,2,,80
1026676,1,1,1,2,1,2020,700,13,2,,
1026687,1,1,1,1,1,2020,1400,13,2,,90
1026687,2,1,1,1,1,2014,1400,13,2,,85
1026693,1,1,1,1,1,2015,1900,13,2,,100
1026713,2,1,1,5,1,2016,1500,13,2,,
1026716,1,1,1,1,1,2013,1500,13,2,,100
1026716,2,1,1,1,1,2015,1600,13,2,,100
1026796,2,1,1,1,1,2015,1600,13,2,,80
1026813,1,1,1,1,1,2021,1350,13,2,,85
1026816,1,1,1,1,1,2015,2207,13,2,,100
1026834,3,1,1,5,1,2008,500,13,2,,
1026977,1,1,1,1,1,2011,1600,13,2,,70
1026979,1,1,1,5,1,2014,600,13,2,,
1027011,2,1,1,5,1,2000,600,13,2,,
1027093,2,2,1,1,1,2022,4300,12,2,,100
1027140,2,1,1,5,1,2017,500,13,2,,
1027217,2,2,1,5,1,2013,600,13,2,,
1027289,1,2,1,1,2,1990,5000,12,2,,50
1027563,2,1,1,1,1,2015,1400,13,2,,80
1027596,1,1,1,1,1,2019,1000,13,2,,100
1027596,2,1,1,1,1,2015,1200,13,2,,60
1027753,1,1,1,2,1,2010,500,13,2,,
1027837,1,1,1,1,1,1980,800,13,2,,80
1027882,1,1,1,2,1,2022,500,13,2,,
1027916,2,1,1,1,1,2003,600,13,2,,30
1027916,2,1,2,5,1,2019,500,13,2,,
1027999,1,1,1,3,1,2018,1000,13,2,,
1028039,1,1,1,3,1,2015,900,13,2,,
1028080,3,1,1,5,1,2016,522,12,2,,
1028097,2,1,1,3,1,2008,75,13,2,,
1028113,1,1,1,1,1,2006,1700,13,2,,80
1028113,1,1,2,3,1,2013,3000,13,2,,
1028146,2,1,1,1,1,2003,1400,13,2,,100
1028146,2,1,2,3,1,2020,980,13,2,,
1028162,2,1,1,1,1,2022,900,7,2,,60
1028248,1,1,1,1,1,2015,850,13,2,,80
1028248,1,1,2,5,1,1980,275,12,2,,
1028248,2,2,1,1,1,2011,430,13,2,,60
1028296,2,1,1,1,1,2002,1200,13,2,,90
1028324,1,1,1,3,1,1992,960,13,2,,
1028330,1,1,1,3,1,2021,900,13,2,,
1028383,1,1,1,2,1,1997,600,13,2,,
1028402,1,1,1,1,1,2001,1080,13,2,,60
1028402,1,1,2,3,1,2021,1200,13,2,,
1028491,2,1,1,1,1,2017,2500,13,2,,80
1028529,1,2,1,1,1,2021,1600,13,2,,80
1028529,2,2,1,1,1,2020,1800,13,2,,80
1028532,1,1,1,1,1,2013,1300,13,2,,70
1029560,1,1,1,1,1,2000,1200,13,2,,80
1029560,1,1,2,3,1,2020,500,13,2,,
1029575,2,2,1,1,1,1994,1800,13,2,,70
1029576,1,1,1,3,1,2015,500,13,2,,
1029579,1,1,1,3,1,2015,500,13,2,,
1029580,1,1,1,1,1,1990,1200,13,2,,80
1029580,2,1,1,1,1,1992,1200,13,2,,80
1029650,1,1,1,1,1,2018,2000,13,2,,85
1029751,1,1,1,1,1,2008,1300,13,2,,70
1029758,1,2,1,1,1,2021,530,14,2,,50
1029760,1,1,1,3,1,2008,900,13,2,,
1029772,1,1,1,2,1,2022,250,13,2,,
1029773,1,1,1,1,1,2007,800,13,2,,50
1029791,1,1,1,1,1,2012,1400,13,2,,70
1029792,1,1,1,3,1,2022,800,13,2,,
1029813,1,1,1,1,1,1997,1000,13,2,,80
1029823,1,1,1,3,1,2010,700,13,2,,
1029827,1,1,1,1,1,2000,1300,13,2,,80
1029830,1,1,1,1,1,2013,1200,13,2,,80
1029853,1,1,1,3,1,2015,800,13,2,,
1029854,1,1,1,1,1,2010,1200,13,2,,70
1029869,1,1,1,3,1,2003,510,13,2,,
1029879,1,1,1,3,1,2013,699,13,2,,
1029893,1,1,1,2,1,2014,470,13,2,,
1029913,1,1,1,3,1,2000,1300,13,2,,
1029914,1,1,1,1,1,2000,1800,13,2,,70
1029917,1,1,1,3,1,2011,500,13,2,,
1029933,1,1,1,3,1,2018,700,13,2,,
1029945,1,1,1,1,1,2001,1500,13,2,,80
1029945,2,1,1,5,1,2020,500,12,2,,
1029979,1,1,1,1,1,2012,1550,13,2,,100
1030000,1,1,1,1,1,1995,1700,13,2,,100
1030000,2,1,1,1,1,2005,1000,13,2,,80
1030015,1,1,1,1,1,2004,1800,13,2,,100
1030020,1,1,1,2,1,2014,514,13,2,,
1030020,2,2,1,2,1,2009,400,13,2,,
1030092,1,1,1,5,1,2020,294,13,2,,
1030124,1,1,1,1,1,2012,1200,13,2,,100
1030161,1,1,1,3,1,2014,1400,13,2,,
1030162,1,1,1,1,1,2007,230,13,2,,10
1030162,2,1,1,4,1,2000,350,13,2,,
1030166,1,1,1,3,1,2019,300,13,2,,
1030170,1,1,1,2,1,2020,698,13,2,,
1030184,1,1,1,2,1,2000,600,13,2,,
1030197,1,1,1,1,1,2003,1300,13,2,,90
1030199,1,1,1,1,1,2019,1900,13,2,,80
1030199,1,1,2,5,1,1973,920,13,2,,
1030199,2,2,1,5,1,2010,800,13,2,,
1030262,1,1,1,1,1,1985,897,13,2,,70
1030265,1,1,1,1,1,1995,1000,13,2,,70
1030266,1,1,1,2,1,2020,459,13,2,,
1030267,1,1,1,3,1,2016,560,13,2,,
1030276,1,1,1,1,1,2022,1200,8,2,,90
1030317,1,1,1,3,1,2021,1000,13,2,,
1030382,1,1,1,3,1,1985,600,13,2,,
1030414,1,1,1,3,1,2000,700,12,2,,
1030414,2,1,1,1,1,2021,1300,12,2,,80
1030433,1,1,1,2,2,2021,800,12,2,,
1030436,1,3,1,1,1,2000,1800,12,2,,80
1030436,3,3,1,1,1,2022,1500,12,2,,90
1030439,1,1,1,3,1,2011,560,12,2,,
1030473,1,1,1,3,1,2018,1200,12,2,,
1030492,1,1,1,5,1,2022,640,13,2,,
1030494,1,1,1,2,1,2000,600,12,2,,
1030503,1,1,1,1,1,2010,1500,12,2,,80
1030515,1,1,1,1,1,2003,1500,12,2,,40
1030529,1,1,1,3,1,2016,200,12,2,,
1030531,1,1,1,1,1,2014,1800,12,2,,75
1030539,1,1,1,1,1,1993,1500,12,2,,80
1030542,1,1,1,1,1,1990,1500,12,2,,70
1030563,1,1,1,1,1,1995,1500,12,2,,75
1030563,2,2,1,1,1,1997,1500,12,2,,70
1030573,1,2,1,3,1,2020,1500,12,2,,
1030583,1,2,1,1,1,2011,800,13,2,,40
1030593,1,1,1,1,1,1995,1470,13,2,,70
1030593,2,2,1,1,1,2021,1250,13,2,,80
1030597,1,1,1,1,1,2015,1500,12,2,,70
1030611,1,2,1,1,1,2010,1200,12,2,,70
1030614,1,1,1,3,1,2005,700,12,2,,
1030623,1,1,1,1,1,1973,1500,12,2,,70
1030626,1,1,1,1,1,2019,700,13,2,,70
1030626,3,1,1,5,1,2003,370,12,2,,
1030626,3,1,2,2,1,2004,500,12,2,,
1030631,1,1,1,1,1,1999,1800,12,2,,80
1030631,2,1,1,1,1,1998,1400,12,2,,80
1030633,2,1,1,1,1,2007,1550,13,2,,95
1030633,2,1,2,4,2,2021,500,13,1,6000,
1030634,1,1,1,1,1,2000,2100,13,2,,100
1030651,1,1,1,1,1,1997,2500,13,2,,100
1030651,2,1,1,1,1,2007,550,13,2,,30
1030660,1,1,1,1,1,2021,1900,12,2,,80
1030667,1,1,1,3,1,2017,1500,12,2,,
1030670,1,1,1,1,1,2010,2000,12,2,,90
1030670,2,1,1,1,1,2022,1800,12,2,,80
1030683,1,1,1,1,1,2010,1500,12,2,,80
1030683,2,2,1,1,1,2018,1500,12,2,,80
1030688,1,1,1,1,1,2010,2200,13,2,,100
1030689,1,1,1,1,1,2011,1900,12,2,,80
1030690,1,1,1,1,1,2014,1450,13,2,,50
1030700,1,1,1,1,1,2010,1980,13,2,,95
1030703,1,3,1,1,1,2016,1900,12,2,,80
1030703,4,3,1,5,1,2019,300,12,1,5000,
1030717,1,1,1,1,1,2018,1200,12,2,,60
1030717,2,1,1,1,1,2014,1300,12,2,,60
1030721,1,1,1,1,1,2020,1500,12,2,,80
1030728,1,1,1,1,1,2011,1670,13,2,,85
1030735,1,1,1,1,1,2021,1600,13,2,,60
1030735,2,2,1,1,1,2022,2100,7,2,,80
1030741,1,1,1,1,1,2017,1900,13,2,,70
1030756,1,1,1,1,1,2021,1460,13,2,,90
1030780,1,1,1,1,1,2007,1550,13,2,,70
1030780,2,2,1,1,1,2003,1450,13,2,,70
1030807,2,1,1,1,1,2013,1750,13,2,,80
1030830,1,2,1,1,1,2020,1200,13,2,,70
1030892,1,1,1,1,1,2015,3500,13,2,,95
1030892,1,1,2,1,2,2021,250,12,2,,5
1030902,1,2,1,1,1,2009,2500,12,2,,70
1030902,2,2,1,1,1,2008,2200,12,2,,80
1030972,1,1,1,5,1,1977,250,12,2,,
1030975,1,2,1,1,1,2019,500,13,2,,20
1030975,1,2,2,3,1,2020,200,13,2,,
1031122,2,1,1,5,1,2016,292,13,2,,
1031122,3,1,1,1,1,2000,1400,14,2,,90
1031122,3,1,2,5,1,2012,527,12,2,,
1031122,4,1,1,1,1,2006,1300,14,2,,90
1031122,4,1,2,5,1,2011,236,13,2,,
1031130,1,1,1,1,1,2018,1900,12,2,,80
1031156,1,1,1,1,1,2019,2500,12,2,,80
1031223,1,1,1,3,1,2003,600,12,2,,
1031245,1,1,1,1,1,2018,2200,12,2,,75
1031247,2,1,1,1,1,2014,950,13,2,,60
1031247,3,3,1,1,1,2010,560,13,2,,80
1031282,5,2,1,5,1,2021,300,9,2,,
1031315,1,1,1,1,1,2008,1500,12,2,,75
1031315,2,1,1,1,1,2014,1300,12,2,,75
1031364,1,1,1,5,1,2022,298,13,1,2400,
1031384,1,1,1,5,1,1998,1200,12,2,,
1031421,1,1,1,3,1,2007,500,13,2,,
1031477,1,1,1,5,1,2021,450,13,2,,
1031490,1,1,1,1,1,2006,1400,13,2,,80
1031579,1,1,1,3,1,2019,700,13,2,,
1031582,1,1,1,3,1,2005,600,13,2,,
1031587,1,1,1,1,1,2014,700,13,2,,80
1031590,1,1,1,1,1,2020,680,13,2,,50
1031591,1,1,1,1,1,2006,820,13,2,,60
1031594,1,1,1,1,1,2019,2500,13,2,,100
1031616,1,1,1,1,1,1972,1300,13,2,,100
1031616,2,1,1,1,1,1974,900,13,2,,100
1031616,3,1,1,5,1,1982,500,12,2,,
1031631,4,1,1,5,1,2018,275,12,2,,
1031638,1,1,1,1,1,2005,730,13,2,,80
1031638,2,1,1,1,1,2021,700,13,2,,70
1031683,1,1,1,1,1,2010,1400,13,2,,70
1031683,2,1,1,1,1,2017,1900,13,2,,95
1031686,1,1,1,1,1,2019,650,13,2,,100
1031695,1,1,1,3,1,2010,276,13,2,,
1031698,1,1,1,1,1,2019,900,13,2,,60
1031789,1,1,1,1,1,2015,900,13,2,,60
1031837,2,1,1,1,1,2017,920,13,2,,50
1031840,1,1,1,1,1,2015,1240,13,2,,90
1031840,2,1,1,1,1,2011,1240,13,2,,90
1031887,1,1,1,1,1,2013,1300,13,2,,90
1031890,1,1,1,1,1,2020,1300,13,2,,70
1031899,1,1,1,1,1,2004,1200,12,2,,80
1031938,2,1,1,1,1,2021,890,13,2,,40
1031981,2,1,1,1,1,2021,700,13,2,,50
1032028,1,1,1,1,1,2012,770,13,2,,40
1032091,1,1,1,1,1,2008,1200,13,2,,30
1032113,1,1,1,3,1,2005,700,13,2,,
1032115,1,1,1,1,1,2015,1300,12,2,,50
1032118,8,1,1,3,1,2007,650,13,2,,
1032124,2,1,1,1,1,2010,1060,13,2,,70
1032178,1,1,1,3,1,2007,750,12,2,,
1032179,1,1,1,1,1,2009,1900,13,2,,65
1032179,2,2,1,1,1,2021,1800,13,2,,100
1032192,1,1,1,5,1,2013,280,13,2,,
1032192,1,1,2,5,1,2019,500,13,2,,
1032195,1,1,1,1,1,2002,1100,13,2,,80
1032201,2,1,1,1,1,1998,1100,13,2,,80
1032210,1,1,1,5,1,2020,1080,13,2,,
1032211,1,1,1,3,1,2008,1000,12,2,,
1032216,2,1,1,1,1,2019,1800,13,2,,100
1032241,1,1,1,5,1,2015,303,13,2,,
1032241,2,1,1,5,1,2017,303,13,2,,
1032260,2,1,1,5,1,2019,1100,13,2,,
1032269,1,1,1,1,1,2000,800,12,2,,50
1032269,2,1,1,1,1,2000,800,12,2,,60
1032278,1,1,1,1,1,2009,650,13,2,,50
1032278,2,1,1,1,1,2007,400,13,2,,50
1032284,1,1,1,1,1,2020,2020,12,2,,10
1032313,1,1,1,1,1,2020,1150,13,2,,80
1032324,1,1,1,1,1,2013,800,14,2,,50
1032332,1,1,1,3,1,1990,900,1,2,,
1032361,1,1,1,1,1,2005,750,13,2,,40
1032362,1,1,1,1,1,1998,750,13,2,,50
1032363,1,4,1,1,1,2014,700,13,2,,50
1032365,1,1,1,1,1,2019,1100,13,2,,80
1032370,1,1,1,1,1,2007,530,14,2,,70
1032375,1,1,1,1,1,2000,1000,13,2,,60
1032376,1,1,1,3,1,2020,700,13,2,,
1032378,1,1,1,3,1,2008,600,13,2,,
1032385,1,1,1,1,1,2009,730,14,2,,60
1032385,2,2,1,1,1,2014,530,14,2,,80
1032387,1,1,1,3,1,2022,500,13,2,,
1032402,1,1,1,3,1,2000,900,13,2,,
1032405,1,1,1,1,1,2004,730,13,2,,50
1032406,1,1,1,1,1,2006,900,13,2,,80
1032408,1,1,1,1,1,2009,730,13,2,,50
1032410,1,2,1,1,1,1990,900,13,2,,80
1032410,2,2,1,1,1,2005,1100,12,2,,80
1032413,1,1,1,3,1,1981,700,14,2,,
1032417,1,2,1,5,1,2017,280,12,2,,
1032420,1,1,1,1,1,2001,530,13,2,,30
1032420,2,1,1,1,1,2006,480,13,2,,50
1032425,1,2,1,1,1,2005,700,13,2,,50
1032425,2,2,1,1,1,2012,700,13,2,,50
1032427,1,1,1,1,1,2013,780,13,2,,50
1032430,1,2,1,1,1,2018,850,13,2,,70
1032430,1,2,2,5,1,2020,280,12,2,,
1032432,1,1,1,1,1,2005,800,13,2,,70
1032434,1,1,1,1,1,1989,3000,13,2,,90
1032437,1,1,1,5,1,2009,560,12,2,,
1032447,1,2,1,1,1,2018,3500,13,2,,80
1032460,1,1,1,1,1,1996,2200,13,2,,80
1032523,2,2,1,1,1,2013,1800,13,2,,80
1032672,1,1,1,1,1,2004,1000,13,2,,80
1033023,1,1,1,1,1,2021,2600,13,1,7800,100
1033218,1,2,1,1,1,1996,1100,13,2,,80
1033218,2,2,1,1,1,2004,1100,13,2,,80
1033237,1,1,1,1,1,2010,1200,13,2,,70
1033237,2,1,1,1,1,2010,1200,13,2,,60
1033262,2,1,1,1,1,2019,780,12,2,,60
1033299,1,1,1,1,1,2007,1200,13,2,,60
1033347,1,1,1,3,1,2001,600,13,2,,
1033347,2,1,1,5,1,2002,290,13,2,,
1033347,3,1,1,5,1,2014,290,13,2,,
1033388,1,1,1,1,1,2014,960,13,2,,60
1033396,1,1,1,1,1,2020,1200,13,2,,80
1033412,1,1,1,5,1,1993,730,13,2,,
1033418,2,1,1,1,1,2019,1300,13,2,,80
1033428,1,1,1,1,1,2013,1824,13,2,,70
