NQUEST,NORD,INTPER,NATTIVITA,TIPOPEN,ENTEPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE
907648,2,1,1,1,1,2004,160,12,2,,20
907674,1,1,1,1,1,1997,2000,13,2,,80
907674,2,1,1,1,1,1996,550,13,2,,70
907776,1,1,1,1,1,2003,2500,13,2,,90
907985,1,1,1,1,1,1997,1123,13,2,,80
907985,2,1,1,1,1,1998,532,13,2,,50
908051,1,1,1,3,1,2010,800,12,2,,
908214,1,1,1,3,1,2016,1200,13,2,,
908384,1,1,1,1,1,2020,927,13,2,,30
908384,2,1,1,1,3,2020,150,12,2,,20
908691,1,1,1,1,1,2010,3000,13,2,,70
908691,2,1,1,1,1,2013,1500,13,2,,95
908691,3,1,1,1,1,1987,600,13,2,,80
908864,2,1,1,5,1,2018,468,13,2,,
909113,1,1,1,1,1,2000,975,12,2,,20
909244,1,2,1,1,1,2005,1950,13,2,,90
909250,1,1,1,1,1,2012,1800,13,2,,80
909390,2,1,1,5,1,2008,550,13,2,,
909390,3,1,1,5,1,2003,550,13,2,,
909399,1,1,1,1,1,2005,1200,13,2,,80
909399,2,1,1,1,1,2005,1200,13,2,,85
909493,1,1,1,1,1,2008,800,13,2,,80
909502,1,1,1,1,1,2013,1200,13,2,,80
909728,2,1,1,1,1,2003,920,13,2,,40
909732,1,1,1,1,1,2019,1855,13,2,,80
909737,1,1,1,1,1,2003,925,13,2,,85
909744,1,1,1,1,1,1996,2289,13,2,,80
909753,1,1,1,1,1,1996,1160,13,2,,55
909753,2,1,1,1,1,2005,1004,13,2,,80
909798,1,1,1,1,1,2001,1000,12,2,,70
909798,2,1,1,1,1,2006,900,12,2,,65
909800,1,1,1,1,1,1999,860,12,2,,40
909800,2,1,1,1,1,2002,700,12,2,,40
909997,1,1,1,3,1,2014,1300,13,2,,
909997,1,1,2,3,1,2014,400,13,2,,
910009,1,1,1,1,1,1995,1600,13,2,,90
910061,1,1,1,1,1,2010,1700,13,2,,90
910065,2,1,1,1,1,2021,13000,13,2,,60
910176,2,1,1,5,1,2002,380,13,2,,
910218,1,1,1,1,1,2002,1800,13,2,,60
910274,2,1,1,1,1,1996,2000,12,2,,80
910335,1,1,1,1,1,2020,1500,13,2,,80
910335,2,1,1,5,1,2010,1300,13,2,,
910480,2,2,1,1,1,2022,1190,13,2,,75
910483,1,1,1,1,1,1997,789,13,2,,65
910483,2,1,1,1,1,2008,1790,13,2,,85
910484,1,1,1,1,1,2012,1741,12,2,,80
910484,2,2,1,1,1,2009,1603,12,2,,80
910485,1,1,1,1,1,2007,1924,12,2,,90
910514,3,1,1,1,3,2005,845,12,2,,45
910514,4,4,1,1,3,2005,634,12,2,,40
910525,1,1,1,1,1,1983,1300,13,2,,80
910525,1,1,2,3,1,2011,300,13,2,,
910528,1,2,1,1,1,1985,1700,12,2,,80
910528,2,2,1,1,1,1988,1800,12,2,,70
910561,2,1,1,1,1,2020,1200,13,2,,70
910659,1,4,1,1,1,2019,1300,13,2,,20
910659,2,4,1,5,1,1989,700,13,2,,
910659,4,4,1,2,1,2018,308,13,2,,
910662,1,1,1,1,1,1995,1555,13,2,,95
910662,2,1,1,1,1,1988,750,13,2,,50
910672,1,1,1,1,1,2015,1100,12,2,,20
910672,2,1,1,1,1,2014,1100,12,2,,20
910675,1,1,1,1,1,2015,1700,13,2,,100
910675,2,1,1,5,3,2016,400,12,2,,
910685,1,3,1,1,1,2009,1000,12,2,,20
910703,1,1,1,1,1,2020,1350,12,2,,95
910714,1,1,1,1,1,2021,1800,13,2,,90
910839,2,1,1,3,1,2011,970,13,2,,
910842,1,1,1,1,1,2007,1900,13,2,,94
910860,1,1,1,1,1,2019,1800,13,2,,90
910882,1,1,1,1,1,1999,1700,13,2,,95
910882,2,1,1,1,1,1999,1650,13,2,,95
910933,1,1,1,5,1,2017,290,12,2,,
910937,1,1,1,1,1,2007,1410,13,2,,85
910937,2,1,1,1,1,2014,1300,13,2,,70
910983,1,1,1,1,1,1997,1790,13,2,,80
910984,1,1,1,1,1,2006,1100,13,2,,95
910994,1,2,1,1,1,2019,1200,13,2,,100
911061,1,1,1,1,1,2014,1770,13,2,,95
911071,1,1,1,1,1,1980,1100,13,2,,70
911083,1,1,1,1,1,2019,1460,13,2,,85
911115,1,1,1,1,1,2021,635,13,2,,50
911115,2,2,1,1,1,2020,635,13,2,,50
911116,1,1,1,1,1,2011,1040,13,2,,50
911117,1,1,1,1,1,1998,900,13,2,,50
911119,1,1,1,1,1,1991,1700,13,2,,80
911119,2,1,1,1,1,1991,560,14,2,,80
911158,1,1,1,1,1,2007,1250,13,1,200,80
911158,2,1,1,1,1,1997,1500,13,1,200,75
911164,1,1,1,1,1,2011,1800,13,2,,85
911168,1,1,1,1,1,2013,1100,13,2,,70
911168,1,1,2,3,1,2022,660,6,2,,
911188,1,1,1,1,1,1997,1280,13,1,200,95
911350,1,1,1,1,1,1996,1700,13,2,,90
911350,1,1,2,3,1,2000,250,13,2,,
911351,1,2,1,1,1,2012,3000,13,2,,100
911351,1,2,2,1,1,2010,400,13,2,,1
911351,2,2,1,1,1,2010,200,13,2,,25
911470,1,1,1,3,1,1998,500,13,2,,
911470,1,1,2,1,1,1990,550,12,2,,80
911509,1,1,1,1,1,1992,1200,13,2,,70
911531,1,1,1,1,1,2009,7000,13,2,,80
911531,2,1,1,1,1,2000,1600,13,2,,80
911563,1,1,1,1,1,2011,3000,13,2,,80
911563,2,2,1,1,1,2010,2800,13,2,,80
911579,1,1,1,1,1,2017,1400,13,2,,75
911580,1,1,1,1,1,2002,3300,13,2,,60
911638,1,1,1,1,1,2014,1750,13,2,,75
911638,2,1,1,1,1,2007,1650,13,2,,75
911689,1,1,1,1,1,2020,1700,13,2,,90
911922,1,1,1,1,1,2005,1500,13,2,,85
911922,2,1,1,1,1,2021,740,14,2,,80
911963,1,1,1,1,1,2012,1600,13,2,,90
912146,1,1,1,1,1,2020,1350,13,2,,75
912146,2,1,1,1,1,2022,950,13,2,,70
912147,1,1,1,1,1,2008,3850,13,2,,25
912147,2,1,1,1,1,1994,650,13,2,,50
912192,1,1,1,1,1,2020,1150,12,2,,70
912222,1,1,1,1,1,1965,600,13,2,,50
912222,1,1,2,3,1,2021,200,13,2,,
912227,1,1,1,1,1,1989,1100,13,2,,65
912227,1,1,2,3,1,2003,500,13,2,,
912262,1,1,1,1,1,2002,980,13,2,,65
912274,2,1,1,1,1,2011,1300,13,2,,75
912338,5,1,1,3,3,2001,150,12,2,,
912360,1,1,1,1,1,2012,1750,13,2,,90
912360,1,1,2,3,1,2016,450,13,2,,
912362,1,1,1,1,1,1992,1100,13,2,,80
912362,2,1,1,1,1,2000,520,13,2,,50
912362,2,1,2,5,1,2021,500,14,2,,
912372,1,1,1,1,1,2006,2600,13,2,,95
912372,2,1,1,1,1,2013,1750,13,2,,100
912398,1,1,1,1,1,2015,228,13,2,,15
912449,1,1,1,1,1,2010,1300,13,2,,98
912451,1,1,1,1,1,2006,2225,13,2,,76
912451,2,2,1,1,1,2015,1800,13,2,,80
912456,1,1,1,1,1,1996,1100,13,2,,85
912552,1,1,1,1,1,2000,2130,13,2,,98
912552,2,1,1,1,1,2007,110,13,2,,15
912591,1,1,1,1,1,2004,1580,13,2,,80
912591,2,1,1,1,1,2009,1715,13,2,,90
912597,1,1,1,1,1,2006,980,13,2,,40
912597,2,2,1,1,1,2002,1600,13,2,,90
912634,2,2,1,1,1,2020,1200,13,2,,100
912635,1,1,1,3,1,2010,1950,13,2,,
912664,1,1,1,1,1,2015,2200,13,2,,80
912716,1,1,1,1,1,2004,2050,13,2,,70
912716,2,1,1,1,1,2001,1300,13,2,,70
912721,1,1,1,1,1,2004,1650,13,2,,100
912721,2,2,1,1,1,2008,1300,13,2,,100
912768,1,1,1,3,1,2020,800,13,2,,
912821,1,1,1,1,1,2017,1300,13,2,,100
912891,1,1,1,1,1,2001,1990,13,2,,80
912891,2,1,1,1,1,1988,1185,13,2,,80
913080,1,1,1,1,1,2012,1400,13,2,,95
913203,1,1,1,1,1,2016,1300,13,2,,100
913207,1,1,1,1,1,2001,1400,13,2,,100
913236,1,1,1,1,1,2012,1608,13,2,,75
913470,1,1,1,1,1,1998,1320,13,2,,75
913471,1,2,1,1,1,2001,1000,13,2,,60
913471,2,2,1,1,1,2006,598,13,2,,50
913472,1,1,1,1,1,2011,1250,13,2,,65
913472,2,1,1,1,1,2015,500,12,2,,40
913474,1,1,1,1,1,2017,1500,13,2,,80
913487,1,1,1,1,1,2018,1600,12,2,,70
913564,1,1,1,1,1,1998,1540,13,2,,80
913564,1,1,2,3,1,2015,360,13,2,,
913613,1,1,1,1,1,1994,1060,12,2,,9
913613,2,2,1,1,1,2013,480,12,1,9250,30
913646,1,1,1,3,1,2016,1300,13,2,,
913651,1,2,1,1,1,2011,1600,13,2,,70
913658,1,2,1,3,1,2008,2000,13,2,,
913660,1,1,1,1,1,2015,1350,13,2,,60
913662,1,1,1,1,1,2020,1400,13,2,,70
913662,2,1,1,1,1,2014,1300,13,2,,60
913668,1,2,1,1,1,2021,1400,13,2,,70
913668,2,2,1,1,1,2022,1300,8,2,,90
913681,1,1,1,3,1,1995,1200,13,2,,
913701,1,1,1,1,1,1998,1600,13,2,,75
913701,2,1,1,1,1,2000,980,13,2,,70
913754,1,1,1,1,1,2008,2900,13,2,,20
913784,1,1,1,1,1,1999,730,13,2,,60
913784,2,1,1,2,1,2001,600,13,2,,
913788,1,1,1,1,1,1992,2100,13,2,,80
913788,2,1,1,1,1,2020,900,13,2,,70
913826,1,1,1,1,1,2015,1800,13,2,,80
913830,1,1,1,3,1,2016,1050,13,2,,
913874,1,1,1,1,1,1998,980,13,2,,70
913876,1,1,1,1,1,2005,1100,13,2,,70
913876,2,2,1,1,1,2010,700,13,2,,70
913912,1,1,1,1,1,2013,1800,13,2,,90
913912,2,2,1,1,1,2021,1500,13,2,,80
913925,1,1,1,3,1,2002,790,13,2,,
913926,1,1,1,1,1,2021,860,13,2,,50
913934,1,1,1,1,1,2022,1600,6,2,,70
913961,1,1,1,1,1,2001,1410,13,2,,75
913962,1,1,1,3,1,1976,660,13,2,,
913965,1,1,1,1,1,2018,980,13,2,,70
914003,1,1,1,1,1,2013,1250,13,2,,100
914006,1,1,1,1,1,1997,1320,13,2,,70
914006,1,1,2,3,1,2009,360,13,2,,
914011,1,1,1,1,1,2007,910,13,2,,110
914011,2,1,1,1,1,1995,1500,13,2,,90
914047,1,1,1,1,1,2016,2200,13,2,,70
914047,2,2,1,1,1,1992,900,13,2,,65
914051,1,1,1,1,1,2002,1400,13,2,,80
914051,2,2,1,1,1,2011,1000,13,2,,80
914055,1,1,1,1,1,1995,1150,13,2,,70
914055,2,2,1,1,1,2018,1250,13,2,,75
914059,1,1,1,1,1,1992,1000,13,2,,60
914060,1,1,1,1,1,2004,1200,13,2,,70
914113,1,1,1,3,1,2008,2400,13,2,,
914149,1,1,1,1,1,2022,1400,9,2,,85
914187,1,1,1,1,1,2015,4000,13,2,,80
914187,2,1,1,1,1,1984,800,13,2,,80
914280,1,1,1,1,1,1991,1000,13,2,,70
914286,1,1,1,1,1,2011,1500,13,2,,90
914454,1,1,1,1,1,2008,1200,13,2,,90
914454,2,1,1,5,1,1980,540,13,2,,
914454,2,1,2,3,1,2017,340,13,2,,
914456,1,1,1,1,1,2012,3000,13,2,,100
914460,1,1,1,1,1,2009,1470,13,2,,100
914460,1,1,2,3,1,2003,220,13,2,,
914508,1,1,1,1,1,2019,1496,13,2,,80
914508,2,1,1,1,1,2019,1000,13,2,,90
914525,1,2,1,1,1,2018,1200,13,2,,80
914547,1,1,1,1,1,2010,4500,13,2,,90
914602,1,1,1,1,1,2010,1250,13,2,,80
914633,1,1,1,1,1,2022,1650,4,2,,75
914635,1,1,1,1,1,2015,1500,13,2,,100
914637,1,1,1,1,1,1990,1150,12,2,,30
914637,2,2,1,1,1,2002,1000,12,2,,100
914640,1,1,1,1,1,1994,1000,13,2,,80
914657,1,1,1,5,1,2020,650,12,2,,
914722,1,1,1,1,1,2009,720,14,2,,70
914733,1,1,1,1,1,1991,1080,13,2,,100
914733,2,1,1,1,1,2007,1078,13,2,,100
914801,1,2,1,1,1,2022,1350,13,2,,85
914801,2,2,1,1,1,2022,1150,13,2,,110
914934,1,1,1,1,1,2006,5000,13,2,,80
914956,1,1,1,1,1,1998,2200,13,2,,80
914962,1,1,1,1,1,1994,1000,13,2,,70
914962,1,1,2,5,1,2022,500,13,2,,
914962,2,1,1,1,1,2013,700,13,2,,80
914966,1,1,1,1,1,2019,1800,13,2,,95
914966,2,2,1,1,1,2018,1600,13,2,,100
915002,1,1,1,1,1,1995,990,13,2,,80
915002,2,1,1,1,1,2000,550,14,2,,70
915008,2,1,1,1,1,2008,1300,13,2,,70
915008,3,1,1,1,1,2010,1400,13,2,,80
915010,1,1,1,1,1,2003,1240,13,2,,75
915010,2,1,1,1,1,2021,1300,13,2,,80
915011,1,1,1,3,1,1990,500,13,2,,
915047,1,1,1,1,1,1999,1500,13,2,,90
915051,1,1,1,1,1,1997,1800,13,2,,90
915051,2,1,1,1,1,1992,900,13,2,,60
915053,2,1,1,1,1,2010,1200,13,2,,90
915091,1,1,1,1,1,2003,1100,13,2,,90
915091,2,1,1,1,1,2016,1000,13,2,,90
915096,1,1,1,1,1,2009,800,13,2,,60
915104,1,2,1,3,1,2000,670,13,2,,
915104,2,2,1,1,1,2021,1330,13,2,,85
915113,2,1,1,1,1,2018,1750,13,2,,90
915113,2,1,2,3,1,2017,480,13,2,,
915161,1,1,1,1,1,2010,1600,13,2,,85
915234,2,1,1,1,1,2005,900,13,2,,40
915243,2,1,1,1,1,2010,900,13,2,,50
915243,6,1,1,3,1,1990,400,13,2,,
915243,6,1,2,5,1,2020,550,12,2,,
915318,1,1,1,1,1,2000,1508,13,2,,80
915318,1,1,2,3,1,2016,150,13,2,,
915336,1,1,1,1,1,1985,400,13,2,,100
915336,1,1,2,3,1,2022,200,13,2,,
915372,1,1,1,1,1,2016,2700,13,2,,100
915372,2,1,1,1,1,2022,1300,6,2,,100
915413,1,1,1,1,1,2014,1000,13,2,,30
915413,2,1,1,1,1,2020,1700,13,2,,80
915421,1,1,1,1,1,1996,1200,13,1,150,80
915455,1,1,1,1,1,1994,1700,13,2,,130
915455,1,1,2,1,1,1994,1700,13,2,,150
915470,1,1,1,3,1,2018,1000,13,2,,
915506,1,1,1,1,1,2002,550,13,2,,70
915506,2,2,1,1,1,2009,550,13,2,,55
915507,1,1,1,1,1,2002,1250,13,2,,80
915632,1,1,1,1,1,1985,1400,13,2,,70
915646,1,1,1,3,1,2021,1500,13,2,,
915678,1,1,1,1,1,1986,1300,13,2,,80
915705,1,1,1,1,1,2015,1000,13,2,,80
915705,2,1,1,1,1,2022,1200,13,2,,80
915707,1,1,1,3,1,2014,800,13,2,,
915728,1,2,1,1,1,2008,1400,13,2,,60
915728,2,2,1,1,1,2008,1200,13,2,,70
915767,1,1,1,1,1,1981,500,12,2,,60
915767,2,1,1,1,1,2010,1200,12,2,,80
915768,1,1,1,1,1,2014,1350,13,2,,80
915774,1,1,1,1,1,2016,1400,13,2,,70
915784,1,1,1,1,1,2021,1500,12,2,,80
915789,1,1,1,1,1,2016,1300,13,2,,70
915789,2,1,1,1,1,2007,650,13,2,,60
915819,1,1,1,1,1,2018,1300,13,2,,70
915860,1,1,1,3,1,2013,260,13,2,,
915902,1,1,1,1,1,2009,1100,13,2,,100
915902,2,1,1,1,1,2005,1300,13,2,,90
915943,2,1,1,1,1,2014,1300,13,2,,100
916044,1,1,1,1,1,1999,1400,13,2,,70
916044,2,1,1,1,1,2002,900,13,2,,70
916052,1,1,1,1,1,2022,1150,12,2,,70
916052,2,1,1,1,1,2022,1000,12,2,,65
916275,1,1,1,1,1,1993,1200,14,2,,70
916275,2,1,1,1,1,1998,1050,14,2,,70
916373,1,1,1,1,1,1995,2400,13,2,,94
916612,1,1,1,1,1,2011,1400,13,2,,75
916612,1,1,2,3,1,2004,800,13,2,,
916613,1,1,1,1,1,2011,1100,13,2,,75
916613,2,2,1,1,1,2018,1200,13,2,,85
916626,1,2,1,1,1,2014,1100,13,2,,70
916626,2,1,1,1,1,2008,800,13,2,,55
916634,1,1,1,1,1,2006,1200,13,2,,85
916634,1,1,2,3,1,2010,400,13,2,,
916658,1,1,1,1,1,2000,1370,13,2,,50
916658,1,1,2,3,1,2001,100,13,2,,
916805,1,1,1,1,1,2009,1700,13,2,,70
916805,2,2,1,1,1,2010,740,14,2,,50
916809,1,1,1,1,1,2021,570,13,2,,50
916809,1,1,2,3,1,2015,700,13,2,,
916843,1,1,1,1,1,2014,3000,13,2,,70
916843,1,1,2,1,2,2014,200,13,2,,5
916843,2,2,1,1,1,1993,850,13,2,,50
916860,1,1,1,1,1,2013,700,13,2,,50
916876,1,1,1,1,1,2010,1500,13,2,,50
916876,2,2,1,1,1,2009,1600,13,2,,70
916950,1,1,1,1,1,2009,2000,13,2,,80
916950,2,2,1,1,1,2020,1223,13,2,,70
916980,1,2,1,1,1,1989,1300,13,2,,70
916980,2,2,1,1,1,2002,530,13,2,,60
917021,1,1,1,1,1,1993,3200,13,2,,90
917021,2,1,1,1,1,1997,1100,13,2,,85
917025,3,1,1,5,1,1975,1000,13,2,,
917038,1,1,1,1,1,2013,2500,13,2,,90
917038,2,2,1,5,1,2002,1700,13,2,,
917039,1,2,1,1,1,2008,1300,13,2,,90
917039,2,2,1,1,1,2014,2200,13,2,,90
917040,1,1,1,1,1,2022,2200,13,2,,95
917165,1,1,1,1,1,1996,800,13,2,,80
917165,1,1,2,5,1,1989,200,12,2,,
917201,2,1,1,3,1,1988,1000,13,2,,
917205,1,1,1,1,1,1997,1000,13,2,,60
917216,1,1,1,1,1,2011,570,13,2,,50
917216,2,1,1,1,1,2010,1200,13,2,,70
917218,1,1,1,1,1,2008,1900,13,2,,90
917221,1,1,1,1,1,2019,1580,13,2,,80
917225,3,2,1,2,1,2020,1000,12,2,,
917227,2,1,1,1,1,1995,1100,13,2,,70
917247,1,1,1,1,1,2005,1200,13,2,,80
917247,2,1,1,1,1,2001,1200,13,2,,85
917248,1,1,1,1,1,2018,1200,13,2,,40
917248,1,1,2,5,1,2018,1200,13,2,,
917248,3,3,1,1,1,2000,560,13,2,,80
917248,3,3,2,3,1,2004,150,13,2,,
917252,2,2,1,1,1,2019,1200,12,2,,80
917253,1,1,1,1,1,2007,1200,13,2,,85
917253,2,2,1,1,1,2011,560,13,2,,80
917254,1,1,1,1,1,2012,1400,13,2,,60
917254,2,1,1,1,1,2017,1400,13,2,,90
917295,1,1,1,1,1,2022,950,9,2,,80
917295,2,2,1,1,1,2020,1150,13,2,,80
917296,1,1,1,3,1,1999,1150,13,2,,
917297,1,1,1,1,1,2013,1600,13,2,,80
917297,2,2,1,1,1,2015,1450,13,2,,80
917298,1,1,1,1,1,2013,1450,13,2,,80
917298,2,2,1,1,1,2002,1350,13,2,,80
917308,1,1,1,1,1,2010,1200,13,2,,80
917308,2,2,1,1,1,2005,1250,13,2,,80
917381,1,1,1,3,1,2001,1350,13,2,,
917389,1,1,1,3,1,1998,1200,13,2,,
917392,1,1,1,1,1,2015,1300,13,2,,80
917392,2,1,1,1,1,1992,800,13,2,,80
917392,2,1,2,3,1,2003,300,13,2,,
917396,1,1,1,1,1,2000,1100,13,2,,80
917396,1,1,2,3,1,2007,300,13,2,,
917529,1,1,1,1,1,2017,4600,13,2,,75
917529,2,2,1,1,1,2016,1485,13,2,,80
917569,1,1,1,1,1,1995,1570,13,2,,80
917569,2,1,1,1,1,2005,1800,13,2,,100
917577,1,1,1,1,1,2017,1190,13,2,,80
917577,2,1,1,1,1,1992,560,13,2,,50
917661,1,1,1,3,1,1995,900,12,2,,
917663,1,1,1,3,1,2016,420,12,2,,
917702,1,2,1,1,1,2012,1500,12,2,,80
917702,2,2,1,5,2,2019,300,12,2,,
917765,1,1,1,1,1,2017,630,12,2,,98
917794,2,1,1,3,1,1998,1400,13,2,,
917804,1,1,1,1,1,2018,1300,13,2,,40
917804,2,1,1,1,1,1995,500,13,2,,30
917844,1,1,1,1,1,2004,850,13,2,,40
917844,2,1,1,5,1,2014,280,13,2,,
917876,3,1,1,1,1,2018,900,13,2,,60
917916,2,2,1,1,1,2016,1100,13,2,,80
917926,1,1,1,1,1,2007,2900,13,2,,85
917942,1,1,1,1,1,2022,1800,12,2,,35
918014,1,1,1,1,1,2002,1500,13,2,,50
918015,1,1,1,1,1,1992,684,13,2,,80
918059,1,1,1,1,1,2010,790,13,2,,60
918071,1,1,1,1,1,2002,1200,13,2,,90
918072,1,1,1,1,1,2009,1900,13,2,,100
918072,2,1,1,1,1,2002,1500,13,2,,100
918084,1,1,1,3,1,1990,500,13,2,,
918105,2,1,1,1,1,2000,1800,13,2,,70
918158,1,1,1,1,1,2002,1600,13,2,,80
918249,1,1,1,1,1,2021,1380,13,2,,100
918251,1,1,1,1,1,1996,1280,13,2,,80
918287,1,1,1,1,1,1997,1600,13,2,,75
918287,2,2,1,1,1,2005,1000,13,2,,60
918337,1,1,1,2,1,2011,650,13,2,,
918360,1,1,1,1,1,2018,1500,12,1,950,90
918360,2,1,1,5,1,2017,240,12,2,,
918360,2,1,2,3,1,2002,630,12,2,,
918381,1,1,1,1,1,2016,1700,13,2,,70
918381,1,1,2,3,1,2020,650,13,2,,
918386,1,1,1,3,1,2007,1000,13,2,,
918410,1,1,1,1,1,2004,2000,13,2,,60
918410,2,1,1,1,1,2011,1900,13,2,,90
918449,1,1,1,1,1,2022,1300,5,2,,80
918449,2,1,1,1,1,2012,1400,13,2,,80
918626,1,1,1,1,1,2000,1600,13,2,,80
918626,1,1,2,3,1,2020,380,13,2,,
918633,1,1,1,1,1,2005,500,13,2,,75
918633,2,1,1,1,1,2008,1050,13,2,,85
918648,1,1,1,1,1,2010,2000,12,1,1740,80
918648,2,1,1,1,1,2020,1600,12,1,1400,80
918674,2,1,1,1,1,2010,1600,13,1,1200,70
918675,2,1,1,1,1,2006,1760,13,2,,80
918679,1,1,1,1,1,2004,1200,13,2,,65
918679,2,1,1,1,1,2001,1360,13,2,,75
918680,1,1,1,1,1,2006,1100,13,2,,90
918680,1,1,2,3,1,2015,400,12,2,,
918684,1,1,1,1,1,2015,1400,13,2,,85
918684,2,2,1,1,1,2007,1600,13,2,,70
918729,1,1,1,1,1,1998,567,13,2,,60
918729,2,1,1,1,1,1998,567,13,2,,50
918769,1,2,1,1,1,2002,800,13,2,,60
918769,1,2,2,1,3,2002,114,12,2,,20
918769,2,1,1,1,1,1997,1000,13,2,,80
918774,1,1,1,1,1,2003,500,13,2,,50
918774,1,1,2,3,1,2021,700,12,2,,
918860,1,1,1,1,1,1996,1800,13,2,,80
918860,2,2,1,1,1,1999,1200,13,2,,70
918910,1,1,1,1,1,2019,900,13,2,,50
918939,1,1,1,1,1,2013,750,13,2,,70
918939,2,1,1,1,1,2011,450,12,2,,50
918964,1,2,1,1,1,2009,2000,13,2,,80
918964,2,2,1,1,1,2021,1700,13,2,,80
918973,1,1,1,1,1,2020,1300,13,2,,80
918997,1,1,1,1,1,1992,1150,13,1,250,75
918997,2,1,1,1,1,2005,1100,13,1,250,80
919033,1,1,1,1,1,1994,1000,13,2,,90
919033,1,1,2,3,1,2007,350,12,2,,
919039,3,1,1,1,1,2000,1050,13,2,,75
919039,4,1,1,1,1,1995,1100,13,2,,75
919046,1,1,1,1,1,1996,850,13,2,,70
919046,2,1,1,1,1,2010,1800,13,2,,85
919082,1,1,1,1,1,2018,1700,13,2,,95
919097,1,1,1,1,1,1994,1200,13,2,,100
919134,1,1,1,1,1,1998,735,13,2,,50
919170,1,1,1,1,1,2001,3000,13,2,,100
919256,1,1,1,3,1,2004,620,13,2,,
919286,1,1,1,5,1,2010,280,13,2,,
919303,1,1,1,1,1,2000,1060,13,2,,70
919303,1,1,2,3,1,2013,420,12,2,,
919311,1,1,1,1,1,2005,1750,13,2,,90
919311,1,1,2,1,2,2005,200,12,2,,10
919311,2,2,1,1,1,2008,1750,13,2,,100
919324,1,1,1,3,1,2017,780,13,2,,
919347,1,1,1,1,1,1990,1200,13,2,,70
919349,1,1,1,1,1,2003,1200,13,2,,80
919349,2,1,1,1,1,2007,700,13,2,,20
919352,1,1,1,1,1,2021,3400,13,2,,95
919354,2,2,1,1,1,2016,1600,13,2,,30
919394,1,1,1,1,1,2010,1500,13,2,,50
919394,2,1,1,1,1,2011,1600,13,2,,85
919494,2,1,1,1,1,2015,1200,13,2,,60
919494,2,1,2,5,1,2020,400,13,2,,
919529,1,1,1,1,1,1999,1400,13,2,,90
919536,1,1,1,1,1,2009,1100,13,2,,80
919536,2,1,1,1,1,2010,1100,13,2,,80
919574,1,1,1,1,1,1997,1440,13,2,,90
919585,1,1,1,1,1,2003,600,13,2,,80
919665,1,1,1,1,1,2003,1500,13,2,,100
919665,1,1,2,3,1,2020,700,13,2,,
919668,1,1,1,1,1,2010,2100,13,2,,80
919668,1,1,2,3,1,2015,500,13,2,,
919673,1,1,1,1,1,2012,1670,13,2,,80
919685,1,1,1,1,1,2019,870,12,2,,75
919706,1,1,1,1,1,2005,730,14,2,,100
919717,1,1,1,1,1,2000,1780,13,2,,100
919717,2,2,1,1,1,2018,700,13,2,,50
919727,1,2,1,1,1,2021,1100,13,2,,100
919727,3,2,1,1,1,1986,780,13,2,,100
919759,1,1,1,1,1,2015,1680,13,2,,80
919771,1,1,1,1,1,2006,920,13,2,,70
919771,2,1,1,1,1,2009,3400,13,2,,88
919799,1,1,1,3,1,1987,500,13,2,,
919923,2,1,1,5,1,2021,652,13,2,,
919937,1,1,1,3,1,2000,650,13,2,,
919945,1,1,1,1,1,2019,1500,13,2,,80
919947,1,1,1,1,1,2006,2000,12,2,,50
919947,2,1,1,1,1,2005,1000,12,2,,80
919956,1,1,1,3,1,2002,800,13,2,,
919970,1,1,1,1,1,2018,1300,13,2,,80
919979,1,1,1,1,1,2016,2800,13,2,,100
919979,2,1,1,1,1,2010,1100,13,2,,60
919985,1,1,1,2,1,2022,480,13,2,,
919985,2,2,1,2,1,2018,700,13,2,,
920022,1,1,1,3,1,2016,800,13,2,,
920027,1,1,1,5,1,2010,840,13,2,,
920032,1,1,1,1,1,2003,1000,13,2,,80
920032,1,1,2,3,1,2002,350,13,2,,
920185,1,1,1,1,1,2002,3000,13,2,,85
920202,1,1,1,1,1,2014,520,13,2,,50
920202,2,2,1,1,1,2020,1400,13,2,,100
920202,3,2,1,5,1,1998,1100,12,2,,
920226,1,1,1,1,1,2019,1400,13,2,,90
920341,1,1,1,1,1,1995,1000,13,2,,50
920341,2,1,1,1,1,2000,1500,13,2,,60
920344,2,1,1,1,1,1989,350,13,2,,50
920344,2,1,2,5,1,1995,1050,13,2,,
920344,3,1,1,5,1,2000,1100,13,2,,
920344,4,1,1,5,1,2000,1100,13,2,,
920368,1,1,1,1,1,2006,6500,13,2,,40
920438,1,1,1,1,1,2005,1970,13,2,,20
920458,1,1,1,1,1,2008,1400,13,2,,85
920475,1,1,1,1,1,2005,1700,13,2,,70
920490,1,1,1,1,1,2010,1270,13,2,,70
920510,1,1,1,1,1,2006,1200,13,2,,60
920510,1,1,2,5,1,2010,250,12,2,,
920788,1,1,1,3,1,2008,960,13,2,,
920815,1,1,1,1,1,2013,800,13,2,,60
920815,1,1,2,3,1,2013,284,13,2,,
920866,1,1,1,1,1,2007,600,13,2,,50
920866,2,2,1,1,1,2004,1200,13,2,,60
920911,2,2,1,2,1,2010,620,13,2,,
920916,1,1,1,1,1,2021,1300,13,2,,70
921001,1,1,1,1,1,1994,700,13,2,,50
921001,2,2,1,1,1,2011,500,13,2,,30
921008,1,1,1,1,1,2010,1500,13,2,,90
