NQUEST,CTIT,NCTIT,ICTIT,BANCHE,SCOPER,UTSCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,CARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,PAYLAT,PAYLATCOME1,PAYLATCOME2,PAYLATCOME3,PAYLATCOME4,INTERNET,TWEET,DEPOSIT,NDEPOSIT
1002388,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,1
1002392,2,,,4,1,1,10000,10000,,1,1,2,,,1,2,1500,1,3,3,2,,,,,1,2,1,6
1002417,2,,,2,2,,,,,1,1,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,2
1002442,2,,,2,1,2,,,,1,2,1,,,1,2,200,1,3,3,2,,,,,1,2,1,3
1002475,2,,,2,2,,,,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,2
1002484,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
1002497,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,1
1002520,2,,,2,2,,,,,2,,,,,1,2,2000,2,,,2,,,,,2,,1,2
1002522,2,,,1,2,,,,,1,1,2,,,1,2,200,2,,,2,,,,,2,,1,1
1002529,2,,,1,2,,,,,1,1,1,,,1,1,100,2,,,2,,,,,1,2,1,1
1002547,2,,,1,1,2,,,,1,1,2,,,2,1,1000,1,3,3,2,,,,,1,2,1,2
1002554,2,,,2,2,,,,,1,1,3,1000,,1,1,200,2,,,2,,,,,1,2,1,6
1002557,2,,,1,2,,,,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,1
1002559,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,2
1002565,2,,,3,1,2,,,,1,4,2,,,1,1,400,1,3,3,2,,,,,1,2,1,4
1002575,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
1002577,2,,,2,2,,,,,2,,,,,1,1,500,2,,,2,,,,,1,2,1,2
1002580,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,2
1002582,2,,,1,2,,,,,2,,,,,1,2,50,2,,,2,,,,,2,,1,1
1002617,1,2,2,1,2,,,,,1,1,2,,,1,2,1500,1,2,3,2,,,,,1,2,1,2
1002621,2,,,1,1,2,,,,1,1,2,,,1,2,200,2,,,2,,,,,2,,1,1
1002623,2,,,1,2,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,5
1002653,2,,,2,2,,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,3
1002659,2,,,3,2,,,,,1,2,2,,,1,2,1000,2,,,2,,,,,2,,1,4
1002705,2,,,2,1,2,,,,2,,,,,1,2,900,1,3,3,2,,,,,1,2,1,2
1002708,1,1,2,2,2,,,,,1,1,2,,,1,2,1500,1,2,3,2,,,,,1,1,1,2
1002728,2,,,1,1,2,,,,1,1,2,,,1,2,1000,2,,,2,,,,,1,2,1,1
1002735,1,2,2,1,1,2,,,,1,3,2,,,1,1,300,1,2,3,2,,,,,1,1,1,4
1002759,2,,,1,1,2,,,,2,,,,,1,1,200,1,3,3,2,,,,,1,2,1,2
1002760,2,,,2,2,,,,,2,,,,,1,2,1000,1,3,3,2,,,,,1,2,1,3
1002767,2,,,1,3,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
1002782,2,,,1,1,2,,,,1,2,2,,,1,1,3000,1,3,3,2,,,,,1,2,1,1
1002783,2,,,2,1,2,,,,1,2,2,,,1,2,200,2,,,2,,,,,1,2,1,2
1002785,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
1002813,2,,,1,1,1,1000,0,,1,3,2,,,1,2,500,1,3,3,2,,,,,1,2,1,4
1002815,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
1002831,1,4,4,3,1,2,,,,1,4,1,,,1,1,1100,1,2,3,2,,,,,1,2,1,6
1002842,2,,,1,2,,,,,2,,,,,1,1,800,2,,,2,,,,,1,2,1,1
1002849,1,1,1,2,2,,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,2
1002863,2,,,1,2,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,1
1002902,2,,,1,3,,,,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,1
1002929,2,,,2,2,,,,,1,2,2,,,1,2,800,1,3,3,2,,,,,1,2,1,3
1002938,,,,1,,,,,,2,,,,,2,2,500,2,,,2,,,,,2,,1,1
1002950,1,2,2,2,3,,,,,1,2,2,,,1,2,500,1,2,3,2,,,,,1,1,1,6
1002954,1,4,2,1,1,1,4000,7000,,1,1,2,,,1,1,250,1,2,3,2,,,,,1,2,1,4
1002966,2,,,1,2,,,,,2,,,,,1,2,900,2,,,2,,,,,1,2,1,1
1002988,2,,,3,1,1,1000,,1,1,2,2,,,1,1,200,1,3,3,1,2,1,2,2,1,2,1,5
1003022,1,1,2,5,1,2,,,,1,3,2,,,1,1,500,1,3,3,2,,,,,1,2,1,5
1003033,2,,,2,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,2
1003040,2,,,2,2,,,,,1,1,3,,1,1,1,900,2,,,2,,,,,2,,1,2
1003042,2,,,2,1,2,,,,1,1,1,,,1,2,400,2,,,2,,,,,1,2,1,2
1003050,2,,,1,2,,,,,1,1,3,,1,2,2,200,2,,,2,,,,,1,2,1,2
1003053,2,,,1,2,,,,,2,,,,,2,2,500,1,3,3,2,,,,,2,,1,1
1003056,2,,,1,2,,,,,1,2,3,,1,1,2,600,1,3,3,2,,,,,1,2,1,2
1003060,1,1,1,2,1,2,,,,1,1,2,,,1,1,1700,1,3,3,2,,,,,1,2,1,4
1003074,2,,,2,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,1,2,1,2
1003080,,,,,,,,,,2,,,,,2,2,100,2,,,2,,,,,2,,2,0
1003098,2,,,1,1,2,,,,1,2,2,,,1,2,400,1,3,3,2,,,,,1,2,1,2
1003100,2,,,1,2,,,,,2,,,,,2,2,200,2,,,2,,,,,2,,1,1
1003102,1,1,1,1,1,2,,,,1,2,2,,,1,2,600,1,3,3,2,,,,,1,2,1,2
1003145,2,,,1,2,,,,,1,1,2,,,2,2,600,2,,,2,,,,,1,2,1,1
1003164,1,2,2,2,1,1,300,0,,1,1,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,3
1003165,2,,,2,2,,,,,1,1,1,,,1,2,500,2,,,2,,,,,2,,1,2
1003172,2,,,1,1,2,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1003184,2,,,2,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,2
1003205,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
1003264,1,1,2,2,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,2
1003289,2,,,1,2,,,,,1,3,3,2000,,1,1,100,1,3,3,1,2,1,2,2,1,2,1,1
1003296,2,,,2,1,1,10000,10000,,1,3,3,0,,1,1,1000,1,3,3,2,,,,,1,2,1,5
1003301,2,,,1,1,1,1500,0,,2,,,,,1,2,100,2,,,2,,,,,2,,1,2
1003335,2,,,2,2,,,,,2,,,,,1,1,750,2,,,2,,,,,1,2,1,2
1003346,2,,,4,1,2,,,,1,6,2,,,1,1,1000,1,3,3,2,,,,,1,1,1,6
1003395,2,,,1,3,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
1003407,1,4,2,4,2,,,,,1,3,2,,,1,2,1400,1,3,3,2,,,,,1,2,1,4
1003413,2,,,1,2,,,,,1,1,2,,,1,2,200,2,,,2,,,,,2,,1,1
1003450,1,2,2,2,1,2,,,,1,4,1,,,1,1,200,1,3,3,2,,,,,1,1,1,2
1003480,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
1003528,1,1,2,1,1,2,,,,1,1,2,,,1,1,500,1,1,3,2,,,,,1,2,1,2
1003548,2,,,2,3,,,,,2,,,,,1,1,200,1,3,3,2,,,,,1,2,1,4
1003551,1,1,2,2,1,2,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,1,1,2
1003557,2,,,1,1,2,,,,1,2,2,,,1,1,150,1,1,3,2,,,,,1,2,1,3
1003640,2,,,2,2,,,,,1,2,2,,,1,2,800,1,3,3,2,,,,,1,2,1,2
1003705,1,1,1,1,1,2,,,,1,2,2,,,1,1,500,1,3,3,2,,,,,1,2,1,1
1003708,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
1003741,2,,,1,3,,,,,1,1,2,,,1,2,150,1,3,3,2,,,,,1,2,1,1
1003790,2,,,1,2,,,,,1,1,1,,,1,2,150,2,,,2,,,,,2,,1,1
1003799,2,,,1,2,,,,,1,1,1,,,1,2,500,2,,,2,,,,,2,,1,1
1003812,2,,,1,2,,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1003816,2,,,2,2,,,,,1,1,2,,,1,1,300,1,3,3,2,,,,,1,2,1,2
1003829,,,,1,,,,,,2,,,,,1,1,350,1,2,3,2,,,,,1,2,1,1
1003832,2,,,2,2,,,,,2,,,,,1,2,1000,1,3,3,2,,,,,1,2,1,2
1003835,2,,,2,1,2,,,,2,,,,,1,1,50,1,3,3,2,,,,,1,2,1,2
1003854,2,,,1,1,2,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,1
1003894,2,,,2,1,2,,,,1,1,2,,,1,1,200,1,3,3,2,,,,,1,2,1,2
1003934,2,,,2,2,,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,2
1003950,2,,,2,2,,,,,1,2,2,,,1,2,600,1,3,3,2,,,,,1,2,1,2
1003958,1,1,1,1,2,,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1003996,2,,,1,2,,,,,1,2,1,,,1,2,1000,1,3,3,2,,,,,1,1,1,3
1004013,2,,,1,1,1,1500,1500,,1,1,2,,,1,1,200,1,3,3,2,,,,,1,2,1,1
1004022,2,,,2,3,,,,,2,,,,,1,2,350,2,,,2,,,,,1,2,1,2
1004068,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1004088,2,,,1,2,,,,,2,,,,,1,2,1000,1,3,3,2,,,,,2,,1,1
1004098,2,,,1,2,,,,,1,2,2,,,1,2,900,1,3,3,2,,,,,1,2,1,2
1004111,1,1,1,1,2,,,,,1,2,3,300,,1,2,300,1,3,3,2,,,,,1,2,1,1
1004130,2,,,2,2,,,,,1,1,2,,,1,1,500,1,3,3,2,,,,,1,2,1,3
1004136,2,,,1,2,,,,,1,1,2,,,1,1,1500,2,,,1,2,2,1,2,1,2,1,1
1004192,1,1,2,1,1,2,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1004208,2,,,1,2,,,,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,1
1004236,1,1,1,2,1,2,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,2
1004252,2,,,2,2,,,,,1,1,1,,,1,1,400,1,3,3,2,,,,,1,2,1,2
1004288,2,,,3,2,,,,,1,1,1,,,1,2,200,1,3,3,2,,,,,1,2,1,3
1004328,2,,,1,2,,,,,2,,,,,2,1,100,1,1,3,2,,,,,1,1,1,1
1004381,2,,,1,2,,,,,2,,,,,1,2,250,2,,,1,2,2,2,1,1,2,1,1
1004390,1,2,1,2,1,2,,,,1,1,2,,,1,1,300,1,1,3,2,,,,,1,2,1,5
1004395,2,,,1,2,,,,,2,,,,,1,1,500,2,,,2,,,,,1,2,1,1
1004400,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,3
1004412,2,,,1,1,2,,,,1,1,2,,,1,2,300,2,,,2,,,,,2,,1,1
1004417,2,,,1,3,,,,,2,,,,,1,1,700,1,3,3,1,2,2,1,2,1,2,1,3
1004433,2,,,3,1,2,,,,2,,,,,1,1,700,1,2,3,2,,,,,1,2,1,3
1004446,2,,,1,1,2,,,,1,1,2,,,1,2,650,1,3,3,2,,,,,1,2,1,2
1004447,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,2
1004461,2,,,1,1,1,1000,,1,2,,,,,1,1,200,1,3,3,2,,,,,1,2,1,1
1004476,2,,,1,2,,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,4
1004498,1,1,1,1,1,2,,,,1,1,2,,,1,1,300,1,3,3,2,,,,,1,2,1,1
1004514,1,1,1,2,1,2,,,,1,3,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,3
1004538,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
1004552,2,,,1,2,,,,,1,1,2,,,1,2,600,2,,,2,,,,,1,2,1,2
1004572,2,,,1,1,2,,,,2,,,,,1,1,300,2,,,2,,,,,1,2,1,1
1004576,1,3,2,4,1,2,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,4
1004579,2,,,3,2,,,,,2,,,,,1,1,700,1,3,3,2,,,,,1,2,1,3
1004586,2,,,1,2,,,,,2,,,,,1,2,550,2,,,2,,,,,1,2,1,3
1004591,2,,,2,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,3
1004595,2,,,2,1,1,1800,1800,,1,3,2,,,1,1,100,1,3,3,2,,,,,1,2,1,5
1004600,2,,,3,2,,,,,2,,,,,1,1,150,1,3,3,2,,,,,1,2,1,6
1004602,2,,,1,2,,,,,2,,,,,2,2,550,2,,,2,,,,,1,2,1,1
1004610,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,1
1004614,2,,,1,2,,,,,1,2,2,,,1,2,100,1,3,3,1,2,1,2,2,1,2,1,1
1004620,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
1004622,2,,,1,1,2,,,,1,1,1,,,1,2,400,1,3,3,2,,,,,1,2,1,3
1004629,2,,,1,2,,,,,1,2,2,,,1,1,300,1,3,3,2,,,,,1,2,1,2
1004645,1,1,1,1,2,,,,,2,,,,,1,1,300,1,2,3,2,,,,,1,2,1,1
1004657,,,,1,,,,,,2,,,,,2,2,1500,2,,,2,,,,,2,,1,2
1004658,1,1,1,1,1,2,,,,1,3,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,3
1004664,2,,,1,2,,,,,2,,,,,1,1,800,1,3,3,2,,,,,1,2,1,4
1004675,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1004682,,,,,,,,,,2,,,,,2,2,500,1,3,3,2,,,,,1,2,2,0
1004684,2,,,1,1,1,2000,,1,1,1,2,,,1,2,500,2,,,2,,,,,1,2,1,1
1004685,2,,,1,2,,,,,2,,,,,2,2,200,1,3,3,2,,,,,1,2,1,2
1004708,2,,,2,1,2,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,2
1004713,2,,,1,1,2,,,,2,,,,,1,1,500,1,2,3,2,,,,,1,2,1,2
1004720,2,,,1,1,2,,,,2,,,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1004722,2,,,1,3,,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
1004734,2,,,2,2,,,,,1,4,2,,,1,2,50,1,3,3,2,,,,,1,2,1,2
1004740,2,,,1,2,,,,,1,1,2,,,2,2,1200,2,,,2,,,,,1,2,1,1
1004752,2,,,1,1,2,,,,1,1,2,,,1,1,500,1,3,3,2,,,,,1,2,1,1
1004758,2,,,1,1,2,,,,1,2,2,,,1,2,500,1,3,2,2,,,,,1,2,1,2
1004773,2,,,1,2,,,,,2,,,,,1,1,50,1,3,3,2,,,,,1,2,1,1
1004781,2,,,1,2,,,,,2,,,,,1,1,200,1,3,3,2,,,,,1,2,1,3
1004813,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
1004847,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,2
1004853,2,,,2,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,3
1004861,2,,,2,2,,,,,1,1,1,,,1,2,50,2,,,2,,,,,1,2,1,2
1004865,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,2
1004870,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
1004880,2,,,2,2,,,,,2,,,,,1,1,1000,1,3,3,2,,,,,1,2,1,2
1004889,2,,,1,2,,,,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,3
1004948,2,,,2,1,2,,,,1,1,2,,,1,1,400,1,3,3,2,,,,,1,2,1,2
1004959,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,2
1004964,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1004966,2,,,1,1,2,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,3
1004968,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,1,2,1,1
1004972,2,,,1,2,,,,,1,1,2,,,2,2,300,2,,,2,,,,,2,,1,1
1004992,2,,,1,2,,,,,1,3,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,3
1004997,1,1,1,2,2,,,,,1,1,1,,,1,1,800,1,2,3,2,,,,,1,2,1,3
1004999,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
1005016,1,1,1,1,2,,,,,1,1,1,,,1,2,150,1,3,3,2,,,,,1,2,1,1
1005030,2,,,1,2,,,,,1,2,2,,,1,2,1500,1,3,3,2,,,,,1,2,1,1
1005031,1,1,1,3,1,2,,,,1,1,2,,,1,1,400,1,3,3,2,,,,,1,1,1,3
1005069,2,,,2,1,2,,,,1,3,2,,,1,2,300,2,,,2,,,,,1,2,1,5
1005074,2,,,1,1,2,,,,1,1,2,,,2,2,600,2,,,2,,,,,1,2,1,2
1005079,2,,,2,1,2,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,3
1005087,2,,,3,1,2,,,,1,1,2,,,1,2,500,2,,,2,,,,,1,2,1,3
1005090,2,,,1,2,,,,,2,,,,,1,1,200,2,,,2,,,,,1,2,1,2
1005109,1,1,2,1,2,,,,,1,1,2,,,1,2,300,1,1,3,2,,,,,1,2,1,1
1005115,2,,,1,2,,,,,2,,,,,1,2,200,1,2,3,2,,,,,1,2,1,1
1005119,2,,,1,2,,,,,2,,,,,1,1,30,1,3,3,2,,,,,1,2,1,1
1005123,2,,,1,2,,,,,2,,,,,1,2,350,2,,,2,,,,,2,,1,1
1005131,2,,,1,2,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,1
1005153,2,,,2,1,2,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,3
1005168,2,,,2,1,1,4000,4000,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,4
1005175,2,,,2,2,,,,,1,2,2,,,1,1,400,1,3,3,2,,,,,1,2,1,2
1005182,2,,,2,2,,,,,2,,,,,1,2,2000,2,,,2,,,,,1,2,1,2
1005188,2,,,1,2,,,,,2,,,,,1,2,100,1,3,3,2,,,,,1,2,1,1
1005193,2,,,1,2,,,,,2,,,,,2,2,1000,2,,,2,,,,,2,,1,2
1005212,2,,,1,1,2,,,,1,2,1,,,1,2,500,1,3,3,2,,,,,1,2,1,2
1005223,2,,,1,1,2,,,,1,1,2,,,1,1,1200,1,2,3,2,,,,,1,2,1,1
1005256,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,2
1005285,1,1,1,2,1,2,,,,1,2,2,,,1,1,500,1,3,3,2,,,,,1,2,1,2
1005290,2,,,1,1,2,,,,1,2,2,,,1,2,200,2,,,2,,,,,1,2,1,4
1005292,2,,,2,1,2,,,,1,3,2,,,1,1,600,1,2,3,2,,,,,1,2,1,3
1005315,2,,,2,1,1,2500,2500,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,2
1005325,2,,,1,2,,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,1
1005327,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
1005349,,,,,,,,,,2,,,,,2,1,1500,2,,,2,,,,,1,2,2,0
1005369,2,,,2,2,,,,,1,2,2,,,1,1,600,1,3,3,2,,,,,1,2,1,2
1005376,2,,,1,3,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1005384,2,,,3,3,,,,,1,2,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,3
1005408,2,,,2,2,,,,,2,,,,,1,2,600,1,3,3,2,,,,,1,2,1,2
1005414,1,2,1,2,1,2,,,,1,3,2,,,1,2,600,1,2,3,2,,,,,1,2,1,2
1005504,2,,,1,1,2,,,,2,,,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1005506,2,,,1,1,2,,,,1,1,2,,,1,2,500,2,,,2,,,,,1,2,1,1
1005517,2,,,1,1,2,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
1005530,2,,,1,1,2,,,,2,,,,,1,1,600,1,3,3,2,,,,,1,2,1,2
1005532,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1005537,,,,,,,,,,2,,,,,2,1,900,1,3,3,2,,,,,1,2,2,0
1005545,2,,,1,1,2,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
1005555,2,,,1,2,,,,,2,,,,,1,1,600,1,3,3,2,,,,,1,2,1,2
1005671,2,,,1,3,,,,,1,1,2,,,1,1,1000,2,,,2,,,,,1,2,1,1
1005682,2,,,1,2,,,,,2,,,,,1,1,200,2,,,2,,,,,1,2,1,2
1005688,2,,,2,1,2,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,1,1,2
1005770,2,,,1,2,,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1005781,2,,,2,2,,,,,1,2,2,,,1,2,1500,1,3,3,2,,,,,1,2,1,3
1005803,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
1005808,,,,,,,,,,2,,,,,2,1,300,2,,,2,,,,,2,,2,0
1005817,2,,,3,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,3
1005850,2,,,2,1,2,,,,1,2,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,2
1005859,2,,,2,1,1,500,0,,1,1,3,2500,,1,2,1000,1,3,3,1,1,2,2,2,1,2,1,2
1005897,1,1,1,5,1,2,,,,1,1,2,,,1,1,2000,1,2,3,2,,,,,1,2,1,6
1005929,2,,,1,2,,,,,1,2,2,,,2,2,900,1,3,3,2,,,,,1,2,1,2
1005965,2,,,2,2,,,,,2,,,,,1,1,500,2,,,2,,,,,1,2,1,2
1005974,1,3,1,3,1,2,,,,1,4,2,,,1,1,1000,1,2,3,2,,,,,1,2,1,4
1005987,2,,,1,2,,,,,2,,,,,1,1,900,2,,,2,,,,,1,2,1,2
1006003,1,2,1,3,1,2,,,,1,2,2,,,1,1,500,1,2,3,2,,,,,1,2,1,7
1006027,2,,,1,1,2,,,,2,,,,,1,1,350,1,3,3,2,,,,,1,2,1,1
1006030,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
1006037,2,,,2,2,,,,,1,2,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,4
1006110,1,1,1,2,2,,,,,1,2,2,,,1,1,100,1,3,3,2,,,,,1,2,1,2
1006111,2,,,1,1,2,,,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,2
1006116,2,,,1,1,2,,,,1,1,1,,,1,2,1500,2,,,2,,,,,1,2,1,1
1006144,2,,,2,1,1,2000,20000,,1,1,2,,,1,2,100,1,3,3,2,,,,,1,2,1,2
1006173,2,,,1,1,2,,,,1,1,2,,,1,2,500,2,,,2,,,,,1,2,1,1
1006177,2,,,1,2,,,,,2,,,,,1,2,2000,1,3,3,2,,,,,1,2,1,1
1006184,2,,,1,3,,,,,1,1,2,,,1,2,600,1,3,3,2,,,,,1,2,1,1
1006197,2,,,1,3,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,1
1006209,2,,,1,2,,,,,2,,,,,1,1,1000,1,3,3,2,,,,,1,1,1,1
1006274,2,,,2,3,,,,,1,2,1,,,1,1,1500,2,,,2,,,,,1,2,1,2
1006319,2,,,2,2,,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,2
1006325,2,,,2,1,2,,,,1,3,1,,,1,1,1000,2,,,2,,,,,1,2,1,2
1006360,2,,,2,2,,,,,2,,,,,1,2,1000,1,3,3,2,,,,,1,2,1,2
1006374,2,,,1,2,,,,,2,,,,,1,2,500,1,3,3,1,1,2,2,2,1,2,1,1
1006383,2,,,1,2,,,,,2,,,,,1,1,100,2,,,2,,,,,1,2,1,1
1006385,2,,,3,2,,,,,1,1,2,,,1,2,300,1,3,3,1,2,1,2,2,1,2,1,3
1006395,2,,,1,2,,,,,2,,,,,1,1,1000,2,,,2,,,,,2,,1,1
1006403,2,,,1,2,,,,,2,,,,,1,2,560,1,3,3,2,,,,,1,2,1,1
1006411,2,,,1,1,2,,,,2,,,,,1,1,800,1,3,3,2,,,,,1,2,1,1
1006435,1,1,2,2,1,2,,,,1,3,2,,,1,2,600,1,2,3,2,,,,,1,2,1,2
1006438,2,,,1,3,,,,,1,1,2,,,1,2,200,2,,,2,,,,,1,2,1,1
1006449,2,,,3,2,,,,,1,3,1,,,1,2,500,1,3,3,2,,,,,1,2,1,4
1006458,2,,,2,2,,,,,2,,,,,1,1,1500,1,3,3,2,,,,,1,2,1,2
1006573,2,,,2,1,2,,,,2,,,,,1,2,250,1,3,3,2,,,,,1,2,1,2
1006611,2,,,1,2,,,,,1,3,2,,,1,2,200,1,3,3,2,,,,,1,2,1,2
1006639,2,,,2,1,2,,,,1,1,2,,,1,1,100,1,3,3,2,,,,,1,2,1,3
1006664,2,,,1,1,1,3000,4500,,1,4,3,200,,1,2,2000,1,3,3,2,,,,,1,2,1,3
1006666,2,,,1,1,2,,,,1,1,2,,,1,1,150,1,3,3,2,,,,,1,1,1,1
1006674,2,,,1,3,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
1006683,1,1,1,3,1,1,5000,20000,,1,7,3,1500,,1,2,500,1,2,2,2,,,,,1,1,1,4
1006745,2,,,1,2,,,,,1,2,2,,,2,2,400,1,3,3,2,,,,,1,2,1,1
1006773,2,,,3,4,,,,,1,2,2,,,1,1,500,2,,,2,,,,,1,1,1,3
1006820,2,,,1,1,2,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,1
1006839,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
1006873,,,,,,,,,,2,,,,,2,1,500,2,,,2,,,,,1,2,2,0
1006948,2,,,1,1,2,,,,1,2,2,,,1,2,200,1,3,3,1,2,1,2,2,1,2,1,2
1006949,,,,,,,,,,2,,,,,2,1,140,2,,,2,,,,,1,2,2,0
1006951,2,,,2,3,,,,,1,1,1,,,1,1,300,2,,,2,,,,,1,2,1,2
1006954,2,,,1,1,2,,,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,1
1006962,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
1006973,1,2,2,2,1,2,,,,1,3,3,5000,,1,2,700,1,2,3,2,,,,,1,2,1,5
1007010,2,,,1,1,2,,,,2,,,,,1,2,1000,2,,,2,,,,,1,2,1,1
1007037,2,,,2,2,,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,2
1007059,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
