NQUEST,CTIT,NCTIT,ICTIT,BANCHE,SCOPER,UTSCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,CARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,PAYLAT,PAYLATCOME1,PAYLATCOME2,PAYLATCOME3,PAYLATCOME4,INTERNET,TWEET,DEPOSIT,NDEPOSIT
933878,2,,,1,2,,,,,1,1,2,,,1,1,500,1,3,3,2,,,,,1,2,1,3
933890,1,1,1,3,2,,,,,1,5,2,,,1,2,500,1,1,3,2,,,,,1,2,1,3
933892,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,1,2,1,1
933893,2,,,2,2,,,,,2,,,,,1,1,1000,1,2,3,2,,,,,1,2,1,3
933903,1,1,2,1,1,2,,,,1,1,2,,,1,2,2000,2,,,2,,,,,1,2,1,2
933915,1,2,2,4,2,,,,,1,3,2,,,1,1,600,1,1,3,2,,,,,1,2,1,5
933925,2,,,1,2,,,,,1,2,2,,,1,1,400,1,3,3,2,,,,,1,2,1,3
933926,1,1,2,4,1,2,,,,1,3,2,,,1,1,100,1,3,3,2,,,,,1,2,1,5
933934,1,1,1,3,1,1,13000,,1,1,4,2,,,1,2,800,1,3,3,2,,,,,1,2,1,4
933942,1,1,2,2,1,2,,,,1,2,2,,,1,2,300,1,3,3,2,,,,,1,2,1,3
933949,2,,,2,2,,,,,1,4,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,4
933955,1,1,2,1,1,1,500,,1,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,2
933966,2,,,2,1,2,,,,1,1,2,,,1,1,300,1,3,3,2,,,,,1,2,1,3
934061,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,1
934062,2,,,1,2,,,,,1,2,2,,,1,2,600,1,3,3,2,,,,,1,2,1,4
934063,2,,,1,1,2,,,,1,2,1,,,1,2,2000,1,3,3,2,,,,,1,2,1,1
934114,1,1,2,1,1,2,,,,1,2,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,2
934115,1,3,2,1,3,,,,,1,5,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
934132,1,1,1,1,2,,,,,1,2,2,,,1,2,1000,2,,,2,,,,,1,2,1,1
934140,2,,,2,2,,,,,1,2,2,,,1,1,3000,1,3,3,2,,,,,1,2,1,2
934141,1,2,1,2,1,1,20000,20000,,1,3,2,,,1,2,500,1,2,3,2,,,,,1,2,1,4
934180,2,,,1,2,,,,,2,,,,,2,2,1100,2,,,2,,,,,2,,1,1
934215,2,,,1,2,,,,,1,1,1,,,1,2,800,1,3,3,2,,,,,1,2,1,2
934231,2,,,2,2,,,,,1,1,2,,,1,2,600,1,3,3,2,,,,,1,2,1,2
934259,1,3,1,1,2,,,,,1,1,2,,,1,2,1500,1,3,3,2,,,,,1,1,1,2
934264,1,2,2,3,1,2,,,,1,3,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,4
934276,1,3,1,3,1,2,,,,1,1,2,,,1,2,2500,1,3,3,2,,,,,1,2,1,9
934277,1,2,1,3,1,2,,,,1,10,2,,,1,1,5000,1,3,3,2,,,,,1,2,1,5
934278,2,,,2,2,,,,,1,2,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,3
934280,1,1,2,2,2,,,,,1,4,2,,,1,2,500,1,2,3,2,,,,,1,2,1,4
934282,1,1,1,4,2,,,,,1,5,2,,,1,2,1500,1,3,3,2,,,,,1,2,1,6
934287,2,,,1,1,2,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,1
934294,2,,,2,2,,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,4
934306,2,,,1,1,2,,,,1,1,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,1
934308,1,1,1,2,2,,,,,1,1,2,,,1,2,600,1,2,3,2,,,,,1,2,1,2
934316,2,,,2,1,2,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,3
934324,2,,,2,1,2,,,,1,1,2,,,1,2,1200,1,3,3,2,,,,,1,1,1,4
934327,1,1,1,2,1,2,,,,1,2,2,,,1,2,350,1,3,3,2,,,,,1,2,1,3
934329,1,1,1,2,1,2,,,,1,1,2,,,1,2,700,1,3,3,2,,,,,1,2,1,4
934334,2,,,1,2,,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,2,1,2
934336,2,,,2,2,,,,,2,,,,,1,1,350,1,3,3,2,,,,,2,,1,2
934358,2,,,1,2,,,,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,1
934365,2,,,2,2,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,2
934368,2,,,1,2,,,,,2,,,,,2,2,280,2,,,2,,,,,2,,1,1
934406,2,,,1,2,,,,,2,,,,,1,1,250,1,3,3,2,,,,,1,2,1,2
934411,2,,,1,2,,,,,1,1,1,,,1,1,200,1,3,3,2,,,,,1,2,1,1
934412,2,,,1,2,,,,,1,1,2,,,1,2,250,1,3,3,2,,,,,1,2,1,1
934439,1,1,2,1,1,2,,,,1,2,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,3
934443,2,,,1,3,,,,,1,1,1,,,1,1,400,2,,,2,,,,,1,2,1,1
934461,2,,,3,1,2,,,,1,3,2,,,1,2,1000,1,3,3,2,,,,,1,1,1,3
934480,1,1,1,1,1,2,,,,1,1,2,,,1,2,100,1,3,3,2,,,,,1,2,1,3
934481,2,,,1,1,2,,,,1,3,2,,,1,2,500,1,3,3,2,,,,,1,2,1,5
934491,1,2,2,3,1,2,,,,1,2,2,,,1,2,300,1,3,3,2,,,,,1,2,1,5
934492,2,,,1,2,,,,,1,1,2,,,1,1,200,1,3,3,2,,,,,1,2,1,1
934495,1,1,2,1,1,2,,,,1,1,1,,,1,2,600,2,,,2,,,,,1,2,1,3
934496,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
934500,1,1,1,2,1,2,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,2,1,3
934504,2,,,1,1,2,,,,1,3,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,3
934515,2,,,1,1,2,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
934519,2,,,3,1,2,,,,1,3,2,,,1,2,200,1,3,3,2,,,,,1,2,1,5
934520,2,,,1,1,2,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,1
934524,2,,,1,2,,,,,1,2,2,,,1,2,400,1,3,3,2,,,,,1,2,1,3
934559,2,,,2,2,,,,,2,,,,,1,2,350,2,,,2,,,,,2,,1,2
934563,2,,,2,2,,,,,1,2,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,4
934574,2,,,1,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,1
934578,2,,,3,1,2,,,,1,3,2,,,1,2,200,1,3,3,2,,,,,1,2,1,3
934600,2,,,3,2,,,,,1,4,2,,,1,1,3000,1,3,3,2,,,,,2,,1,4
934615,2,,,1,2,,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,1
934621,2,,,3,2,,,,,1,4,2,,,1,1,500,1,3,3,2,,,,,1,2,1,6
934629,2,,,3,3,,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,3
934671,2,,,2,2,,,,,1,4,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,2
934713,2,,,1,1,2,,,,1,1,2,,,1,2,408,1,3,3,2,,,,,1,2,1,1
934716,2,,,1,2,,,,,2,,,,,1,1,250,1,3,3,2,,,,,1,2,1,3
934731,1,1,1,2,2,,,,,1,2,2,,,1,2,800,1,3,3,2,,,,,1,2,1,2
934734,2,,,2,2,,,,,1,2,2,,,1,1,550,1,3,3,2,,,,,1,2,1,2
934737,2,,,1,2,,,,,1,2,2,,,1,1,150,1,3,3,2,,,,,1,1,1,3
934764,2,,,2,2,,,,,1,2,1,,,1,2,500,1,3,3,2,,,,,1,2,1,3
934766,2,,,2,3,,,,,1,3,2,,,1,1,250,1,3,3,2,,,,,1,2,1,2
934770,2,,,1,2,,,,,1,3,2,,,1,2,400,1,3,3,2,,,,,1,1,1,5
934782,1,2,2,2,2,,,,,1,4,2,,,1,2,500,1,2,3,2,,,,,1,2,1,4
934791,1,1,1,1,2,,,,,1,1,2,,,1,1,30,1,3,3,2,,,,,1,2,1,1
934793,2,,,2,1,2,,,,1,1,2,,,1,1,350,1,3,3,2,,,,,1,2,1,3
934811,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
934818,2,,,1,2,,,,,2,,,,,1,1,300,2,,,2,,,,,1,2,1,1
934826,1,5,2,5,1,2,,,,1,5,2,,,1,2,3000,1,2,3,2,,,,,1,2,1,5
934844,2,,,1,2,,,,,1,1,1,,,1,2,500,2,,,2,,,,,2,,1,1
934869,2,,,1,1,2,,,,1,3,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,3
934892,1,2,1,2,1,2,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
934900,1,1,2,1,2,,,,,1,3,2,,,1,1,300,1,2,3,2,,,,,1,2,1,2
934903,2,,,4,1,2,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,2,1,6
934904,2,,,1,2,,,,,1,1,2,,,1,1,1300,2,,,2,,,,,1,2,1,1
934907,2,,,1,2,,,,,1,1,1,,,1,2,1200,1,3,3,2,,,,,1,2,1,1
934912,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
934918,2,,,1,1,1,15000,15000,,1,2,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,2
934921,2,,,2,2,,,,,2,,,,,1,1,200,1,3,3,2,,,,,1,2,1,2
934927,2,,,2,1,2,,,,2,,,,,1,2,2000,2,,,2,,,,,2,,1,2
934928,1,1,1,1,2,,,,,1,2,2,,,1,2,700,1,3,3,2,,,,,1,2,1,2
934951,1,2,1,2,2,,,,,1,3,2,,,1,2,2500,1,3,3,2,,,,,1,2,1,2
934958,1,1,1,3,2,,,,,1,2,2,,,1,2,3000,1,3,3,2,,,,,1,2,1,3
934960,1,2,2,4,2,,,,,1,5,2,,,1,1,500,1,3,3,2,,,,,1,2,1,6
934967,2,,,1,1,2,,,,1,1,2,,,1,1,300,1,3,3,2,,,,,1,2,1,1
934971,2,,,1,1,2,,,,2,,,,,1,1,1000,1,3,3,2,,,,,1,2,1,1
934979,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
934981,2,,,1,1,2,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
934989,2,,,1,3,,,,,1,1,2,,,1,2,250,2,,,2,,,,,2,,1,1
934991,2,,,2,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,2
935000,2,,,1,3,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
935004,1,1,1,1,2,,,,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,1
935007,1,1,1,2,2,,,,,1,3,2,,,1,1,500,1,3,3,2,,,,,1,2,1,2
935009,2,,,3,1,2,,,,1,2,2,,,1,1,1500,1,3,3,2,,,,,1,1,1,6
935014,2,,,2,1,2,,,,1,2,2,,,1,2,300,1,3,3,2,,,,,1,2,1,2
935024,2,,,2,1,2,,,,2,,,,,1,1,400,2,,,2,,,,,1,2,1,2
935026,1,1,1,1,2,,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,2
935041,2,,,1,2,,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,3
935042,2,,,5,2,,,,,1,4,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,5
935044,2,,,1,3,,,,,1,1,2,,,2,2,400,2,,,2,,,,,2,,1,1
935054,1,1,1,3,2,,,,,2,,,,,1,2,1400,1,3,3,2,,,,,1,2,1,3
935073,1,2,2,2,1,2,,,,1,4,2,,,1,2,800,1,2,3,2,,,,,1,2,1,3
935077,2,,,1,2,,,,,1,1,1,,,1,2,500,1,3,3,2,,,,,1,2,1,1
935103,1,1,1,2,1,2,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,4
935132,2,,,2,2,,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
935147,2,,,1,2,,,,,2,,,,,1,2,150,2,,,2,,,,,2,,1,1
935171,1,1,1,3,2,,,,,1,1,1,,,1,2,2000,1,3,3,2,,,,,1,2,1,3
935193,2,,,2,1,2,,,,1,1,1,,,1,2,2000,1,3,3,2,,,,,1,2,1,2
935241,2,,,2,1,2,,,,1,2,2,,,1,2,600,1,3,3,2,,,,,1,2,1,2
935242,2,,,1,3,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
935280,2,,,2,2,,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,4
935281,2,,,3,1,2,,,,1,6,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,6
935303,2,,,3,2,,,,,1,2,2,,,1,2,300,1,3,3,2,,,,,1,2,1,3
935392,1,1,2,4,1,2,,,,1,2,2,,,1,1,300,1,3,3,2,,,,,1,2,1,4
935401,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
935409,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
935431,1,4,2,2,1,2,,,,1,1,2,,,1,1,800,1,2,3,2,,,,,1,2,1,5
935434,2,,,3,2,,,,,1,2,2,,,1,2,800,1,3,3,2,,,,,1,2,1,3
935443,1,1,1,4,2,,,,,2,,,,,1,1,2200,1,3,3,2,,,,,1,2,1,4
935449,2,,,2,1,2,,,,1,3,2,,,1,2,250,1,3,3,2,,,,,1,2,1,2
935579,1,3,1,4,1,2,,,,1,5,2,,,1,1,300,1,2,3,2,,,,,1,2,1,5
935594,1,1,2,1,1,2,,,,1,2,2,,,1,2,200,1,3,3,2,,,,,1,2,1,1
935643,2,,,3,2,,,,,1,2,2,,,1,1,700,1,3,3,2,,,,,1,2,1,3
935659,1,1,1,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
935666,2,,,1,1,2,,,,1,1,1,,,1,2,200,2,,,2,,,,,1,2,1,1
935682,1,1,1,1,2,,,,,1,2,2,,,1,2,300,1,3,3,2,,,,,1,2,1,2
935685,,,,1,,,,,,1,1,1,,,1,2,1000,1,3,3,2,,,,,1,2,1,1
935686,2,,,2,2,,,,,1,1,2,,,1,2,1200,1,3,3,2,,,,,1,2,1,2
935693,2,,,1,1,2,,,,1,2,1,,,1,2,600,1,3,3,2,,,,,1,2,1,2
935695,2,,,1,2,,,,,2,,,,,1,2,400,1,3,3,2,,,,,1,2,1,1
935702,2,,,1,2,,,,,1,1,2,,,1,1,150,1,3,3,2,,,,,1,2,1,3
935705,2,,,3,1,2,,,,1,2,2,,,1,2,500,1,2,3,2,,,,,1,2,1,4
935714,2,,,2,1,1,10000,,1,1,2,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,3
935716,1,1,1,3,2,,,,,1,4,2,,,1,2,400,1,3,3,2,,,,,1,2,1,3
935808,2,,,1,2,,,,,1,2,2,,,1,1,300,2,,,2,,,,,1,1,1,3
935827,2,,,2,2,,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,1,1,2
935831,1,1,1,1,1,2,,,,1,2,2,,,1,2,300,1,3,3,2,,,,,1,2,1,2
935850,1,1,2,1,1,2,,,,1,3,2,,,1,2,1500,1,3,3,2,,,,,1,2,1,3
935852,2,,,1,2,,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,2
935871,2,,,2,2,,,,,1,2,2,,,1,2,150,1,3,3,2,,,,,1,2,1,2
935877,2,,,2,2,,,,,1,2,2,,,1,1,300,1,3,3,2,,,,,1,2,1,3
935892,1,1,1,2,1,2,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
935893,1,1,1,1,2,,,,,1,1,2,,,1,2,1000,2,,,2,,,,,1,2,1,1
935905,2,,,2,2,,,,,1,1,1,,,1,1,1300,1,3,3,2,,,,,1,2,1,3
935908,2,,,1,2,,,,,1,1,2,,,1,2,100,1,3,3,2,,,,,1,2,1,1
935916,2,,,1,3,,,,,2,,,,,1,2,100,1,3,3,2,,,,,1,2,1,1
935927,2,,,3,1,1,10000,7000,,1,3,2,,,2,2,3000,1,3,3,2,,,,,1,2,1,3
935940,1,1,1,4,2,,,,,1,2,2,,,1,1,250,1,3,3,2,,,,,1,2,1,4
935943,2,,,2,2,,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,2
935953,2,,,1,2,,,,,1,1,2,,,1,2,100,1,3,3,2,,,,,1,2,1,1
935960,1,3,2,2,2,,,,,1,2,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,5
935993,2,,,2,1,2,,,,1,2,2,,,1,2,1500,1,3,3,2,,,,,1,1,1,2
935994,2,,,2,1,2,,,,1,2,2,,,1,2,200,1,3,3,2,,,,,1,2,1,2
935999,1,3,2,6,1,2,,,,1,1,2,,,1,2,2300,1,3,3,2,,,,,1,2,1,6
936001,2,,,2,1,2,,,,1,4,2,,,1,1,1800,1,3,3,2,,,,,1,2,1,4
936011,2,,,2,3,,,,,1,3,2,,,1,1,200,1,3,3,2,,,,,1,2,1,2
936017,2,,,2,1,2,,,,1,2,2,,,1,2,700,1,3,3,2,,,,,1,2,1,2
936039,1,1,1,2,1,2,,,,1,2,2,,,1,2,300,1,3,3,2,,,,,1,2,1,3
936048,,,,,,,,,,2,,,,,2,2,1400,2,,,2,,,,,2,,2,0
936049,1,1,2,1,2,,,,,1,2,2,,,1,2,400,1,3,3,2,,,,,1,2,1,1
936059,2,,,2,2,,,,,1,1,2,,,1,2,1500,2,,,2,,,,,2,,1,2
936064,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
936071,2,,,1,1,2,,,,1,4,2,,,2,2,300,1,3,3,2,,,,,1,2,1,1
936100,2,,,1,2,,,,,1,1,2,,,1,1,600,1,3,3,2,,,,,1,2,1,2
936118,2,,,2,2,,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,2
936133,1,2,2,4,2,,,,,1,3,2,,,1,1,800,1,3,3,2,,,,,1,2,1,7
936150,2,,,1,3,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
936161,2,,,1,2,,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,2
936227,2,,,1,2,,,,,2,,,,,2,2,350,2,,,2,,,,,2,,1,1
936247,2,,,3,2,,,,,1,2,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,3
936252,2,,,1,2,,,,,1,2,2,,,1,2,1200,1,3,3,2,,,,,1,2,1,3
936253,2,,,1,2,,,,,1,2,2,,,1,2,1500,1,3,3,2,,,,,1,1,1,3
936272,2,,,1,2,,,,,1,2,2,,,1,2,1000,1,2,3,2,,,,,1,1,1,3
936278,2,,,3,2,,,,,1,1,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,3
936289,2,,,2,2,,,,,1,1,2,,,1,2,1200,1,3,3,2,,,,,1,2,1,4
936316,2,,,2,2,,,,,1,2,2,,,1,2,1200,1,2,3,2,,,,,1,1,1,2
936370,2,,,2,2,,,,,1,1,1,,,1,1,1000,1,3,3,2,,,,,1,2,1,3
936406,2,,,1,2,,,,,2,,,,,1,2,1050,2,,,2,,,,,1,2,1,1
936411,2,,,2,2,,,,,1,2,1,,,1,1,1000,1,3,3,2,,,,,1,2,1,3
936412,2,,,2,2,,,,,1,2,2,,,1,2,800,1,3,3,2,,,,,1,1,1,2
936424,2,,,1,2,,,,,1,2,3,5000,,1,1,500,1,3,3,2,,,,,1,1,1,3
936459,2,,,2,1,2,,,,1,4,2,,,1,1,500,1,3,3,2,,,,,1,2,1,4
936465,2,,,3,1,2,,,,1,2,1,,,1,1,400,1,3,3,2,,,,,1,2,1,4
936470,1,5,2,6,1,2,,,,1,2,2,,,1,2,3000,1,3,3,2,,,,,1,2,1,6
936478,1,3,2,3,1,2,,,,1,2,2,,,1,2,1500,1,2,3,2,,,,,1,1,1,3
936483,1,3,2,4,2,,,,,1,5,2,,,1,1,500,1,3,3,2,,,,,1,2,1,5
936619,1,2,2,2,3,,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
936624,2,,,2,2,,,,,2,,,,,1,2,500,1,3,3,2,,,,,1,2,1,2
936635,2,,,2,2,,,,,1,2,3,,1,1,2,500,1,3,3,1,1,2,2,2,1,2,1,2
936651,1,1,1,3,2,,,,,1,3,2,,,1,2,1500,1,3,3,2,,,,,1,2,1,3
936656,1,1,1,3,1,2,,,,1,6,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,6
936657,2,,,3,2,,,,,1,2,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,4
936661,1,2,2,2,1,2,,,,1,1,2,,,1,2,400,1,3,3,2,,,,,1,2,1,2
936664,1,4,2,4,1,2,,,,1,2,2,,,1,1,1500,2,,,2,,,,,1,2,1,4
936666,1,2,2,4,1,1,3000,0,,1,4,2,,,1,2,1500,1,3,3,2,,,,,1,2,1,4
936667,1,1,1,2,2,,,,,1,1,3,2400,,1,2,100,1,3,3,2,,,,,1,2,1,2
936682,1,1,1,2,2,,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
936683,2,,,4,3,,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,4
936684,1,2,2,2,1,2,,,,1,3,2,,,1,1,750,1,3,3,2,,,,,1,2,1,3
936688,1,2,2,3,3,,,,,1,3,2,,,1,2,250,1,3,3,2,,,,,1,2,1,5
936691,2,,,2,2,,,,,1,6,2,,,1,2,750,1,3,3,2,,,,,1,2,1,3
936692,1,1,2,2,1,2,,,,1,4,2,,,1,2,500,1,3,3,2,,,,,1,1,1,4
936693,1,1,2,1,3,,,,,1,1,2,,,1,1,500,1,3,3,2,,,,,1,2,1,1
936711,1,1,1,3,3,,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,3
936723,1,5,5,5,1,2,,,,1,10,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,5
936739,1,3,2,3,1,2,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,3
936754,2,,,2,2,,,,,1,2,2,,,1,1,600,1,3,3,2,,,,,1,2,1,2
936768,1,1,2,2,3,,,,,1,2,2,,,1,2,1200,1,3,3,2,,,,,1,2,1,2
936773,2,,,1,2,,,,,2,,,,,1,2,750,2,,,2,,,,,2,,1,1
936779,2,,,1,4,,,,,2,,,,,1,2,500,1,3,3,2,,,,,1,2,1,1
936783,2,,,2,1,2,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
936789,1,1,1,1,1,1,6000,,1,1,2,2,,,1,2,600,1,2,3,2,,,,,1,2,1,1
936792,1,1,1,1,2,,,,,1,1,2,,,1,1,500,1,3,3,2,,,,,1,2,1,1
936794,1,1,1,4,1,2,,,,1,3,1,,,1,2,200,1,2,3,2,,,,,1,2,1,4
936801,2,,,1,1,2,,,,1,3,1,,,1,1,300,1,2,3,2,,,,,1,2,1,2
936803,2,,,3,1,2,,,,1,2,1,,,1,1,1000,1,2,3,2,,,,,1,2,1,3
936813,2,,,2,2,,,,,1,1,2,,,1,1,50,1,3,3,1,2,2,1,2,1,2,1,3
936814,1,3,2,2,1,2,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,1,1,2
936824,1,1,1,2,2,,,,,1,2,2,,,1,1,500,1,3,3,2,,,,,1,2,1,2
936839,1,1,1,2,3,,,,,1,1,2,,,1,2,400,1,3,3,2,,,,,1,2,1,2
936850,2,,,5,1,2,,,,1,6,2,,,1,1,1000,2,,,1,2,2,1,2,1,2,1,11
936872,2,,,1,2,,,,,1,4,2,,,1,2,500,2,,,2,,,,,1,2,1,4
936874,1,2,1,2,1,2,,,,1,4,2,,,1,1,500,2,,,2,,,,,1,2,1,4
936875,2,,,1,2,,,,,1,1,1,,,1,1,400,2,,,2,,,,,1,2,1,1
936956,1,1,2,2,3,,,,,1,3,2,,,1,2,600,1,3,3,2,,,,,1,2,1,3
936975,1,1,2,2,3,,,,,1,2,2,,,1,2,200,1,3,3,2,,,,,1,2,1,3
936976,2,,,2,2,,,,,1,1,1,,,1,1,600,2,,,2,,,,,1,2,1,2
936993,1,2,2,4,1,2,,,,1,2,2,,,1,1,700,1,3,3,2,,,,,1,2,1,4
936999,1,2,2,2,1,2,,,,1,3,2,,,1,1,700,1,3,3,2,,,,,2,,1,7
937000,1,3,2,3,2,,,,,1,2,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,4
937017,1,1,1,2,2,,,,,1,2,2,,,1,2,800,1,3,3,1,2,1,2,2,1,2,1,3
937018,1,1,1,2,1,2,,,,1,2,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,2
937030,2,,,1,2,,,,,1,2,3,,1,1,2,1000,1,3,3,2,,,,,1,2,1,2
937081,1,1,2,4,3,,,,,1,2,2,,,1,1,700,1,3,3,2,,,,,1,2,1,4
937103,1,1,2,1,1,2,,,,1,2,3,,1,1,2,500,1,3,3,2,,,,,1,2,1,1
937120,1,2,2,1,1,2,,,,1,3,2,,,1,2,800,1,3,3,2,,,,,1,2,1,4
937125,1,3,2,4,1,2,,,,1,5,2,,,1,1,4000,1,3,3,2,,,,,1,2,1,4
937156,1,1,1,1,1,2,,,,1,2,2,,,1,2,300,1,3,3,1,1,2,2,2,1,2,1,2
937158,2,,,2,1,2,,,,1,4,2,,,1,2,400,1,3,3,2,,,,,1,2,1,3
937162,1,6,2,5,1,2,,,,1,5,2,,,1,2,2500,1,3,3,2,,,,,1,2,1,7
937194,1,2,2,2,1,2,,,,1,2,2,,,1,1,600,1,3,3,2,,,,,1,2,1,3
937209,1,2,2,1,2,,,,,1,6,2,,,1,1,500,1,2,3,2,,,,,1,1,1,6
937306,2,,,4,1,2,,,,1,5,2,,,1,1,1000,1,2,3,2,,,,,1,2,1,6
937326,1,2,2,3,1,2,,,,1,3,2,,,1,1,600,1,3,3,2,,,,,1,1,1,3
937328,1,1,2,1,1,2,,,,1,1,2,,,1,1,100,1,3,3,2,,,,,1,1,1,1
937332,2,,,2,1,2,,,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,5
937371,2,,,3,2,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,4
937375,2,,,2,1,2,,,,1,2,2,,,1,2,600,1,3,3,2,,,,,1,2,1,2
937431,1,1,1,3,2,,,,,1,1,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,3
937437,2,,,2,2,,,,,1,1,1,,,1,2,500,1,3,3,2,,,,,2,,1,2
937442,2,,,1,2,,,,,1,1,2,,,1,2,500,2,,,2,,,,,2,,1,1
937443,2,,,1,2,,,,,2,,,,,1,2,450,1,3,3,2,,,,,2,,1,1
937460,2,,,1,2,,,,,1,7,2,,,1,1,800,2,,,2,,,,,1,2,1,7
937464,1,1,2,2,2,,,,,1,3,3,6000,,2,2,200,2,,,2,,,,,1,2,1,3
937469,2,,,1,3,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
937470,1,1,1,1,2,,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,4
937475,1,6,1,4,1,2,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,6
937484,2,,,1,1,2,,,,2,,,,,1,1,750,1,3,3,2,,,,,1,2,1,1
937485,2,,,2,3,,,,,2,,,,,1,2,350,1,3,3,2,,,,,1,2,1,2
937530,1,1,1,2,2,,,,,1,3,3,,2,1,2,1000,1,3,3,2,,,,,1,2,1,3
