NQUEST,NORD,GIU1,GIU2,GIU3,GIU4,GIU5,GIU6,GIUTOT,GIUTEL
322026,1,5,1,5,5,5,2,5,
322028,1,5,1,5,5,5,5,5,
322028,2,5,1,5,5,5,5,5,
322028,3,4,1,5,4,2,3,4,
322045,1,2,4,5,3,5,1,2,
322045,2,5,1,5,5,5,1,5,
322058,1,3,3,4,3,3,3,3,
322058,3,3,3,5,3,3,3,3,
322059,1,5,1,5,5,4,1,5,
322059,2,5,1,5,5,4,1,5,
323023,1,4,3,3,4,4,1,4,
323023,4,3,2,3,3,3,3,2,
323046,1,4,1,4,4,3,2,4,
323055,2,4,1,4,4,1,1,3,
323071,1,4,2,5,5,5,1,4,
323071,3,3,3,4,4,5,1,4,
323074,1,3,2,4,4,3,3,4,
323074,2,3,2,4,2,3,5,2,
323075,1,3,3,4,4,5,4,5,
323077,1,3,4,4,3,3,3,2,
323077,2,3,3,4,2,2,3,2,
324097,1,4,1,4,4,4,1,3,
324097,2,4,1,4,4,4,2,4,
324136,1,5,4,5,5,4,1,5,
324136,2,5,4,5,5,4,1,5,
324157,1,4,3,4,5,4,,5,
324258,2,3,3,4,3,3,1,4,
324258,3,3,3,5,3,3,1,2,
324306,1,2,4,5,4,5,1,3,
324330,1,5,1,5,4,5,1,4,
324336,1,4,1,4,3,4,1,4,
324343,1,3,2,5,5,3,3,4,
324358,2,2,2,2,1,1,4,2,
324393,1,3,3,4,4,3,3,3,
324413,1,3,1,3,3,4,1,3,
324413,3,4,1,4,4,4,2,1,
324424,1,5,3,5,5,3,2,3,
324424,3,5,3,5,5,3,2,3,
324429,1,5,1,3,3,2,5,3,
324465,1,4,1,4,5,4,2,2,
324472,1,4,1,4,4,4,3,3,
324472,2,5,1,4,4,4,2,3,
324482,4,5,1,5,5,4,1,4,4
324499,1,5,5,5,5,5,3,4,
324561,1,4,1,4,4,4,1,3,
324570,1,5,1,4,4,4,1,5,
324570,2,5,1,4,4,4,1,5,
324605,1,3,3,3,3,2,4,2,
324605,2,3,1,3,2,1,4,1,
324605,3,3,3,3,4,3,4,3,
324746,1,4,2,4,4,4,1,3,
324746,2,4,2,4,4,4,1,4,
324771,1,2,1,4,3,4,1,2,
324771,4,2,4,5,3,4,3,3,
325001,1,4,1,4,5,3,1,3,
325001,2,4,1,4,3,3,2,3,
325008,2,4,3,3,4,4,1,3,
325018,1,4,2,4,4,3,1,3,
325018,2,4,1,5,5,4,3,3,
325032,1,4,1,5,3,4,4,4,
325032,2,4,1,3,3,4,4,4,
325051,2,4,2,5,5,4,1,4,2
325075,1,3,3,4,3,4,3,4,
325075,2,4,2,4,4,4,3,4,
325076,1,3,2,3,3,3,1,2,
325076,2,3,1,5,4,3,1,3,
328015,1,4,1,4,5,4,2,4,
328084,1,4,4,5,5,4,3,4,
328084,2,5,1,4,4,4,2,4,
329002,1,4,1,5,5,3,1,3,
329009,1,3,1,3,4,3,4,3,
329009,2,3,1,3,4,3,4,3,
329009,3,3,4,3,4,3,3,3,
329010,1,4,3,5,4,4,3,4,
329016,1,4,1,3,4,4,4,4,
329034,1,2,3,4,2,3,1,4,
330019,1,4,1,4,5,4,1,4,
330019,2,4,1,4,5,4,1,4,
330049,1,3,4,4,4,4,5,4,
330075,3,4,1,4,5,5,1,5,
330075,4,4,1,3,3,3,1,4,
330077,1,5,1,5,4,5,4,4,
330077,2,5,1,5,4,5,4,4,
330077,3,5,1,5,4,5,4,4,
330077,4,5,1,5,4,5,4,4,
330078,1,4,4,5,5,5,3,4,
330078,2,4,1,5,5,4,3,4,
330082,3,4,1,3,3,1,2,1,
331001,1,3,3,5,5,4,1,5,
331001,2,5,1,4,4,4,3,5,
331078,1,1,5,5,4,4,3,1,
332006,1,3,2,3,3,2,2,2,
332015,1,4,3,4,3,4,2,3,
332042,1,3,4,4,3,4,1,4,
332080,1,3,3,4,3,4,1,3,
332080,3,3,2,3,4,4,1,3,
333009,1,4,4,3,3,4,1,4,
333009,2,4,1,3,4,4,1,4,2
333013,1,4,1,5,4,3,1,3,
333014,1,4,1,3,3,3,2,3,
333014,2,3,1,4,4,3,1,3,
333026,2,4,1,3,4,3,1,4,2
333037,1,3,2,4,3,3,2,2,
333062,1,3,1,3,3,3,1,3,
333071,1,3,3,4,3,4,3,2,
333071,2,3,3,4,4,3,4,2,
334005,2,2,3,4,3,2,3,3,
334011,2,3,1,4,4,3,2,5,
334011,3,3,3,2,1,1,2,2,
334047,2,3,3,3,4,2,3,3,
335045,1,3,4,3,4,3,3,3,
335045,2,4,1,4,3,3,3,3,
335046,1,5,2,5,5,4,1,4,
335046,2,3,1,4,4,3,2,1,2
335048,1,3,2,3,4,3,4,2,
335049,1,4,1,5,4,4,1,4,
335078,3,3,3,3,4,4,3,4,
335079,3,3,3,4,2,3,3,2,
336014,1,4,1,4,5,5,1,5,
336017,3,5,1,5,5,5,5,5,
336030,1,3,1,5,3,3,1,1,
336033,1,4,1,4,4,5,5,5,
336033,3,4,1,4,4,4,1,5,
336043,1,3,3,5,5,5,1,5,
336048,1,4,2,5,5,5,1,4,
336048,4,1,5,5,5,3,3,1,
336050,1,4,1,5,5,5,1,5,
336053,1,3,4,5,4,5,1,5,
336063,1,5,1,5,5,5,1,5,
336068,1,3,2,3,5,5,5,5,
336073,1,5,3,5,5,5,1,5,
337019,1,4,3,4,5,4,1,4,
337080,1,3,1,4,2,3,3,1,
337080,2,3,1,5,5,4,3,4,
338009,1,5,4,5,5,4,4,5,
338013,1,3,1,5,4,3,4,2,
338013,2,3,1,5,4,3,4,2,
338042,3,4,4,5,4,4,4,4,
338050,1,2,5,5,3,3,2,3,
338058,1,3,1,4,4,4,1,4,
338058,2,3,1,4,4,4,1,4,
338077,1,4,1,5,5,4,1,5,
338080,1,3,3,4,4,3,1,4,
338087,1,5,1,3,4,5,1,4,
339001,1,3,1,3,3,3,1,2,
339001,2,3,3,4,4,4,1,3,
339003,1,3,1,4,4,4,1,4,
339003,2,4,2,4,4,2,2,3,
339051,2,3,1,4,5,4,1,3,
339064,1,4,1,4,4,3,3,4,
339064,2,2,1,3,3,3,3,2,
339067,1,3,2,4,5,3,1,4,
339067,2,3,2,4,5,3,1,4,
339067,3,3,2,4,4,3,2,4,
339067,4,3,2,3,4,3,3,3,
339068,1,4,3,4,5,1,4,4,
339068,2,4,1,3,3,4,3,2,
339069,1,4,3,3,5,4,3,4,
339070,1,4,1,3,4,3,1,4,
339070,2,2,4,4,4,3,2,3,
340002,1,2,3,5,5,2,5,5,
340004,1,3,1,4,3,3,3,2,
340004,2,2,3,5,4,3,2,4,2
340014,1,3,2,4,5,4,3,4,
340014,2,2,3,4,4,3,2,4,2
340024,1,3,4,3,3,3,3,2,
341032,2,5,1,4,4,5,4,5,
341073,1,3,2,3,4,3,2,4,
341077,1,5,1,3,3,4,1,3,
341077,2,4,3,4,3,4,2,3,
341088,1,3,5,5,4,5,3,4,
341088,2,4,4,4,5,4,5,5,
342005,2,5,3,5,5,5,1,5,
342005,3,5,3,5,4,4,1,3,
342009,1,4,4,5,4,3,4,3,
342010,1,3,5,5,3,4,5,3,
342010,2,5,2,3,4,4,2,5,
342016,1,3,4,5,5,4,1,4,
342047,1,3,3,4,3,3,5,2,
342059,2,3,2,4,3,3,4,3,
343003,1,3,3,3,5,4,2,4,
343022,1,5,4,5,5,5,1,5,
343022,3,4,4,5,5,5,1,5,
343033,1,3,2,5,4,4,2,4,
343033,2,3,2,5,4,4,2,4,
343047,1,3,3,4,4,3,4,3,
345010,1,5,1,5,5,5,1,4,
345010,2,5,1,5,5,5,1,4,
346023,2,3,3,5,5,5,2,5,
346045,1,5,3,5,5,5,1,5,
346064,2,5,4,5,5,5,2,5,
346071,1,4,1,4,3,3,2,3,
346071,2,1,5,3,5,1,1,2,
346073,1,3,4,5,5,5,3,5,
346073,2,5,1,4,5,5,2,4,
346075,1,3,3,3,5,3,2,3,
346081,1,3,4,4,3,2,2,3,
346081,2,2,1,5,4,4,4,1,
347014,1,4,1,4,4,4,1,4,
347014,3,4,3,2,3,3,1,3,
347030,2,4,1,3,3,3,1,2,2
348066,1,2,1,5,5,4,1,5,
348066,3,1,1,5,4,3,1,3,
349024,1,3,2,5,4,4,2,3,
349024,2,4,4,3,4,4,2,4,
349027,1,2,4,4,2,3,2,2,
350011,1,3,5,5,5,5,3,5,
350050,1,4,1,5,5,4,1,4,
350050,2,4,1,5,5,4,3,3,
351017,1,4,1,3,2,2,2,3,
351056,1,4,3,3,3,3,3,3,
351056,2,4,3,3,3,3,3,3,
351086,1,1,2,3,2,3,5,2,
353001,1,3,3,5,5,5,3,3,
353009,1,3,3,4,4,4,3,4,
353027,2,3,4,4,3,4,4,3,
353088,1,3,1,5,5,5,1,4,
353088,3,3,1,5,5,5,1,4,
354032,4,3,2,4,4,3,3,4,
354034,2,1,3,5,4,4,4,3,
354042,1,4,1,4,4,3,3,4,
354089,2,3,2,4,3,2,1,3,
355004,1,2,2,3,4,3,1,4,
355004,3,4,1,4,4,4,1,5,
355035,1,3,3,4,5,4,1,3,
355035,2,3,3,4,3,4,1,4,
355055,3,3,3,4,5,4,1,4,
355056,1,4,3,4,4,4,1,4,
355056,3,3,3,4,4,4,1,4,
355056,4,4,2,3,1,1,1,2,
355075,1,2,4,3,3,1,1,2,
355075,3,4,3,3,3,2,3,3,
355077,1,3,3,3,3,2,2,3,
355077,2,5,1,4,5,5,5,4,
355079,2,5,1,5,5,5,1,5,
355089,1,4,1,4,3,3,1,3,
356003,4,3,1,4,3,2,1,2,
356014,1,4,1,4,5,3,3,4,
356014,2,5,1,5,5,2,4,5,
356032,4,1,5,5,5,1,4,5,
356032,5,2,2,3,2,3,4,2,5
356038,2,2,2,5,5,3,5,2,
356071,1,3,3,4,4,3,3,4,
356071,2,3,3,4,4,3,2,3,
356076,1,4,1,4,3,3,4,3,
356076,2,1,4,1,5,4,2,3,3
357002,1,4,2,4,4,3,1,3,
357004,1,3,3,4,3,4,3,3,
357004,3,3,4,4,4,4,3,3,
357004,5,4,5,5,5,5,5,5,
357008,1,1,3,5,5,5,1,3,
357009,3,5,3,5,5,1,5,,
357020,2,3,3,3,3,3,2,2,
357028,1,4,1,5,4,4,4,5,
357028,2,4,1,4,3,4,3,3,2
358035,1,3,5,5,4,3,5,3,
358053,1,5,1,5,5,5,1,5,
358053,2,5,1,5,5,5,1,5,
358058,1,5,1,5,5,4,1,5,
358088,1,4,2,4,4,4,3,3,
360030,1,4,2,5,4,4,4,4,
360034,1,3,3,3,4,4,1,3,
360034,2,3,4,4,3,4,1,3,
360059,1,3,1,4,4,5,1,3,
360063,1,2,5,5,3,3,5,1,
360063,2,4,5,5,2,3,1,3,
360065,1,3,3,3,4,3,4,3,
360081,1,3,5,5,4,3,2,4,
361002,1,3,3,4,4,4,1,3,
361033,1,4,4,5,4,5,3,5,
361053,2,3,3,5,5,5,1,4,
361063,1,3,1,4,4,4,1,5,
361063,2,3,1,4,4,4,1,5,
361066,1,4,2,3,3,3,2,3,
362012,3,4,1,5,5,4,1,4,
362042,1,3,5,5,3,4,3,3,
362042,3,3,2,3,3,1,2,3,
362048,2,5,1,2,3,3,1,4,2
362065,1,2,4,4,3,3,3,3,
363002,2,4,3,5,5,5,1,5,
363003,2,3,1,3,4,4,3,3,
363012,1,4,2,4,4,3,2,3,
363012,2,4,1,4,4,3,2,3,
363029,1,3,1,3,4,2,1,4,
363029,3,4,1,5,4,4,2,4,
363062,1,3,3,4,4,4,1,4,
364065,1,3,3,4,3,3,1,2,
364065,2,3,3,4,4,3,2,3,
364146,1,3,4,4,4,3,4,4,
364165,1,4,3,4,5,4,1,5,
364182,1,4,3,4,3,4,2,3,
364192,1,1,4,5,5,3,5,1,
364287,1,3,1,5,5,5,5,5,
364287,3,4,1,5,5,5,1,5,
364292,1,3,4,2,2,5,5,4,
364292,2,1,5,5,1,1,5,1,
364308,1,4,2,3,3,3,2,3,
364310,1,3,3,5,5,4,3,4,
364310,2,4,1,3,4,5,1,5,
364336,2,4,2,5,5,5,2,5,
364336,3,5,2,5,5,5,2,5,
364345,1,5,1,5,5,5,2,5,
364354,1,4,1,4,5,1,1,5,
364364,2,2,3,4,2,3,5,2,
364366,2,3,3,4,4,4,3,4,
364368,1,4,1,4,3,5,1,5,
364376,1,4,1,5,5,5,1,5,
364432,3,4,2,3,4,3,2,3,
364466,1,3,3,5,5,5,3,5,
364474,1,5,1,5,4,4,4,3,
364474,3,5,3,3,3,3,3,4,
364480,2,3,3,3,4,2,1,4,
364480,3,4,3,3,3,2,3,1,
364512,1,5,1,5,5,5,2,5,
364690,1,4,2,4,4,4,1,3,
364690,2,5,1,4,4,4,1,4,
365004,2,3,3,4,4,4,3,4,
365006,2,2,4,3,3,3,4,4,
365017,2,4,1,3,4,3,1,3,
365017,3,4,1,3,4,3,4,3,
365020,1,2,2,3,2,2,3,2,
365020,2,3,3,4,4,3,4,3,
365042,1,3,2,2,2,2,2,2,
366001,1,3,3,5,5,5,3,5,
366006,2,3,4,5,5,3,4,3,
366039,3,3,3,5,5,5,1,5,
366039,4,2,3,5,3,5,2,3,
366057,2,4,2,3,4,5,4,4,
366063,1,1,2,3,3,2,1,3,
366063,2,2,1,5,5,4,4,3,
367004,1,2,4,4,3,4,4,1,
367022,1,3,3,5,5,3,1,2,
367024,3,4,1,4,4,4,2,4,3
367024,4,3,1,4,3,4,1,3,4
367026,1,5,1,5,5,5,1,5,
367026,2,5,1,4,4,5,2,5,
367028,1,4,2,5,4,4,2,4,
367028,2,5,1,4,5,5,3,5,2
367034,3,2,3,4,3,3,4,3,
367079,1,5,1,3,3,4,1,3,
367086,1,3,4,5,4,3,3,3,
367087,1,2,2,4,5,3,1,5,
367087,2,3,1,3,3,3,1,3,
367090,1,3,5,5,5,5,4,4,
368078,3,3,3,1,3,2,2,2,
368079,2,3,2,3,3,3,4,3,
369001,1,5,1,5,5,5,1,5,
369017,1,4,2,5,5,3,1,3,
369056,1,5,1,5,5,3,3,5,
369056,2,4,2,3,3,4,4,3,
369056,3,3,2,5,2,2,2,1,3
369056,4,4,2,4,4,3,3,3,
369062,1,3,2,5,5,4,5,5,
371009,1,3,4,4,3,3,3,4,
371009,2,5,3,4,5,5,1,4,2
372018,1,4,2,3,4,4,4,4,
372040,1,4,3,4,4,3,5,4,
372041,1,3,5,5,5,5,5,5,
372041,2,5,5,5,5,3,3,4,
372041,3,5,5,5,4,3,4,4,
372042,1,2,2,3,4,3,3,3,
372042,2,3,4,3,3,4,4,4,
372062,1,2,4,4,5,3,4,4,
372062,2,4,5,5,4,5,5,5,
372070,2,4,3,5,5,5,4,4,
373013,1,4,1,5,5,4,1,4,
373029,1,4,1,3,3,2,1,2,
373029,2,3,2,3,4,2,1,3,
375003,3,4,2,4,5,5,3,5,3
375011,1,4,2,4,4,4,3,4,
375038,2,5,1,4,5,5,1,4,2
375038,3,5,1,3,4,4,2,4,3
375080,1,4,1,3,4,4,3,4,
375080,2,5,1,4,3,5,3,4,2
375085,1,5,1,4,4,5,5,4,
375087,1,5,2,4,5,4,4,4,
376069,1,5,4,5,5,5,5,5,
376069,3,4,3,4,4,3,2,5,
377030,3,5,1,5,5,5,4,5,3
377030,4,4,4,5,4,4,4,4,4
377088,1,4,1,5,5,5,1,5,
377088,2,4,3,4,5,4,1,4,
377088,3,4,3,5,4,5,1,5,3
378053,1,3,1,4,4,2,1,3,
378053,2,3,1,4,4,2,1,3,
378053,4,3,1,4,4,2,1,3,
378060,1,3,3,5,4,5,5,5,
378086,2,5,1,5,5,1,5,5,
379002,1,5,1,3,5,5,1,5,
379012,1,5,1,5,5,5,1,5,
380018,2,4,5,4,5,4,1,5,
380042,1,4,3,4,4,4,2,4,
380071,1,3,5,2,2,3,2,1,
380071,2,2,5,4,5,2,1,4,
380071,3,2,3,4,4,2,1,4,
380077,1,3,1,5,4,3,3,4,
381010,1,4,3,4,5,4,2,4,
381010,2,3,2,5,5,1,1,5,2
381013,1,4,1,3,4,4,3,4,
381013,2,3,1,4,2,2,3,2,
381030,1,3,1,5,5,4,3,4,
381084,1,5,1,4,5,4,1,4,
382077,1,4,3,4,5,4,2,5,
382077,2,4,2,4,4,3,3,3,
383008,1,4,3,4,3,3,2,3,
383014,3,3,3,5,5,5,4,5,
383018,1,3,3,5,5,5,3,5,
383019,1,4,1,5,5,4,2,5,
383033,1,4,3,4,4,3,4,4,
383067,2,5,4,5,5,4,2,5,
383067,3,5,3,3,5,5,5,5,
383067,4,4,3,4,5,5,5,5,
383071,1,4,5,5,5,5,2,4,
383071,2,5,1,5,5,5,1,3,
384009,1,3,4,5,4,4,2,2,
384033,1,4,4,3,4,4,1,5,
384041,2,3,1,4,3,3,1,4,
384074,1,4,3,3,3,3,3,3,
384077,1,4,4,3,5,5,1,1,
385006,1,3,3,4,4,3,1,3,
385006,3,3,2,3,2,3,1,1,
385014,1,4,4,5,4,4,2,5,
385026,1,5,2,4,5,4,2,5,
385029,1,2,1,5,5,4,2,5,
385029,2,4,1,1,1,1,1,1,
385029,3,3,1,3,4,4,3,3,
385029,4,3,1,1,5,3,1,5,
385029,5,1,1,4,4,3,1,4,
385029,7,2,5,2,1,2,1,2,
385047,1,5,5,4,4,4,1,4,
385052,3,5,1,4,5,5,1,5,
385052,4,5,1,4,5,5,1,5,
385072,3,4,2,4,4,5,2,4,3
385080,1,4,2,4,4,4,1,3,
385080,3,4,3,5,5,5,1,3,
386083,1,2,4,5,3,3,3,2,
386083,2,3,3,3,3,3,3,2,
387005,1,4,1,5,5,5,1,4,
387008,1,4,1,5,5,4,1,3,
387008,2,4,1,4,4,4,1,2,
387024,1,3,2,4,4,4,2,3,
387024,2,3,2,3,3,3,2,3,
387028,3,5,1,5,5,5,1,5,
387037,1,3,2,3,4,2,2,4,
387037,3,4,1,3,3,3,2,3,
387037,4,4,1,3,3,3,2,3,
387040,1,3,3,4,4,4,3,3,
387040,2,3,3,3,3,4,3,3,
387055,1,3,3,5,2,3,2,2,
388002,1,4,4,4,4,4,4,4,
388002,2,5,4,4,4,4,4,4,
388002,3,3,4,4,4,4,4,4,
388019,2,5,1,1,3,4,5,3,
388019,3,5,1,1,3,4,5,3,
388027,1,5,5,3,5,5,1,5,
388027,2,5,5,3,5,5,1,5,
388027,4,5,5,5,5,5,1,5,
388046,3,4,4,4,5,4,4,5,
388054,2,4,4,4,4,4,1,5,
389045,1,5,1,5,4,5,5,5,
389045,2,5,1,5,2,5,5,3,
389045,3,3,2,5,3,1,3,3,
389066,1,3,3,5,4,3,3,3,
389066,2,4,3,5,4,3,2,3,
389084,1,1,5,5,2,5,1,3,
389084,2,5,1,5,4,5,1,5,
