NQUEST,NORD,GIU1,GIU2,GIU3,GIU4,GIU5,GIU6,GIUTOT,GIUTEL
51639,5,4,2,4,4,3,1,3,
51714,1,5,2,2,5,5,1,5,
51716,2,4,1,4,4,4,2,4,
51733,3,2,3,5,5,5,1,4,
51733,4,4,1,3,4,5,1,4,
51739,1,5,1,5,5,4,1,5,
51739,3,5,1,4,4,4,1,4,
51739,4,3,2,3,4,3,1,3,
51748,2,3,1,5,5,3,1,3,
51766,1,3,3,3,4,2,3,4,
51766,2,3,4,3,4,2,3,4,
51782,3,3,1,3,3,4,1,3,
51782,4,3,1,2,2,4,2,2,
51799,1,4,1,5,5,4,4,4,
51811,2,3,3,5,5,3,4,5,
51818,1,3,1,3,2,3,2,3,
51818,2,3,1,3,2,3,3,2,
51819,1,2,3,3,2,2,1,2,
51870,1,5,1,4,5,4,1,4,
51881,1,5,3,5,5,3,1,5,
51881,2,4,1,3,4,5,1,4,
51900,2,5,1,4,4,4,1,4,
51908,1,2,2,4,3,3,1,3,
51908,2,5,1,4,4,3,4,4,
51955,1,5,5,5,5,5,1,5,
52001,3,5,3,4,4,4,3,4,3
52001,4,4,2,4,4,3,3,4,4
52001,5,4,3,4,3,4,2,4,5
52013,1,4,4,4,4,3,3,2,
52013,6,4,2,4,5,3,3,4,6
52013,7,4,3,5,4,2,4,5,7
52018,1,3,3,4,2,2,1,4,
52018,2,3,3,4,3,3,1,3,
52064,1,3,3,4,3,3,1,4,
52064,2,3,3,5,4,3,1,3,
52105,1,2,4,4,4,3,4,4,
52110,1,4,3,4,4,4,5,5,
52120,1,4,3,5,5,3,1,3,
52137,1,4,3,5,5,5,5,5,
52137,2,4,3,5,5,5,5,5,
52194,2,3,3,2,4,2,1,2,
52257,1,4,4,5,5,5,2,5,
52259,1,4,1,5,5,5,3,3,
52308,1,2,4,5,3,3,1,3,
52380,1,4,5,4,4,3,4,4,
52385,3,4,5,4,4,5,4,4,4
52400,1,4,4,5,4,3,4,4,
52435,1,3,1,1,2,1,5,1,
52454,1,4,2,4,4,3,1,4,
52454,2,4,3,4,5,3,1,4,
52473,1,4,3,3,5,5,5,5,
52475,1,5,1,5,5,5,1,5,
52475,5,5,2,5,5,5,2,5,
52477,1,5,2,5,5,4,4,4,
52534,1,2,2,4,3,3,1,3,
52534,2,5,1,5,5,5,1,4,
52670,1,2,3,4,4,4,1,5,
52670,2,3,2,5,5,2,1,3,
52697,1,4,1,5,5,4,1,5,
52715,1,2,3,5,5,5,2,4,
52715,2,3,1,5,5,4,1,4,
52717,1,3,3,5,3,1,3,3,
52717,2,2,3,5,3,1,2,2,
52717,3,2,3,5,2,1,2,1,
52733,3,4,2,3,3,3,4,3,
52790,1,4,3,4,4,4,3,4,
52791,1,5,1,4,5,3,1,4,
52791,3,5,1,4,4,5,1,5,
52820,1,4,1,5,2,5,3,1,
52850,1,4,1,5,5,1,2,5,
52851,1,4,1,5,3,4,2,1,
52851,2,4,1,4,3,3,2,2,
52859,1,4,2,3,3,2,1,3,
52859,2,4,3,5,5,4,1,4,
52937,1,5,1,5,4,5,3,5,
52954,1,5,1,5,5,4,1,5,
52989,1,3,3,4,4,3,4,4,
52989,2,3,1,5,5,3,5,5,
53008,1,3,2,5,4,4,3,3,
53008,2,4,2,4,5,4,3,3,
53013,1,3,1,5,4,5,1,3,
53013,2,4,4,5,4,5,1,4,
53013,3,5,1,5,4,5,4,5,
53013,4,5,1,5,4,5,4,5,
53054,3,5,3,5,3,5,1,3,
53081,3,4,3,5,5,4,1,5,
53085,1,3,3,3,2,4,1,3,
53085,2,3,2,3,3,3,1,3,
53086,1,3,1,5,3,5,1,5,
53108,1,3,3,3,3,3,3,3,
53108,2,4,2,4,4,4,3,3,
53109,3,4,2,4,5,4,4,5,
53202,1,4,3,4,3,3,3,3,
53216,1,5,1,5,5,5,1,5,
53216,2,2,4,5,5,5,3,5,
53226,1,3,3,4,4,4,2,4,
53227,3,5,2,5,5,4,3,5,
53234,1,4,3,5,3,4,3,5,
53351,3,3,3,4,4,3,4,2,
53372,1,4,3,4,4,4,1,3,
53372,3,4,3,4,4,4,1,4,
53372,4,3,3,3,3,3,1,3,
53376,1,3,2,5,4,3,3,3,
53380,1,4,4,4,5,4,1,4,
53451,1,3,3,3,3,3,3,2,
53451,2,5,1,5,5,5,1,5,
53486,2,4,1,5,5,4,1,5,
53486,3,4,5,5,1,4,1,4,
53495,2,1,1,4,5,3,2,3,2
53504,1,3,4,5,5,5,1,4,
53504,2,5,1,1,3,2,1,2,2
53520,1,4,2,3,3,4,1,3,
53520,2,3,3,4,3,4,1,3,
53575,1,4,3,3,1,2,3,3,
53575,2,3,3,3,3,4,3,3,
53581,2,4,1,4,4,3,1,4,
53596,1,2,4,4,3,3,4,2,
53621,1,4,2,4,3,2,1,2,
53666,1,3,3,5,5,,4,4,
53736,3,4,1,3,3,3,1,3,
53746,1,4,5,5,5,4,3,3,
53780,1,3,3,5,5,4,5,4,
53793,2,3,2,4,5,4,2,5,
53812,1,4,1,5,5,5,5,5,
53812,2,3,2,4,3,3,4,3,
53839,3,4,2,5,4,5,2,4,
53839,4,4,2,4,4,5,1,4,
53871,1,4,2,3,4,5,2,4,
53873,1,2,3,4,3,3,4,2,
53883,2,4,3,4,4,4,3,4,2
53898,1,2,1,4,3,2,1,4,
53898,2,4,1,5,4,4,2,4,
53901,1,4,5,5,5,5,5,5,
53901,2,4,5,5,5,5,5,5,2
53901,3,3,3,3,4,5,3,4,3
53902,1,4,5,5,4,4,5,4,
53910,1,5,1,5,5,5,1,5,
53997,3,4,3,5,5,5,2,5,
53997,4,4,1,5,5,5,1,4,
53997,5,4,2,5,5,5,1,5,
54008,3,4,4,4,4,4,4,4,3
54021,1,5,5,5,5,5,5,5,
54135,1,3,2,3,3,3,1,3,
54135,3,4,2,4,4,3,3,4,
54135,4,4,2,4,4,3,1,4,
54182,1,4,2,3,1,3,3,3,
54182,2,4,1,4,4,4,3,4,
54183,1,5,1,4,5,4,4,5,
54183,2,4,1,5,4,2,2,4,
54205,1,4,2,4,4,4,1,4,
54205,2,4,2,2,3,3,1,4,
54278,2,3,3,5,5,4,3,3,
54279,1,5,3,4,5,2,3,4,
54368,2,5,1,3,5,5,1,4,
54412,1,3,5,5,4,2,2,5,
54412,2,4,3,5,4,2,2,4,
54412,3,5,3,5,5,5,2,5,3
54502,1,4,3,4,5,4,1,5,
54502,2,1,2,5,5,1,5,4,
54527,1,1,2,4,3,3,2,3,
54527,2,1,5,1,4,5,4,1,4
54538,1,3,3,4,4,4,2,4,
54545,1,5,4,5,4,2,2,3,
54588,1,4,3,4,5,4,2,4,
54588,2,3,2,5,5,4,1,3,
54620,3,5,1,5,4,4,1,4,3
54627,1,5,1,4,4,5,1,4,
54632,1,4,1,5,4,4,1,5,
54632,2,5,1,4,4,4,5,3,
54635,1,3,2,4,4,3,4,4,
54635,2,4,4,4,4,3,1,4,
54644,1,4,5,5,4,4,3,4,
54644,2,4,4,5,5,5,4,4,2
54674,1,4,3,5,5,5,1,5,
54674,3,4,3,4,2,4,2,4,3
54679,1,3,4,4,4,4,2,5,
54693,1,3,3,3,4,4,1,3,
54693,2,2,3,2,4,4,1,2,
54694,1,2,4,5,5,3,1,5,
54694,2,4,2,4,5,1,4,5,
54694,3,3,2,4,5,3,3,5,3
54696,1,3,4,4,3,4,1,4,
54702,1,4,2,5,4,4,2,4,
54702,3,2,4,4,2,4,3,2,
54702,4,4,2,3,3,3,3,3,
54711,2,4,1,4,3,4,1,4,
55006,1,4,2,5,5,4,4,5,
55094,1,3,3,3,3,3,1,3,
55094,2,1,5,3,1,1,1,2,
55099,1,4,3,4,4,4,1,3,
55118,1,3,3,4,4,3,2,3,
55196,1,5,1,5,5,4,4,5,
55205,1,5,1,5,5,3,2,4,
55221,1,3,1,3,4,3,1,1,
55221,2,3,1,4,2,3,3,1,
55221,3,3,1,3,3,3,1,3,3
55272,1,3,2,5,4,2,4,4,
55272,2,2,2,5,1,1,1,2,
55275,1,4,2,5,3,2,4,4,
55298,1,3,3,3,4,3,2,3,
55298,2,4,1,4,4,3,2,4,
55322,1,2,4,5,4,4,5,5,
55341,1,4,1,3,4,3,1,3,
55349,2,5,2,5,5,5,1,5,
55358,1,4,1,4,4,3,1,4,
55372,1,4,2,4,2,2,3,2,
55379,1,3,2,3,2,2,2,3,
55379,2,2,3,3,3,2,2,4,
55380,1,2,3,2,3,4,4,2,
55380,2,3,2,3,4,4,2,3,
55430,1,4,5,4,4,3,2,4,
55549,2,2,4,2,1,1,5,1,
55549,4,4,1,3,5,4,3,4,
55552,2,3,5,3,4,2,1,4,
55562,1,3,3,4,3,2,5,3,
55594,1,5,2,4,3,3,5,3,
55597,1,3,2,4,3,3,2,3,
55597,2,3,3,4,4,3,2,3,
55611,1,2,1,4,3,3,1,3,
55620,1,2,4,4,3,2,4,1,
55622,1,4,5,3,4,5,2,3,
55622,2,2,2,2,3,3,4,3,
55622,3,3,3,4,3,3,4,3,
55743,1,3,3,5,4,3,3,3,
55743,2,3,3,4,4,4,2,3,
55743,3,3,2,4,4,3,2,4,
55756,1,5,2,3,4,4,4,5,
55831,1,4,1,4,4,4,2,5,
55840,1,3,5,4,4,4,1,5,
55840,2,3,5,4,4,4,1,5,
55848,1,3,3,5,3,4,3,3,
55891,2,2,5,3,3,3,4,2,
55891,4,3,1,4,3,3,4,4,
55892,1,2,1,4,2,3,5,2,
56039,1,3,1,1,1,5,1,1,
56074,1,3,5,5,5,2,1,1,
56074,3,5,1,5,5,4,,3,
56080,1,5,1,5,5,5,,5,
56080,2,1,1,4,4,5,,3,
56093,1,3,1,,5,5,1,3,
56165,2,5,1,4,5,5,1,5,
56165,4,5,2,4,5,5,1,5,
56177,1,5,3,5,5,5,1,5,
56177,2,4,1,3,3,3,4,4,
56204,1,1,4,4,5,2,5,5,
56204,2,1,3,4,5,3,5,5,
56261,1,4,2,5,5,5,1,5,
56261,2,4,1,4,5,4,1,5,
56284,1,5,3,4,3,3,1,4,
56284,2,1,4,4,2,3,3,2,
56284,3,2,1,3,4,3,1,3,
56292,2,4,1,4,5,4,3,4,
56301,1,4,2,4,3,3,1,3,
56301,2,4,3,4,4,4,1,4,
56327,3,4,2,5,4,3,2,3,3
56329,1,2,3,4,4,3,1,3,
56329,2,3,3,2,2,1,5,2,
56330,1,5,2,5,5,4,3,5,
56330,2,5,1,4,4,4,1,4,
56333,1,4,2,3,4,4,3,5,
56333,2,4,2,5,5,5,4,4,
56349,3,4,1,3,5,4,1,4,3
56352,1,3,3,4,5,4,5,5,
56465,1,3,5,5,5,1,5,3,
56472,1,4,1,5,5,5,1,4,
56473,2,5,4,3,5,5,5,5,2
56529,1,4,3,5,3,5,2,4,
56533,1,3,4,4,4,3,2,3,
56574,1,4,2,4,4,4,2,3,
56574,2,4,1,4,1,3,3,3,
56582,1,4,3,3,3,3,2,3,
56582,2,4,2,3,3,3,2,3,
56603,1,5,4,4,4,4,1,4,
56605,1,3,2,5,5,3,1,5,
56605,2,4,2,5,5,4,2,5,
56624,1,3,2,3,3,3,1,3,
56624,2,5,1,5,5,4,5,5,
56656,1,4,1,5,3,3,5,3,
56658,1,3,4,4,5,3,5,3,
56706,1,3,1,5,4,4,5,4,
56706,2,3,3,4,1,3,3,3,
56709,3,1,4,3,3,3,2,3,
56709,4,2,2,3,2,3,2,3,
56776,1,3,1,5,4,5,1,4,
56776,2,3,1,3,5,4,3,5,
56928,3,4,1,4,4,4,3,4,
56954,1,4,1,3,5,2,5,4,
57011,1,4,1,5,5,3,1,3,
57024,1,4,1,3,5,5,4,3,
57027,1,3,4,4,4,3,4,4,
57027,2,4,1,4,4,4,2,4,
57042,1,2,3,5,5,2,3,3,
57077,1,4,1,5,5,5,2,5,
57077,2,4,1,5,5,5,2,5,
57078,1,3,5,5,5,3,4,2,
57086,1,5,4,4,5,4,4,5,
57094,1,5,1,5,5,5,1,4,
57115,1,2,2,4,4,2,4,3,
57120,1,4,2,4,4,4,1,4,
57122,1,3,3,4,4,3,1,4,
57124,1,5,4,3,4,3,2,1,
57126,1,3,5,5,5,5,1,5,
57142,1,3,4,4,4,4,2,4,
57142,2,3,3,5,4,4,3,4,
57228,1,3,4,5,5,3,1,5,
57265,1,5,3,5,5,5,2,5,
57325,3,4,2,2,4,3,2,4,
57374,1,3,4,5,5,5,1,5,
57410,2,5,5,5,5,3,5,3,
57410,3,5,5,5,5,4,3,3,
57471,3,3,3,4,4,4,2,3,
57472,1,4,1,5,5,4,4,4,
57472,3,4,1,4,3,3,4,3,
57472,4,4,1,4,5,3,1,4,
57474,1,2,1,3,1,3,5,1,
57543,1,4,1,3,4,3,2,4,
57543,2,2,2,3,4,3,2,4,
57547,1,4,4,5,4,4,2,4,
57550,1,3,2,5,5,3,1,4,
57557,1,4,1,3,4,3,1,3,
57613,1,5,1,5,5,4,2,4,
57613,2,5,1,4,5,3,3,4,
57619,1,4,1,5,5,3,1,4,
57619,2,4,1,5,5,3,1,4,
57621,1,4,4,4,3,3,5,5,
57621,2,4,2,4,4,3,5,4,
57622,1,3,4,5,3,4,1,3,
57622,2,2,1,3,5,4,1,4,
57625,1,3,1,4,4,2,3,2,
57625,2,3,1,4,3,3,3,3,
57631,1,5,1,5,5,5,4,3,
57678,1,4,1,5,5,4,3,5,
57680,1,4,5,2,4,4,3,3,
57680,2,3,3,3,4,3,3,3,
57692,1,4,3,3,4,3,5,3,
57692,3,5,2,3,5,3,3,5,
57779,1,3,3,3,3,2,5,3,
57785,1,3,4,3,3,2,2,3,
57785,3,3,3,4,3,3,2,3,3
57786,1,5,5,3,5,5,2,5,
57786,2,5,5,2,5,5,1,5,
57810,3,5,1,5,5,4,1,5,3
57815,1,3,5,4,4,4,2,4,
57824,1,4,4,5,5,5,5,4,
57830,1,3,5,3,3,3,1,3,
57830,2,4,3,3,3,3,1,3,
57836,3,3,1,3,3,3,1,3,
57915,2,5,1,5,5,5,1,5,2
57962,1,3,2,4,4,4,2,4,
57962,2,1,2,3,3,3,2,1,
58002,3,3,4,5,5,5,1,5,
58053,1,3,3,4,3,3,3,1,
58055,1,3,1,5,5,4,3,4,
58055,2,3,1,5,5,5,3,4,
58067,1,4,2,4,4,3,2,3,
58067,3,4,2,4,3,4,2,3,
58081,1,4,3,4,5,3,3,4,
58081,2,4,2,4,5,4,3,4,
58163,4,4,2,3,3,2,3,3,
58225,1,3,4,3,3,3,1,2,
58253,3,4,1,3,3,2,1,3,
58299,1,2,2,5,1,1,4,1,
58304,1,4,3,5,5,5,3,5,
58304,3,5,3,4,4,4,4,4,
58365,1,3,1,5,5,4,1,5,
58366,1,2,3,5,4,3,1,3,
58375,1,3,3,4,3,4,1,4,
58418,1,3,2,4,4,3,2,4,
60002,1,4,3,3,2,3,3,2,
60002,3,3,2,4,4,5,5,5,3
60021,3,4,4,4,4,4,4,4,
60029,1,2,5,5,5,4,3,4,
60034,1,4,2,4,4,4,4,5,
60034,2,2,5,5,1,4,4,5,
60067,2,1,5,4,3,2,2,1,
60069,1,4,3,4,2,2,4,3,
60105,1,5,3,5,5,5,1,4,
60105,2,3,3,5,5,5,1,3,
60106,1,3,4,4,3,3,3,4,
60131,1,3,3,4,3,3,2,4,
60131,5,3,3,4,4,4,4,4,
60149,1,5,1,4,3,2,1,3,
60149,2,3,1,3,3,3,1,3,
60150,1,3,3,4,2,2,5,4,
90003,2,3,2,4,4,4,2,4,
91001,1,3,2,4,2,2,4,3,
91002,1,3,5,5,5,4,4,4,
91003,1,3,4,3,3,3,3,2,
91003,2,4,4,3,5,3,4,4,
91004,1,4,3,5,5,5,2,4,
91008,1,4,1,4,5,3,3,4,
91008,2,4,1,4,5,3,3,4,
91009,1,3,3,4,4,4,1,4,
91010,1,3,3,4,5,3,1,5,
91011,1,3,3,3,2,3,4,1,
91011,2,3,3,4,5,3,3,3,
91014,1,4,3,4,4,3,4,4,
91014,2,2,1,4,3,3,3,1,
91016,1,5,1,4,3,2,1,4,
91018,1,5,3,5,5,5,1,5,
91018,2,5,1,5,5,5,4,5,
91020,1,4,4,5,4,4,4,4,
91020,2,4,4,5,4,4,4,4,
91024,1,5,1,3,4,4,3,3,
91024,2,2,1,4,4,3,1,3,
91025,1,2,4,4,3,4,3,4,
91027,1,5,4,5,5,5,,5,
91027,2,5,5,5,5,4,1,5,
91028,1,3,1,3,4,4,1,4,
91028,2,4,1,4,4,4,2,4,
91030,1,4,5,5,5,5,4,5,
91031,1,2,4,3,5,1,5,1,
91032,1,4,2,4,4,4,3,3,
91034,1,4,4,4,4,3,4,3,
91034,2,4,3,4,4,3,4,4,
91035,1,3,3,4,3,4,2,3,
91035,2,4,3,5,4,4,2,4,
91036,1,3,5,5,5,4,2,5,
91037,1,2,4,4,5,3,5,1,
91040,1,3,5,5,5,5,5,4,
91040,2,4,1,5,5,3,5,4,
91043,1,2,3,5,5,3,4,3,
91043,2,4,4,5,5,5,5,3,
91046,1,5,1,5,5,5,1,5,
91048,1,4,3,3,3,2,3,3,
91048,2,2,3,4,3,3,4,3,
91049,1,2,2,5,4,3,4,3,
91050,1,2,5,3,4,1,1,4,
91052,2,5,1,4,5,4,1,4,2
91053,1,4,2,4,4,4,2,4,
91053,2,4,3,4,4,3,3,4,2
91054,1,5,1,5,5,4,3,5,
91054,2,5,1,5,5,4,2,5,
91057,1,2,3,5,1,1,1,1,
91057,2,3,5,5,3,3,2,1,
91058,1,3,4,5,5,4,3,5,
91059,1,4,1,4,4,3,2,3,
91059,2,4,1,4,4,3,2,3,
91061,2,3,5,5,5,3,1,5,
91062,1,5,2,5,5,4,1,4,
91062,2,3,4,2,4,4,1,3,
91063,1,3,2,3,4,3,1,3,
91063,2,3,4,3,4,1,2,3,
91065,1,4,2,3,5,2,3,4,
91067,1,3,2,3,2,4,4,2,
91068,1,4,1,5,5,5,1,4,
91069,1,3,1,3,4,4,4,3,
91072,1,3,2,5,5,3,3,4,
91072,2,5,1,5,5,3,1,5,
91074,1,3,4,3,2,4,2,2,
91075,1,4,1,5,5,4,3,4,
91075,2,4,1,3,5,3,5,3,
91076,1,3,5,5,5,5,1,3,
91077,1,3,2,3,4,4,1,5,
91077,2,4,3,5,5,5,2,5,
91078,1,3,2,3,4,4,3,3,
91079,1,3,1,4,5,4,3,3,
91079,2,4,1,4,4,3,3,3,
91082,1,4,1,5,5,3,3,5,
91084,1,3,5,4,4,4,4,3,
91087,1,4,2,5,5,5,1,5,
91087,2,5,1,5,5,5,1,5,
91089,1,4,4,5,5,5,3,5,
91091,1,3,3,4,4,4,1,4,
91094,2,3,4,5,5,3,3,4,2
91095,1,1,4,4,3,4,2,4,
91096,1,4,1,5,4,4,1,4,
91099,1,4,2,5,5,3,2,4,
91101,1,4,2,4,4,3,3,4,
100010,1,2,4,4,3,2,5,3,
100074,1,4,3,5,4,5,1,5,
101011,1,4,1,4,5,3,2,5,
101011,2,3,2,5,3,4,3,2,
101052,3,3,1,4,4,3,1,4,
101070,1,3,3,5,4,5,5,5,
101087,1,5,1,1,3,1,1,5,
101087,2,5,1,1,4,1,1,5,
102009,1,3,4,4,4,3,3,3,
102038,1,4,1,3,3,3,4,4,
102040,1,4,2,4,4,4,1,4,
102044,1,4,1,3,3,4,1,3,
102064,1,5,1,5,5,5,1,5,
102064,3,5,1,5,5,5,3,5,
102070,1,4,2,4,4,3,3,4,
102088,2,4,3,4,5,3,1,5,2
103005,1,3,4,5,5,5,1,5,
103007,1,5,1,5,5,5,3,3,
103007,2,5,1,5,5,5,1,5,
103014,1,4,1,4,4,4,1,4,
103015,1,4,1,5,5,4,1,5,
103029,1,4,4,4,4,4,1,4,
103037,1,4,2,5,5,4,3,4,
103037,2,2,3,5,3,4,1,2,
103052,1,4,1,5,5,5,2,4,
103066,1,5,1,5,5,4,1,5,
103066,2,4,1,4,4,5,2,4,
104002,1,4,5,1,5,3,5,5,
104002,3,3,5,1,2,4,5,3,
104004,1,3,3,4,4,4,2,4,
104005,2,3,3,2,3,3,3,3,
104026,1,3,3,2,4,5,3,3,
104026,2,3,3,1,5,5,3,3,
104071,2,4,3,3,4,,5,4,
104083,1,3,2,4,4,3,1,3,
104083,2,4,5,4,3,3,1,3,
105003,1,1,3,5,4,3,5,2,
105003,2,4,1,4,4,4,1,3,
105010,1,3,3,4,2,3,2,3,
105013,1,3,2,3,4,3,5,4,
105013,4,3,2,4,4,2,5,3,
106040,1,2,1,4,4,4,4,2,
106041,1,4,1,3,4,5,1,5,
106051,1,1,3,5,5,1,1,4,
106051,2,4,2,5,5,4,1,4,
106061,2,3,3,3,3,3,1,3,
106062,1,1,1,3,5,1,1,4,
106077,1,4,1,5,5,4,3,4,
106089,1,5,1,3,4,3,1,5,
107015,1,4,3,4,4,3,1,3,
107015,2,4,3,3,3,3,1,3,
107024,1,5,1,5,5,3,1,5,
107073,1,3,1,4,3,3,1,3,
107073,2,3,1,4,3,3,1,3,
107075,1,4,3,4,5,3,1,5,
107075,2,4,1,3,4,4,1,4,
108002,1,4,3,4,4,4,1,4,
108006,1,4,3,4,4,5,3,4,
108006,3,4,4,4,4,5,4,4,
108006,4,4,1,4,4,4,1,4,4
108008,1,3,3,3,3,4,1,3,
108008,2,3,2,4,3,4,1,3,
108031,1,3,1,2,4,1,1,2,
108049,3,3,4,4,3,3,2,2,3
108049,4,1,2,4,4,4,2,4,4
108051,2,3,1,4,3,3,1,3,
108058,1,4,3,4,5,4,1,3,
108058,3,3,2,4,3,3,4,3,
108074,1,4,1,3,3,3,1,3,
108076,1,4,1,4,4,3,1,3,
108083,1,3,2,4,4,3,4,3,
108085,3,5,1,4,4,4,1,5,
110002,1,3,2,3,4,3,4,2,
110002,2,5,1,3,3,4,1,3,
110005,1,3,2,3,3,5,1,3,
110005,2,3,4,4,3,5,1,3,2
110011,2,5,1,5,5,4,4,4,2
110015,1,3,4,4,4,3,2,4,
110017,3,3,1,4,3,4,4,4,
110040,2,2,1,5,5,4,3,3,5
110061,1,5,2,5,4,5,2,5,
110061,2,3,3,4,5,4,2,3,
111001,1,4,3,3,4,3,1,3,
111001,2,4,4,5,4,4,1,3,
111008,3,4,1,5,5,3,2,4,
111032,1,4,1,4,5,5,1,5,
111036,3,5,2,5,5,5,1,4,
111064,1,5,4,5,4,4,3,3,
111079,2,2,4,5,5,4,5,3,
111080,1,4,1,4,5,5,1,3,
111080,2,4,1,4,4,5,1,2,
113014,1,4,4,5,4,4,3,3,
113023,1,3,,4,5,4,4,5,
113036,1,3,4,2,2,4,4,2,
113036,2,3,2,5,3,3,3,1,2
113048,1,3,2,2,4,2,3,3,
114038,3,3,3,3,4,4,3,3,
114059,1,1,1,4,3,4,3,4,
114083,4,4,1,4,5,4,5,5,4
115004,1,3,1,3,3,3,3,2,
116003,1,5,1,3,4,4,1,3,
116003,4,4,5,5,5,5,1,5,
116003,5,3,5,5,5,5,1,5,
116010,2,4,3,4,3,3,2,3,
116087,1,5,4,5,4,4,3,3,
116087,2,3,3,4,4,4,3,3,
117032,3,3,3,4,3,3,2,3,
117032,4,3,1,3,3,3,3,2,
117046,3,4,4,5,4,3,3,5,
117046,4,4,4,5,4,3,3,5,
117054,1,4,2,5,5,4,3,5,
117054,3,4,2,5,5,4,3,5,
117072,3,4,3,4,5,3,3,4,
118025,1,4,2,4,4,3,1,3,
118054,1,1,3,4,4,3,4,3,
118054,2,4,1,5,5,3,3,5,
119010,1,3,4,5,5,3,5,3,
119013,1,4,3,3,4,4,1,5,
119014,1,3,3,4,4,1,3,3,
119016,1,4,2,5,5,4,1,5,
119025,3,4,3,5,2,2,5,3,
119079,1,4,1,5,5,4,1,5,
119079,5,3,1,5,3,5,1,5,5
120036,1,3,2,3,5,3,3,3,
120044,1,4,4,5,5,3,3,4,
121031,1,4,3,4,5,3,1,4,
121034,1,3,3,3,3,4,2,3,
121034,3,3,2,4,3,4,3,2,
121057,2,3,2,3,4,3,1,3,
121066,1,4,1,4,4,3,5,4,
121066,2,4,1,5,5,4,3,5,
121069,2,4,2,4,3,2,3,3,
121079,3,5,1,5,4,4,2,3,
121079,4,2,4,5,1,1,1,2,4
122006,1,5,3,3,3,4,1,3,
122007,1,4,1,4,3,4,1,2,
123002,2,5,1,5,5,5,1,5,
123008,1,3,1,4,3,1,3,1,
123046,2,4,4,5,5,5,3,4,
123050,2,4,1,4,5,2,4,3,
123050,3,5,1,4,3,4,4,2,
123071,2,4,1,4,4,4,1,4,2
123087,1,5,1,4,5,4,4,4,
124014,2,4,1,4,4,3,4,4,2
124019,1,4,1,5,4,3,3,4,
124029,1,4,3,5,4,3,1,3,
124029,2,2,3,4,4,2,1,2,
125008,1,3,4,4,4,3,3,5,
125038,1,4,3,4,4,4,1,5,
126008,1,3,5,5,4,3,5,4,
126041,1,2,3,5,5,4,1,5,
126041,2,4,1,4,5,4,1,5,
126046,1,3,3,4,5,3,5,4,
126051,2,4,1,3,3,3,2,3,
127001,1,4,1,4,4,4,1,4,
127004,1,3,3,3,3,3,3,2,
127004,2,3,4,4,4,2,3,4,
127006,3,2,4,4,4,3,1,4,3
127058,1,5,1,4,4,2,3,4,
130004,1,5,1,3,3,5,1,5,
130030,1,3,2,3,3,4,5,3,
130032,1,2,1,3,1,4,3,3,
130056,1,5,1,3,4,5,1,5,
130056,2,5,1,5,5,5,1,5,
130076,1,3,1,5,5,3,1,4,
131037,2,2,2,5,2,2,2,1,
131087,1,3,4,5,3,2,4,3,
132004,1,4,4,5,4,5,3,2,
132067,1,3,5,2,3,3,4,2,
132067,2,3,5,2,2,3,3,3,
133013,1,3,1,3,3,3,2,3,
133013,2,3,3,3,3,2,2,2,
133018,1,4,4,5,4,5,1,4,
133018,2,3,4,5,5,4,1,4,
133045,1,3,4,5,5,1,3,3,
133045,3,5,3,3,2,4,1,1,3
133045,4,3,5,5,4,2,1,1,
133045,5,1,1,5,3,1,3,2,
134023,1,4,1,4,5,5,4,4,
134023,2,4,2,4,5,4,1,4,
134067,1,3,2,4,4,4,1,4,
134067,2,5,5,3,5,4,1,5,2
134073,1,4,3,4,5,4,2,4,
134073,2,5,2,4,4,4,2,4,
135002,1,3,3,5,5,3,4,3,
135002,2,2,4,4,5,1,3,4,
135003,1,3,3,4,4,3,3,3,
135061,1,3,2,5,5,3,5,3,
135061,2,5,1,5,5,5,3,5,
135063,1,3,1,5,5,4,4,4,
135086,1,3,3,5,5,3,2,4,
135086,2,2,3,3,3,2,2,3,
136007,3,5,5,4,5,4,5,4,
136017,1,3,3,4,5,4,3,4,
136024,1,2,2,4,4,4,1,4,
136040,1,4,1,3,3,4,2,4,
136063,1,3,4,5,4,4,5,3,
138022,1,3,3,4,4,3,2,3,
138022,2,3,1,3,3,3,2,3,
138062,1,3,3,3,2,3,2,2,
138078,2,4,3,3,3,1,1,2,
138078,3,3,3,4,4,4,1,3,
138091,1,3,4,5,3,2,1,4,
138091,2,4,4,5,3,2,1,5,
138091,3,4,3,5,4,3,1,4,
138096,3,3,2,5,3,5,3,2,3
138097,1,5,1,5,5,5,1,4,
138097,2,5,2,4,4,4,1,5,
138098,1,4,1,4,4,4,2,4,
138110,2,4,1,5,5,3,1,4,2
138111,1,5,1,3,3,4,1,3,
138129,1,3,1,5,3,5,2,4,
138129,2,4,2,5,4,4,2,5,
138130,1,2,1,5,4,4,4,3,
138130,3,3,3,3,4,3,2,3,
138165,1,3,4,4,4,3,5,2,
138173,1,3,1,4,3,3,2,3,
138240,1,5,1,5,5,3,3,5,
138240,2,5,1,5,5,3,3,5,
138254,1,4,4,4,5,2,5,4,
138265,1,3,3,5,4,4,3,4,
138265,3,3,3,5,5,5,3,5,
138265,4,5,1,5,5,5,2,5,
138270,1,5,1,5,5,5,5,5,
138285,1,2,2,4,4,4,3,3,
138285,2,4,2,4,4,4,3,3,
