NQUEST,NORD,SEX,PARENT,ANASC,MOTENT,NORDP,STACIV,STUDIO,TIPODIP,TIPOLAU,SALUTE,CRONIC,INVALID,APQUAL,ASNONOC,APSETT,INTPER,NCOMP,ETA,IREG,AREA5,AREA3,ACOM4C,CLETA,NPERC,PESOFL,NASCREG,NASCAREA
4266,6,2,3,1974,,6,2,5,2,,5,2,2,17,,,,7,21,3,1,1,2,1,3,0.5634247985,3,1
4266,7,1,3,1975,,7,2,5,2,,5,2,2,17,,,,7,20,3,1,1,2,1,3,0.5634247985,3,1
4297,1,2,1,1915,,1,1,1,,,1,2,2,13,,,1,2,80,6,2,1,0,5,2,0.6540850914,6,1
4297,2,1,2,1914,,2,1,1,,,2,1,1,15,1,9,2,2,81,6,2,1,0,5,2,0.6540850914,6,1
4304,1,2,1,1946,,1,4,2,,,4,1,2,1,,4,1,3,49,4,2,1,2,3,3,0.6755602874,5,1
4304,2,1,3,1968,,2,2,5,2,,4,2,2,2,,6,,3,27,4,2,1,2,1,3,0.6755602874,4,1
4304,3,1,3,1973,,3,2,3,,,4,2,2,1,,7,3,3,22,4,2,1,2,1,3,0.6755602874,4,1
4370,1,1,1,1949,,1,1,5,2,,4,2,2,2,,2,1,4,46,8,2,1,2,3,2,0.651097661,8,1
4370,2,2,2,1952,,2,1,5,5,,4,2,2,2,,4,2,4,43,8,2,1,2,3,2,0.651097661,8,1
4370,3,1,3,1976,,3,2,5,2,,4,2,2,17,,,,4,19,8,2,1,2,1,2,0.651097661,8,1
4370,4,2,3,1978,,4,2,3,,,4,2,2,17,,,,4,17,8,2,1,2,1,2,0.651097661,8,1
4507,1,1,1,1927,,1,1,2,,,5,1,2,15,1,9,1,2,68,4,2,1,1,5,2,0.1950593912,4,1
4507,2,2,2,1929,,2,1,2,,,3,2,1,16,,,,2,66,4,2,1,1,5,2,0.1950593912,4,1
4704,1,1,1,1924,,1,1,2,,,3,2,2,15,1,1,1,3,71,19,5,3,2,5,1,0.7386845156,19,3
4704,2,2,2,1939,,2,1,2,,,3,2,2,13,,,,3,56,19,5,3,2,4,1,0.7386845156,19,3
4704,3,1,3,1970,,3,2,3,,,5,2,2,12,1,3,,3,25,19,5,3,2,1,1,0.7386845156,19,3
4730,1,1,1,1955,,1,1,3,,,5,2,2,8,,4,1,4,40,19,5,3,2,2,1,0.6798325616,19,3
4730,2,2,2,1959,,2,1,2,,,5,2,2,13,,,,4,36,19,5,3,2,2,1,0.6798325616,19,3
4730,3,2,3,1980,,3,2,3,,,5,2,2,17,,,,4,15,19,5,3,2,1,1,0.6798325616,19,3
4730,4,1,3,1984,,4,2,2,,,5,2,2,17,,,,4,11,19,5,3,2,1,1,0.6798325616,19,3
4732,1,1,1,1953,,1,1,3,,,5,2,2,1,,3,1,4,42,19,5,3,2,3,1,0.5619742652,19,3
4732,2,2,2,1950,,2,1,2,,,3,2,2,13,,,,4,45,19,5,3,2,3,1,0.5619742652,19,3
4732,3,2,3,1975,,3,2,3,,,5,2,2,13,,,,4,20,19,5,3,2,1,1,0.5619742652,19,3
4732,4,2,3,1978,,4,2,2,,,5,2,2,13,,,,4,17,19,5,3,2,1,1,0.5619742652,19,3
4939,1,1,1,1945,,1,1,2,,,4,2,2,8,,4,1,5,50,19,5,3,1,3,2,1.0510005658,1,1
4939,2,2,2,1948,,2,1,2,,,4,2,2,13,,,,5,47,19,5,3,1,3,2,1.0510005658,19,3
4939,3,1,3,1971,,3,2,5,1,,4,2,2,17,,,,5,24,19,5,3,1,1,2,1.0510005658,19,3
4939,4,2,3,1972,,4,2,5,1,,4,2,2,17,,,,5,23,19,5,3,1,1,2,1.0510005658,19,3
4939,5,1,5,1923,2,,4,1,,,3,1,2,15,8,1,,5,72,19,5,3,1,5,2,1.0510005658,19,3
4941,1,1,1,1954,,1,1,5,2,,4,2,1,12,1,2,1,4,41,19,5,3,1,3,2,1.038963552,19,3
4941,2,2,2,1958,,2,1,5,3,,4,2,2,1,,9,,4,37,19,5,3,1,2,2,1.038963552,19,3
4941,3,2,3,1985,,3,2,2,,,4,2,2,17,,,,4,10,19,5,3,1,1,2,1.038963552,19,3
4941,4,1,3,1992,,4,2,1,,,4,2,2,18,,,,4,3,19,5,3,1,1,2,1.038963552,19,3
5027,1,1,1,1950,,1,1,2,,,4,2,1,1,,4,1,5,45,15,4,3,1,3,1,0.8807793988,15,3
5027,2,2,2,1950,,2,1,2,,,4,2,2,13,,,2,5,45,15,4,3,1,3,1,0.8807793988,15,3
5027,3,1,3,1978,,3,2,3,,,4,2,2,17,,,,5,17,15,4,3,1,1,1,0.8807793988,15,3
5027,4,1,3,1980,,4,2,3,,,4,2,2,17,,,,5,15,15,4,3,1,1,1,0.8807793988,15,3
5027,5,2,3,1983,,5,2,2,,,4,2,2,17,,,,5,12,15,4,3,1,1,1,0.8807793988,15,3
5028,1,1,1,1946,,1,1,2,,,3,2,2,1,,4,1,6,49,15,4,3,1,3,1,0.9013618446,15,3
5028,2,2,2,1949,,2,1,2,,,3,2,2,13,,,,6,46,15,4,3,1,3,1,0.9013618446,15,3
5028,3,2,3,1974,,3,2,5,2,,5,2,2,11,,,,6,21,15,4,3,1,1,1,0.9013618446,15,3
5028,4,2,3,1975,,4,2,5,6,,5,2,2,11,,,,6,20,15,4,3,1,1,1,0.9013618446,15,3
5028,5,2,3,1978,,5,2,3,,,5,2,2,17,,,,6,17,15,4,3,1,1,1,0.9013618446,15,3
5028,6,2,3,1980,,6,2,3,,,5,2,2,17,,,,6,15,15,4,3,1,1,1,0.9013618446,15,3
5416,1,2,1,1958,,1,1,2,,,5,2,2,1,,8,1,5,37,8,2,1,2,2,2,0.8721059139,20,3
5416,2,1,2,1956,,2,1,3,,,5,2,2,2,,9,,5,39,8,2,1,2,2,2,0.8721059139,8,1
5416,3,2,3,1979,,3,2,3,,,5,2,2,17,,,,5,16,8,2,1,2,1,2,0.8721059139,8,1
5416,4,1,3,1981,,4,2,2,,,5,2,2,17,,,,5,14,8,2,1,2,1,2,0.8721059139,8,1
5416,5,2,3,1991,,5,2,1,,,5,2,2,18,,,,5,4,8,2,1,2,1,2,0.8721059139,8,1
5686,1,1,1,1935,,1,1,2,,,4,2,2,15,1,2,1,5,60,20,5,3,1,4,1,0.3355314804,20,3
5686,2,2,2,1938,,2,1,2,,,4,2,2,13,,,,5,57,20,5,3,1,4,1,0.3355314804,20,3
5686,3,2,3,1966,,3,2,5,3,,4,2,2,17,,,,5,29,20,5,3,1,1,1,0.3355314804,20,3
5686,4,2,3,1968,,4,2,5,3,,4,2,2,17,,,,5,27,20,5,3,1,1,1,0.3355314804,20,3
5686,5,2,3,1971,,5,2,5,3,,4,2,2,17,,,,5,24,20,5,3,1,1,1,0.3355314804,20,3
5697,1,1,1,1956,,1,1,5,3,,5,2,2,10,,4,1,3,39,20,5,3,1,2,1,0.4000491832,20,3
5697,2,2,2,1956,,2,1,3,,,5,2,2,13,,,,3,39,20,5,3,1,2,1,0.4000491832,20,3
5697,3,2,3,1989,,3,2,1,,,5,2,2,17,,,,3,6,20,5,3,1,1,1,0.4000491832,20,3
5816,1,1,1,1923,,1,1,2,,,5,2,2,15,1,2,1,2,72,9,3,2,2,5,2,0.5193349637,8,1
5816,2,2,2,1927,,2,1,2,,,3,2,2,15,1,2,,2,68,9,3,2,2,5,2,0.5193349637,9,2
6013,1,2,1,1927,,1,4,1,,,3,1,2,16,,,1,1,68,16,4,3,0,5,1,1.7640924069,16,3
6090,1,2,1,1920,,1,4,2,,,3,1,2,16,,,1,2,75,16,4,3,2,5,2,1.0339831851,16,3
6090,2,2,3,1963,,2,2,5,5,,4,2,2,3,,9,2,2,32,16,4,3,2,2,2,1.0339831851,16,3
6107,1,2,1,1940,,1,4,5,2,,4,2,2,13,,,1,3,55,5,2,1,1,4,3,0.4733686714,5,1
6107,2,1,3,1968,,2,2,2,,,3,2,2,1,,3,,3,27,5,2,1,1,1,3,0.4733686714,,
6107,3,1,3,1974,,3,2,2,,,2,2,2,1,,3,,3,21,5,2,1,1,1,3,0.4733686714,,
6110,1,1,1,1947,,1,1,7,,1,3,1,2,2,,2,1,6,48,5,2,1,1,3,3,0.4479711881,5,1
6110,2,2,2,1955,,2,1,4,,,4,2,2,15,2,9,2,6,40,5,2,1,1,2,3,0.4479711881,5,1
6110,3,1,3,1979,,3,2,3,,,4,2,2,17,,,,6,16,5,2,1,1,1,3,0.4479711881,5,1
6110,4,2,3,1987,,4,2,1,,,4,2,2,17,,,,6,8,5,2,1,1,1,3,0.4479711881,5,1
6110,5,2,3,1990,,5,2,1,,,4,2,2,18,,,,6,5,5,2,1,1,1,3,0.4479711881,5,1
6110,6,2,4,1910,2,,4,2,,,4,2,2,16,,,,6,85,5,2,1,1,5,3,0.4479711881,5,1
6501,1,1,1,1945,,1,1,5,2,,3,2,2,2,,2,1,2,50,6,2,1,2,3,1,1.71288364,6,1
6501,2,2,2,1947,,2,1,4,,,4,2,2,13,,,,2,48,6,2,1,2,3,1,1.71288364,6,1
6522,1,2,1,1966,,1,1,3,,,4,2,2,13,,,1,2,29,6,2,1,2,1,2,2.4613939034,6,1
6522,2,1,2,1963,,2,1,2,,,4,2,2,1,,4,,2,32,6,2,1,2,2,2,2.4613939034,,
7015,1,1,1,1943,,1,1,2,,,4,2,2,8,,2,1,2,52,5,2,1,0,4,1,3.0133402034,5,1
7015,2,2,2,1951,,2,1,2,,,4,2,2,13,,,,2,44,5,2,1,0,3,1,3.0133402034,5,1
7016,1,2,1,1926,,1,4,2,,,3,2,2,16,,,1,1,69,5,2,1,0,5,1,2.52256509,5,1
7089,1,1,1,1958,,1,1,3,,,5,2,2,8,,2,1,4,37,9,3,2,1,2,2,0.6271140012,9,2
7089,2,1,5,1924,,2,4,2,,,1,1,2,15,1,2,,4,71,9,3,2,1,5,2,0.6271140012,9,2
7089,3,2,2,1965,,3,1,3,,,5,2,2,13,,,,4,30,9,3,2,1,1,2,0.6271140012,9,2
7089,4,2,3,1984,,4,2,2,,,5,2,2,17,,,,4,11,9,3,2,1,1,2,0.6271140012,9,2
7091,1,1,1,1932,,1,1,2,,,5,2,1,15,1,2,1,3,63,9,3,2,1,4,2,0.4604015996,9,2
7091,2,2,2,1937,,2,1,1,,,5,2,2,13,,,,3,58,9,3,2,1,4,2,0.4604015996,9,2
7091,3,1,3,1969,,3,2,3,,,5,2,2,1,,3,,3,26,9,3,2,1,1,2,0.4604015996,9,2
7097,1,1,1,1957,,1,1,3,,,4,2,2,2,,9,1,4,38,9,3,2,1,2,1,0.5487553952,15,3
7097,2,2,2,1954,,2,1,2,,,2,1,2,13,,,,4,41,9,3,2,1,3,1,0.5487553952,9,2
7097,3,2,3,1979,,3,2,3,,,4,2,2,17,,,,4,16,9,3,2,1,1,1,0.5487553952,9,2
7097,4,1,3,1986,,4,2,1,,,4,2,2,17,,,,4,9,9,3,2,1,1,1,0.5487553952,9,2
7098,1,1,1,1942,,1,1,2,,,4,2,2,8,,4,1,3,53,9,3,2,1,4,1,0.5205343858,9,2
7098,2,2,2,1943,,2,1,2,,,2,1,2,13,,,2,3,52,9,3,2,1,4,1,0.5205343858,9,2
7098,3,2,3,1971,,3,2,5,1,,1,1,1,12,2,1,,3,24,9,3,2,1,1,1,0.5205343858,9,2
7155,1,1,1,1941,,1,1,5,3,,4,2,2,2,,2,1,4,54,3,1,1,2,4,3,0.3534964774,15,3
7155,2,2,2,1941,,2,1,3,,,3,2,2,13,,,,4,54,3,1,1,2,4,3,0.3534964774,15,3
7155,3,1,3,1972,,3,2,5,2,,4,2,2,2,,7,3,4,23,3,1,1,2,1,3,0.3534964774,3,1
7155,4,2,3,1976,,4,2,4,,,4,2,2,12,1,4,4,4,19,3,1,1,2,1,3,0.3534964774,3,1
7160,1,1,1,1940,,1,1,3,,,4,2,2,15,8,2,1,3,55,3,1,1,2,4,1,0.3966136732,3,1
7160,2,2,2,1941,,2,1,2,,,4,2,2,13,,,,3,54,3,1,1,2,4,1,0.3966136732,5,1
7160,3,2,3,1974,,4,2,5,4,,5,2,2,17,,,,3,21,3,1,1,2,1,1,0.3966136732,5,1
7165,1,1,1,1956,,1,1,3,,,4,2,2,1,,2,1,3,39,3,1,1,2,2,2,0.4269322583,3,1
7165,2,2,2,1956,,2,1,2,,,4,2,2,1,,2,2,3,39,3,1,1,2,2,2,0.4269322583,19,3
7165,3,1,3,1980,,3,2,3,,,5,2,2,17,,,,3,15,3,1,1,2,1,2,0.4269322583,3,1
7166,1,1,1,1943,,1,1,2,,,4,2,2,15,1,5,1,3,52,3,1,1,2,4,3,0.3389888247,15,3
7166,2,2,2,1947,,2,1,3,,,3,2,2,1,,2,2,3,48,3,1,1,2,3,3,0.3389888247,19,3
7166,3,1,3,1966,,3,2,7,,4,5,2,2,4,,2,3,3,29,3,1,1,2,1,3,0.3389888247,3,1
7781,1,2,1,1932,,1,4,2,,,4,2,2,15,8,1,1,1,63,6,2,1,0,4,1,0.5680560915,6,1
7886,1,1,1,1950,,1,1,5,2,,4,2,2,2,,6,1,4,45,9,3,2,0,3,1,2.744666354,9,2
7886,2,2,2,1953,,2,1,5,2,,4,2,2,13,,,,4,42,9,3,2,0,3,1,2.744666354,9,2
7886,3,2,3,1974,,3,2,5,3,,4,2,2,17,,,,4,21,9,3,2,0,1,1,2.744666354,9,2
7886,4,1,3,1979,,4,2,3,,,4,2,2,17,,,,4,16,9,3,2,0,1,1,2.744666354,9,2
7895,1,1,1,1958,,1,1,5,2,,5,2,2,1,,9,1,3,37,9,3,2,2,2,2,0.7824742679,9,2
7895,2,2,2,1960,,2,1,3,,,5,2,2,10,,4,,3,35,9,3,2,2,2,2,0.7824742679,9,2
7895,3,2,3,1995,1,,2,1,,,5,2,2,18,,,,3,0,9,3,2,2,1,2,0.7824742679,9,2
8168,1,2,1,1930,,1,4,2,,,3,1,2,16,,,1,3,65,15,4,3,3,4,2,1.5689760455,18,3
8168,2,2,3,1960,,2,2,7,,9,5,2,2,2,,9,,3,35,15,4,3,3,2,2,1.5689760455,15,3
8168,3,2,3,1969,,3,2,7,,6,5,2,2,17,,,,3,26,15,4,3,3,1,2,1.5689760455,15,3
8331,1,1,1,1936,,1,1,5,2,,4,1,2,5,,6,1,4,59,15,4,3,3,4,4,1.2882824591,15,3
8331,2,2,2,1942,,2,1,5,5,,4,2,2,3,,9,,4,53,15,4,3,3,4,4,1.2882824591,15,3
8331,3,1,3,1966,,3,2,7,,4,4,2,2,2,,2,,4,29,15,4,3,3,1,4,1.2882824591,15,3
8331,4,1,3,1968,,4,2,5,2,,4,2,2,2,,6,,4,27,15,4,3,3,1,4,1.2882824591,15,3
8332,1,2,1,1920,,1,4,2,,,3,1,2,16,,,1,1,75,15,4,3,3,5,1,1.4160417555,15,3
8481,1,1,1,1934,,1,2,2,,,4,2,2,1,,3,1,1,61,13,4,3,0,4,1,1.4978948074,13,3
8578,1,1,1,1924,,1,1,3,,,4,1,2,15,2,2,1,2,71,1,1,1,2,5,1,0.7495534325,1,1
8578,2,2,2,1924,,2,1,2,,,1,1,2,13,,,,2,71,1,1,1,2,5,1,0.7495534325,18,3
8591,1,1,1,1935,,1,1,2,,,4,2,2,15,2,9,1,2,60,1,1,1,2,4,2,0.6945268525,1,1
8591,2,2,2,1923,,2,1,2,,,4,2,2,15,2,1,2,2,72,1,1,1,2,5,2,0.6945268525,1,1
8754,1,1,1,1957,,1,1,2,,,5,2,2,1,,3,1,5,38,19,5,3,3,2,1,0.7264280135,19,3
8754,2,2,2,1959,,2,1,2,,,5,2,2,13,,,,5,36,19,5,3,3,2,1,0.7264280135,19,3
8754,3,2,3,1984,,3,2,2,,,5,2,2,17,,,,5,11,19,5,3,3,1,1,0.7264280135,19,3
8754,4,2,3,1986,,4,2,1,,,5,2,2,17,,,,5,9,19,5,3,3,1,1,0.7264280135,19,3
8754,5,1,3,1990,,5,2,1,,,5,2,2,18,,,,5,5,19,5,3,3,1,1,0.7264280135,19,3
8868,1,1,1,1950,,1,1,5,2,,5,2,2,5,,2,1,4,45,1,1,1,2,3,2,0.4862966903,1,1
8868,2,2,2,1953,,2,1,5,5,,5,2,2,2,,9,2,4,42,1,1,1,2,3,2,0.4862966903,1,1
8868,3,1,3,1979,,3,2,3,,,5,2,2,17,,,,4,16,1,1,1,2,1,2,0.4862966903,1,1
8868,4,2,3,1981,,4,2,3,,,5,2,2,17,,,,4,14,1,1,1,2,1,2,0.4862966903,1,1
8915,1,1,1,1925,,1,1,7,,3,5,2,2,15,6,9,1,4,70,14,4,3,2,5,3,0.2861839923,14,3
8915,2,2,2,1934,,2,1,3,,,5,2,2,13,,,,4,61,14,4,3,2,4,3,0.2861839923,15,3
8915,3,1,3,1956,,3,2,5,3,,5,2,2,2,,9,,4,39,14,4,3,2,2,3,0.2861839923,14,3
8915,4,1,3,1969,,4,2,5,3,,5,2,2,2,,9,,4,26,14,4,3,2,1,3,0.2861839923,14,3
8952,1,1,1,1931,,1,1,2,,,4,2,2,15,1,3,1,3,64,13,4,3,2,4,2,0.6010442169,14,3
8952,2,2,2,1937,,2,1,3,,,4,1,2,2,,9,2,3,58,13,4,3,2,4,2,0.6010442169,14,3
8952,3,1,3,1968,,3,2,5,2,,4,2,2,17,,,,3,27,13,4,3,2,1,2,0.6010442169,14,3
8954,1,1,1,1957,,1,1,5,2,,4,2,2,2,,9,1,4,38,13,4,3,2,2,2,0.6885849107,13,3
8954,2,2,2,1957,,2,1,7,,1,4,2,2,3,,9,,4,38,13,4,3,2,2,2,0.6885849107,14,3
8954,3,1,3,1986,,3,2,1,,,4,2,2,17,,,,4,9,13,4,3,2,1,2,0.6885849107,13,3
8954,4,1,3,1994,1,,2,1,,,4,2,2,18,,,,4,1,13,4,3,2,1,2,0.6885849107,13,3
8955,1,2,1,1927,,1,4,5,4,,3,1,2,15,3,9,1,1,68,13,4,3,2,5,1,0.5889656132,13,3
9248,1,1,1,1948,,1,2,5,2,,4,2,2,4,,2,1,1,47,11,3,2,2,3,1,0.2532290407,11,2
9249,1,2,1,1946,,1,1,3,,,4,2,2,2,,8,1,6,49,11,3,2,2,3,4,0.28355806,11,2
9249,2,2,4,1908,,2,4,1,,,4,2,1,15,1,4,2,6,87,11,3,2,2,5,4,0.28355806,11,2
9249,3,1,2,1930,,3,1,2,,,3,2,1,15,1,1,3,6,65,11,3,2,2,4,4,0.28355806,11,2
9249,4,1,3,1969,,4,2,3,,,4,2,2,1,,2,,6,26,11,3,2,2,1,4,0.28355806,11,2
9249,5,2,3,1971,,5,2,5,1,,4,2,2,8,,4,,6,24,11,3,2,2,1,4,0.28355806,11,2
9249,6,1,3,1973,,6,2,5,1,,4,2,2,12,1,4,,6,22,11,3,2,2,1,4,0.28355806,11,2
9402,1,1,1,1916,,1,1,5,1,,2,1,1,15,2,9,1,4,79,13,4,3,1,5,3,0.247459549,13,3
9402,2,2,2,1915,,2,1,2,,,4,2,2,13,,,2,4,80,13,4,3,1,5,3,0.247459549,13,3
9402,3,2,3,1948,,3,2,5,5,,4,2,2,2,,9,3,4,47,13,4,3,1,3,3,0.247459549,13,3
9402,4,2,3,1951,,4,2,5,2,,4,2,2,2,,6,,4,44,13,4,3,1,3,3,0.247459549,13,3
9405,1,2,1,1914,,1,4,1,,,3,1,2,16,,,1,1,81,13,4,3,1,5,1,0.2740099954,13,3
9411,1,1,1,1934,,1,1,3,,,2,1,1,15,1,9,1,2,61,13,4,3,1,4,1,0.2276154941,13,3
9411,2,2,2,1937,,2,1,2,,,3,2,2,13,,,,2,58,13,4,3,1,4,1,0.2276154941,13,3
9526,1,1,1,1943,,1,1,3,,,5,2,2,8,,4,1,3,52,6,2,1,0,4,2,0.8418323877,6,1
9526,2,2,2,1945,,2,1,4,,,5,2,2,13,,,,3,50,6,2,1,0,3,2,0.8418323877,6,1
9526,3,2,3,1968,,3,2,5,3,,5,2,2,6,,7,,3,27,6,2,1,0,1,2,0.8418323877,6,1
11810,1,1,1,1945,,1,1,2,,,3,2,2,1,,9,1,9,50,16,4,3,0,3,2,3.062707973,16,3
11810,2,2,2,1952,,2,1,3,,,3,2,2,12,1,1,,9,43,16,4,3,0,3,2,3.062707973,16,3
11810,3,1,3,1971,,3,1,2,,,3,2,2,11,,,,9,24,16,4,3,0,1,2,3.062707973,16,3
11810,4,2,5,1974,2,,1,3,,,3,2,2,11,,,,9,21,16,4,3,0,1,2,3.062707973,16,3
11810,5,1,3,1973,,4,1,3,,,3,2,2,11,,,,9,22,16,4,3,0,1,2,3.062707973,16,3
11810,6,2,5,1974,2,,1,3,,,3,2,2,11,,,,9,21,16,4,3,0,1,2,3.062707973,16,3
11810,7,2,3,1977,,5,1,2,,,3,2,2,11,,,,9,18,16,4,3,0,1,2,3.062707973,16,3
11810,8,1,5,1974,,7,1,2,,,3,2,2,11,,,,9,21,16,4,3,0,1,2,3.062707973,16,3
11810,9,1,3,1983,,6,2,2,,,3,2,2,17,,,,9,12,16,4,3,0,1,2,3.062707973,16,3
11940,1,1,1,1941,,1,1,3,,,4,1,2,15,2,2,1,3,54,7,1,1,0,4,3,0.6485694234,7,1
11940,2,2,2,1946,,2,1,2,,,4,2,2,15,1,9,,3,49,7,1,1,0,3,3,0.6485694234,7,1
11940,3,1,3,1977,,4,2,3,,,4,2,2,1,,4,,3,18,7,1,1,0,1,3,0.6485694234,7,1
11972,1,1,1,1938,,1,1,2,,,4,2,2,9,,4,1,3,57,17,4,3,2,4,3,0.2160083659,16,3
11972,2,2,2,1948,,2,1,2,,,4,2,2,9,,4,,3,47,17,4,3,2,3,3,0.2160083659,16,3
11972,3,2,3,1972,,4,2,3,,,5,2,2,9,,4,,3,23,17,4,3,2,1,3,0.2160083659,1,1
20010,1,1,1,1936,,1,1,2,,,4,1,2,15,8,2,1,4,59,5,2,1,1,4,4,0.461725629,5,1
20010,2,2,2,1942,,2,1,4,,,4,2,2,15,2,9,,4,53,5,2,1,1,4,4,0.461725629,5,1
20010,3,1,3,1974,,3,2,4,,,4,2,2,1,,2,,4,21,5,2,1,1,1,4,0.461725629,5,1
20010,4,2,5,1912,,4,4,2,,,3,1,2,15,8,1,,4,83,5,2,1,1,5,4,0.461725629,5,1
20011,1,1,1,1935,,1,1,5,5,,3,1,2,5,,9,1,2,60,5,2,1,1,4,1,0.4600396069,8,1
20011,2,2,2,1939,,2,1,2,,,4,2,2,13,,,,2,56,5,2,1,1,4,1,0.4600396069,5,1
20019,1,1,1,1920,,1,4,2,,,4,1,2,15,1,2,1,1,75,5,2,1,1,5,1,0.5334617694,5,1
20020,1,1,1,1955,,1,1,5,2,,4,1,2,1,,5,1,3,40,5,2,1,2,2,2,0.4537911968,5,1
20020,2,2,2,1959,,2,1,5,1,,4,2,2,1,,8,,3,36,5,2,1,2,2,2,0.4537911968,5,1
20020,3,2,3,1981,,3,2,3,,,4,2,2,17,,,,3,14,5,2,1,2,1,2,0.4537911968,5,1
20028,1,1,1,1935,,1,2,7,,1,4,1,2,15,3,9,1,1,60,5,2,1,2,4,1,0.6378261131,5,1
20033,1,1,1,1939,,1,1,5,2,,,2,2,15,2,9,1,2,56,5,2,1,2,4,1,0.6611252311,5,1
20033,2,2,2,1940,,2,1,1,,,4,2,1,13,,,,2,55,5,2,1,2,4,1,0.6611252311,5,1
20047,1,1,1,1937,,1,1,5,3,,4,2,2,15,5,2,1,4,58,5,2,1,1,4,3,0.5074267145,8,1
20047,2,2,2,1936,,2,1,3,,,4,2,2,13,,,,4,59,5,2,1,1,4,3,0.5074267145,5,1
20047,3,1,3,1964,,3,2,7,,9,4,2,2,3,,9,,4,31,5,2,1,1,2,3,0.5074267145,5,1
20047,4,1,3,1967,,4,2,7,,6,4,2,2,2,,2,,4,28,5,2,1,1,1,3,0.5074267145,5,1
20111,1,1,1,1935,,1,1,5,2,,3,2,2,15,2,9,1,5,60,18,4,3,2,4,1,0.4417605545,18,3
20111,2,2,2,1940,,2,1,5,2,,5,2,2,13,,,,5,55,18,4,3,2,4,1,0.4417605545,18,3
20111,3,1,3,1963,,3,2,5,2,,5,2,2,11,,,,5,32,18,4,3,2,2,1,0.4417605545,18,3
20111,4,1,3,1965,,4,2,7,,8,5,2,2,11,,,,5,30,18,4,3,2,1,1,0.4417605545,18,3
20111,5,1,3,1967,,5,2,7,,6,5,2,2,11,,,,5,28,18,4,3,2,1,1,0.4417605545,18,3
20112,1,2,1,1971,,1,2,2,,,4,2,2,11,,,1,4,24,18,4,3,2,1,2,0.4205185093,18,3
20112,2,2,4,1940,,2,4,1,,,3,2,2,16,,,,4,55,18,4,3,2,4,2,0.4205185093,18,3
20112,3,1,5,1973,,3,2,3,,,4,2,2,11,,,,4,22,18,4,3,2,1,2,0.4205185093,18,3
20112,4,1,5,1975,,4,2,3,,,2,2,2,11,,,,4,20,18,4,3,2,1,2,0.4205185093,18,3
20154,1,1,1,1947,,1,1,5,2,,4,2,2,4,,2,1,4,48,1,1,1,3,3,3,0.8543885564,8,1
20154,2,2,2,1946,,2,1,5,3,,4,2,2,4,,9,,4,49,1,1,1,3,3,3,0.8543885564,8,1
20154,3,1,3,1974,,3,2,5,3,,4,2,2,4,,9,,4,21,1,1,1,3,1,3,0.8543885564,7,1
20154,4,2,3,1979,,4,2,3,,,4,2,2,17,,,,4,16,1,1,1,3,1,3,0.8543885564,7,1
20169,1,2,1,1912,,1,4,2,,,2,2,2,15,8,4,1,1,83,9,3,2,2,5,1,0.7141738855,9,2
20170,1,1,1,1932,,1,1,3,,,5,2,2,15,8,5,1,2,63,3,1,1,3,4,2,1.4890889978,3,1
20170,2,2,2,1933,,2,1,2,,,4,1,2,15,1,2,,2,62,3,1,1,3,4,2,1.4890889978,3,1
20174,1,1,1,1941,,1,1,5,2,,4,2,2,4,,6,1,2,54,8,2,1,2,4,1,0.7129704454,8,1
20174,2,2,2,1942,,2,1,3,,,4,2,2,13,,,2,2,53,8,2,1,2,4,1,0.7129704454,8,1
20178,1,1,1,1959,,1,2,5,2,,4,2,2,2,,6,1,2,36,8,2,1,2,2,2,0.4502791207,8,1
20178,2,2,4,1930,,2,2,2,,,5,2,2,15,1,9,,2,65,8,2,1,2,4,2,0.4502791207,8,1
20179,1,1,1,1953,,1,1,3,,,4,2,2,2,,9,1,5,42,8,2,1,2,3,2,0.4170604226,8,1
20179,2,2,2,1954,,2,1,5,2,,3,2,2,2,,8,2,5,41,8,2,1,2,3,2,0.4170604226,8,1
20179,3,1,3,1978,,3,2,3,,,4,2,2,17,,,,5,17,8,2,1,2,1,2,0.4170604226,8,1
20179,4,1,3,1981,,4,2,3,,,4,2,2,17,,,,5,14,8,2,1,2,1,2,0.4170604226,8,1
20179,5,2,3,1984,,5,2,2,,,4,2,2,17,,,,5,11,8,2,1,2,1,2,0.4170604226,8,1
20223,1,1,1,1939,,1,1,2,,,3,2,2,8,,2,1,3,56,3,1,1,2,4,2,0.6613438067,16,3
20223,2,2,2,1938,,2,1,5,5,,3,2,2,15,4,2,2,3,57,3,1,1,2,4,2,0.6613438067,3,1
20223,3,1,3,1971,,3,2,5,2,,5,2,2,17,,,,3,24,3,1,1,2,1,2,0.6613438067,,
20231,1,1,1,1949,,1,1,4,,,5,2,2,8,,5,1,3,46,8,2,1,2,3,1,0.8843767299,8,1
20231,2,2,2,1953,,2,1,5,2,,5,2,2,13,,,,3,42,8,2,1,2,3,1,0.8843767299,8,1
20231,3,2,3,1979,,3,2,3,,,5,2,2,17,,,,3,16,8,2,1,2,1,1,0.8843767299,8,1
20232,1,1,1,1941,,1,1,2,,,3,2,2,15,1,9,1,4,54,8,2,1,2,4,2,0.7629931757,8,1
20232,2,2,2,1952,,2,1,5,5,,5,2,2,3,,9,2,4,43,8,2,1,2,3,2,0.7629931757,8,1
