NQUEST,NORD,YL2,YL1,YTP1,YTP2,YTA1,YTA2,YTA3,YCR1,YL,YTP,YTA,YT,YM1,YM2,YM,YCR2,YCR3,YCR,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
53720,1,0,0,8710,0,0,0,0,0,0,8710,0,8710,0,0,0,0,0,0,263.99673824,0,0,0,263.99673824,263.99673824,8973.9967382
53720,2,0,0,19500,0,0,0,0,0,0,19500,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500
53736,1,0,0,24830,0,0,0,0,0,0,24830,0,24830,0,0,0,0,7200,7200,458.15968106,0,0,0,458.15968106,7658.1596811,32488.159681
53736,2,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
53736,3,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
53741,1,0,0,18369,0,0,0,0,0,0,18369,0,18369,0,0,0,0,2400,2400,87.088218446,6592.0180852,0,0,6679.1063037,9079.1063037,27448.106304
53746,1,0,0,0,0,0,0,0,0,0,0,0,0,43000,0,43000,0,7800,7800,359.62970378,1048.3947961,0,260,1148.0244999,8948.0244999,51948.0245
53750,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,4800,4800,263.36888944,0,0,0,263.36888944,5063.3688894,20663.368889
53751,1,0,16100,0,0,0,0,0,0,16100,0,0,0,26000,0,26000,0,7200,7200,161.3291774,0,0,0,161.3291774,7361.3291774,49461.329177
53754,1,0,0,13650,0,0,0,0,0,0,13650,0,13650,0,0,0,0,6422.7745138,6422.7745138,42.837303003,0,0,0,42.837303003,6465.6118168,20115.611817
53761,1,0,0,0,0,0,0,5000,0,0,0,5000,5000,0,0,0,0,12000,12000,70.955553311,0,0,0,70.955553311,12070.955553,17070.955553
53761,2,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
53766,1,0,0,26000,0,0,0,0,0,0,26000,0,26000,0,0,0,0,3600,3600,777.05149463,0,0,0,777.05149463,4377.0514946,30377.051495
53766,3,0,20800,0,0,0,0,0,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20800
53766,4,0,1700,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700
53780,1,0,33500,0,0,0,0,0,0,33500,0,0,0,0,0,0,0,15400,15400,247.15464574,0,0,0,247.15464574,15647.154646,49147.154646
53793,1,0,0,16640,0,0,0,0,0,0,16640,0,16640,0,0,0,0,6799.7740767,6799.7740767,1434.9202451,0,0,0,1434.9202451,8234.6943218,24874.694322
53793,2,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
53798,1,0,0,8203,1800,0,0,600,0,0,10003,600,10603,0,0,0,0,0,0,63.34960676,738.32982262,0,0,801.67942938,801.67942938,11404.679429
53805,1,0,0,10400,0,0,0,0,0,0,10400,0,10400,0,0,0,0,10800,10800,185.60478756,20910.632716,0,0,21096.237504,31896.237504,42296.237504
53805,2,0,0,23400,0,0,0,0,0,0,23400,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,23400
53812,1,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,13000,0,0,0,341.40380428,0,0,0,341.40380428,341.40380428,13341.403804
53812,2,0,14000,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
53815,1,0,0,13650,0,0,0,10000,0,0,13650,10000,23650,0,0,0,0,2400,2400,118.80774321,0,0,0,118.80774321,2518.8077432,26168.807743
53817,1,0,0,0,0,7200,0,0,0,0,0,7200,7200,0,0,0,0,6500,6500,455.02971477,1613.0783492,0,0,2068.108064,8568.108064,15768.108064
53817,2,0,0,11050,0,0,0,0,0,0,11050,0,11050,0,0,0,0,0,0,0,0,0,0,0,0,11050
53829,1,0,0,14820,0,0,0,0,0,0,14820,0,14820,0,0,0,0,1800,1800,518.96508345,0,0,0,518.96508345,2318.9650835,17138.965083
53836,1,0,0,15990,0,0,0,0,0,0,15990,0,15990,0,0,0,0,0,0,14.508054859,0,0,0,14.508054859,14.508054859,16004.508055
53836,2,0,0,4680,0,0,0,0,0,0,4680,0,4680,0,0,0,0,0,0,0,0,0,0,0,0,4680
53836,3,0,16000,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000
53839,1,0,0,11570,0,0,0,0,0,0,11570,0,11570,0,0,0,0,0,0,361.12909446,0,0,0,361.12909446,361.12909446,11931.129094
53839,2,0,0,13000,0,0,0,0,0,0,13000,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
53839,3,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
53839,4,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
53840,1,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,321.53714329,2333.7159451,0,0,2655.2530884,2655.2530884,28655.253088
53840,2,0,0,20800,0,0,0,0,0,0,20800,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,20800
53844,1,0,16000,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,1696.6823584,1696.6823584,0,0,0,0,0,1696.6823584,17696.682358
53844,2,0,13000,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000
53844,3,0,3000,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
53844,4,0,14000,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
53849,1,0,0,27300,0,0,0,0,0,0,27300,0,27300,0,0,0,0,6000,6000,1312.5751877,0,0,0,1312.5751877,7312.5751877,34612.575188
53849,3,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,20000
53871,1,0,19000,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,12000,12000,49.120436371,0,0,3250,-3200.879564,8799.1204364,27799.120436
53873,1,1800,30000,0,0,0,0,0,0,31800,0,0,0,0,0,0,0,4800,4800,140.3869754,0,5.9675053535,0,146.35448075,4946.3544808,36746.354481
53883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.72183153,0,0,0,118.72183153,118.72183153,118.72183153
53883,2,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,20000
53897,1,0,14000,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,9600,9600,275.14645127,0,0,0,275.14645127,9875.1464513,23875.146451
53898,1,0,19000,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,10800,10800,139.20698582,0,0,0,139.20698582,10939.206986,29939.206986
53898,2,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,17000,0,0,0,0,0,0,0,0,0,17000
53901,1,0,65000,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,12000,12000,579.80303776,5175.0682803,3893.6421132,0,9648.5134313,21648.513431,86648.513431
53901,2,0,28600,0,0,0,0,0,0,28600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28600
53901,3,0,31000,0,0,0,0,0,0,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31000
53902,1,0,32000,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,650.45374178,2602.8614859,840.64115593,0,4093.9563837,4093.9563837,36093.956384
53904,1,0,0,7280,0,0,0,0,0,0,7280,0,7280,0,0,0,4500,0,4500,5.9710373012,8075.6636254,0,0,8081.6346627,12581.634663,19861.634663
53904,2,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,15000,0,0,0,0,0,0,0,0,0,15000
53904,3,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,15000,0,0,0,0,0,0,0,0,0,15000
53905,1,0,0,18200,0,0,0,0,0,0,18200,0,18200,0,0,0,0,4800,4800,843.59828906,8594.3807703,0,0,9437.9790594,14237.979059,32437.979059
53905,2,0,0,18200,0,0,0,0,0,0,18200,0,18200,0,0,0,0,0,0,0,0,0,0,0,0,18200
53905,3,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
53910,1,0,36000,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,12000,12000,288.64286839,3677.485869,0,1300,2666.1287374,14666.128737,50666.128737
53910,2,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
53931,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,12000,12000,1712.4848113,0,0,390,1322.4848113,13322.484811,33322.484811
53931,3,0,0,11050,0,0,0,0,0,0,11050,0,11050,0,0,0,0,0,0,0,0,0,0,0,0,11050
53934,1,0,0,13000,0,0,0,0,0,0,13000,0,13000,0,0,0,0,0,0,523.13387418,0,0,0,523.13387418,523.13387418,13523.133874
53945,1,0,0,17290,0,0,0,0,0,0,17290,0,17290,0,0,0,0,6000,6000,64.699679233,0,0,0,64.699679233,6064.6996792,23354.699679
53948,1,0,0,13000,0,0,0,0,0,0,13000,0,13000,0,0,0,0,0,0,286.87034941,0,0,0,286.87034941,286.87034941,13286.870349
53948,2,0,0,8320,0,0,0,0,0,0,8320,0,8320,0,0,0,0,0,0,0,0,0,0,0,0,8320
53948,3,0,17500,0,0,0,0,0,0,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500
53949,1,0,0,11830,0,0,0,0,0,0,11830,0,11830,0,0,0,0,7200,7200,21.209215122,0,0,0,21.209215122,7221.2092151,19051.209215
53954,1,0,0,24960,0,0,0,0,0,0,24960,0,24960,0,0,0,0,6000,6000,158.72531194,27878.49679,0,0,28037.222102,34037.222102,58997.222102
53991,1,0,0,15860,0,0,0,0,0,0,15860,0,15860,0,0,0,0,0,0,31.637637444,0,0,0,31.637637444,31.637637444,15891.637637
53997,1,0,0,26000,0,0,0,0,0,0,26000,0,26000,26000,0,26000,0,18000,18000,3178.6528386,3317.389642,559.5450915,0,7055.5875721,25055.587572,77055.587572
53997,2,0,0,23400,0,0,0,0,0,0,23400,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,23400
53997,3,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
53997,4,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
53997,5,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
54008,1,0,0,18850,0,0,0,0,0,0,18850,0,18850,0,0,0,0,7200,7200,622.25013352,1892.4561843,0,0,2514.7063178,9714.7063178,28564.706318
54008,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
54008,3,0,30500,0,0,0,0,0,0,30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30500
54010,1,0,0,13650,0,0,0,0,0,0,13650,0,13650,0,0,0,0,2400,2400,0,0,0,0,0,2400,16050
54013,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,5200,5200,464.28404591,0,0,0,464.28404591,5664.2840459,21264.284046
54013,2,0,0,10920,0,0,0,0,0,0,10920,0,10920,0,0,0,0,0,0,0,0,0,0,0,0,10920
54016,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,4800,4800,127.80445969,0,0,0,127.80445969,4927.8044597,20527.80446
54016,2,0,0,7904,0,0,0,0,0,0,7904,0,7904,0,0,0,0,0,0,0,0,0,0,0,0,7904
54019,1,0,28000,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,8400,8400,665.8750631,0,0,5304,-4638.124937,3761.8750631,31761.875063
54019,2,0,29000,0,0,0,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000
54019,3,0,12000,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
54021,1,0,0,0,0,0,0,0,0,0,0,0,0,25000,5000,20000,0,6000,6000,459.80767301,3091.2004944,2303.5324754,0,5854.5406428,11854.540643,31854.540643
54116,1,3000,56000,0,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,373.05403928,5964.4608853,708.45563907,0,7045.9705637,7045.9705637,66045.970564
54116,3,0,0,0,0,0,0,200,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,200
54116,4,0,0,0,0,0,0,200,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,200
54128,1,0,0,29900,0,0,0,0,0,0,29900,0,29900,40000,0,40000,0,14000,14000,340.0038717,17385.950009,2269.8129913,0,19995.766872,33995.766872,103895.76687
54135,1,0,65000,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,16800,16800,1539.0121887,1030.5091781,0,0,2569.5213668,19369.521367,84369.521367
54135,3,1500,30000,0,0,0,0,0,0,31500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31500
54135,4,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
54143,1,0,0,29250,0,0,0,0,0,0,29250,0,29250,2600,0,2600,0,10600,10600,7415.5491043,1086.7715943,0,0,8502.3206986,19102.320699,50952.320699
54143,2,0,0,8567,0,0,0,0,0,0,8567,0,8567,0,0,0,0,0,0,0,0,0,0,0,0,8567
54143,3,0,13000,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000
54143,4,0,2600,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600
54144,1,0,0,0,0,0,0,0,0,0,0,0,0,46000,0,46000,0,12000,12000,668.78329636,522.15085784,0,0,1190.9341542,13190.934154,59190.934154
54144,2,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
54144,4,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
54152,1,0,0,12350,0,0,0,0,0,0,12350,0,12350,0,0,0,0,3927.9713913,3927.9713913,239.27696872,0,0,0,239.27696872,4167.24836,16517.24836
54152,2,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
54156,1,0,0,18850,0,3500,0,0,0,0,18850,3500,22350,0,0,0,0,0,0,546.00961271,2064.0146985,2876.8128969,0,5486.8372081,5486.8372081,27836.837208
54174,1,1100,27100,0,0,0,0,0,0,28200,0,0,0,0,0,0,0,12000,12000,532.77407291,11479.406255,2460.7211442,0,14472.901472,26472.901472,54672.901472
54174,2,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
54182,1,0,11500,7410,0,0,0,0,0,11500,7410,0,7410,0,0,0,0,0,0,403.50236561,0,0,0,403.50236561,403.50236561,19313.502366
54182,2,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
54183,1,0,0,0,0,0,0,12000,55000,0,0,12000,12000,15000,0,15000,2900,13600,71500,659.62381006,4856.2706436,165789.16681,0,171305.06127,242805.06127,269805.06127
54183,2,0,14000,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
54189,1,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,19000,18800,37800,4301.9261948,0,0,0,4301.9261948,42101.926195,51201.926195
54201,1,0,0,20800,0,0,0,0,0,0,20800,0,20800,0,0,0,0,0,0,614.43812153,0,0,0,614.43812153,614.43812153,21414.438122
54205,1,0,0,29900,0,0,0,0,0,0,29900,0,29900,54545.454545,0,54545.454545,0,33400,33400,1974.9607975,5044.4441071,2994.5458292,0,10013.950734,43413.950734,127859.40528
54205,2,0,0,0,0,0,0,0,0,0,0,0,0,5454.5454545,0,5454.5454545,0,0,0,0,0,0,0,0,0,5454.5454545
54239,1,0,0,16250,0,0,0,0,0,0,16250,0,16250,0,0,0,0,1800,1800,31.212092317,0,0,0,31.212092317,1831.2120923,18081.212092
54250,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,64.575695575,0,0,0,64.575695575,64.575695575,20064.575696
54255,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,9072.8957403,9072.8957403,541.13914221,0,0,0,541.13914221,9614.0348825,25214.034882
54256,1,0,0,0,0,0,0,12200,0,0,0,12200,12200,0,0,0,0,0,0,0,0,0,0,0,0,12200
54267,1,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,7200,7200,381.40083632,0,0,0,381.40083632,7581.4008363,16681.400836
54267,2,0,0,9750,0,0,0,0,0,0,9750,0,9750,0,0,0,0,0,0,0,0,0,0,0,0,9750
54267,3,0,16000,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000
54278,1,0,0,7995,0,0,0,0,0,0,7995,0,7995,0,0,0,0,0,0,18.178654061,0,0,0,18.178654061,18.178654061,8013.1786541
54278,2,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
54278,3,0,0,0,0,4500,0,0,0,0,0,4500,4500,0,0,0,0,0,0,0,0,0,0,0,0,4500
54279,1,0,800,0,0,0,0,4800,0,800,0,4800,4800,11000,0,11000,0,1728.1930062,1728.1930062,83.16279851,0,0,0,83.16279851,1811.3558047,18411.355805
54318,1,0,0,4550,0,0,0,0,0,0,4550,0,4550,7000,0,7000,0,12000,12000,1062.0343744,0,0,0,1062.0343744,13062.034374,24612.034374
54318,2,0,0,0,0,0,0,0,0,0,0,0,0,48000,6000,42000,0,0,0,0,0,0,0,0,0,42000
54346,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,6000,6000,2056.5165798,2116.3975678,0,0,4172.9141475,10172.914148,25772.914148
54346,2,0,0,18200,0,4200,0,0,0,0,18200,4200,22400,0,0,0,0,0,0,0,0,0,0,0,0,22400
54368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.79188858,0,0,0,742.79188858,742.79188858,742.79188858
54368,2,0,29000,0,0,0,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000
54377,1,0,0,16250,0,0,0,0,0,0,16250,0,16250,0,0,0,0,0,0,2310.2938431,0,0,0,2310.2938431,2310.2938431,18560.293843
54404,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,6000,6000,254.46146962,0,0,4550,-4295.53853,1704.4614696,21704.46147
54404,2,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
54410,1,0,0,0,0,23000,0,0,0,0,0,23000,23000,21600,5000,16600,0,1800,1800,416.2467168,0,0,0,416.2467168,2216.2467168,41816.246717
54412,1,0,17500,0,0,0,0,0,0,17500,0,0,0,0,0,0,0,1200,1200,32.642785736,0,0,0,32.642785736,1232.6427857,18732.642786
54412,2,0,16250,0,0,0,0,0,0,16250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16250
54412,3,0,8500,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500
54477,1,0,0,20800,500,0,0,0,0,0,21300,0,21300,0,0,0,0,12000,12000,1280.0816264,0,1807.7834576,0,3087.865084,15087.865084,36387.865084
54477,2,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
54488,1,0,4900,0,0,0,0,0,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900
54489,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,8838.5699507,8838.5699507,297.97530993,0,0,0,297.97530993,9136.5452606,16936.545261
54489,2,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
54502,1,2299,28000,0,0,0,0,5000,0,30299,0,5000,5000,1000,0,1000,0,8400,8400,1382.9762247,0,0,1950,-567.0237753,7832.9762247,44131.976225
54502,2,0,28000,0,0,2500,0,5000,0,28000,0,7500,7500,0,0,0,0,0,0,0,0,0,0,0,0,35500
54503,1,0,0,26000,0,0,0,0,0,0,26000,0,26000,40000,0,40000,0,14400,14400,2110.0045923,4166.9132822,0,0,6276.9178745,20676.917875,86676.917875
54503,2,0,0,10400,0,0,0,0,0,0,10400,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400
54524,1,0,0,20865,0,0,0,0,0,0,20865,0,20865,0,0,0,0,8400,8400,0,0,0,455,-455,7945,28810
54527,1,0,0,0,0,0,0,0,0,0,0,0,0,60000,3000,57000,700,18000,18700,351.69724529,2354.3701657,0,9100,-6393.932589,12306.067411,69306.067411
54527,2,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
54533,1,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
54535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,335.21230168,0,0,0,335.21230168,7535.2123017,7535.2123017
54535,2,0,0,21840,0,0,0,0,0,0,21840,0,21840,0,0,0,0,0,0,0,0,0,0,0,0,21840
54538,1,500,36000,0,0,0,0,0,0,36500,0,0,0,4000,0,4000,7200,17500,24700,2121.2145044,0,757.83140277,0,2879.0459072,27579.045907,68079.045907
54545,1,0,50000,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,10800,10800,284.97027805,785.47091759,0,0,1070.4411956,11870.441196,61870.441196
54545,4,0,0,0,0,4200,0,0,0,0,0,4200,4200,0,0,0,0,0,0,0,0,0,0,0,0,4200
54588,1,0,33000,0,0,0,0,0,0,33000,0,0,0,13000,0,13000,0,12000,12000,499.12394651,997.10695388,7837.8906842,0,9334.1215845,21334.121585,67334.121585
54588,2,0,20500,0,0,0,0,0,0,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20500
54618,1,0,0,0,0,0,0,0,0,0,0,0,0,21250,0,21250,0,18000,18000,827.09741802,0,0,0,827.09741802,18827.097418,40077.097418
54618,2,0,0,0,0,0,0,0,0,0,0,0,0,21250,0,21250,0,0,0,0,0,0,0,0,0,21250
54618,3,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,8500,0,0,0,0,0,0,0,0,0,8500
54620,1,0,0,57200,500,0,0,0,0,0,57700,0,57700,0,0,0,0,14400,14400,220.07323022,2465.4382063,2362.3178387,4838.08,209.74927517,14609.749275,72309.749275
54620,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
54620,3,0,23000,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000
54626,1,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,2030.7666989,2409.860919,0,0,4440.627618,4440.627618,34440.627618
54626,2,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
54626,3,0,15400,0,0,0,0,0,0,15400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15400
54626,4,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
54627,1,0,0,0,0,0,0,0,25400,0,0,0,0,0,0,0,0,0,25400,132.75913166,0,0,0,132.75913166,25532.759132,25532.759132
54632,1,0,26600,0,0,0,0,0,0,26600,0,0,0,0,0,0,0,12000,12000,707.89545975,0,0,0,707.89545975,12707.89546,39307.89546
54632,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54635,1,0,34474,0,0,0,0,28000,0,34474,0,28000,28000,0,0,0,0,21600,21600,3212.7172938,3241.5210219,305.89421853,8190,-1429.867466,20170.132534,82644.132534
54635,2,0,31253,0,0,0,0,28000,0,31253,0,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,59253
54644,1,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,40000,2760,18000,20760,2206.0052491,2346.2873771,0,2340,2212.2926262,22972.292626,62972.292626
54644,2,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,12000,0,0,0,0,0,0,0,0,0,12000
54673,1,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,4800,4800,462.57769606,0,0,0,462.57769606,5262.5776961,27262.577696
54674,1,0,0,0,0,500,0,0,0,0,0,500,500,28000,2000,26000,0,0,0,84.304439241,0,0,0,84.304439241,84.304439241,26584.304439
54674,3,0,12000,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
54679,1,0,23500,0,0,0,0,0,0,23500,0,0,0,0,0,0,0,31200,31200,245.14901262,1171.9154602,0,0,1417.0644728,32617.064473,56117.064473
54679,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
54680,1,0,29000,0,0,0,0,0,0,29000,0,0,0,0,0,0,0,12000,12000,954.06304091,0,0,11700,-10745.93696,1254.0630409,30254.063041
54680,2,0,28000,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000
54680,3,0,7000,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000
54683,1,0,0,17589,0,0,0,0,0,0,17589,0,17589,0,0,0,3700,11000,14700,377.77051895,0,0,4550,-4172.229481,10527.770519,28116.770519
54683,2,0,10400,12987,0,0,0,0,0,10400,12987,0,12987,0,0,0,0,0,0,0,0,0,0,0,0,23387
54684,1,0,0,14950,0,0,0,0,0,0,14950,0,14950,0,0,0,0,9600,9600,552.80442599,1181.9948674,0,0,1734.7992934,11334.799293,26284.799293
54684,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
54686,1,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,18000,1800,9600,11400,552.16763485,4131.2949675,1795.8662575,3900,2579.3288599,13979.32886,31979.32886
54686,2,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0,0,10000
54686,3,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
54686,5,0,0,7150,0,0,0,0,0,0,7150,0,7150,0,0,0,0,0,0,0,0,0,0,0,0,7150
54690,1,0,0,13000,0,0,0,0,0,0,13000,0,13000,0,0,0,0,18800,18800,3020.241451,0,0,195,2825.241451,21625.241451,34625.241451
54693,1,2269.9813141,16000,0,0,0,0,0,0,18269.981314,0,0,0,0,0,0,0,9600,9600,118.73116748,0,0,0,118.73116748,9718.7311675,27988.712482
54693,2,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
54694,1,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,9600,9600,679.81066374,17309.755596,0,0,17989.56626,27589.56626,51589.56626
54694,2,0,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
54694,3,0,16000,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000
54694,4,0,0,0,0,0,750,0,0,0,0,750,750,0,0,0,0,0,0,0,0,0,0,0,0,750
54696,1,0,23000,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,41.313555185,0,0,0,41.313555185,41.313555185,23041.313555
