NQUEST,NORD,ATTIVP,PARTIME,TUTTANNO,MESILAV,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM
103004,2,1,1,1,12,7,25,2,,23000,2,0
103005,1,1,1,1,12,7,36,2,,27000,2,0
103007,1,1,1,2,7,2,40,1,4,26000,2,0
103007,2,1,1,1,12,7,25,2,,21000,2,0
103008,1,1,1,1,12,7,39,2,,15000,2,0
103011,1,1,1,2,3,1,48,2,,3700,2,0
103011,2,1,1,2,3,1,48,2,,3700,2,0
103011,3,1,1,1,12,7,,2,,12400,1,400
103014,1,1,1,1,12,4,40,2,,17000,2,0
103026,1,1,1,1,12,,40,2,,16000,2,0
103026,2,1,1,2,3,1,40,2,,2400,2,0
103029,1,1,1,1,12,6,40,2,,24000,2,0
103037,1,1,1,1,12,3,42,1,3,23000,2,0
103037,2,1,1,2,3,1,40,2,,2500,2,0
103066,2,1,1,2,4,1,40,2,,6000,2,0
104002,1,1,1,1,12,7,36,2,,20000,2,0
104002,3,1,1,1,12,7,36,2,,22000,2,0
104009,3,1,1,1,12,4,40,2,,15000,2,0
104009,4,1,1,2,6,4,30,2,,24000,2,0
104026,1,1,2,1,12,2,20,2,,11200,2,0
104026,2,1,1,1,12,2,50,2,,50000,1,9600
104033,1,1,1,2,6,2,40,2,,8500,2,0
104042,1,1,1,1,12,6,43,1,7,43000,2,0
104042,2,1,1,1,12,7,36,1,0,28000,2,0
104052,2,1,1,1,12,7,36,2,,21000,2,0
104067,3,1,1,1,12,1,48,2,,7400,2,0
104074,1,1,1,2,5,,36,2,,6000,2,0
104075,2,1,1,2,2,,36,2,,2400,2,0
104075,4,1,1,2,2,,36,2,,2400,2,0
104083,1,1,1,1,12,7,58,2,,45000,2,0
104083,2,1,1,1,12,6,37,2,,26000,2,0
104087,1,1,2,2,6,2,21,2,,2400,2,0
104087,2,1,1,2,1,2,36,2,,1000,2,0
104089,1,1,1,1,12,6,40,1,4,27000,2,0
105003,2,1,1,1,12,7,20,1,1,28000,2,0
105007,1,1,1,1,12,7,30,2,,22500,2,0
105029,2,1,2,1,12,7,10,2,,4225,2,0
106006,1,1,1,1,12,7,35,2,,22100,2,0
106029,1,1,1,2,6,3,40,2,,9000,2,0
106034,3,1,1,1,12,6,40,1,2,43000,1,600
106040,1,1,1,2,7,,49,2,,14000,2,0
106041,1,1,1,1,12,7,48,2,,25000,2,0
106051,1,1,1,1,12,7,18,2,,27300,2,0
106051,2,1,1,1,12,7,42,2,,17900,2,0
106061,2,1,1,1,12,7,38,2,,21900,2,0
106062,1,1,1,1,12,7,40,1,5,20800,2,0
106066,1,1,1,1,12,7,38,1,7,37000,2,0
106066,2,1,1,1,12,7,36,2,,25000,2,0
106067,1,1,1,1,12,7,48,1,2,29000,2,0
106072,1,1,1,1,12,4,48,2,,22100,2,0
106077,1,1,1,1,12,7,36,1,6,29900,2,0
106077,2,1,1,2,3,7,36,2,,4800,2,0
106089,1,1,2,1,12,7,20,2,,13000,2,0
107015,1,1,1,1,12,6,40,1,1,25000,2,0
107015,2,1,2,2,5,5,36,2,,8500,2,0
107023,1,1,1,1,12,6,40,1,1,27000,2,0
107046,3,1,1,1,12,2,49,2,,17000,2,0
107054,3,1,1,1,12,2,40,2,,26000,2,0
107054,4,1,2,1,12,1,40,2,,10000,2,0
107054,5,1,1,2,1,2,40,2,,600,2,0
107066,1,1,1,1,12,6,40,1,0,24000,2,0
107068,1,1,1,1,12,7,38,2,,40000,2,0
107068,3,1,1,1,12,5,48,1,5,15000,2,0
107073,1,1,1,1,12,7,40,1,1,29000,1,700
107073,2,1,1,1,12,7,20,1,0,13000,2,0
107075,2,1,1,1,12,7,30,2,,15000,2,0
107085,1,1,1,1,12,6,55,2,,34000,1,
108002,1,1,1,1,12,7,36,2,,22500,2,0
108004,1,1,1,1,12,7,36,1,1,26000,2,0
108004,2,1,2,2,6,1,24,2,,4800,2,0
108005,1,1,1,2,6,3,60,1,20,6500,2,0
108005,2,1,1,1,12,3,40,2,,38000,2,0
108006,1,1,1,2,4,2,50,2,,6500,2,0
108006,4,1,1,2,4,7,36,2,,4000,2,0
108009,1,1,1,2,2,1,40,2,,3300,2,0
108009,3,1,1,2,2,1,40,2,,2800,2,0
108009,4,1,1,2,2,1,40,2,,2800,2,0
108031,1,1,1,1,12,7,36,1,1,21000,2,0
108035,1,1,1,1,12,7,36,2,,26000,2,0
108035,2,1,1,1,12,7,38,2,,24000,2,0
108051,2,1,1,1,12,7,36,2,,22000,2,0
108076,1,1,1,1,12,6,40,2,,65000,2,0
108082,1,2,1,2,3,2,50,1,10,5000,2,0
108082,3,1,1,1,12,2,55,1,15,26000,2,0
108084,1,1,1,2,6,7,36,2,,10500,2,0
108084,1,2,1,2,3,2,40,2,,5500,2,0
108084,2,1,2,2,3,2,25,2,,3000,2,0
108085,3,1,1,1,12,3,40,2,,16500,2,0
109001,1,1,1,2,1,7,30,2,,800,2,0
109054,1,1,1,1,12,2,48,2,,10400,2,0
110002,3,2,2,2,4,2,15,1,0,2000,2,0
110005,1,1,1,1,12,7,36,1,1,22400,2,0
110005,2,1,1,1,12,7,36,2,,19500,2,0
110011,2,1,1,1,12,2,45,2,,19500,2,0
110015,1,1,1,1,12,7,36,2,,21320,1,324
110017,3,1,1,1,12,7,10,1,0,6000,2,0
110034,1,1,1,1,12,7,36,1,0,24000,2,0
110061,1,1,1,1,12,6,40,1,1,55000,1,12000
110061,2,1,1,1,12,7,36,2,,30000,2,0
111001,1,1,1,1,12,7,36,2,,24000,2,0
111001,2,1,1,1,12,7,36,2,,24000,2,0
111004,1,1,1,2,4,2,56,1,16,5000,1,
111028,4,1,2,1,12,1,20,2,,8400,2,0
111032,1,1,1,2,7,3,8,2,,22000,1,
111040,1,1,1,1,12,5,40,1,5,26000,1,
111052,2,1,1,1,12,7,36,2,,17000,2,0
111074,2,1,1,1,12,7,36,1,0,22000,2,0
111079,2,1,1,1,12,3,40,2,,15000,2,0
111080,1,1,1,1,12,7,36,2,,18000,2,0
111080,2,1,1,1,12,7,36,2,,17000,2,0
112004,1,1,1,1,12,7,36,2,,23000,2,0
112004,2,1,1,1,12,7,36,2,,23000,2,0
112043,1,1,2,2,4,2,20,2,,7000,2,0
113014,1,1,1,1,12,7,36,2,,25000,2,0
113023,1,1,1,1,12,7,36,2,,25000,2,0
113026,1,1,1,1,12,7,24,2,,30000,2,0
113026,2,1,1,1,12,7,24,2,,26000,2,0
113030,1,1,1,1,12,6,36,2,,30000,2,0
113030,2,1,1,1,12,7,36,2,,24000,2,0
113048,1,1,1,1,12,7,18,2,,30000,2,0
113078,4,1,1,1,12,2,60,2,,15000,2,0
113084,1,1,1,1,12,2,40,2,,20000,2,0
114008,1,2,2,1,12,1,5,2,,2500,2,0
114025,3,1,1,1,12,7,36,2,,20000,2,0
114038,3,1,1,1,12,4,40,1,2,19000,2,0
114077,1,1,1,1,12,7,39,1,0,25000,2,0
114077,2,1,1,1,12,7,36,2,,17000,2,0
114083,4,1,1,1,12,7,30,2,,10400,2,0
115007,1,1,1,1,12,2,40,2,,24000,2,0
116003,1,1,1,1,12,7,36,2,,18200,1,300
116006,1,1,1,1,12,2,40,1,10,24000,2,0
116006,2,1,1,1,12,6,40,2,,18000,2,0
116006,4,1,1,2,4,1,60,2,,4000,2,0
116010,2,1,1,1,12,3,40,1,7,25000,2,0
116027,2,1,1,1,12,7,18,2,,25000,2,0
116087,1,1,1,1,12,2,40,2,,21000,2,0
116087,2,1,1,1,12,6,45,2,,25000,1,10000
116088,1,1,1,1,12,2,41,1,6,22000,2,0
116088,2,1,2,1,12,2,30,2,,11000,2,0
117007,1,1,1,1,12,2,40,2,,78000,2,0
117017,1,1,1,1,12,7,48,1,8,38000,2,0
117027,1,1,1,1,12,7,36,2,,45500,2,0
117027,2,1,1,1,12,7,18,2,,28000,2,0
117032,3,1,1,1,12,2,40,2,,24000,2,0
117032,4,1,1,1,12,2,33,1,3,17000,2,0
117037,1,1,1,1,12,7,39,2,,30000,2,0
117046,3,1,1,1,12,,40,2,,18000,2,0
117046,4,1,1,1,12,3,40,1,15,18000,2,0
117049,1,1,1,1,12,2,40,1,2,23800,2,0
117049,2,1,1,1,12,2,40,2,,16300,2,0
117054,1,1,1,1,12,7,36,1,5,20800,2,0
117054,3,1,1,1,12,7,36,2,,20000,2,0
117057,1,1,1,1,12,1,45,2,,20000,2,0
117072,3,1,1,1,12,2,40,1,5,22000,2,0
118008,1,1,1,2,6,3,40,2,,10500,2,0
118008,3,1,1,1,12,3,30,2,,9600,2,0
118009,1,1,1,1,12,1,71,2,,23400,2,0
118012,1,1,1,1,12,6,40,2,,27000,2,0
118012,3,1,1,1,12,7,42,2,,25000,2,0
118025,1,1,1,1,12,6,40,2,,40000,2,0
118034,3,1,1,1,12,1,45,2,,12000,2,0
118054,1,1,1,1,12,6,37,2,,28500,2,0
118058,1,1,1,1,12,5,39,2,,35000,2,0
118070,1,1,2,1,12,1,6,2,,2184,2,0
119003,2,1,1,1,12,7,42,2,,13000,2,0
119008,1,2,1,2,4,1,40,2,,8000,2,0
119010,1,1,1,1,12,2,40,2,,20000,2,0
119013,1,1,1,1,12,7,36,1,2,27000,2,0
119014,1,1,1,1,12,7,42,2,,27000,2,0
119015,1,1,1,1,12,7,38,2,,32000,2,0
119016,1,1,1,1,12,7,45,1,11,36000,2,0
119016,2,1,1,2,2,2,36,1,2,3000,2,0
119020,1,1,1,1,12,7,40,2,,25000,2,0
119024,1,2,2,1,12,1,2,2,,1000,2,0
119025,3,1,1,2,6,1,40,2,,6000,2,0
119025,4,1,1,2,9,1,40,2,,10800,2,0
119032,3,1,1,2,3,3,40,2,,4000,2,0
119037,1,1,1,1,12,7,38,2,,20800,2,0
119037,4,1,1,1,12,3,50,1,10,15000,1,
119037,5,1,1,2,6,3,60,1,4,7800,2,0
119066,1,1,1,1,12,6,40,2,,35000,2,0
119079,1,1,1,1,12,7,38,1,18,58000,2,0
119079,4,1,1,1,12,6,41,1,1,24000,2,0
119079,5,1,1,1,12,5,40,1,2,18000,2,0
120002,1,1,1,1,12,2,50,2,,20400,2,0
120008,1,1,2,2,3,1,40,2,,4500,2,0
120022,3,1,2,2,3,2,40,2,,2500,2,0
120022,4,1,2,2,3,2,40,2,,2000,2,0
120022,5,1,2,2,3,2,40,2,,1500,2,0
120035,3,1,2,2,3,2,36,2,,4000,2,0
120035,4,1,2,2,3,,36,2,,3800,2,0
120044,1,1,1,1,12,3,40,2,,20400,2,0
120057,1,1,1,1,12,6,40,1,12,34000,2,0
120060,1,1,1,1,12,2,,2,,19000,2,0
120063,1,1,1,1,12,6,49,2,,35000,2,0
120071,1,1,1,1,12,4,41,2,,18000,2,0
120077,1,1,2,2,5,1,50,2,,5000,2,0
120077,2,1,1,1,12,2,40,2,,10400,2,0
121013,1,1,1,2,6,6,40,2,,8400,2,0
121013,4,1,1,1,12,6,40,2,,14000,2,0
121018,1,1,1,1,12,2,40,2,,25000,1,2000
121021,1,1,1,1,12,3,55,1,15,31500,2,0
121021,2,1,1,1,12,7,36,2,,18200,2,0
121031,1,1,1,1,12,2,45,1,5,30000,2,0
121034,3,1,1,1,12,3,36,2,,18000,2,0
121035,1,1,1,1,12,7,38,1,4,24000,2,0
121035,3,1,1,1,12,6,40,2,,19000,2,0
121035,4,1,1,1,12,2,40,2,,6000,2,0
121057,2,1,1,1,12,6,38,1,4,20000,2,0
121059,1,1,1,1,12,7,36,2,,25000,1,750
121062,1,1,1,1,12,7,37,1,1,19000,2,0
121064,3,1,1,1,12,5,39,1,2,40000,2,0
121064,4,1,1,1,12,2,42,1,2,21000,1,2400
121066,2,1,1,1,12,7,40,1,1,30000,2,0
121069,2,1,1,1,12,2,40,2,,19600,2,0
121075,1,1,1,1,12,2,40,2,,15000,2,0
121075,2,1,1,1,12,7,9,2,,9000,2,0
121075,3,1,1,1,12,7,40,1,2,25000,2,0
121079,3,1,1,1,12,2,40,2,,20000,2,0
121079,4,1,1,1,12,3,45,1,8,16000,2,0
122006,1,1,1,1,12,6,40,2,,23000,2,0
122007,1,1,1,1,12,7,24,1,0,30000,2,0
122065,1,1,1,1,12,5,52,1,12,45000,2,0
122065,2,1,1,1,12,5,46,1,6,16000,2,0
123002,2,1,1,1,12,7,42,1,6,26000,2,0
123008,1,1,1,2,11,5,42,2,,32000,2,0
123019,1,1,1,1,12,7,24,1,6,30000,2,0
123019,2,1,1,1,12,7,30,2,,30000,2,0
123042,1,1,1,1,12,7,40,2,,18000,2,0
123046,2,1,1,1,12,1,60,2,,24000,2,0
123050,2,1,1,1,12,2,36,2,,18000,2,0
123050,3,1,1,1,12,3,38,2,,14000,2,0
123068,2,1,1,1,12,2,50,2,,14000,2,0
123071,2,1,1,1,12,1,50,1,4,15000,2,0
123076,2,1,2,2,4,3,50,2,,6000,2,0
123079,2,1,2,2,8,7,18,2,,10000,2,0
123083,1,1,1,1,12,2,35,2,,9600,2,0
123083,2,1,2,2,6,3,28,2,,7500,2,0
123084,1,1,1,2,2,1,40,2,,2200,2,0
124014,2,1,1,1,12,2,40,2,,14000,2,0
124015,1,1,1,1,12,7,38,2,,26000,2,0
124016,4,1,1,1,12,7,24,2,,20000,2,0
124017,1,1,1,1,12,6,50,1,2,29000,2,0
124019,1,1,2,2,8,2,60,2,,8000,2,0
124050,1,1,1,1,12,6,40,2,,28000,2,0
124050,2,1,2,1,12,4,40,2,,15000,2,0
124058,1,1,1,2,5,,30,2,,14000,2,0
125002,1,1,1,1,12,7,48,1,0,19500,2,0
125008,1,1,1,1,12,3,40,2,,24000,2,0
125021,1,1,1,1,12,7,36,1,1,22000,2,0
125022,1,1,1,1,12,7,40,1,2,37000,2,0
125029,1,1,1,1,12,7,36,1,1,27000,2,0
125038,1,1,1,1,12,7,39,1,5,28800,2,0
125042,1,1,1,1,12,7,36,2,,25000,2,0
125058,1,1,1,2,9,1,50,2,,18000,2,0
125064,2,1,2,2,4,2,24,2,,2800,2,0
125065,1,1,1,1,12,7,30,2,,26000,2,0
125065,2,1,1,1,12,7,30,2,,26000,2,0
125084,1,1,1,2,5,1,42,2,,7500,2,0
125084,3,1,1,2,5,1,42,2,,7500,2,0
126007,1,1,1,1,12,2,40,1,2,23000,2,0
126008,1,1,1,1,12,2,45,2,,13000,2,0
126012,1,1,1,1,12,7,36,2,,19000,2,0
126012,2,1,1,1,12,7,36,2,,19000,2,0
126025,1,1,1,1,12,7,48,2,,18000,2,0
126041,1,1,1,1,12,7,36,1,2,23000,2,0
126041,2,1,1,2,6,7,36,2,,10000,2,0
126046,1,1,1,2,4,2,50,1,6,12000,2,0
126051,2,1,1,1,12,3,46,2,,15000,2,0
127001,1,1,1,1,12,7,40,1,2,45000,2,0
127004,1,1,1,1,12,5,40,1,1,30000,1,
127004,2,1,1,1,12,7,36,1,1,32000,2,0
127006,3,1,1,1,12,4,40,2,,21000,2,0
127022,1,1,1,1,12,7,40,2,,29000,2,0
127058,1,1,1,1,12,7,18,2,,30000,2,0
127058,2,1,1,1,12,7,36,1,4,30000,2,0
127062,3,1,1,1,12,1,30,2,,15000,2,0
129042,3,1,1,1,12,4,40,2,,18000,2,0
130003,2,1,2,1,12,7,25,2,,7200,2,0
130004,1,1,1,1,12,7,46,2,,18200,2,0
130007,2,1,1,2,2,4,42,2,,5000,2,0
130008,1,1,1,2,3,2,42,2,,6000,2,0
130046,1,1,1,2,5,7,48,2,,8000,2,0
130046,2,1,1,2,2,7,36,2,,4000,2,0
130048,1,1,1,2,5,2,42,2,,7000,2,0
130056,1,1,1,1,12,7,36,1,0,22000,2,0
130056,2,1,1,1,12,7,25,2,,24000,2,0
130066,2,1,1,1,12,7,23,2,,20000,2,0
130076,1,1,1,1,12,7,30,2,,27500,2,0
130078,1,1,1,2,6,,48,2,,12000,2,0
130079,1,1,1,1,12,7,36,2,,18000,2,0
130080,1,1,1,2,2,,,2,,5000,2,0
131021,3,1,1,2,8,1,40,2,,10000,2,0
131021,4,1,1,1,12,1,50,2,,15000,2,0
131021,5,1,1,1,12,1,50,2,,8000,2,0
131033,2,1,1,2,5,7,28,2,,7500,2,0
131037,2,1,1,2,7,2,50,2,,10000,2,0
131048,1,1,1,1,12,7,18,1,0,18000,2,0
131067,2,1,1,2,2,2,40,2,,3000,2,0
131076,1,1,1,2,8,2,50,2,,10000,2,0
131076,2,1,2,1,12,1,5,2,,2000,2,0
131081,4,1,2,1,12,1,12,1,0,3000,2,0
131085,1,1,1,1,12,2,42,2,,12000,2,0
131085,4,1,1,1,12,2,42,2,,15000,2,0
131090,1,1,1,1,12,7,38,1,5,30000,2,0
132028,1,1,1,1,12,7,36,2,,22000,2,0
132067,1,1,1,1,12,7,18,2,,25000,2,0
132067,2,1,1,1,12,7,18,2,,25000,2,0
133013,1,1,1,1,12,2,46,1,6,20800,2,0
133013,2,1,1,2,11,3,48,1,8,18000,1,1600
133017,1,1,1,1,12,6,40,2,,42000,2,0
133018,1,1,1,1,12,6,50,1,10,26000,1,3000
133018,2,1,1,2,6,6,45,1,5,13000,2,0
133045,1,1,1,1,12,3,65,1,25,25000,2,0
133045,3,1,1,1,12,5,40,2,,23000,1,4800
133045,4,1,1,2,4,3,40,2,,6000,2,0
133045,5,1,1,2,4,3,40,2,,5200,2,0
134016,1,1,1,1,12,1,50,1,10,22000,2,0
134023,1,1,1,1,12,6,45,2,,60000,1,5000
134023,2,1,1,1,12,6,48,1,8,36000,1,2000
134067,1,1,1,1,12,5,40,2,,18500,2,0
134067,2,1,1,1,12,2,40,2,,17000,2,0
134071,2,1,1,1,12,,45,1,5,26000,2,0
135002,1,1,1,1,12,2,50,1,,15000,2,0
135002,2,1,1,1,12,2,40,2,,10000,2,0
135004,1,1,1,1,12,2,40,1,4,22000,2,0
135020,2,1,1,1,12,7,36,2,,22000,2,0
135048,1,1,1,2,6,,75,2,,8000,2,0
135061,2,1,1,1,12,1,0,2,,14000,2,0
135086,1,1,1,1,12,,63,1,6,15000,2,0
135086,2,1,1,1,12,2,36,2,,11000,2,0
136005,2,1,1,1,12,1,40,2,,14300,2,0
136007,3,1,1,1,12,1,54,2,,12000,2,0
136007,4,1,1,1,12,2,42,2,,5500,2,0
136007,5,1,1,1,12,1,54,2,,10000,2,0
136009,1,1,1,1,12,7,40,2,,52000,2,0
136009,2,1,1,1,12,7,22,2,,22100,2,0
136011,1,1,1,2,10,5,40,2,,18000,2,0
136017,1,1,1,1,12,3,45,1,4,24000,2,0
136017,2,1,1,1,12,7,30,2,,20000,2,0
136024,1,1,1,1,12,7,40,1,,20500,2,0
136036,1,1,1,1,12,6,36,1,0,30000,2,0
136036,2,1,1,1,12,7,36,1,0,20000,2,0
136040,1,1,1,1,12,2,40,2,,20000,2,0
136061,1,1,1,1,12,2,40,2,,17000,2,0
136063,1,1,1,1,12,2,84,2,,23000,2,0
137007,2,1,1,2,9,5,40,2,,19000,1,2300
137008,1,1,1,1,12,5,36,1,1,25000,1,1500
137008,2,1,2,1,12,2,30,2,,13500,1,1000
137011,1,1,1,1,12,1,40,1,,15000,2,0
137011,2,1,1,1,12,4,40,2,,20000,2,0
138022,1,1,1,1,12,7,40,1,3,52000,2,0
138022,2,1,2,1,12,5,28,1,1,22000,2,0
138062,1,1,1,1,12,7,36,1,,24000,2,0
138072,1,1,1,1,12,5,42,1,4,32000,1,1000
138078,2,1,1,1,12,3,24,1,1,15000,2,0
138078,3,1,1,1,12,5,38,2,,24000,2,0
138094,1,1,1,1,12,7,40,2,,44000,2,0
138096,3,1,1,1,12,1,40,2,,23000,2,0
138097,1,1,1,2,10,7,36,2,,60000,2,0
138102,1,1,1,1,12,5,45,1,8,33500,1,
138102,2,1,2,1,12,5,42,2,,21000,1,600
138110,2,1,1,1,12,7,40,2,,30000,2,0
138129,2,1,1,1,12,2,65,2,,24000,1,1500
138130,1,1,1,1,12,3,40,1,20,35000,2,0
138130,3,1,1,1,12,2,40,1,10,25000,2,0
138148,1,1,1,1,12,7,40,1,3,35000,1,2640
138148,2,1,1,1,12,7,40,1,3,33000,1,2640
138165,1,1,1,1,12,1,40,2,,14000,2,0
138173,1,1,1,1,12,7,40,2,,35000,1,1500
138240,1,1,1,1,12,1,40,2,,21000,2,0
138240,2,1,2,1,12,1,17,2,,9800,2,0
138254,1,1,1,1,12,7,36,1,1,26000,2,0
138265,4,1,1,1,12,2,38,2,,20000,2,0
138270,1,1,1,1,12,1,40,2,,21450,2,0
138277,1,1,1,1,12,7,36,2,,22000,2,0
138277,2,1,1,1,12,7,36,2,,22000,2,0
138277,3,1,1,1,12,2,40,2,,19000,2,0
138285,1,1,1,1,12,6,40,1,5,26000,2,0
138285,2,1,1,1,12,3,40,2,,25000,2,0
138285,3,1,1,1,12,3,40,2,,18000,2,0
138290,2,1,1,1,12,1,35,2,,18200,2,0
138294,1,1,1,1,12,7,36,2,,22000,1,1200
138294,2,1,1,1,12,4,36,2,,23500,2,0
138296,1,1,1,1,12,6,40,2,,33000,2,0
138296,2,1,1,1,12,5,40,2,,25000,2,0
138301,1,1,1,1,12,1,40,1,0,13000,2,0
138320,1,1,1,1,12,7,37,1,0,29000,2,0
138320,2,1,1,2,7,2,40,1,1,7200,2,0
138338,1,1,1,1,12,6,40,2,,38000,2,0
138338,2,1,1,1,12,7,30,2,,23000,2,0
138338,3,1,1,2,6,4,40,2,,13000,2,0
138359,1,1,1,1,12,7,30,2,,26000,2,0
138359,2,1,1,1,12,3,45,2,,43000,2,0
138385,1,1,1,1,12,7,50,2,,35000,2,0
138388,3,1,2,1,12,2,20,1,0,10000,2,0
138399,1,1,1,1,12,3,40,2,,26000,2,0
138399,2,1,1,1,12,7,30,2,,26000,2,0
138409,1,1,1,1,12,7,40,1,0,28000,1,3000
138409,2,1,1,1,12,3,40,2,,22500,2,0
138421,1,1,1,1,12,6,45,2,,36000,2,0
138455,2,1,1,1,12,5,37,2,,20150,2,0
138455,3,1,1,1,12,4,40,2,,20800,2,0
138462,3,1,1,1,12,7,40,2,,24600,1,1500
138465,1,1,1,1,12,6,50,2,,32200,1,1200
138465,2,1,1,1,12,7,36,2,,19500,2,0
138494,1,1,1,1,12,7,25,2,,25000,2,0
138494,2,1,1,1,12,7,30,2,,23000,2,0
138507,2,1,1,1,12,5,40,2,,23800,2,0
138535,1,1,1,1,12,7,48,2,,54000,2,0
138535,2,1,1,1,12,7,36,1,1,23000,2,0
138538,2,1,1,1,12,2,40,2,,23400,2,0
138542,1,1,1,2,4,2,60,2,,2800,2,0
138574,1,1,1,1,12,7,36,2,,27000,2,0
138591,1,1,1,1,12,7,36,2,,22000,2,0
138591,2,1,1,1,12,7,40,2,,24500,2,0
138597,1,1,2,1,12,1,18,2,,10000,2,0
138597,2,1,1,2,4,2,40,1,0,10000,2,0
138620,2,1,1,1,12,3,45,2,,26000,2,0
138621,2,1,2,2,2,6,19,1,18,2000,2,0
138624,1,1,1,1,12,7,36,2,,24500,2,0
138630,2,1,1,1,12,7,20,2,,26000,2,0
138651,1,1,1,1,12,5,42,2,,25000,2,0
138651,2,1,1,1,12,2,40,2,,26000,2,0
138661,1,1,1,1,12,3,32,2,,16000,2,0
138700,1,1,1,1,12,2,40,2,,21000,2,0
138714,1,1,1,1,12,7,35,2,,20800,2,0
138714,2,1,2,2,3,5,18,2,,4000,2,0
138719,1,1,1,1,12,2,40,1,2,32000,2,0
138719,2,1,1,1,12,1,40,1,2,31500,1,2200
138722,1,1,1,1,12,3,40,2,,21000,2,0
138723,1,1,2,1,12,6,30,2,,18000,2,0
138723,2,1,2,1,12,,20,2,,9000,2,0
139004,2,1,1,1,12,1,40,2,,16500,2,0
139006,1,1,1,1,12,7,26,2,,26000,2,0
139007,1,1,1,1,12,2,44,2,,12000,2,0
139007,2,1,1,2,6,2,50,2,,3000,2,0
139010,1,1,1,2,6,3,45,2,,5000,2,0
139010,2,1,1,2,8,3,40,2,,14800,2,0
139015,2,1,1,1,12,7,38,2,,21600,2,0
139019,1,1,1,1,12,7,28,2,,20500,2,0
139019,2,1,1,2,5,7,36,2,,7500,2,0
139022,2,1,2,1,12,7,25,2,,16200,2,0
139032,1,1,1,1,12,5,39,1,1,26200,2,0
139073,1,1,1,1,12,7,36,2,,17000,2,0
140021,2,1,1,1,12,2,40,2,,15000,2,0
140049,1,1,1,1,12,7,23,1,5,30500,2,0
140049,2,1,1,1,12,2,42,1,2,21000,2,0
140054,1,1,1,1,12,7,42,2,,39000,2,0
140065,1,1,1,1,12,3,42,2,,18000,2,0
140065,2,1,2,1,12,2,25,2,,13000,2,0
140073,1,1,1,1,12,2,40,2,,12000,2,0
140073,2,1,1,1,12,5,44,1,5,18000,2,0
141012,1,1,2,1,12,2,21,2,,9000,2,0
141012,2,1,2,2,10,,40,2,,16000,2,0
141018,1,1,1,1,12,7,38,2,,20000,2,0
141018,2,1,1,2,2,7,18,2,,2600,2,0
141023,3,1,2,2,3,2,24,2,,4000,2,0
141028,1,1,1,1,12,7,42,1,3,20000,2,0
141028,3,1,1,1,12,1,40,2,,15000,2,0
141031,1,1,1,1,12,7,38,1,8,20000,2,0
141031,2,1,1,1,12,7,38,1,1,20000,2,0
141033,1,1,1,1,12,4,40,1,8,22000,2,0
141033,2,1,2,1,12,4,25,1,0,10000,2,0
141046,2,1,2,1,12,,20,2,,9100,2,0
141046,3,1,1,1,12,2,40,1,2,19500,2,0
141046,4,1,1,1,12,7,38,1,0,25200,2,0
141047,1,1,1,1,12,,38,2,,22400,2,0
141056,1,1,1,1,12,7,38,2,,18200,2,0
141066,1,1,1,1,12,5,40,1,,15000,2,0
141071,2,1,1,1,12,2,48,2,,14500,2,0
141075,1,1,1,1,12,2,40,1,0,29900,2,0
141080,3,1,1,1,12,7,40,1,0,26000,2,0
141080,4,1,1,1,12,2,40,1,,22000,2,0
142037,1,1,1,1,12,7,40,1,2,38000,1,150
142048,1,1,1,1,12,2,40,2,,20000,2,0
142059,2,1,2,2,1,,,2,,2500,2,0
142081,1,1,1,1,12,7,36,2,,33000,2,0
142082,1,1,2,2,8,,50,2,,10000,2,0
142082,2,1,2,2,8,,50,2,,10000,2,0
143018,1,1,1,1,12,7,40,2,,36000,2,0
143083,1,1,1,1,12,2,40,2,,22000,2,0
143086,1,1,1,1,12,7,34,2,,30000,2,0
144008,1,1,1,1,12,5,50,1,5,28000,2,0
144008,2,1,1,1,12,7,25,2,,26000,2,0
144017,1,1,1,1,12,2,54,1,,37500,2,0
144017,2,1,1,1,12,5,40,1,0,18000,2,0
144025,1,1,1,1,12,3,40,2,,27000,2,0
144036,2,1,1,1,12,7,38,2,,27000,2,0
144088,2,1,1,1,12,7,40,1,10,40000,2,0
145007,1,2,1,1,12,4,18,2,,12000,2,0
145036,1,1,1,1,12,7,36,2,,38000,2,0
145076,3,1,2,2,6,2,30,2,,6000,2,0
145076,4,2,2,2,3,2,20,2,,4000,2,0
146032,1,1,1,1,12,6,84,2,,70000,1,
146038,3,1,2,1,12,1,25,2,,12000,2,0
146038,4,1,1,1,12,1,40,2,,12000,2,0
146043,3,1,1,1,12,2,40,2,,20000,2,0
146047,2,1,2,1,12,2,20,2,,8000,2,0
146056,2,1,1,1,12,2,70,2,,30000,2,0
146056,4,1,1,2,6,2,65,2,,12000,2,0
146058,1,1,1,2,5,2,40,2,,5000,2,0
146059,3,1,1,1,12,1,44,2,,17000,2,0
146074,1,1,1,1,12,6,38,1,1,24500,2,0
146074,2,1,1,1,12,6,38,2,,24500,2,0
147034,3,1,1,1,12,7,36,2,,19000,2,0
147041,1,1,1,1,12,2,40,1,0,26646,2,0
147073,1,1,1,1,12,3,42,1,5,18000,2,0
148001,1,1,1,1,12,7,36,2,,19000,2,0
148002,1,1,1,1,12,7,36,2,,19500,2,0
