NQUEST,NORD,LAVORO,PIND1,PIND2,PIND3,PPENS,ALTRED1,ALTRED2,ALTRED3,ALTRED4,ALL1,ALL2,ALL3,ALL4,ALL5,ALL6
53669,1,2,2,2,2,1,2,2,2,2,,,,,5,
53669,2,2,2,2,2,1,2,2,2,2,,,,,5,
53672,1,2,2,2,2,1,2,2,2,1,,,,,5,6
53672,2,2,2,2,2,1,2,2,2,1,,,,,5,6
53673,1,2,1,2,2,2,2,2,2,2,,2,,,,
53676,1,2,2,2,2,1,2,2,2,2,,,,,5,
53677,1,2,2,2,2,1,2,2,2,2,,,,,5,
53720,1,2,2,2,2,1,2,2,2,2,,,,,5,
53720,2,2,2,2,2,1,2,2,2,2,,,,,5,
53736,1,2,2,2,2,1,2,2,2,2,,,,,5,
53736,2,2,2,2,2,1,2,2,2,2,,,,,5,
53736,3,1,2,2,2,2,2,2,2,2,1,,,,,
53741,1,2,2,2,2,1,2,2,2,2,,,,,5,
53746,1,2,1,2,2,2,2,2,2,2,,2,,,,
53746,2,2,2,2,2,2,2,2,2,2,,,,,,
53746,3,2,2,2,2,2,2,2,2,2,,,,,,
53750,1,2,2,2,2,1,2,2,2,2,,,,,5,
53751,1,1,2,2,1,2,2,2,2,2,1,,,4,,
53751,2,2,2,2,2,2,2,2,2,2,,,,,,
53754,1,2,2,2,2,1,2,2,2,2,,,,,5,
53754,2,2,2,2,2,2,2,2,2,2,,,,,,
53761,1,2,2,2,2,2,2,2,2,1,,,,,,6
53761,2,1,2,2,2,2,2,2,2,2,1,,,,,
53766,1,2,2,2,2,1,2,2,2,2,,,,,5,
53766,2,2,2,2,2,2,2,2,2,2,,,,,,
53766,3,1,2,2,2,2,2,2,2,2,1,,,,,
53766,4,1,2,2,2,2,2,2,2,2,1,,,,,
53780,1,1,2,2,2,2,2,2,2,2,1,,,,,
53793,1,2,2,2,2,1,2,2,2,2,,,,,5,
53793,2,1,2,2,2,2,2,2,2,2,1,,,,,
53798,1,2,2,2,2,1,1,2,2,1,,,,,5,6
53805,1,2,2,2,2,1,2,2,2,2,,,,,5,
53805,2,2,2,2,2,1,2,2,2,2,,,,,5,
53812,1,2,1,2,2,2,2,2,2,2,,2,,,,
53812,2,1,2,2,2,2,2,2,2,2,1,,,,,
53815,1,2,2,2,2,1,2,2,2,1,,,,,5,6
53817,1,2,2,2,2,2,2,2,1,2,,,,,,6
53817,2,2,2,2,2,1,2,2,2,2,,,,,5,
53817,3,2,2,2,2,2,2,2,2,2,,,,,,
53829,1,2,2,2,2,1,2,2,2,2,,,,,5,
53836,1,2,2,2,2,1,2,2,2,2,,,,,5,
53836,2,2,2,2,2,1,2,2,2,2,,,,,5,
53836,3,1,2,2,2,2,2,2,2,2,1,,,,,
53836,4,2,2,2,2,2,2,2,2,2,,,,,,
53839,1,2,2,2,2,1,2,2,2,2,,,,,5,
53839,2,2,2,2,2,1,2,2,2,2,,,,,5,
53839,3,1,2,2,2,2,2,2,2,2,1,,,,,
53839,4,1,2,2,2,2,2,2,2,2,1,,,,,
53840,1,1,2,2,2,2,2,2,2,2,1,,,,,
53840,2,2,2,2,2,1,2,2,2,2,,,,,5,
53840,3,2,2,2,2,2,2,2,2,2,,,,,,
53844,1,1,2,2,2,2,2,2,2,2,1,,,,,
53844,2,1,2,2,2,2,2,2,2,2,1,,,,,
53844,3,1,2,2,2,2,2,2,2,2,1,,,,,
53844,4,1,2,2,2,2,1,2,2,2,1,,,,,6
53849,1,2,2,2,2,1,2,2,2,2,,,,,5,
53849,2,2,2,2,2,2,2,2,2,2,,,,,,
53849,3,2,1,2,2,2,2,2,2,2,,2,,,,
53871,1,1,2,2,2,2,2,2,2,2,1,,,,,
53871,2,2,2,2,2,2,2,2,2,2,,,,,,
53871,3,2,2,2,2,2,2,2,2,2,,,,,,
53871,4,2,2,2,2,2,2,2,2,2,,,,,,
53873,1,1,2,2,2,2,2,2,2,2,1,,,,,
53873,2,2,2,2,2,2,2,2,2,2,,,,,,
53883,1,2,2,2,2,2,2,2,2,2,,,,,,
53883,2,2,1,2,2,2,2,2,2,2,,2,,,,
53883,3,2,2,2,2,2,2,2,2,2,,,,,,
53897,1,1,2,2,2,2,2,2,2,2,1,,,,,
53897,2,2,2,2,2,2,2,2,2,2,,,,,,
53898,1,1,2,2,2,2,2,2,2,2,1,,,,,
53898,2,2,1,2,2,2,2,2,2,2,,2,,,,
53898,3,2,2,2,2,2,2,2,2,2,,,,,,
53898,4,2,2,2,2,2,2,2,2,2,,,,,,
53901,1,1,2,2,2,2,2,2,2,2,1,,,,,
53901,2,1,2,2,2,2,2,2,2,2,1,,,,,
53901,3,1,2,2,2,2,2,2,2,2,1,,,,,
53901,4,2,2,2,2,2,2,2,2,2,,,,,,
53902,1,1,2,2,2,2,2,2,2,2,1,,,,,
53904,1,2,2,2,2,1,2,2,2,2,,,,,5,
53904,2,2,2,1,2,2,2,2,2,2,,,3,,,
53904,3,2,2,1,2,2,2,2,2,2,,,3,,,
53905,1,2,2,2,2,1,2,2,2,2,,,,,5,
53905,2,2,2,2,2,1,2,2,2,2,,,,,5,
53905,3,1,2,2,2,2,2,2,2,2,1,,,,,
53910,1,1,2,2,2,2,2,2,2,2,1,,,,,
53910,2,2,2,2,2,1,2,2,2,2,,,,,5,
53910,3,2,2,2,2,2,2,2,2,2,,,,,,
53910,4,2,2,2,2,2,2,2,2,2,,,,,,
53931,1,2,1,2,2,2,2,2,2,2,,2,,,,
53931,2,2,2,2,2,2,2,2,2,2,,,,,,
53931,3,2,2,2,2,1,2,2,2,2,,,,,5,
53934,1,2,2,2,2,1,2,2,2,2,,,,,5,
53945,1,2,2,2,2,1,2,2,2,2,,,,,5,
53948,1,2,2,2,2,1,2,2,2,2,,,,,5,
53948,2,2,2,2,2,1,2,2,2,2,,,,,5,
53948,3,1,2,2,2,2,2,2,2,2,1,,,,,
53949,1,2,2,2,2,1,2,2,2,2,,,,,5,
53954,1,2,2,2,2,1,2,2,2,2,,,,,5,
53991,1,2,2,2,2,1,2,2,2,2,,,,,5,
53997,1,2,1,2,2,1,2,2,2,2,,2,,,5,
53997,2,2,2,2,2,1,2,2,2,2,,,,,5,
53997,3,1,2,2,2,2,2,2,2,2,1,,,,,
53997,4,1,2,2,2,2,2,2,2,2,1,,,,,
53997,5,1,2,2,2,2,2,2,2,2,1,,,,,
54008,1,2,2,2,2,1,2,2,2,2,,,,,5,
54008,2,2,2,2,2,1,2,2,2,2,,,,,5,
54008,3,1,2,2,2,2,2,2,2,2,1,,,,,
54010,1,2,2,2,2,1,2,2,2,2,,,,,5,
54013,1,2,2,1,2,1,2,2,2,2,,,3,,5,
54013,2,2,2,1,2,1,2,2,2,2,,,3,,5,
54016,1,2,2,2,2,1,2,2,2,2,,,,,5,
54016,2,2,2,2,2,1,2,2,2,2,,,,,5,
54019,1,1,2,2,2,2,2,2,2,2,1,,,,,
54019,2,1,2,2,2,2,2,2,2,2,1,,,,,
54019,3,1,2,2,2,2,2,2,2,2,1,,,,,
54019,4,2,2,2,2,2,2,2,2,2,,,,,,
54021,1,2,1,2,2,2,2,2,2,2,,2,,,,
54021,2,2,2,2,2,2,2,2,2,2,,,,,,
54021,3,2,2,2,2,2,2,2,2,2,,,,,,
54116,1,1,2,2,2,2,2,2,2,2,1,,,,,
54116,2,2,2,2,2,2,2,2,2,2,,,,,,
54116,3,2,2,2,2,2,2,2,2,1,,,,,,6
54116,4,2,2,2,2,2,2,2,2,1,,,,,,6
54128,1,2,1,2,2,1,2,2,2,2,,2,,,5,
54128,2,2,2,2,2,2,2,2,2,2,,,,,,
54135,1,1,2,2,2,2,2,2,2,2,1,,,,,
54135,2,2,2,2,2,2,2,2,2,2,,,,,,
54135,3,1,2,2,2,2,2,2,2,2,1,,,,,
54135,4,1,2,2,2,2,2,2,2,2,1,,,,,
54143,1,2,1,2,2,1,2,2,2,2,,2,,,5,
54143,2,2,2,2,2,1,2,2,2,2,,,,,5,
54143,3,1,2,2,2,2,2,2,2,2,1,,,,,
54143,4,1,2,2,2,2,2,2,2,2,1,,,,,
54144,1,2,1,2,2,2,2,2,2,2,,2,,,,
54144,2,2,2,2,2,1,2,2,2,2,,,,,5,
54144,3,2,2,2,2,2,2,2,2,2,,,,,,
54144,4,2,2,2,2,1,2,2,2,2,,,,,5,
54152,1,2,2,2,2,1,2,2,2,2,,,,,5,
54152,2,1,2,2,2,2,2,2,2,2,1,,,,,
54156,1,2,2,2,2,1,2,2,1,2,,,,,5,6
54174,1,1,2,2,2,2,2,2,2,2,1,,,,,
54174,2,1,2,2,2,2,2,2,2,2,1,,,,,
54182,1,1,2,2,2,1,2,2,2,2,1,,,,5,
54182,2,1,2,2,2,2,2,2,2,2,1,,,,,
54182,3,2,2,2,2,2,2,2,2,2,,,,,,
54183,1,2,2,2,1,2,2,2,2,1,,,,4,,6
54183,2,1,2,2,2,2,2,2,2,2,1,,,,,
54183,3,2,2,2,2,2,2,2,2,2,,,,,,
54183,4,2,2,2,2,2,2,2,2,2,,,,,,
54183,5,2,2,2,2,2,2,2,2,2,,,,,,
54189,1,2,2,2,2,1,2,2,2,2,,,,,5,
54189,2,2,2,2,2,2,2,2,2,2,,,,,,
54201,1,2,2,2,2,1,2,2,2,2,,,,,5,
54201,2,2,2,2,2,2,2,2,2,2,,,,,,
54205,1,2,2,1,2,1,2,2,2,2,,,3,,5,
54205,2,2,2,1,2,2,2,2,2,2,,,3,,,
54239,1,2,2,2,2,1,2,2,2,2,,,,,5,
54250,1,1,2,2,2,2,2,2,2,2,1,,,,,
54255,1,2,2,2,2,1,2,2,2,2,,,,,5,
54256,1,2,2,2,2,2,2,2,2,1,,,,,,6
54267,1,2,2,2,2,1,2,2,2,2,,,,,5,
54267,2,2,2,2,2,1,2,2,2,2,,,,,5,
54267,3,1,2,2,2,2,2,2,2,2,1,,,,,
54278,1,2,2,2,2,1,2,2,2,2,,,,,5,
54278,2,1,2,2,2,2,2,2,2,2,1,,,,,
54278,3,2,2,2,2,2,2,2,1,2,,,,,,6
54278,4,2,2,2,2,2,2,2,2,2,,,,,,
54278,5,2,2,2,2,2,2,2,2,2,,,,,,
54279,1,1,1,2,2,2,2,2,2,1,1,2,,,,6
54318,1,2,1,2,2,1,2,2,2,2,,2,,,5,
54318,2,2,1,2,2,2,2,2,2,2,,2,,,,
54318,3,2,2,2,2,2,2,2,2,2,,,,,,
54346,1,2,2,2,2,1,2,2,2,2,,,,,5,
54346,2,2,2,2,2,1,2,2,1,2,,,,,5,6
54368,1,2,2,2,2,2,2,2,2,2,,,,,,
54368,2,1,2,2,2,2,2,2,2,2,1,,,,,
54368,3,2,2,2,2,2,2,2,2,2,,,,,,
54377,1,2,2,2,2,1,2,2,2,2,,,,,5,
54404,1,1,2,2,2,2,2,2,2,2,1,,,,,
54404,2,1,2,2,2,2,2,2,2,2,1,,,,,
54410,1,2,1,2,2,2,2,2,1,2,,2,,,,6
54412,1,1,2,2,2,2,2,2,2,2,1,,,,,
54412,2,1,2,2,2,2,2,2,2,2,1,,,,,
54412,3,1,2,2,2,2,2,2,2,2,1,,,,,
54477,1,2,2,2,2,1,2,2,2,2,,,,,5,
54477,2,2,2,2,2,1,2,2,2,2,,,,,5,
54488,1,1,2,2,2,2,2,2,2,2,1,,,,,
54488,2,2,2,2,2,2,2,2,2,2,,,,,,
54488,3,2,2,2,2,2,2,2,2,2,,,,,,
54488,4,2,2,2,2,2,2,2,2,2,,,,,,
54489,1,2,2,2,2,1,2,2,2,2,,,,,5,
54489,2,1,2,2,2,2,2,2,2,2,1,,,,,
54502,1,1,1,2,2,2,2,2,2,1,1,2,,,,6
54502,2,1,2,2,2,2,2,1,2,1,1,,,,,6
54502,3,2,2,2,2,2,2,2,2,2,,,,,,
54503,1,2,1,2,2,1,2,2,2,2,,2,,,5,
54503,2,2,2,2,2,1,2,2,2,2,,,,,5,
54524,1,2,2,2,2,1,2,2,2,2,,,,,5,
54524,2,2,2,2,2,2,2,2,2,2,,,,,,
54524,3,2,2,2,2,2,2,2,2,2,,,,,,
54527,1,2,1,2,2,2,2,2,2,2,,2,,,,
54527,2,1,2,2,2,2,2,2,2,2,1,,,,,
54533,1,2,2,2,2,1,2,2,2,2,,,,,5,
54535,1,2,2,2,2,2,2,2,2,2,,,,,,
54535,2,2,2,2,2,1,2,2,2,2,,,,,5,
54538,1,1,1,2,2,2,2,2,2,2,1,2,,,,
54538,2,2,2,2,2,2,2,2,2,2,,,,,,
54538,3,2,2,2,2,2,2,2,2,2,,,,,,
54538,4,2,2,2,2,2,2,2,2,2,,,,,,
54545,1,1,2,2,2,2,2,2,2,2,1,,,,,
54545,2,2,2,2,2,2,2,2,2,2,,,,,,
54545,3,2,2,2,2,2,2,2,2,2,,,,,,
54545,4,2,2,2,2,2,2,2,1,2,,,,,,6
54588,1,1,1,2,2,2,2,2,2,2,1,2,,,,
54588,2,1,2,2,2,2,2,2,2,2,1,,,,,
54588,3,2,2,2,2,2,2,2,2,2,,,,,,
54588,4,2,2,2,2,2,2,2,2,2,,,,,,
54618,1,2,2,1,1,2,2,2,2,2,,,3,4,,
54618,2,2,2,1,1,2,2,2,2,2,,,3,4,,
54618,3,2,2,1,2,2,2,2,2,2,,,3,,,
54620,1,2,2,2,2,1,2,2,2,2,,,,,5,
54620,2,2,2,2,2,1,2,2,2,2,,,,,5,
54620,3,1,2,2,2,2,2,2,2,2,1,,,,,
54626,1,1,2,2,2,2,2,2,2,2,1,,,,,
54626,2,1,2,2,2,2,2,2,2,2,1,,,,,
54626,3,1,2,2,2,2,2,2,2,2,1,,,,,
54626,4,1,2,2,2,2,2,2,2,2,1,,,,,
54627,1,2,2,2,1,2,2,2,2,2,,,,4,,
54627,2,2,2,2,2,2,2,2,2,2,,,,,,
54632,1,1,2,2,2,2,2,2,2,2,1,,,,,
54632,2,2,1,2,2,2,2,2,2,2,,2,,,,
54632,3,2,2,2,2,2,2,2,2,2,,,,,,
54632,4,2,2,2,2,2,2,2,2,2,,,,,,
54635,1,1,2,2,2,2,2,2,2,1,1,,,,,6
54635,2,1,2,2,2,2,2,2,2,1,1,,,,,6
54635,3,2,2,2,2,2,2,2,2,2,,,,,,
54644,1,2,1,2,2,2,2,2,2,2,,2,,,,
54644,2,2,2,2,1,2,2,2,2,2,,,,4,,
54673,1,1,2,2,2,2,2,1,2,2,1,,,,,6
54674,1,2,1,2,2,2,2,2,1,2,,2,,,,6
54674,2,2,2,2,2,2,2,2,2,2,,,,,,
54674,3,1,2,2,2,2,2,2,2,2,1,,,,,
54674,4,2,2,2,2,2,2,2,2,2,,,,,,
54674,5,2,2,2,2,2,2,2,2,2,,,,,,
54679,1,1,2,2,2,2,2,2,2,2,1,,,,,
54679,2,2,2,2,2,1,2,2,2,2,,,,,5,
54680,1,1,2,2,2,2,2,2,2,2,1,,,,,
54680,2,1,2,2,2,2,2,2,2,2,1,,,,,
54680,3,1,2,2,2,2,2,2,2,2,1,,,,,
54683,1,2,2,2,2,1,2,2,2,2,,,,,5,
54683,2,1,2,2,2,1,2,2,2,2,1,,,,5,
54683,3,2,2,2,2,2,2,2,2,2,,,,,,
54684,1,2,2,2,2,1,2,2,2,2,,,,,5,
54684,2,2,2,2,2,1,2,2,2,2,,,,,5,
54686,1,2,2,2,1,2,2,2,2,2,,,,4,,
54686,2,2,2,2,1,2,2,2,2,2,,,,4,,
54686,3,1,2,2,2,2,2,2,2,2,1,,,,,
54686,4,2,2,2,2,2,2,2,2,2,,,,,,
54686,5,2,2,2,2,1,2,2,2,2,,,,,5,
54690,1,2,2,2,2,1,2,2,2,2,,,,,5,
54690,2,2,2,2,2,2,2,2,2,2,,,,,,
54693,1,1,2,2,2,2,2,2,2,2,1,,,,,
54693,2,1,2,2,2,2,2,2,2,2,1,,,,,
54694,1,1,2,2,2,2,2,2,2,2,1,,,,,
54694,2,1,2,2,2,2,2,2,2,2,1,,,,,
54694,3,1,2,2,2,2,2,2,2,2,1,,,,,
54694,4,2,2,2,2,2,2,2,2,1,,,,,,6
54696,1,1,2,2,2,2,2,2,2,2,1,,,,,
54696,2,2,2,2,2,2,2,2,2,2,,,,,,
54696,3,2,2,2,2,2,2,2,2,2,,,,,,
54702,1,1,2,2,2,2,2,2,2,2,1,,,,,
54702,2,2,2,2,2,2,1,1,2,2,,,,,,6
54702,3,1,2,2,2,2,2,2,2,2,1,,,,,
54702,4,1,2,2,2,2,2,2,2,2,1,,,,,
54706,1,2,2,2,2,1,2,2,2,2,,,,,5,
54711,1,2,2,2,2,1,2,2,2,2,,,,,5,
54711,2,1,2,2,2,2,2,2,2,2,1,,,,,
54723,1,1,1,2,2,2,2,2,2,2,1,2,,,,
54723,2,1,2,2,2,2,2,2,2,2,1,,,,,
54723,3,2,2,2,2,2,2,2,2,2,,,,,,
54763,1,2,1,2,2,2,2,2,2,2,,2,,,,
54763,2,2,2,2,2,2,2,2,2,2,,,,,,
54763,3,2,2,2,2,2,2,2,2,2,,,,,,
54765,1,1,2,2,2,1,2,1,2,2,1,,,,5,6
54765,2,1,1,2,2,2,2,2,2,2,1,2,,,,
54765,3,2,2,2,2,2,2,2,2,2,,,,,,
54765,4,2,2,2,2,2,2,2,2,2,,,,,,
54766,1,2,2,2,2,1,2,2,2,2,,,,,5,
54770,1,2,2,2,2,1,2,2,2,2,,,,,5,
54770,2,2,2,2,2,1,2,2,2,2,,,,,5,
54773,1,2,2,2,2,1,2,2,2,2,,,,,5,
54778,1,2,2,2,2,1,2,2,2,2,,,,,5,
54778,2,2,2,2,2,1,2,2,2,2,,,,,5,
54779,1,2,2,2,2,1,2,2,2,2,,,,,5,
54779,2,2,2,2,2,1,2,2,2,2,,,,,5,
54779,3,2,2,2,2,2,2,2,2,2,,,,,,
54779,4,2,2,2,2,1,2,2,2,2,,,,,5,
54796,1,2,2,2,2,1,2,2,2,2,,,,,5,
54796,2,2,2,2,2,1,2,2,2,2,,,,,5,
54800,1,2,2,2,2,1,2,2,2,2,,,,,5,
54800,2,2,2,2,2,1,2,2,2,2,,,,,5,
54804,1,2,2,2,2,1,2,2,2,2,,,,,5,
54804,2,2,2,2,2,2,2,2,2,2,,,,,,
54809,1,2,2,2,2,2,2,2,2,2,,,,,,
54809,2,2,2,2,2,1,2,2,2,2,,,,,5,
54809,3,1,2,2,2,2,2,2,2,2,1,,,,,
54809,4,2,2,2,2,1,2,2,2,2,,,,,5,
54809,5,2,2,2,2,2,2,2,2,2,,,,,,
54811,1,2,2,2,2,1,2,2,2,2,,,,,5,
54819,1,1,2,2,2,2,2,2,2,2,1,,,,,
54819,2,2,2,2,2,2,2,2,2,2,,,,,,
54819,3,2,2,2,2,2,2,2,2,2,,,,,,
54821,1,2,2,2,2,2,2,2,2,2,,,,,,
54821,2,1,2,2,2,2,2,2,2,2,1,,,,,
54821,3,2,2,2,2,2,2,2,2,2,,,,,,
54821,4,2,2,2,2,2,2,2,2,2,,,,,,
54826,1,2,2,2,2,1,2,2,2,2,,,,,5,
54831,1,2,2,2,2,1,2,2,2,2,,,,,5,
54831,2,2,2,2,2,2,2,2,2,2,,,,,,
54908,1,2,2,2,2,1,2,2,2,2,,,,,5,
54908,2,1,2,2,2,2,2,2,2,2,1,,,,,
54908,3,2,2,2,2,1,2,2,2,2,,,,,5,
54934,1,2,2,2,2,1,2,2,2,2,,,,,5,
54934,2,2,2,2,2,2,2,2,2,2,,,,,,
54936,1,2,1,2,1,2,2,2,2,2,,2,,4,,
54936,2,2,1,2,2,2,2,2,2,2,,2,,,,
54936,3,2,1,2,2,2,2,2,2,2,,2,,,,
54936,4,2,1,2,2,2,2,2,2,2,,2,,,,
54949,1,2,2,2,2,1,2,2,2,2,,,,,5,
54963,1,2,2,2,2,2,2,2,2,2,,,,,,
54963,2,2,2,2,2,1,2,2,2,2,,,,,5,
54963,3,2,2,2,2,2,2,2,2,2,,,,,,
54987,1,1,2,2,2,2,2,2,2,2,1,,,,,
54987,2,1,2,2,2,2,2,2,2,2,1,,,,,
54987,3,2,2,2,2,2,2,2,2,2,,,,,,
55006,1,1,2,2,2,2,2,2,2,2,1,,,,,
55006,2,2,2,2,2,2,2,2,2,2,,,,,,
55006,3,2,2,2,2,2,2,2,2,2,,,,,,
55006,4,2,2,2,2,2,2,2,2,2,,,,,,
55007,1,1,2,2,2,2,2,2,2,2,1,,,,,
55007,2,1,2,2,2,2,2,2,2,2,1,,,,,
55007,3,2,2,2,2,2,2,2,2,2,,,,,,
55007,4,2,2,2,2,2,2,2,2,2,,,,,,
55078,1,1,2,2,2,2,2,2,2,2,1,,,,,
55078,2,2,2,2,2,2,2,2,2,2,,,,,,
55078,3,2,2,2,2,2,2,2,2,2,,,,,,
55078,4,2,2,2,2,2,2,2,2,2,,,,,,
55079,1,1,2,2,2,2,2,2,2,2,1,,,,,
55079,2,1,2,2,2,2,2,2,2,2,1,,,,,
55079,3,1,2,2,2,2,2,2,2,2,1,,,,,
55079,4,1,2,2,2,2,2,2,2,2,1,,,,,
55079,5,2,2,2,2,1,2,2,2,2,,,,,5,
55084,1,2,1,2,2,2,2,2,2,2,,2,,,,
55084,2,2,2,2,2,2,2,2,2,1,,,,,,6
55084,3,2,2,2,2,2,2,2,2,2,,,,,,
55084,4,2,2,2,2,2,2,2,2,2,,,,,,
55093,1,2,2,2,2,1,2,2,2,2,,,,,5,
55093,2,2,2,2,2,2,2,2,2,2,,,,,,
55093,3,1,2,2,2,2,2,2,2,2,1,,,,,
55093,4,1,2,2,2,2,2,2,2,2,1,,,,,
55094,1,1,2,2,2,2,2,2,2,2,1,,,,,
55094,2,1,2,2,2,2,2,2,2,2,1,,,,,
55094,3,2,2,2,2,2,2,2,2,2,,,,,,
55094,4,2,2,2,2,2,2,2,2,2,,,,,,
55099,1,1,2,2,2,2,2,2,2,2,1,,,,,
55099,2,2,2,2,2,2,2,2,2,2,,,,,,
55099,3,2,2,2,2,2,2,2,2,2,,,,,,
55099,4,2,2,2,2,2,2,2,2,2,,,,,,
55099,5,2,2,2,2,1,2,2,2,2,,,,,5,
55104,1,1,2,2,2,2,2,2,2,2,1,,,,,
55104,2,2,2,2,2,2,2,2,2,2,,,,,,
55104,3,2,2,2,2,2,2,2,2,2,,,,,,
55104,4,2,2,2,2,2,2,2,2,2,,,,,,
55118,1,1,2,2,2,2,2,2,2,2,1,,,,,
55118,2,2,2,2,2,2,2,2,2,2,,,,,,
55118,3,2,2,2,2,2,2,2,2,2,,,,,,
55131,1,2,2,2,2,1,2,2,2,2,,,,,5,
55147,1,2,2,2,1,1,2,2,2,2,,,,4,5,
55147,2,2,2,2,2,2,2,2,2,2,,,,,,
55147,3,2,2,2,1,2,2,2,2,2,,,,4,,
55196,1,2,1,2,2,1,2,2,2,2,,2,,,5,
55196,2,2,2,2,2,2,2,2,2,2,,,,,,
55196,3,2,2,2,2,2,2,2,2,2,,,,,,
55196,4,2,2,2,2,2,1,2,2,2,,,,,,6
55201,1,2,2,2,2,1,2,2,2,2,,,,,5,
55201,2,2,2,2,2,2,2,2,2,2,,,,,,
55201,3,2,2,2,2,2,2,2,2,2,,,,,,
55203,1,2,2,2,2,1,2,2,2,2,,,,,5,
55203,2,2,2,2,2,1,2,2,2,2,,,,,5,
55205,1,2,2,2,1,2,2,2,2,2,,,,4,,
55205,2,2,2,2,2,2,2,2,2,2,,,,,,
55205,3,2,2,2,2,2,2,2,2,2,,,,,,
55205,4,2,2,2,2,2,2,2,2,2,,,,,,
55205,5,2,2,2,2,2,2,2,2,2,,,,,,
55206,1,2,2,2,2,1,2,2,2,2,,,,,5,
55209,1,2,2,2,2,1,2,2,2,2,,,,,5,
55209,2,2,2,2,2,1,2,2,2,2,,,,,5,
55212,1,2,2,2,2,1,2,2,2,2,,,,,5,
55219,1,2,2,2,2,1,2,2,2,2,,,,,5,
55219,2,2,2,2,2,2,2,2,2,2,,,,,,
55219,3,2,2,2,2,2,2,2,2,2,,,,,,
55221,1,2,1,2,2,2,2,2,2,2,,2,,,,
55221,2,1,1,2,2,2,2,2,2,2,1,2,,,,
55221,3,1,2,2,2,2,2,2,2,2,1,,,,,
55254,1,1,2,2,2,2,2,2,2,2,1,,,,,
55254,2,1,2,2,2,2,2,2,2,2,1,,,,,
55254,3,2,2,2,2,1,2,2,2,2,,,,,5,
55267,1,2,2,2,2,1,2,2,2,2,,,,,5,
55272,1,1,2,2,2,2,2,2,2,2,1,,,,,
55272,2,1,2,2,2,2,2,2,2,2,1,,,,,
55272,3,2,2,2,2,1,2,2,2,2,,,,,5,
55273,1,2,2,2,2,1,2,2,2,2,,,,,5,
55273,2,2,2,2,2,2,2,2,2,2,,,,,,
55275,1,1,2,2,2,2,2,2,2,2,1,,,,,
55275,2,2,2,2,2,2,2,2,2,2,,,,,,
55275,3,2,2,2,2,2,2,2,2,2,,,,,,
55275,4,2,2,2,2,2,2,2,2,2,,,,,,
55278,1,1,2,2,2,2,2,2,2,2,1,,,,,
55278,2,2,2,2,2,2,2,2,2,2,,,,,,
55278,3,2,2,2,2,2,2,2,2,2,,,,,,
55278,4,2,2,2,2,2,2,2,2,2,,,,,,
55295,1,1,2,2,2,2,2,2,2,2,1,,,,,
55295,2,2,2,2,2,1,2,2,2,2,,,,,5,
55298,1,1,2,2,2,2,2,2,2,2,1,,,,,
55298,2,1,2,2,2,2,2,2,2,2,1,,,,,
55298,3,2,2,2,2,2,2,2,2,2,,,,,,
55300,1,2,2,2,2,1,2,2,2,2,,,,,5,
55308,1,2,2,2,2,1,2,2,2,2,,,,,5,
55308,2,2,2,2,2,2,2,2,2,2,,,,,,
55322,1,1,2,2,2,2,2,2,2,2,1,,,,,
55322,2,2,2,2,2,2,2,2,2,2,,,,,,
55322,3,2,2,2,2,2,2,2,2,2,,,,,,
55322,4,2,2,2,2,2,2,2,2,2,,,,,,
55322,5,2,2,2,2,2,2,2,2,2,,,,,,
55322,6,2,2,2,2,2,2,2,2,2,,,,,,
55332,1,2,2,2,2,1,2,2,2,2,,,,,5,
55333,1,1,2,2,2,2,2,2,2,2,1,,,,,
55333,2,1,2,2,2,2,2,2,2,2,1,,,,,
55333,3,2,2,2,2,2,2,2,2,2,,,,,,
55338,1,2,2,2,1,2,2,2,2,2,,,,4,,
55338,2,1,2,2,2,2,2,2,2,2,1,,,,,
55341,1,1,2,2,2,1,2,2,2,2,1,,,,5,
55341,2,2,2,2,2,2,2,2,2,2,,,,,,
55341,3,2,2,2,2,2,2,2,2,2,,,,,,
55341,4,2,2,2,2,2,2,2,2,2,,,,,,
55342,1,1,2,2,2,2,2,2,2,2,1,,,,,
55342,2,2,2,2,1,2,2,2,2,2,,,,4,,
55342,3,2,2,2,2,2,2,2,2,2,,,,,,
55342,4,2,2,2,2,2,2,2,2,2,,,,,,
55342,5,2,2,2,2,2,2,2,2,2,,,,,,
55349,1,2,2,2,2,2,2,2,2,2,,,,,,
55349,2,1,2,2,2,2,2,2,2,2,1,,,,,
55349,3,2,2,2,2,2,2,2,2,2,,,,,,
55349,4,2,2,2,2,2,2,2,2,2,,,,,,
55349,5,2,2,2,2,1,2,2,2,2,,,,,5,
55351,1,1,2,2,2,2,2,2,2,2,1,,,,,
55351,2,2,1,2,2,2,2,2,2,2,,2,,,,
55351,3,2,2,2,2,2,2,2,2,2,,,,,,
55353,1,2,2,2,2,1,2,2,2,2,,,,,5,
55353,2,2,2,2,2,2,2,2,2,2,,,,,,
55358,1,1,2,2,2,2,2,2,2,2,1,,,,,
55358,2,2,2,2,2,2,2,2,2,2,,,,,,
55362,1,2,2,1,2,1,2,2,2,2,,,3,,5,
55362,2,2,2,1,2,2,2,2,2,2,,,3,,,
55362,3,2,1,2,1,2,2,2,2,2,,2,,4,,
55363,1,1,2,2,2,1,2,2,2,2,1,,,,5,
