NQUEST,NORD,SITUAT,PENSVOL,PROBLAV,MINLAV,MAXLAV,PROBTEL,PROBLTX
334001,1,1,2,90,12000,18000,,80
334001,3,1,2,50,12000,18000,,70
334006,1,1,2,100,19000,21000,,60
334027,1,2,,40,12000,20000,,80
334040,1,1,2,10,15000,18000,,50
334090,3,3,,10,12000,15000,,100
335004,1,1,2,100,15000,25000,,60
335019,3,1,2,100,14000,16000,,50
335019,4,1,2,100,13000,15000,,50
335021,4,1,2,50,,,,
335025,1,1,2,90,20000,22000,,50
335025,2,1,2,70,10000,12000,,50
335026,3,1,2,100,18000,22000,,50
335028,1,1,1,,,,,
335047,1,1,2,100,35000,40000,,50
335047,2,1,2,90,14000,16000,,50
335066,1,1,2,100,35000,40000,,60
335066,2,1,2,100,26000,26000,,50
335076,4,1,2,90,18000,19000,,50
335076,5,1,2,90,13000,13000,5,50
335086,2,1,2,100,,,,
335086,3,1,2,100,20000,45000,,60
336001,1,2,,0,12000,12000,,80
336001,4,2,,0,12000,12000,,80
336024,1,1,2,100,20000,20000,,0
336024,3,3,,30,,,,
336027,1,2,,50,,,,
336027,3,1,2,100,,,,
336027,4,3,,50,,,,
336044,1,1,2,100,15000,15000,,10
336058,1,1,2,100,,,,
336058,2,1,2,100,,,,
336062,1,1,2,90,18000,18000,,10
336062,2,1,2,90,18000,18000,,10
336066,1,1,2,100,24000,24000,,10
336066,2,1,2,100,6000,6000,,100
336066,3,3,,30,,,,
336078,3,3,,50,6000,6000,,10
336078,4,3,,50,13000,13000,,10
336087,1,1,2,100,25000,30000,,0
336087,2,1,2,100,20000,25000,,0
337007,3,1,2,100,28000,30000,,60
337007,4,1,2,50,16000,18000,,60
337007,5,1,2,100,18000,20000,,50
337008,1,1,2,100,30000,31000,,50
337008,2,1,2,100,16000,17000,,50
337008,3,1,2,100,18000,20000,,50
337015,1,1,2,100,20000,21000,,50
337015,2,1,2,100,17000,18000,,50
337015,3,1,2,90,20000,21000,,50
337015,4,1,2,100,18000,19000,,50
337031,2,1,2,100,25000,25000,,50
337046,1,1,2,100,5000,6000,,50
337054,1,1,2,10,30000,30000,,50
337070,1,1,2,100,19000,20000,,50
337070,2,1,2,100,19000,20000,,50
337075,1,1,2,100,18000,40000,,40
337075,2,1,2,100,10000,11000,,50
337076,1,1,1,,,,,
337077,2,3,,100,15000,20000,,80
337085,1,1,1,,,,,
337089,1,1,2,100,35000,36000,,50
337089,2,2,,60,26000,27000,,50
338011,1,4,,,,,,
338011,2,1,2,100,7000,10000,,90
338016,1,1,2,80,20000,24000,,60
338016,3,3,,60,12000,20000,,20
338030,1,1,2,100,21000,26000,,50
338030,2,1,2,50,9000,10000,,50
338039,2,1,2,100,15000,18000,2,50
338045,1,1,2,100,17000,18000,,30
338045,2,2,,100,26000,30000,2,0
338046,1,1,2,100,20000,25000,,40
338046,3,1,2,90,20000,25000,,40
338056,3,3,,40,12000,20000,,0
338063,3,1,2,60,18000,20000,3,60
338063,5,1,2,60,12000,14000,5,50
338066,1,1,2,100,19000,21000,,50
338066,2,1,2,100,12000,14000,,50
338066,3,1,2,100,12000,14000,,50
338072,1,1,2,80,20000,40000,,90
338072,2,2,,80,10000,16000,,50
338074,1,1,2,50,17000,23000,,60
338074,2,1,2,,,,,
338092,3,1,2,80,10000,20000,,80
339020,1,1,2,100,22000,22000,,50
339020,2,1,2,100,16900,22000,,30
339026,2,1,2,100,23000,24000,,50
339040,2,1,2,100,20000,20000,2,50
339063,1,1,2,100,19500,19500,,50
339065,1,1,2,80,60000,63000,,50
339072,1,1,2,100,12000,15000,,50
339072,2,1,2,100,12000,15000,,50
339072,3,1,2,100,20000,22000,,50
339086,3,1,2,20,,,,
339086,4,1,2,100,,,,
339090,2,1,2,100,25000,30000,,60
339090,4,1,2,100,19000,20000,,50
340006,1,2,,30,12000,15000,,90
340020,1,1,1,,,,,
340039,1,1,2,90,20000,30000,,50
340068,1,1,2,100,14000,18000,,40
340068,3,2,,30,8000,10000,3,50
340068,4,2,,30,10000,15000,4,70
341010,1,1,1,,,,,
341010,3,1,2,50,21000,21000,,50
341014,1,1,1,,,,,
341022,1,1,2,100,26000,26000,,50
341022,3,2,,30,15000,15000,,100
341043,1,1,2,80,19500,19500,,50
341043,2,1,2,80,10000,15000,,50
341046,1,1,1,,,,,
341054,1,1,2,100,20000,20000,,50
341054,2,1,2,100,30000,30000,,10
341080,1,1,2,100,30000,30000,,50
341080,2,2,,40,10000,10000,,50
341087,1,1,2,100,20000,20000,,50
342001,3,3,,30,,,,
342049,1,2,,90,20000,20000,,90
343010,1,1,2,70,14000,15000,,50
343010,2,1,2,70,14000,15000,,50
343017,1,1,2,100,22000,22000,,40
343017,2,1,2,100,22000,22000,,40
343029,1,1,2,,,,,
343029,2,1,2,100,24000,26000,,50
343051,1,1,2,90,19000,19000,,50
343051,2,1,2,90,14000,14000,,50
343057,3,1,2,100,15000,15000,,50
344046,1,1,2,100,30000,32000,,50
344046,2,1,2,100,10000,10000,,50
344051,1,1,1,,,,,
344071,3,1,2,50,10000,15000,,70
345022,1,1,2,90,40000,60000,,40
345050,1,1,2,100,19000,25000,,80
345050,2,1,2,100,19000,25000,,80
345056,1,1,2,80,20000,40000,,30
345056,2,3,,50,30000,40000,,70
345068,1,1,2,100,30000,39000,,10
345068,2,1,2,100,28000,30000,,30
346043,1,1,2,50,10000,12000,,50
346049,3,1,2,90,18000,20000,,50
346054,1,1,2,100,26000,28000,,60
346054,4,1,2,100,23000,25000,,40
346054,5,3,,90,16000,20000,,70
346057,1,1,2,90,50000,70000,,60
346065,1,1,2,100,22000,28000,,20
346065,2,1,2,100,16000,19000,,50
346080,1,1,2,100,30000,45000,,50
346080,2,1,2,100,18000,22000,,70
346082,1,1,2,100,35000,45000,,50
346082,2,1,2,100,8800,10000,2,50
347025,1,1,2,90,23000,25000,,70
347025,2,1,2,100,8000,12000,,50
347025,3,1,2,50,13000,15000,3,70
347045,1,1,2,100,34000,36000,,50
347051,3,1,2,100,24000,24000,,100
349028,1,1,1,,,,,
349028,2,1,2,90,23400,25400,,50
350068,1,1,2,100,12000,12000,,100
350068,2,1,2,100,35000,45000,2,70
351002,3,1,2,80,18000,25000,,80
351011,1,1,2,80,18000,25000,,90
351011,2,3,,50,12000,18000,,50
351068,1,1,2,80,20000,28000,,80
351068,2,1,2,80,12000,16000,,80
351077,1,1,1,,,,,
351077,2,1,2,80,13000,20000,,70
351085,1,1,2,80,20000,25000,,80
351085,2,1,2,80,10000,15000,,80
353011,2,1,2,80,24000,30000,,50
353013,2,1,2,100,20000,30000,,50
353032,3,1,2,70,15000,25000,,50
353032,4,1,2,100,18000,20000,,50
353032,5,1,2,100,21000,23000,,50
354002,1,1,2,90,10000,15000,,50
354002,2,1,2,80,10000,20000,,50
354009,2,1,2,100,25000,30000,,100
354009,3,1,2,90,25000,30000,,80
354020,1,1,2,100,20000,25000,,90
354047,1,1,2,100,14000,16000,,100
355021,3,1,2,70,25000,30000,,50
355041,1,1,2,100,20000,25000,,50
355041,2,1,2,100,15000,25000,,50
355042,2,1,2,100,18000,20000,,60
355057,1,1,2,90,15000,20000,,60
355057,2,1,2,90,15000,20000,,60
355063,2,1,2,100,15000,20000,,70
355063,3,1,2,80,40000,45000,,30
355072,1,4,,,,,,
355076,1,1,2,100,20000,25000,,50
355076,2,1,2,80,12000,15000,,60
355078,3,2,,10,12000,14000,,10
356009,1,1,2,100,10000,30000,,30
356009,3,1,2,100,23000,25000,,20
356016,1,1,2,80,31000,33000,,50
356017,3,1,2,90,7000,8000,,80
356021,1,1,2,100,21000,23000,,10
356021,3,1,2,100,20000,22000,,10
356022,1,1,2,90,22000,24000,,30
356022,2,1,2,80,15600,18000,,20
356023,1,1,2,100,60000,70000,,20
356023,2,1,2,50,12000,18000,,50
356026,1,1,2,100,23000,24000,,50
356028,1,1,2,100,26000,30000,,30
356028,4,3,,10,12000,18000,,40
356080,1,2,,0,2400,3600,,30
356080,2,2,,20,1200,1800,,30
356080,4,1,2,90,12000,14000,,50
356080,5,1,2,90,12000,14000,,50
356080,6,1,2,100,12000,14000,,50
357013,1,2,,,,,,
357013,3,3,,10,10000,13000,,90
357016,1,1,2,90,24000,26000,,10
357023,1,1,2,100,39000,40000,,90
357029,1,1,2,100,25000,30000,,90
357029,2,1,2,100,30000,32000,,30
357033,1,1,1,,,,,
357033,2,1,2,100,28000,30000,,10
357036,1,1,2,100,24000,25000,,90
357036,2,1,2,100,22000,23000,,90
357044,1,1,2,90,20000,22000,,50
357068,1,1,2,90,21000,23000,,50
357068,2,1,2,10,8000,14000,,80
357069,1,1,1,,,,,
357069,2,1,2,20,24000,26000,,50
357069,3,3,,10,8000,16000,,50
358012,3,2,,50,,,,
358012,4,3,,0,,,4,
358015,1,1,2,100,25000,30000,,50
358015,2,1,2,90,8000,15000,,50
360001,1,1,2,100,28000,30000,,0
360001,2,1,2,100,26000,28000,,0
360014,1,2,,10,10000,15000,,80
360018,3,1,2,70,10000,15000,,50
360020,3,3,,20,10000,15000,,80
360043,1,1,2,80,40000,45000,,20
360054,1,1,2,90,29000,29000,,0
360084,1,1,2,100,19000,20000,,80
361004,1,2,,10,10000,20000,,90
361026,1,4,,,,,,
361026,3,1,2,100,18000,24000,3,50
361073,1,1,2,100,20000,24000,,50
361080,2,3,,10,5000,10000,,90
362003,3,1,2,50,18000,21000,3,50
362030,1,1,2,80,6500,13000,,50
362059,1,1,2,90,9000,10400,,90
362059,2,1,2,90,23800,32200,,50
362060,1,1,2,90,20000,26000,,50
363009,1,1,2,90,20000,25000,,60
363025,2,1,2,20,25000,30000,,40
363050,1,1,2,100,20000,22000,,50
363050,2,1,2,100,25000,30000,,60
363061,1,1,2,100,30000,35000,,50
363061,2,1,2,100,30000,35000,,50
364101,1,1,2,100,30000,35000,,30
364142,4,1,2,70,15000,15000,,0
364147,1,1,2,100,14000,15000,,90
364184,2,1,2,100,18000,19000,,90
364184,3,1,2,,,,,
364184,4,1,2,,,,,
364190,1,1,2,80,30000,60000,,70
364190,2,1,2,90,20000,23000,2,0
364297,1,1,2,100,100000,100000,,100
364297,2,1,2,100,50000,50000,,50
364316,1,1,2,100,20000,21000,,50
364316,2,1,2,90,22000,23000,,90
364322,1,1,2,90,26000,30000,,60
364322,3,1,2,90,18000,20000,,60
364353,2,1,2,70,25000,27000,,40
364353,4,1,2,90,20000,22000,,50
364384,1,1,2,90,18000,24000,,40
364402,1,1,2,70,25000,30000,,70
364404,1,1,1,,,,,
364404,2,1,2,90,28000,30000,,50
364404,3,1,2,90,27000,28000,,70
364407,1,1,1,,,,,
364407,2,1,2,90,26000,28000,,50
364407,4,1,2,90,21000,23000,,50
364408,1,1,2,90,22000,24000,,60
364412,1,1,2,90,22000,25000,,50
364426,1,2,,10,10000,12000,,80
364426,2,2,,10,10000,12000,,80
364443,1,1,2,70,20000,24000,,50
364443,2,1,2,70,18000,22000,,50
364449,3,2,,,,,,
364469,2,1,2,90,22100,23000,,30
364509,3,1,2,90,22000,24000,,40
364514,3,1,2,90,24000,27000,,40
364514,4,1,2,90,24000,26000,,40
364678,1,1,2,100,26000,28000,,90
364678,2,1,2,100,21000,23000,,90
364731,1,1,2,100,25000,30000,,80
364747,1,1,2,90,22000,25000,,90
364747,2,1,2,90,22000,23000,,90
365005,1,2,,40,15000,18000,,50
365021,1,1,2,90,20000,24000,,50
365021,3,3,,10,13000,18000,,70
365021,4,3,,10,13000,18000,,70
365027,1,2,,70,14000,18000,,90
365027,2,1,2,90,14000,20000,,50
365034,1,1,2,90,21000,23000,,50
365034,3,3,,20,,,,
365064,1,1,2,100,21700,23000,,60
365064,2,2,,50,13000,18000,,50
366014,1,1,2,100,23000,24000,,20
366024,1,1,1,,,,,
366024,6,3,,50,20000,20000,,30
366064,2,1,2,70,20000,22000,,70
366072,2,1,2,30,15000,18000,,70
366088,2,1,2,60,18000,19000,,80
367010,1,1,2,100,28600,31200,,50
367010,2,1,2,100,23400,26000,,50
367031,1,1,2,100,48000,66000,,20
367031,2,1,2,100,25000,31000,,40
367044,2,1,2,100,24000,36000,,50
367044,3,1,2,100,19500,20500,3,30
367044,4,1,2,100,18200,19800,,50
367047,1,1,2,100,55000,55000,,50
367047,2,1,1,,,,,
367047,3,1,2,100,18000,24000,3,50
367049,2,2,,50,5000,15000,2,70
367062,3,1,2,50,14000,16000,,30
367072,1,1,2,100,18000,18000,,50
367072,2,1,2,100,26000,28000,2,50
369033,1,1,2,100,15000,15000,,50
369078,1,1,2,80,18000,18000,,50
369078,2,1,2,90,18000,18000,,50
371003,3,1,2,,,,,
371003,4,1,2,100,60000,100000,,60
371005,2,1,1,,,,,
372011,1,1,2,80,31000,32000,,50
372012,1,1,2,100,26000,28000,,60
372012,2,1,2,100,22000,24000,,60
372032,2,1,2,70,18000,22000,,30
372032,3,1,2,80,18000,20000,,40
372036,1,1,2,60,27000,29000,,40
372039,1,1,2,100,28000,28000,,50
372043,2,1,2,90,22000,25000,,40
372075,1,1,2,80,22000,25000,,40
372075,2,1,2,80,26000,28000,,50
373035,1,1,2,100,33000,35000,,70
373042,1,1,2,100,12000,24000,,50
373042,2,1,2,10,6000,12000,2,20
373056,1,1,2,100,30000,35000,,80
373056,2,1,2,100,12000,14000,,70
373063,1,1,2,50,18000,18000,,100
373063,2,1,2,90,13000,15000,,100
373081,1,1,2,100,14400,14400,,100
374022,1,1,1,,,,,
374022,3,1,2,100,23000,35000,,40
374046,1,1,2,100,18000,23000,,50
374067,1,1,2,30,25000,30000,,30
375001,1,1,2,80,20000,21200,,60
375001,2,1,2,50,6000,7500,,70
375021,1,1,2,80,23000,25000,,50
375022,1,1,2,80,21000,23000,,60
375024,1,1,2,80,20000,21000,,80
375024,2,1,2,90,17500,18000,2,30
375026,1,1,2,80,17800,18500,,30
375077,1,1,2,90,22000,23500,,50
375077,2,1,2,90,20000,24000,2,20
375090,1,1,2,70,18000,20000,,30
375090,2,1,2,50,20000,22000,,50
375092,1,1,2,100,19000,21000,,60
377034,2,1,2,100,18000,21000,,30
378001,3,1,2,100,9600,10800,,50
378002,1,1,2,70,15000,25000,,50
378031,1,1,2,50,12000,16000,,90
379047,3,1,2,100,18000,21000,,80
380001,1,1,2,50,14000,20000,,40
380009,1,1,2,90,18000,22000,,70
380026,1,1,1,,,,,
380049,1,1,1,,,,,
380081,1,1,2,60,3000,8000,,50
380081,3,2,,40,,6000,,
381002,1,1,2,100,17000,23000,,90
381003,3,1,2,100,200000,260000,3,50
381016,1,1,2,100,80000,120000,,10
381016,2,1,2,100,80000,120000,,10
382004,1,1,1,,,,,
382004,3,1,2,90,23000,23500,,50
382004,4,1,2,90,21000,21500,,50
383003,3,1,2,90,15000,15000,,50
383003,4,1,2,90,17000,17000,,50
383013,3,1,2,100,15000,15000,,50
383041,1,1,2,60,24000,24000,,50
383041,2,2,,90,4000,5000,,50
383068,1,1,2,100,30000,35000,,60
383068,2,2,,50,,,,
384015,1,1,2,80,12000,16000,,50
384016,1,2,,70,16000,18000,,60
384018,1,2,,10,12000,18000,,100
384018,2,1,2,100,15000,20000,,0
384018,3,3,,70,12000,20000,,70
384020,1,1,2,100,20000,24000,,0
384020,2,1,2,100,30000,31000,,50
384039,3,3,,80,8000,12000,,50
384043,1,2,,0,14000,16000,,10
384063,1,2,,50,10000,15000,,90
384070,1,1,2,100,13000,20000,,50
384070,2,1,2,50,9000,13000,,50
384084,1,2,,90,12000,14000,,50
385001,1,1,2,100,40000,60000,,70
385009,1,1,2,100,35000,37000,,50
385009,3,1,2,100,20000,28000,,70
385009,4,1,2,100,19500,21000,,30
385012,1,1,2,100,24000,24000,,50
385012,2,1,2,100,17000,17000,,50
385016,1,1,2,100,27000,27000,,50
385016,2,1,2,70,10000,15000,,70
385020,1,1,2,100,50000,55000,,30
385028,1,1,2,50,12000,18000,,50
385028,2,1,2,100,10000,10000,,50
385088,1,1,2,100,15000,23000,,90
385088,2,1,2,50,5000,12000,,90
387004,1,1,2,100,20000,20000,,0
387004,3,1,2,100,14000,14000,,0
387017,1,1,2,80,22000,24000,,10
387020,1,1,2,50,20000,26000,,10
387027,1,1,2,100,28000,30000,,0
387029,1,1,2,100,48000,50000,,60
387039,2,1,2,80,18000,20000,,50
387047,1,1,2,90,26000,36000,,50
387054,1,1,2,100,21000,23000,,10
387069,1,1,2,100,18000,19000,,80
387082,1,1,1,,,,,
387082,3,1,2,80,34000,38000,,70
387088,2,1,2,100,26000,26000,,0
388018,1,1,2,80,20000,26000,,50
388018,2,1,2,80,9000,9000,,50
388025,1,2,,50,12000,18000,,90
388025,2,3,,10,12000,18000,,90
388035,1,1,2,10,25000,32000,,60
388035,2,1,2,10,16000,20000,,50
388035,3,2,,10,10000,12000,,60
388036,1,1,2,70,25000,28000,,10
388057,1,1,2,100,22000,22000,,50
388057,2,1,2,100,10000,10000,,50
388060,1,1,2,50,22000,25000,,30
388060,2,1,2,50,22000,25000,,80
388060,3,2,,20,15000,20000,,10
388060,5,1,2,60,18000,20000,,10
391078,1,1,2,80,23000,24000,,60
391078,3,3,,,,,,
391078,4,1,2,80,18000,20000,,40
391082,1,4,,,,,,
