NQUEST,NORD,SITUAT,PENSVOL,PROBLAV,MINLAV,MAXLAV,PROBTEL,PROBLTX
38942,3,1,2,70,10000,12000,3,
38949,1,2,,0,12000,15000,,50
38959,1,1,2,80,27000,28000,,10
38959,4,1,2,100,20000,25000,4,30
38959,5,3,,80,20000,22000,5,
38959,6,3,,,18000,20000,,
38959,7,3,,90,18000,20000,,50
38962,1,1,2,80,20000,22000,,10
38962,2,1,2,80,12000,14000,,10
38964,2,1,2,90,13000,13000,,10
38964,3,1,2,90,20000,20000,,10
38964,4,1,2,90,24000,24000,,10
38974,1,1,2,80,5000,7000,,10
38986,1,1,2,100,35000,45000,,50
38990,1,1,2,90,30000,33000,,40
38990,2,1,2,100,23000,24000,,80
39030,1,1,2,30,5000,15000,,30
39030,2,1,2,40,2000,4000,,30
39032,1,2,,20,5000,20000,,100
39032,2,1,2,100,10000,10000,,50
39032,3,2,,10,10000,15000,,100
39058,1,1,2,90,26000,28000,,30
39058,3,1,2,90,18000,20000,,70
39061,3,3,,50,17000,20000,3,70
39061,4,1,2,90,20000,24000,4,30
39081,1,1,1,,,,,
39081,3,1,2,,,,,
39081,4,1,2,,,,,
39083,4,1,2,,,,,
39086,1,1,2,100,15000,20000,,50
39086,3,2,,100,15000,30000,,100
39119,3,1,2,100,18000,18500,,100
39119,4,1,2,100,18000,18100,,50
39207,1,1,2,100,24000,30000,,0
39207,2,1,2,20,24000,25000,,20
39207,3,1,2,100,12000,12000,,90
39207,4,1,2,100,18000,20000,,80
39211,3,1,2,,,,,
39215,1,1,2,100,60000,70000,,40
39215,2,1,2,100,23000,28000,,40
39217,1,1,1,,,,,
39229,3,1,2,100,25000,30000,,50
39232,1,1,2,100,18000,18000,,50
39248,1,1,2,100,23000,30000,,70
39278,1,1,1,,,,,
39278,3,3,,80,18000,22000,3,40
39284,3,1,2,50,18000,20000,,50
39285,2,1,2,100,50000,60000,,60
39285,3,1,2,100,18000,20000,,40
39320,1,1,1,,,,,
39320,2,1,1,,,,,
39346,1,1,2,100,26000,30000,,20
39352,2,1,2,100,20000,25000,2,40
39382,1,2,,0,,,,
39382,3,1,2,100,19000,20000,3,30
39382,4,1,2,90,17500,20000,4,50
39389,3,1,2,90,13000,14000,,50
39404,1,1,2,30,22000,24000,,100
39408,1,1,2,80,30000,40000,,10
39415,1,1,2,100,15000,20000,,10
39415,2,1,2,100,12000,15000,,20
39433,2,2,,20,10000,16000,2,60
39436,1,1,2,100,42000,45000,,20
39457,2,1,2,100,15000,20000,,80
39457,3,1,2,70,15000,20000,,50
39467,1,1,2,100,28000,32000,,50
39485,1,1,2,90,25000,30000,,70
39485,2,1,2,90,23000,30000,2,50
39487,1,1,2,100,23000,25000,,100
39487,2,2,,20,6000,8000,,20
39487,3,1,2,60,15000,18000,,80
39488,1,1,2,100,19000,22000,,100
39488,2,1,2,70,14000,16000,,70
39488,3,1,2,10,2400,6000,,60
39497,1,1,2,20,20000,23000,,30
39497,2,1,2,20,10000,13000,2,30
39497,3,1,2,50,14000,15000,3,10
39538,1,1,2,100,22000,30000,,60
39539,1,1,2,70,15000,25000,,80
39540,1,1,2,90,10000,15000,,30
39540,3,1,2,80,10000,15000,,20
39540,4,2,,40,6000,8000,,60
39540,5,3,,50,5000,6000,,50
39543,1,1,2,100,15000,20000,,40
39543,2,2,,70,12000,15000,,10
39543,3,1,2,100,18000,20000,,70
39546,1,1,2,100,18000,25000,,60
39583,1,1,2,100,30000,30000,,50
39596,1,1,2,100,18000,18000,,50
39596,2,1,2,50,6000,20000,,80
39601,3,1,2,50,12000,14400,3,60
39606,4,1,2,100,18000,18100,,0
39616,1,1,2,,,,,
39616,2,1,2,60,15000,18000,,60
39616,3,1,2,90,20000,22000,,40
39664,3,1,2,90,22000,23000,,60
39664,4,1,2,90,20000,25000,,50
39751,1,1,2,50,12000,12000,,50
39753,1,1,2,50,10000,16000,,80
39753,3,3,,40,12000,14000,,30
39765,1,1,2,100,24000,24000,,90
39765,2,2,,20,3000,4000,,90
39802,1,1,2,90,61000,61000,,90
39802,2,1,2,90,24000,24000,,90
39805,1,1,2,100,35000,45000,,40
39805,2,1,2,100,42000,44000,,50
39806,1,2,,80,20000,24000,,80
39808,1,1,2,100,19000,22000,,80
39808,2,2,,,,,,
39864,3,3,,0,12000,15000,,100
39902,1,1,2,90,32000,34000,,80
39902,2,2,,0,,,,
39907,1,1,2,100,21000,22000,,50
39907,2,1,2,100,26000,26000,,50
39930,1,1,2,80,,,,
39930,2,1,2,80,25000,26000,,70
39951,1,1,2,70,19000,25000,,40
39951,2,1,2,70,20000,25000,,40
39955,1,1,1,,,,,
39955,3,1,2,90,21000,23000,,60
41035,1,1,2,70,25000,35000,,70
41038,2,1,2,100,30000,30000,,50
41038,3,1,2,100,20000,30000,,30
41038,4,1,2,100,12000,20000,,60
50007,2,1,2,100,12000,48000,,30
50007,4,3,,30,12000,12000,,50
50034,1,1,2,100,23000,23000,,30
50034,2,1,2,100,20000,20000,,30
50034,4,3,,20,1000,12000,,80
50049,1,1,2,100,21000,25000,,80
50052,3,1,2,80,15000,18000,3,60
50059,1,1,2,40,25000,35000,,80
50060,1,1,2,100,30000,35000,,50
50085,1,1,2,100,20000,30000,,70
50085,2,3,,50,,,,
50085,3,3,,,,,,
50126,1,1,1,,,,,
50126,2,1,2,,,,,
50133,1,1,2,20,10000,15000,,90
50141,1,1,2,100,,,,
50147,1,1,1,,,,,
50150,1,1,2,,,,,
50150,3,2,,50,,,,
50193,1,1,1,,,,,
50193,4,1,2,100,20000,30000,4,30
50199,1,1,2,50,25000,50000,,90
50231,3,1,2,80,15000,17000,,50
50231,4,1,2,100,10000,12000,,50
50231,5,1,2,80,20000,23000,,50
50241,1,1,1,,,,,
50241,2,1,2,80,12000,15000,,50
50246,1,1,2,70,9000,12000,,50
50246,2,1,2,70,18000,22000,,60
50268,1,2,,10,15000,20000,,100
50274,1,1,2,70,10000,60000,,60
50274,2,1,2,80,16000,25000,,40
50344,1,1,1,,,,,
50372,1,1,2,100,30000,40000,,70
50372,2,1,2,100,20000,25000,,40
50401,1,1,2,30,17000,20000,,40
50414,1,1,1,,,,,
50416,1,1,2,80,26000,27000,,50
50416,2,1,2,90,27000,28000,,60
50416,3,1,2,90,22000,24000,,60
50417,1,1,2,90,24000,26000,,20
50424,3,1,2,70,20000,30000,,70
50424,4,2,,,,,,
50469,1,1,2,80,24000,26000,,60
50469,3,3,,30,18000,20000,,50
50469,4,3,,40,16000,18000,,50
50525,1,1,2,100,20000,21000,,
50537,1,1,2,80,23000,25000,,80
50537,2,1,2,100,23000,25000,,80
50549,1,1,2,90,26000,30000,,90
50549,2,1,2,80,15000,20000,2,90
50549,3,2,,50,20000,22000,3,50
50584,1,1,2,100,25000,45000,,50
50584,2,1,2,100,12000,20000,,40
50585,1,1,2,100,30000,35000,,50
50585,2,1,2,100,20000,25000,,50
50605,1,1,1,,,,,
50611,1,1,2,70,65000,75000,,60
50611,2,1,2,70,20000,25000,,70
50618,3,1,2,50,20000,25000,,50
50623,1,1,2,90,32000,35000,,50
50624,1,1,2,100,20000,21000,,50
50669,3,2,,0,30000,40000,,90
50674,1,1,2,100,20000,30000,,10
50674,3,1,2,100,20000,30000,,10
50716,1,1,2,100,29500,32500,,10
50716,2,1,2,100,24500,25000,,50
50730,1,1,2,100,25000,28000,,60
50730,2,1,2,100,20000,23000,,50
50740,3,1,2,90,19500,21000,,50
50758,1,2,,50,15000,22000,,60
50765,1,1,2,90,22000,25000,,50
50771,1,1,2,100,35000,35000,,80
50812,1,1,2,100,60000,65000,,20
50818,1,1,2,100,,30000,,
50874,1,2,,10,15000,17000,,10
50898,1,1,2,100,10000,30000,,50
50991,1,1,2,100,20000,22000,,100
50991,3,1,2,100,20000,22000,,100
50991,4,1,2,100,20000,22000,,100
50993,1,1,2,20,6000,12000,,30
50995,1,1,2,50,12000,20000,,50
50995,4,3,,0,,,,
51000,1,2,,0,12000,20000,,0
51000,3,3,,20,6000,16000,,0
51013,1,1,2,100,20000,30000,,0
51013,3,1,2,100,24000,26000,,0
51018,1,1,2,60,22000,26000,,50
51018,3,3,,40,20000,25000,,50
51018,4,3,,40,20000,25000,,50
51018,5,3,,40,20000,25000,,50
51056,1,1,2,80,10000,18000,,50
51058,1,1,2,100,23000,27000,,20
51058,3,3,,,,,,
51063,1,1,2,100,30000,40000,,90
51063,2,1,2,90,19000,21000,,90
51066,1,1,2,100,20000,22000,,30
51066,2,4,,,,,,
51078,1,1,2,80,24000,26000,,50
51089,1,1,2,100,24000,25000,,10
51094,2,1,1,,,,,
51185,1,1,2,50,25000,27000,,60
51185,2,1,2,100,25000,26000,,10
51186,1,1,2,20,15000,18000,,70
51186,2,1,2,100,20000,25000,,30
51192,1,1,2,100,25000,25000,,50
51199,1,1,2,100,28000,35000,,40
51199,3,1,2,100,10000,15000,,80
51251,2,1,2,,,,,
51283,4,1,2,100,21000,22000,,100
51283,5,1,2,50,8000,16000,,10
51314,3,1,2,50,19500,28000,,70
51346,1,4,,,,,,
51346,2,1,2,80,20000,26000,2,50
51352,1,1,2,100,36000,40000,,20
51358,1,1,2,100,36000,40000,,80
51362,1,1,2,100,12000,20000,,50
51363,3,3,,0,6000,12000,,80
51364,1,1,2,100,20000,28000,,50
51364,2,1,2,100,20000,28000,,50
51392,1,1,2,100,21000,24000,,0
51392,2,1,2,100,14000,16000,,0
51398,1,1,2,10,24000,24000,,50
51412,1,1,2,100,40000,50000,,70
51412,3,3,,20,18000,20000,,80
51419,1,1,2,100,24000,26000,,50
51420,1,1,2,100,8000,13000,,80
51420,2,1,2,100,10000,14000,,50
51476,1,2,,10,15000,20000,,100
51525,3,1,2,100,,,,
51619,1,1,2,100,19500,20500,,50
51620,1,1,2,90,5000,15000,,50
51620,2,1,2,90,5000,15000,,50
51624,1,1,2,40,19500,19500,,50
51624,4,1,,,,,,
51625,1,1,2,90,35000,35000,,50
51651,1,1,2,90,45000,49000,,10
51654,1,1,1,,,,,
51655,1,1,2,100,24000,24000,,50
51655,2,1,2,50,7500,8000,,100
51735,1,1,2,90,21000,21000,,100
51737,1,1,2,100,3000,5000,,50
51737,2,1,2,100,3000,5000,,50
51737,4,1,2,90,12000,13000,,50
51737,5,1,2,90,12000,13000,,50
51740,1,1,2,100,35000,48000,,90
51740,3,1,2,100,16000,16700,,100
51740,4,3,,50,18000,,,
51761,3,1,2,100,20000,30000,,80
51773,1,1,2,90,16000,18000,,40
51773,2,1,2,,,,,
51773,3,1,2,100,16000,19000,,50
51773,4,1,2,70,15000,20000,,60
51781,1,1,2,100,25000,31000,,50
51794,1,1,2,80,40000,42000,,10
51794,2,1,2,50,14000,16000,,50
51797,1,1,2,100,24700,29900,,50
51797,2,1,2,100,22400,23800,,70
51809,1,1,2,70,22000,24000,,10
51809,2,1,2,100,20000,21000,,0
51809,3,2,,50,20000,25000,3,50
51809,4,3,,50,12000,15000,,50
51825,1,2,,30,18000,22000,,30
51825,2,1,2,40,12000,15000,2,50
51825,3,1,2,100,16000,20000,3,80
51825,4,1,2,100,16000,19000,4,80
51827,2,1,2,100,19000,23000,,100
51833,1,1,2,100,20000,24000,,50
51833,4,3,,30,16000,20000,,60
51833,5,3,,30,16000,20000,,60
51833,6,3,,30,16000,20000,,60
51833,7,3,,30,16000,20000,,60
51837,1,1,2,100,30000,35000,,70
51837,2,1,2,100,30000,32000,,70
51837,3,3,,10,20000,28000,,70
51883,1,1,2,100,3900,5200,,
51895,2,1,2,100,18000,18500,,50
52021,3,3,,20,6000,10000,,90
52021,4,3,,20,8000,12000,4,70
52021,5,3,,10,12000,16000,,90
52028,1,1,2,,28500,28500,,0
52028,2,1,2,50,14000,18000,,20
52030,3,3,,50,18000,32000,,
52030,4,3,,50,18000,35000,,80
52032,1,1,2,,,,,
52066,1,1,1,,,,,
52067,1,1,2,80,12000,20000,,70
52067,3,2,,40,8000,12000,3,80
52068,1,1,2,100,20000,26000,,20
52068,3,1,1,,,,,
52068,4,3,,50,10000,12000,,80
52073,5,1,2,80,12000,14000,,30
52086,1,1,2,100,15000,20000,,80
52086,2,1,2,100,16000,18000,2,70
52234,1,1,2,100,34000,34000,,
52234,2,1,2,100,29000,29000,,
52236,1,1,2,100,28000,28000,,50
52236,3,3,,20,500,600,,60
52285,1,1,2,100,25000,27000,,50
52299,1,1,2,100,30000,45000,,80
52299,3,2,,30,,,,
52345,1,1,2,80,28000,40000,,60
52345,2,2,,70,24000,26000,,50
52365,1,1,2,90,25000,30000,,70
52365,3,1,2,40,8000,10000,,60
52365,4,3,,60,6000,10000,,60
52383,1,1,2,100,10000,15000,,100
52383,2,1,2,100,10000,15000,,100
52383,3,1,2,100,10000,15000,,100
52387,1,1,2,100,20000,30000,,40
52387,2,1,2,100,20000,25000,,50
52387,3,3,,10,20000,25000,,10
52389,1,1,2,100,30000,50000,,10
52389,2,1,2,100,20000,30000,,10
52418,1,1,2,90,25000,30000,,40
52451,1,1,2,100,26800,29000,,0
52452,1,1,2,100,18000,35000,,50
52452,3,3,,80,25000,26000,3,50
52453,1,1,2,100,40000,45000,,0
52453,2,1,2,100,25000,30000,,10
52465,1,1,2,100,30000,35000,,100
52465,2,1,2,100,30000,70000,,100
52478,1,1,2,100,28000,33000,,90
52478,2,1,2,100,5000,30000,,80
52505,1,1,2,100,23000,28000,,10
52518,1,1,2,100,26000,27000,,50
52518,2,1,2,100,27000,27000,,50
52520,3,3,,40,18000,26000,,10
52523,1,1,2,50,13000,30000,,60
52523,3,2,,40,6000,15000,,10
52531,1,1,2,80,18000,20000,,60
52608,3,1,2,100,15000,17000,,0
52685,1,1,2,80,18000,22000,,20
52685,2,1,2,80,18000,22000,,20
52696,3,1,2,70,16000,18000,3,50
52700,1,1,2,100,20000,30000,,50
52716,1,1,1,,,,,
52716,2,1,1,,,,,
52718,2,1,2,90,2000,5000,,40
52718,4,1,2,60,12000,14000,4,50
52732,4,1,2,80,14000,18000,4,70
52732,5,1,2,80,,,,
52756,1,1,1,,,,,
52756,3,1,2,100,30000,40000,3,50
52756,4,1,2,,,,,
52766,1,1,1,,,,,
52766,3,1,2,60,60000,60000,,50
52766,4,1,2,60,15000,17000,,50
52766,5,1,2,40,10000,10000,,50
52787,1,1,2,100,28000,30000,,10
52800,1,1,2,100,30000,33000,,40
52800,2,1,2,100,35000,38000,,30
52811,1,1,1,,,,,
52811,3,1,2,,,,,
52813,2,1,2,50,11000,15000,,80
52826,3,1,2,90,11000,13000,,90
52826,4,1,2,60,14000,18000,,80
52894,1,1,2,100,20000,30000,,100
52894,2,1,2,100,20000,24000,,100
52894,3,1,2,100,20000,25000,,90
52894,4,1,2,100,15000,20000,,90
52894,5,1,2,70,11000,15000,,80
52941,1,1,2,100,30000,34000,,50
52958,2,1,2,100,60000,70000,,50
52958,3,1,2,100,60000,70000,,50
52958,4,1,2,100,60000,70000,,50
52958,5,1,2,100,60000,70000,,50
52958,6,1,2,100,60000,70000,,50
52958,7,1,2,100,20000,25000,,40
52958,8,1,2,100,20000,25000,,40
52958,9,1,2,100,20000,25000,,40
52959,1,1,2,100,20000,30000,,50
52959,4,1,2,100,20000,30000,,50
52960,2,2,,10,10000,12000,,50
52968,1,1,2,100,18000,20000,,50
52968,2,2,,0,,,,
52982,2,1,2,100,20000,20000,,50
52982,3,1,2,100,20000,20000,,50
52985,1,1,2,100,28000,32000,,50
52985,2,1,2,100,18000,20000,,50
52992,1,4,,,,,,
52992,4,4,,,,,,
53006,1,1,2,90,19000,20000,,0
53006,3,1,2,90,14000,15000,,20
53016,1,1,2,100,30000,35000,,50
53016,2,1,2,100,30000,35000,,50
53042,1,1,2,50,10000,12000,,50
53042,2,1,2,90,18000,19000,,50
53042,3,1,2,100,18000,19000,,50
53044,1,1,2,100,33000,35000,,40
53044,2,2,,0,,,,
53044,3,1,2,100,32000,34000,,40
53062,1,1,2,100,23000,25000,,60
53066,3,1,2,100,20000,30000,,60
53066,4,1,2,100,20000,21000,,50
53087,1,2,,100,20000,21000,,50
53087,2,2,,100,10000,11000,,50
53095,1,1,2,100,30000,30000,,50
53095,2,1,2,100,28000,28000,,50
53099,1,2,,0,15000,18000,,80
53191,1,1,2,100,16000,17000,,50
53193,1,1,2,100,17000,20000,,40
53193,2,1,2,100,17000,20000,,40
53193,4,1,2,100,17000,20000,,40
53220,3,1,2,100,20000,25000,,100
53220,4,1,2,0,,,,
53225,1,1,2,100,30000,50000,,40
53225,2,1,2,100,6000,21000,2,60
53305,1,2,,10,22000,26000,,10
53306,1,2,,0,24000,26000,,100
53306,2,1,2,90,24000,26000,,100
53313,1,1,2,90,30000,35000,,60
53313,2,1,2,90,20000,25000,,40
53354,1,1,2,100,24000,45000,,20
53373,1,2,,30,25000,30000,,70
53373,2,1,2,100,30000,32000,,50
53375,3,1,2,100,18000,35000,,40
53390,1,1,2,100,26000,26000,,100
53390,2,1,2,100,28600,28600,2,100
53413,4,1,2,30,19000,20000,,50
53428,2,1,2,40,8000,13000,,50
53443,1,1,2,100,15000,25000,,60
53443,2,1,2,100,32000,40000,2,100
53474,1,1,2,100,20000,25000,,80
53526,1,1,2,100,24000,26000,,30
53526,2,1,2,100,12000,14000,2,20
53549,2,1,1,,,,,
53552,1,1,2,100,18000,25000,,50
53552,2,1,2,100,15000,15000,,50
53587,3,1,2,100,15000,17000,3,50
53631,1,1,2,90,5000,7000,,40
53631,2,1,2,100,25000,30000,2,20
53673,1,1,2,90,22000,25000,,40
53751,1,1,2,100,42000,47000,,100
53761,2,1,2,80,24000,36000,,30
53766,3,1,2,100,21000,22000,3,90
53766,4,3,,40,3000,12000,4,50
53817,3,2,,80,13000,17000,,70
53836,3,1,2,100,15000,20000,,50
53836,4,2,,40,15000,20000,4,40
53840,1,1,2,90,25000,30000,,70
53844,1,1,2,50,16000,18000,,50
53844,2,1,2,50,13000,18000,,70
53844,3,1,2,60,13000,14000,,70
53844,4,1,2,90,14000,14000,,50
53849,3,1,2,80,20000,30000,,70
53897,1,1,2,100,12000,15000,,50
53904,2,1,1,,,,,
53904,3,1,2,100,15000,20000,,70
53905,3,1,2,100,15000,18000,,50
53931,1,1,1,,,,,
53948,3,1,2,80,17000,20000,,40
54019,1,1,2,90,28000,32000,,50
54019,2,1,2,90,28000,32000,2,60
54019,3,1,2,80,12000,20000,3,70
54116,1,1,2,100,56000,70000,,10
54116,2,2,,30,8000,12000,,10
54128,1,1,2,100,40000,40000,,100
54143,3,1,2,100,13000,14000,3,30
54143,4,1,2,100,15000,15000,4,70
54144,1,1,2,100,50000,60000,,50
54152,2,1,2,50,13000,18000,,50
54174,1,1,2,100,28000,28500,,50
54174,2,1,2,100,27000,27500,2,50
54250,1,1,2,100,20000,21000,,90
54267,3,1,2,100,15000,20000,,40
54318,1,2,,0,12000,20000,,0
54318,2,1,2,100,40000,50000,,50
54404,1,1,2,80,18000,20000,,40
54404,2,1,2,20,24000,24000,,90
54410,1,1,2,100,19000,24000,,30
54489,2,1,2,70,10000,13000,2,50
54618,1,1,2,50,23000,25000,,50
54618,2,1,2,100,23000,25000,,50
54618,3,1,2,100,10000,15000,3,60
54626,1,1,2,90,27000,32000,,100
54626,2,1,2,100,19000,19000,2,50
54626,3,1,2,100,20000,24000,3,50
54626,4,1,2,100,16000,18000,4,80
54673,1,1,2,80,19000,22000,,20
54680,1,1,2,100,29000,30000,,60
54680,2,1,2,100,28000,29000,,60
54680,3,1,2,100,24000,26000,,20
54683,2,1,2,40,5000,11000,,30
54683,3,3,,10,5000,12000,,80
54686,1,1,2,80,10000,18000,,30
54686,2,1,2,80,10000,17000,,30
54686,3,1,2,80,15000,18000,,20
54723,1,1,2,100,45000,70000,,70
54723,2,1,2,100,38000,43000,,50
54763,1,1,2,100,24000,26000,,70
54765,2,1,2,100,26000,30000,,20
54804,2,2,,,,,,
54819,1,1,2,100,30000,33000,,50
54819,3,3,,50,15000,20000,,30
54821,2,1,2,0,32500,39000,,100
54821,3,3,,10,5000,10000,,50
54908,2,1,2,90,19000,19000,,50
54936,1,1,1,,,,,
54936,2,1,2,100,30000,35000,,10
54936,3,1,2,100,25000,30000,,10
54936,4,1,2,100,25000,30000,,10
54987,1,1,2,10,24000,72000,,50
54987,2,1,2,10,18000,30000,,50
55007,1,1,2,100,45000,55000,,50
55007,2,1,2,100,25000,28000,,50
55078,1,1,2,100,25000,27000,,50
55079,1,1,2,90,17000,20000,,30
55079,2,1,2,90,17000,22000,,20
55079,3,2,,30,7000,10000,,40
55079,4,1,2,90,18000,20000,,20
55084,1,1,2,100,50000,70000,,40
55093,3,1,2,100,12000,13000,,30
55093,4,1,2,10,13000,14000,,40
55104,1,1,2,100,20000,24000,,50
55147,3,1,2,90,15000,15000,,50
55254,1,1,2,100,18000,20000,,40
55254,2,1,2,100,24000,27000,2,10
55278,1,1,2,90,27000,28000,,30
55278,4,3,,10,,,,
55295,1,1,2,100,27000,30000,,50
55333,1,1,2,50,23000,25000,,50
55333,2,1,2,50,16000,16500,,50
55338,1,1,1,,,,,
55338,2,1,1,,,,,
55342,1,1,2,100,24000,26000,,30
55342,2,1,2,60,5000,10000,,60
55351,1,1,2,100,30000,40000,,100
55351,2,1,2,90,10000,20000,,60
55362,2,1,2,100,6000,7000,,90
55362,3,1,2,100,15000,20000,,20
55363,1,1,2,70,20000,21200,,20
55363,2,1,2,100,23800,25000,2,30
55367,1,1,2,100,60000,90000,,20
55367,2,1,2,100,20000,35000,,30
55375,1,1,2,100,18000,22000,,30
55376,1,1,2,30,15000,18000,,30
55376,2,1,2,100,18000,22000,,40
55386,1,1,2,100,20000,40000,,60
55393,1,2,,10,1560,23400,,10
55399,2,3,,0,9500,12000,,50
55406,2,3,,50,9000,12000,,10
55433,1,2,,10,12000,18000,,20
55548,2,1,2,100,12000,29000,,50
55548,3,1,2,100,5000,15000,,30
55548,4,2,,0,6000,12000,,10
55548,5,3,,0,,,,
55548,6,3,,0,,,,
55548,7,2,,30,10000,12000,,50
55555,1,1,2,100,18000,20000,,40
55555,3,1,2,100,18000,20000,,50
55559,1,1,2,80,12000,18000,,50
55591,1,1,2,60,16000,25000,,60
55591,2,2,,60,14000,16000,,60
55615,1,1,2,100,22000,25000,,90
55615,2,2,,20,12000,16000,,80
55629,1,1,2,70,12000,18000,,30
55642,1,1,2,100,15000,20000,,30
55644,1,1,2,60,18000,26000,,70
55649,1,1,2,100,20000,25000,,30
55649,2,1,2,100,18000,22000,,30
55650,3,3,,0,16000,20000,,40
55650,4,3,,0,20000,22000,,30
55654,1,1,2,90,20000,24000,,20
55692,1,1,2,80,30000,35000,,50
55692,2,1,2,80,20000,30000,,50
55694,1,2,,20,20000,22000,,90
55694,3,2,,100,13000,18000,,90
55695,1,1,2,40,20000,40000,,50
55695,2,1,2,100,17000,17000,,0
55726,1,2,,10,6000,15000,,100
55726,2,2,,70,2000,5000,,70
55740,1,2,,0,12000,15000,,20
55740,4,1,2,80,5000,10000,,60
55740,5,1,2,80,5000,10000,,60
55749,2,1,2,40,15000,20000,,20
55751,2,2,,,,,,
55757,1,1,2,0,20000,30000,,10
55757,3,3,,10,10000,20000,,30
55757,4,3,,10,10000,20000,,30
55777,1,1,2,100,18000,18000,,100
55777,3,3,,0,,,,
55777,4,3,,0,,,,
55799,1,1,2,100,20000,80000,,50
55799,2,1,2,100,20000,20000,,50
55828,1,1,2,90,,,,
55828,3,1,2,20,6000,12000,,50
55828,4,2,,20,9000,17000,,40
55837,1,1,2,20,6000,10000,,50
55837,3,1,2,50,12000,18000,,50
55843,2,1,2,,,,,
55843,3,3,,30,1000,1500,,50
55885,3,1,2,,,,,
55887,1,1,2,100,30000,36000,,60
55889,2,3,,,,,,
55989,1,1,2,60,5000,8000,,50
55989,2,3,,40,3000,50000,2,70
55989,3,3,,40,3500,6000,3,60
56016,2,2,,10,13000,20000,,100
56038,2,2,,10,7000,14000,2,90
56038,4,3,,10,8000,14000,,90
56070,1,1,2,30,4000,16000,,60
56070,2,1,2,90,24000,24000,,80
56097,1,1,2,100,27000,28000,,80
56098,2,1,2,90,19500,21000,,50
56161,2,1,2,90,35000,40000,2,40
56174,1,1,2,100,46000,50000,,80
56174,2,2,,70,10000,20000,,50
56175,1,1,2,100,10000,15000,,50
56183,1,1,1,,,,,
56202,1,2,,50,20000,30000,,50
56202,2,1,2,,25000,28000,2,50
56209,1,1,2,0,20000,40000,,60
56209,2,1,2,0,20000,40000,,40
56215,1,2,,60,15000,25000,,40
56215,3,2,,30,20000,40000,,80
56251,1,1,2,100,10000,26000,,50
56262,2,1,2,40,17000,30000,,50
56264,1,1,2,100,25000,35000,,40
56264,2,1,2,100,25000,30000,,30
56270,3,2,,80,13000,26000,,60
56309,1,1,2,100,26000,28000,,90
56332,3,3,,10,15000,25000,,100
56431,1,3,,50,15000,20000,,70
56431,2,1,2,100,21000,23000,,50
56445,1,1,2,100,33000,37000,,50
56445,2,1,2,100,25000,28000,,80
56458,1,1,1,,,,,
56458,2,1,2,100,18000,20000,,10
56458,3,3,,0,13000,20000,,90
56467,1,1,2,100,25000,25000,,50
56467,2,1,2,100,38000,38000,,60
56467,3,1,2,100,30000,30000,,
56467,4,1,2,100,38000,38000,,50
56468,1,1,1,,,,,
56468,3,3,,30,12000,18000,,50
56468,4,1,2,50,12000,18000,,50
56500,1,1,2,70,30000,45000,,70
56500,2,1,2,80,15000,16000,,50
56501,1,1,1,,,,,
56501,3,1,2,50,19000,21000,,70
56508,1,1,2,60,16000,19200,,60
56508,2,1,2,40,16000,19200,,60
56518,1,1,2,100,58000,60000,,90
56518,2,1,2,50,15000,20000,,70
56563,3,1,2,100,16500,17500,3,50
56568,1,1,1,,,,,
56568,3,1,2,50,13000,15000,3,50
56568,4,1,2,100,13000,15000,4,60
56572,1,1,2,100,13000,14000,,50
56572,2,1,2,100,6000,7000,,50
56572,3,1,2,90,8000,12000,3,100
56575,2,1,1,,,,,
56575,3,3,,60,9600,14500,,70
56577,3,1,2,100,25000,30000,,30
56593,1,1,2,100,26000,30000,,0
56594,1,1,2,100,18000,19000,,70
56594,2,1,2,100,7000,8000,,50
56608,1,1,2,100,25000,28000,,100
56608,2,1,2,100,15000,16000,,50
56608,3,1,2,,,,,
56615,1,1,2,100,22000,24000,,50
56615,2,1,2,80,9000,15000,2,10
56642,1,1,2,100,22000,23000,,40
56680,3,1,2,100,28000,30000,3,10
56685,2,1,2,100,18000,20000,,20
56686,1,2,,10,12000,24000,,90
56686,2,1,2,100,24000,30000,,30
56721,3,1,2,100,19500,20800,,10
56721,4,1,2,100,21000,22000,,10
56761,5,2,,10,19500,23400,,90
56765,3,1,2,100,12000,20000,,50
56850,3,2,,0,8000,12000,,100
56878,1,1,2,100,40000,50000,,50
56883,1,2,,0,12000,15000,,100
56960,1,1,2,100,10000,15000,,50
56960,2,1,2,100,10000,15000,2,50
56960,3,3,,0,15000,20000,3,50
57012,2,1,2,50,6000,8000,2,50
57019,2,1,2,90,26000,27300,,0
57074,3,2,,10,12000,18000,3,10
57081,3,2,,30,10000,12000,,50
57117,1,1,2,100,25000,26000,,0
57118,2,1,2,100,30000,36000,,0
57118,3,1,2,100,25000,28000,,0
57138,1,1,2,100,24000,26000,,90
57138,2,1,2,100,24000,25000,,90
57202,2,1,2,40,14000,20000,,40
57207,2,1,2,100,30000,32000,,30
57207,4,3,,20,18000,20000,,80
57242,3,2,,20,10000,14000,,40
57242,4,3,,10,8000,12000,,100
57248,2,1,2,50,12000,15000,,40
57249,1,1,2,50,10000,12000,,60
57269,1,1,2,100,5000,7000,,80
57269,4,1,2,50,15000,20000,,80
57281,1,1,2,80,16000,18000,,80
57281,3,1,2,,,,,
57303,1,1,2,70,23000,23000,,50
57337,2,1,2,,,,,
57363,2,1,2,100,19000,19000,,50
