NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YM,YM1,YM2,YC,YCR,YCR1,YCR2,YCR3,YCF,YCF1,YCF2,YCF3,YCF4
36250,47597.368094,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,5597.3680938,6000,0,0,6000,-402.6319062,377.36809379,0,0,780
36253,17534.470798,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,534.47079829,0,0,0,0,534.47079829,534.47079829,0,0,0
36256,39593.66978,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,20093.66978,4800,0,0,4800,15293.66978,222.17749375,15071.492286,0,0
36260,30797.806825,26500,26500,0,0,0,0,0,0,0,0,0,0,0,0,4297.8068246,4200,0,0,4200,97.806824566,97.806824566,0,0,0
36262,129554.03776,0,0,0,0,0,0,0,0,0,0,0,95000,100000,5000,34554.037756,31900,0,0,31900,2654.0377557,2654.0377557,0,0,0
36279,112886.46006,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,81686.460062,67400,0,0,67400,14286.460062,5920.0455157,8366.4145468,0,0
36291,28631.477146,10000,10000,0,15600,15600,15600,0,0,0,0,0,0,0,0,3031.4771457,3000,0,0,3000,31.477145716,31.477145716,0,0,0
36302,40584.633349,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,8584.6333491,10200,0,0,10200,-1615.366651,378.60385871,0,346.02949039,2340
36311,30479.836044,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,8479.8360439,8000,0,0,8000,479.83604386,72.12999038,797.70605348,0,390
36316,62774.232162,0,0,0,0,0,0,0,0,0,0,0,49800,50000,200,12974.232162,12600,0,0,12600,374.23216182,374.23216182,0,0,0
36320,28000,0,0,0,0,0,0,0,0,0,0,0,28000,28000,0,0,0,0,0,0,0,0,0,0,0
36321,35322.493427,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,322.49342721,0,0,0,0,322.49342721,322.49342721,0,0,0
36323,36105.991863,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,6105.9918634,6000,0,3000,3000,105.99186336,105.99186336,0,0,0
36324,20981.730201,0,0,0,17147,17147,17147,0,0,0,0,0,0,0,0,3834.730201,3600,0,0,3600,234.73020103,234.73020103,0,0,0
36333,18258.830726,10000,10000,0,3500,0,0,0,3500,3500,0,0,0,0,0,4758.8307263,4600,0,0,4600,158.83072633,158.83072633,0,0,0
36346,43014.81314,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,1014.8131396,750,0,0,750,264.81313964,264.81313964,0,0,0
36349,30913.878418,21300,21000,300,0,0,0,0,0,0,0,0,0,0,0,9613.878418,9600,0,0,9600,13.87841799,13.87841799,0,0,0
36373,106004.85307,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,66004.853072,59996.81456,0,0,59996.81456,6008.0385125,431.50099417,5265.0099803,5511.527538,5200
36376,92524.822363,26000,26000,0,27027,27027,27027,0,0,0,0,0,0,0,0,39497.822363,8400,0,0,8400,31097.822363,157.73694359,5120.1078556,25819.977563,0
36378,36598.907485,6500,6500,0,0,0,0,0,0,0,0,0,40000,60000,20000,-9901.092515,0,0,0,0,-9901.092515,498.90748457,0,0,10400
36388,36312.17314,0,0,0,26195,26195,26195,0,0,0,0,0,0,0,0,10117.17314,9800,0,0,9800,317.17313997,317.17313997,0,0,0
36389,51140.294559,0,0,0,21990,13390,13390,0,8600,8600,0,0,12000,22000,10000,17150.294559,18000,0,0,18000,-849.7054415,450.2945585,0,0,1300
36391,150065.78985,4000,4000,0,20540,20540,20540,0,0,0,0,0,108000,112000,4000,17525.789852,16798.138138,0,4200,12598.138138,727.65171338,727.65171338,0,0,0
36393,46877.956288,41000,41000,0,0,0,0,0,0,0,0,0,0,0,0,5877.9562879,8400,0,0,8400,-2522.043712,77.956287897,0,0,2600
36398,54794.946077,52800,52800,0,500,0,0,0,500,0,500,0,0,0,0,1494.9460767,0,0,0,0,1494.9460767,303.13577294,0,1191.8103037,0
36399,70453.285009,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,10453.285009,10100,0,0,10100,353.28500895,353.28500895,0,0,0
36400,13402.863173,0,0,0,13364,13364,13364,0,0,0,0,0,0,0,0,38.863173369,0,0,0,0,38.863173369,38.863173369,0,0,0
36402,35427.006399,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,5427.0063995,6000,0,0,6000,-572.9936005,26.306399492,0,0,599.3
36403,31500,31500,31500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36406,34780.029971,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,9780.0299712,9600,0,0,9600,180.02997124,180.02997124,0,0,0
36407,25567.712695,0,0,0,20540,20540,20540,0,0,0,0,0,0,0,0,5027.712695,4800,0,0,4800,227.71269503,227.71269503,0,0,0
36409,55058.599188,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0,1058.5991882,6000,0,0,6000,-4941.400812,258.59918815,0,0,5200
36410,23229.805772,0,0,0,22750,22750,22750,0,0,0,0,0,0,0,0,479.80577238,0,0,0,0,479.80577238,479.80577238,0,0,0
36412,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36415,27631.201235,0,0,0,0,0,0,0,0,0,0,0,28000,30000,2000,-368.7987653,6000,0,0,6000,-6368.798765,131.20123474,0,0,6500
36420,34460.120506,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,7460.1205055,7200,0,0,7200,260.12050551,260.12050551,0,0,0
36425,58208.553314,0,0,0,0,0,0,0,0,0,0,0,58000,58000,0,208.55331382,0,0,0,0,208.55331382,208.55331382,0,0,0
36426,56510.630464,43000,43000,0,1500,0,0,0,1500,1500,0,0,0,0,0,12010.630464,12000,0,0,12000,10.630464447,10.630464447,0,0,0
36427,63737.724529,49000,49000,0,0,0,0,0,0,0,0,0,0,0,0,14737.724529,14400,0,0,14400,337.72452854,337.72452854,0,0,0
36428,82877.074456,40000,35000,5000,13000,13000,13000,0,0,0,0,0,0,0,0,29877.074456,17100,0,5100,12000,12777.074456,915.66722614,7099.9588243,4761.448406,0
36438,63447.467251,0,0,0,42081,42081,42081,0,0,0,0,0,0,0,0,21366.467251,14600,0,0,14600,6766.4672509,5105.4528521,1661.0143988,0,0
36441,62699.26316,63000,63000,0,0,0,0,0,0,0,0,0,0,0,0,-300.7368396,12000,0,0,12000,-12300.73684,699.26316041,0,0,13000
36443,50674.295393,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,7674.2953934,10200,0,0,10200,-2525.704607,74.295393375,0,0,2600
