NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YM,YM1,YM2,YC,YCR,YCR1,YCR2,YCR3,YCF,YCF1,YCF2,YCF3,YCF4
20010,93197.169278,7800,7800,0,41015,41015,41015,0,0,0,0,0,0,0,0,44382.169278,38001.984966,0,8000,30001.984966,6380.1843125,525.65018209,4506.0676462,1348.4664843,0
20011,79292.678202,42000,42000,0,6800,0,0,0,6800,0,0,6800,0,0,0,30492.678202,20500,0,14500,6000,9992.6782024,104.95968477,8624.5743489,1263.1441687,0
20019,24379.740224,0,0,0,14170,14170,14170,0,0,0,0,0,0,0,0,10209.740224,7200,0,0,7200,3009.7402236,112.04808032,2897.6921433,0,0
20020,54064.370808,39300,38000,1300,0,0,0,0,0,0,0,0,0,0,0,14764.370808,13000,0,0,13000,1764.3708083,713.88583127,1463.3580835,237.12689359,650
20028,53180.28598,0,0,0,27300,27300,27300,0,0,0,0,0,0,0,0,25880.28598,16600,0,0,16600,9280.28598,9280.28598,0,0,0
20033,21258.269786,0,0,0,19800,19800,19800,0,0,0,0,0,0,0,0,1458.2697858,0,0,0,0,1458.2697858,1458.2697858,0,0,0
20047,234310.35226,30500,30500,0,63700,63700,63700,0,0,0,0,0,52000,52000,0,88110.352257,38000,0,6000,32000,50110.352257,861.4689451,14455.055188,34793.828124,0
20111,22100,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20112,17750,0,0,0,12350,12350,12350,0,0,0,0,0,0,0,0,5400,5400,0,0,5400,0,0,0,0,0
20154,92043.76681,74600,73000,1600,0,0,0,0,0,0,0,0,0,0,0,17443.76681,18000,0,0,18000,-556.2331896,483.76681045,0,0,1040
20169,11180,0,0,0,11180,11180,11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170,29930.917615,0,0,0,28860,28860,28860,0,0,0,0,0,0,0,0,1070.9176148,0,0,0,0,1070.9176148,293.18585626,675.17264159,102.55911698,0
20174,65066.173783,45000,45000,0,0,0,0,0,0,0,0,0,0,0,0,20066.173783,10200,0,0,10200,9866.1737834,219.5160764,9646.657707,0,0
20178,50813.671311,30508.778473,28000,2508.7784728,15600,15600,15600,0,0,0,0,0,0,0,0,4704.8928378,0,0,0,0,4704.8928378,4704.8928378,0,0,0
20179,66561.561978,54700,53500,1200,0,0,0,0,0,0,0,0,0,0,0,11861.561978,8400,0,0,8400,3461.5619776,530.06835359,864.22070722,2067.2729168,0
20223,38471.241346,0,0,0,13650,13650,13650,0,0,0,0,0,17000,22000,5000,7821.2413462,7200,0,0,7200,621.24134622,621.24134622,0,0,0
20231,50928.806275,0,0,0,0,0,0,0,0,0,0,0,42000,45000,3000,8928.8062751,6600,0,0,6600,2328.8062751,2328.8062751,0,0,0
20232,65056.858777,24000,24000,0,20850,20850,18850,2000,0,0,0,0,0,0,0,20206.858777,18700,0,0,18700,1506.8587769,130.03693453,654.24592421,722.57591818,0
20241,41642.010319,0,0,0,17750,17750,17750,0,0,0,0,0,0,0,0,23892.010319,23400,0,9000,14400,492.01031861,102.11264544,389.89767316,0,0
20258,37295.094019,37000,37000,0,0,0,0,0,0,0,0,0,0,0,0,295.09401872,0,0,0,0,295.09401872,295.09401872,0,0,0
20277,46074.59926,17000,17000,0,0,0,0,0,0,0,0,0,28932.559077,30000,1067.4409235,142.04018328,0,0,0,0,142.04018328,142.04018328,0,0,0
20284,61052.21489,25000,25000,0,0,0,0,0,0,0,0,0,28000,30000,2000,8052.2148898,12000,0,0,12000,-3947.78511,496.15028192,1406.0646079,0,5850
20285,38968.13916,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,15568.13916,9620,0,0,9620,5948.1391604,267.17052651,4035.3219353,1645.6466986,0
20289,28953.896555,0,0,0,19695,19695,19695,0,0,0,0,0,0,0,0,9258.8965545,4800,0,0,4800,4458.8965545,231.41679775,4227.4797568,0,0
20297,30994.565029,18200,18200,0,12000,12000,12000,0,0,0,0,0,0,0,0,794.56502855,0,0,0,0,794.56502855,794.56502855,0,0,0
20358,32525.971334,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,7825.9713338,7200,0,0,7200,625.97133375,625.97133375,0,0,0
20365,34036.773058,0,0,0,27300,27300,27300,0,0,0,0,0,0,0,0,6736.7730576,6000,0,0,6000,736.77305755,311.97247393,424.80058362,0,0
20372,47809.357411,35100,35100,0,0,0,0,0,0,0,0,0,3000,3000,0,9709.3574111,9600,0,0,9600,109.35741109,76.166869624,0,137.19054147,104
20373,34201.626142,0,0,0,28000,28000,28000,0,0,0,0,0,0,0,0,6201.6261418,6000,0,0,6000,201.62614176,0,0,201.62614176,0
20375,44882.497531,5000,5000,0,31200,31200,31200,0,0,0,0,0,1400,1400,0,7282.4975309,7200,0,0,7200,82.497530879,82.497530879,0,0,0
20380,10400,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20386,23759.644559,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,6209.6445587,6000,0,0,6000,209.64455868,209.64455868,0,0,0
20387,44879.006568,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,8879.0065679,7200,0,0,7200,1679.0065679,1679.0065679,0,0,0
20391,18200,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20393,50641.68108,38000,38000,0,0,0,0,0,0,0,0,0,0,0,0,12641.68108,12500,0,0,12500,141.68107997,141.68107997,0,0,0
20499,45620.451039,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,14420.451039,9200,0,0,9200,5220.4510394,846.93632881,4373.5147106,0,0
20503,57344.134575,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,32344.134575,36000,0,0,36000,-3655.865425,244.13457532,0,0,3900
20697,52173.110471,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,173.11047055,0,0,0,0,173.11047055,173.11047055,0,0,0
20704,80324.81947,0,0,0,28936,18936,18936,0,10000,0,10000,0,0,0,0,51388.81947,50400,42000,0,8400,988.81946952,988.81946952,0,0,0
20711,121284.47743,95550,95550,0,0,0,0,0,0,0,0,0,-2000,1000,3000,27734.477428,26573.024342,0,0,26573.024342,1161.4530854,1356.4530854,0,0,195
20721,50402.356671,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,14402.356671,9600,0,0,9600,4802.3566708,326.35669552,0,4475.9999753,0
20729,64965.177484,63000,63000,0,0,0,0,0,0,0,0,0,0,0,0,1965.1774843,0,0,0,0,1965.1774843,811.72348671,0,1153.4539976,0
20766,45116.280573,30050,29900,150,0,0,0,0,0,0,0,0,0,0,0,15066.280573,9600,0,0,9600,5466.280573,240.93254525,5225.3480278,0,0
20767,60133.81776,19500,19500,0,15600,15600,15600,0,0,0,0,0,0,0,0,25033.81776,24000,0,0,24000,1033.8177602,1033.8177602,0,0,0
20770,43994.317318,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,4994.317318,7200,0,0,7200,-2205.682682,394.31731801,0,0,2600
20782,82609.675407,0,0,0,55900,55900,55900,0,0,0,0,0,0,0,0,26709.675407,14400,0,0,14400,12309.675407,255.14758971,12054.527817,0,0
20784,21865.675561,9000,9000,0,0,0,0,0,0,0,0,0,3000,3000,0,9865.6755613,9600,0,0,9600,265.67556133,265.67556133,0,0,0
20798,20373.081905,0,0,0,9945,9945,9945,0,0,0,0,0,0,0,0,10428.081905,10306.699649,0,0,10306.699649,121.38225602,121.38225602,0,0,0
20837,78358.556472,0,0,0,38465,38465,36465,2000,0,0,0,0,0,0,0,39893.556472,21000,0,11400,9600,18893.556472,336.46335498,18557.093117,0,0
20839,100583.21865,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,73583.218653,62468.721348,0,36447.940043,26020.781306,11114.497304,5769.3638795,0,6125.1334248,780
20845,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20846,47958.998979,46500,46500,0,0,0,0,0,0,0,0,0,0,0,0,1458.9989794,0,0,0,0,1458.9989794,596.75672857,862.24225084,0,0
20849,79709.767632,69000,69000,0,0,0,0,0,0,0,0,0,0,0,0,10709.767632,14400,0,0,14400,-3690.232368,5409.7676321,0,0,9100
20862,63639.82957,40000,40000,0,16250,16250,16250,0,0,0,0,0,0,0,0,7389.8295704,7200,0,0,7200,189.82957037,189.82957037,0,0,0
20881,23794.053488,0,0,0,16590,13390,13390,0,3200,0,0,3200,0,0,0,7204.0534879,7200,0,0,7200,4.0534879286,4.0534879286,0,0,0
20920,148200.24292,0,0,0,56420,56420,56420,0,0,0,0,0,0,0,0,91780.242917,54960,0,0,54960,36820.242917,543.69942422,4359.4528098,31917.090683,0
20936,99732.08249,41500,39000,2500,0,0,0,0,0,0,0,0,42000,42000,0,16232.08249,11965.713307,0,0,11965.713307,4266.369183,481.15712002,5014.9948301,3533.5467432,4763.3295103
20944,78509.98821,64400,59400,5000,0,0,0,0,0,0,0,0,0,0,0,14109.98821,9200,0,0,9200,4909.9882102,401.81152772,6458.1766825,0,1950
20981,68353.164159,57800,56000,1800,0,0,0,0,0,0,0,0,0,0,0,10553.164159,5400,0,0,5400,5153.1641593,2969.3784503,2183.785709,0,0
20990,24680.828703,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,2580.8287034,7200,0,0,7200,-4619.171297,683.72454802,1847.1041554,0,7150
21002,30905.553442,0,0,0,23296,23296,23296,0,0,0,0,0,0,0,0,7609.553442,7200,0,0,7200,409.55344204,409.55344204,0,0,0
21003,71542.291016,0,0,0,44720,44720,44720,0,0,0,0,0,24000,24000,0,2822.2910156,0,0,0,0,2822.2910156,217.89729389,2604.3937217,0,0
21128,49671.763985,0,0,0,29500,24700,24700,0,4800,0,0,4800,15000,15000,0,5171.7639851,4800,0,0,4800,371.76398507,371.76398507,0,0,0
21368,86749.897822,56000,56000,0,17940,17940,17940,0,0,0,0,0,0,0,0,12809.897822,11200,0,0,11200,1609.8978217,877.15689238,732.74092932,0,0
21384,33533.252536,0,0,0,0,0,0,0,0,0,0,0,27600,29600,2000,5933.2525356,5400,0,0,5400,533.25253564,533.25253564,0,0,0
21453,33974.524363,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,13974.524363,5300,0,0,5300,8674.5243627,1318.9409355,7355.5834272,0,0
21456,90733.353303,0,0,0,45500,45500,45500,0,0,0,0,0,0,0,0,45233.353303,21660,0,3660,18000,23573.353303,8399.8665231,6151.8874741,9021.5993059,0
21461,19687.252961,0,0,0,16640,16640,16640,0,0,0,0,0,0,0,0,3047.2529611,3000,0,0,3000,47.252961121,47.252961121,0,0,0
21463,20088,0,0,0,15288,15288,15288,0,0,0,0,0,0,0,0,4800,4800,0,0,4800,0,0,0,0,0
21464,32482.193715,0,0,0,23218,23218,23218,0,0,0,0,0,0,0,0,9264.1937154,3000,0,0,3000,6264.1937154,6264.1937154,0,0,0
21466,27326.576863,0,0,0,21190,21190,21190,0,0,0,0,0,0,0,0,6136.5768631,3600,0,0,3600,2536.5768631,1155.2265308,1381.3503322,0,0
21470,128194.95817,1500,1500,0,84740,84740,64740,20000,0,0,0,0,5000,5000,0,36954.958166,9600,0,0,9600,27354.958166,18591.934638,7442.2501357,1320.773392,0
21472,30268.038985,17000,17000,0,3250,3250,3250,0,0,0,0,0,0,0,0,10018.038985,9600,0,0,9600,418.03898481,418.03898481,0,0,0
21474,63211.961252,49700,48000,1700,0,0,0,0,0,0,0,0,0,0,0,13511.961252,12000,0,0,12000,1511.9612515,284.2206212,1227.7406303,0,0
21481,32000,0,0,0,0,0,0,0,0,0,0,0,26000,26000,0,6000,6000,0,0,6000,0,0,0,0,0
21482,21309.599409,0,0,0,18720,18720,18720,0,0,0,0,0,0,0,0,2589.5994094,2400,0,0,2400,189.59940942,189.59940942,0,0,0
21510,19250.230034,0,0,0,19071,19071,19071,0,0,0,0,0,0,0,0,179.23003369,0,0,0,0,179.23003369,179.23003369,0,0,0
21543,74614.213954,33000,33000,0,22600,22600,18600,4000,0,0,0,0,0,0,0,19014.213954,9600,0,0,9600,9414.213954,2228.1910458,0,7186.0229082,0
21546,28137.537183,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,9937.5371833,8400,0,0,8400,1537.5371833,558.83025598,978.70692731,0,0
21626,30853.351296,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,3853.3512957,3600,0,0,3600,253.35129571,253.35129571,0,0,0
21627,25419.310186,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,5919.3101855,5812.7036738,0,0,5812.7036738,106.60651175,106.60651175,0,0,0
21636,11550.62104,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,2450.6210403,2400,0,0,2400,50.621040338,50.621040338,0,0,0
21639,72129.259051,40000,40000,0,13000,0,0,0,13000,0,0,13000,8000,8000,0,11129.259051,15600,0,0,15600,-4470.740949,729.25905053,0,0,5200
21693,30348.386328,0,0,0,0,0,0,0,0,0,0,0,24000,24000,0,6348.3863279,6000,0,0,6000,348.38632794,348.38632794,0,0,0
21699,40805.391767,7000,7000,0,29900,16900,16900,0,13000,13000,0,0,0,0,0,3905.3917671,3900,0,300,3600,5.3917671393,5.3917671393,0,0,0
21761,31922.133812,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,7922.1338123,7200,0,0,7200,722.13381235,602.03395395,0,120.0998584,0
21772,29097.094005,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,8097.094005,7200,0,0,7200,897.09400502,897.09400502,0,0,0
21859,54280.213752,23000,23000,0,26000,26000,26000,0,0,0,0,0,0,0,0,5280.2137517,4950.2850148,0,0,4950.2850148,329.92873694,329.92873694,0,0,0
21872,22570.304072,0,0,0,14638,14638,14638,0,0,0,0,0,0,0,0,7932.3040723,7800,0,0,7800,132.30407231,327.30407231,0,0,195
21875,72150.777677,71000,71000,0,0,0,0,0,0,0,0,0,0,0,0,1150.7776769,0,0,0,0,1150.7776769,233.89139589,916.88628105,0,0
21877,57170.630082,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,7170.6300824,7800,0,0,7800,-629.3699176,270.79029349,399.83978886,0,1300
21879,35339.427313,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,5339.4273129,4800,0,0,4800,539.42731294,539.42731294,0,0,0
21880,59850.122751,48000,48000,0,0,0,0,0,0,0,0,0,0,0,0,11850.122751,12000,0,0,12000,-149.8772491,305.12275092,0,0,455
21926,10200,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,2400,2400,0,0,2400,0,0,0,0,0
21934,18600,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,3000,3000,0,0,3000,0,0,0,0,0
21952,52676.057051,51060,51060,0,0,0,0,0,0,0,0,0,0,0,0,1616.0570512,0,0,0,0,1616.0570512,1616.0570512,0,0,0
22015,16190.613361,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,590.61336128,590.61336128,0,0,590.61336128,0,0,0,0,0
22021,27500,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,10600,10600,0,0,10600,0,0,0,0,0
22067,75472.341912,31400,28400,3000,26260,26260,26260,0,0,0,0,0,0,0,0,17812.341912,15200,0,9200,6000,2612.3419115,372.51613008,2239.8257814,0,0
22074,33699.557026,23800,23800,0,0,0,0,0,0,0,0,0,0,0,0,9899.5570263,9600,0,0,9600,299.55702632,299.55702632,0,0,0
22086,9750,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22099,21648.914533,0,0,0,0,0,0,0,0,0,0,0,16800,18000,1200,4848.9145326,4800,0,0,4800,48.91453261,48.91453261,0,0,0
22116,78051.438416,43500,43500,0,23400,23400,23400,0,0,0,0,0,0,0,0,11151.438416,10600,0,0,10600,551.43841646,551.43841646,0,0,0
22155,83176.754095,40000,40000,0,0,0,0,0,0,0,0,0,25000,25000,0,18176.754095,14000,0,0,14000,4176.7540951,2366.6741745,0,1810.0799205,0
22164,49400,30200,30200,0,19200,15000,15000,0,4200,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22167,90921.425768,42000,42000,0,26000,26000,26000,0,0,0,0,0,0,0,0,22921.425768,21586.469188,0,0,21586.469188,1334.9565799,499.77258996,0,835.18398994,0
22168,12000,0,0,0,6000,0,0,0,6000,0,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,0
22169,27000,7000,7000,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0
22173,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22202,35559.902848,0,0,0,24050,24050,24050,0,0,0,0,0,0,0,0,11509.902848,10200,0,0,10200,1309.9028478,99.623153293,1210.2796945,0,0
22203,112966.34917,62100,62100,0,18800,18800,18800,0,0,0,0,0,0,0,0,32066.349171,29000,0,0,29000,3066.3491712,1364.1960004,647.91460693,1054.2385638,0
22208,82369.311838,0,0,0,61100,61100,61100,0,0,0,0,0,0,0,0,21269.311838,9600,0,0,9600,11669.311838,720.54916266,10948.762675,0,0
22222,53172.473694,0,0,0,42900,42900,42900,0,0,0,0,0,0,0,0,10272.473694,7200,0,0,7200,3072.4736942,901.9343352,2170.539359,0,0
22224,13735.402707,0,0,0,13520,13520,13520,0,0,0,0,0,0,0,0,215.40270733,0,0,0,0,215.40270733,215.40270733,0,0,0
22225,141941.0638,38000,38000,0,0,0,0,0,0,0,0,0,76000,76000,0,27941.063801,14600,0,0,14600,13341.063801,558.97995565,0,12782.083845,0
22226,66874.239072,28000,28000,0,21200,10400,10400,0,10800,10800,0,0,0,0,0,17674.239072,17200,0,0,17200,474.23907213,474.23907213,0,0,0
22250,22535.224571,0,0,0,16800,16800,16800,0,0,0,0,0,0,0,0,5735.2245714,4800,0,0,4800,935.22457137,935.22457137,0,0,0
22251,44827.313044,13000,13000,0,18200,18200,18200,0,0,0,0,0,0,0,0,13627.313044,12000,0,0,12000,1627.3130439,1058.8685738,568.44447013,0,0
22262,63392.677499,50300,50000,300,0,0,0,0,0,0,0,0,0,0,0,13092.677499,10600,0,0,10600,2492.6774992,992.07634391,0,1500.6011553,0
22263,52182.320424,22100,22100,0,26624,26624,26624,0,0,0,0,0,0,0,0,3458.3204236,0,0,0,0,3458.3204236,907.75709947,2550.5633241,0,0
22265,21140,0,0,0,12740,12740,12740,0,0,0,0,0,0,0,0,8400,8400,0,0,8400,0,0,0,0,0
22266,46481.625148,0,0,0,13650,13650,13650,0,0,0,0,0,0,0,0,32831.625148,29400,0,16200,13200,3431.6251479,3431.6251479,0,0,0
22268,21711.567254,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,7411.5672536,6000,0,0,6000,1411.5672536,1411.5672536,0,0,0
22270,44228.115063,0,0,0,24440,24440,24440,0,0,0,0,0,0,0,0,19788.115063,18600,0,0,18600,1188.1150629,1188.1150629,0,0,0
22272,63345.241061,53000,53000,0,0,0,0,0,0,0,0,0,0,0,0,10345.241061,12000,0,0,12000,-1654.758939,945.24106114,0,0,2600
22273,45261.846714,0,0,0,30394,30394,30394,0,0,0,0,0,0,0,0,14867.846714,12000,0,0,12000,2867.8467141,177.05227547,2690.7944386,0,0
22274,42445.559816,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,445.5598162,0,0,0,0,445.5598162,445.5598162,0,0,0
22276,75063.831921,45500,45500,0,23400,23400,23400,0,0,0,0,0,0,0,0,6163.8319208,3600,0,0,3600,2563.8319208,2149.564022,414.26789884,0,0
22277,46520.627157,20000,20000,0,0,0,0,0,0,0,0,0,15000,25000,10000,11520.627157,7200,0,0,7200,4320.6271568,1859.0088363,2461.6183204,0,0
22278,50955.836808,46000,46000,0,0,0,0,0,0,0,0,0,0,0,0,4955.8368083,7200,0,0,7200,-2244.163192,875.83680831,0,0,3120
22279,44346.136464,0,0,0,18200,18200,18200,0,0,0,0,0,19000,20000,1000,7146.1364637,7000,0,1000,6000,146.13646373,146.13646373,0,0,0
22286,39239.826746,11700,11700,0,13000,13000,13000,0,0,0,0,0,0,0,0,14539.826746,12000,0,0,12000,2539.8267461,240.76789308,2299.058853,0,0
22292,30927.495044,0,0,0,24440,24440,24440,0,0,0,0,0,0,0,0,6487.4950442,4815.0889887,0,2400,2415.0889887,1672.4060555,356.56325595,1315.8427996,0,0
22353,40269.320646,40160,38000,2160,0,0,0,0,0,0,0,0,0,0,0,109.32064613,0,0,0,0,109.32064613,109.32064613,0,0,0
22360,14900,0,0,0,10100,9100,9100,0,1000,0,0,1000,0,0,0,4800,4800,0,0,4800,0,0,0,0,0
22373,21015.7626,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,12565.7626,10196.21721,0,0,10196.21721,2369.54539,2369.54539,0,0,0
22374,98160.127867,0,0,0,8550,8550,8550,0,0,0,0,0,24000,30000,6000,65610.127867,27128.393446,0,12600,14528.393446,38481.734421,7781.3900684,6924.0390273,23776.305325,0
22393,20379.866717,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,6079.8667169,5447.234762,0,0,5447.234762,632.63195485,2.8143982602,629.81755659,0,0
22503,22235,0,0,0,17435,9035,9035,0,8400,8400,0,0,0,0,0,4800,4800,0,0,4800,0,0,0,0,0
22506,34365.574317,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,6365.5743167,7300,0,0,7300,-934.4256833,105.57431666,0,0,1040
22509,63010,14500,14500,0,42510,42510,42510,0,0,0,0,0,0,0,0,6000,6000,0,0,6000,0,0,0,0,0
22516,43567.173839,33500,33500,0,0,0,0,0,0,0,0,0,0,0,0,10067.173839,7800,0,0,7800,2267.1738386,2267.1738386,0,0,0
22525,22900,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,6000,6000,0,0,6000,0,0,0,0,0
22528,54359.378357,39000,39000,0,18200,18200,18200,0,0,0,0,0,0,0,0,-2840.621643,3600,0,0,3600,-6440.621643,59.378357259,0,0,6500
22533,92006.405362,0,0,0,0,0,0,0,0,0,0,0,50000,150000,100000,42006.405362,42000,0,0,42000,6.4053618938,6.4053618938,0,0,0
22537,29230.93889,19000,19000,0,11050,11050,11050,0,0,0,0,0,0,0,0,-819.0611102,6000,0,0,6000,-6819.06111,330.93888984,0,0,7150
22545,63245.78767,28000,28000,0,26720,26720,26720,0,0,0,0,0,0,0,0,8525.7876698,7200,0,0,7200,1325.7876698,1325.7876698,0,0,0
22548,14500,6000,6000,0,0,0,0,0,0,0,0,0,2500,2500,0,6000,6000,0,0,6000,0,0,0,0,0
22550,53415.750494,46000,46000,0,0,0,0,0,0,0,0,0,0,0,0,7415.7504936,8400,0,0,8400,-984.2495064,315.75049363,0,0,1300
22563,30538.7233,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,4538.7232999,4200,0,0,4200,338.72329988,338.72329988,0,0,0
22570,46690.604134,45000,45000,0,0,0,0,0,0,0,0,0,0,0,0,1690.6041343,6000,0,0,6000,-4309.395866,110.60413429,0,0,4420
22571,89321.567075,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,19321.567075,13400,0,0,13400,5921.5670752,901.1938743,5020.3732009,0,0
22586,21469.151441,9500,9500,0,10400,10400,10400,0,0,0,0,0,0,0,0,1569.1514408,0,0,0,0,1569.1514408,1569.1514408,0,0,0
22587,141158.77856,95000,85000,10000,24700,24700,24700,0,0,0,0,0,0,0,0,21458.778565,18700,0,0,18700,2758.778565,1191.2023639,0,5467.5762011,3900
22606,52820.541291,25000,25000,0,20800,20800,20800,0,0,0,0,0,0,0,0,7020.5412914,6000,0,0,6000,1020.5412914,97.7135617,922.82772971,0,0
22608,27833.380349,0,0,0,17420,17420,17420,0,0,0,0,0,0,0,0,10413.380349,9600,0,0,9600,813.38034861,117.46831259,695.91203603,0,0
22624,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22657,48421.327558,23500,23500,0,7500,0,0,0,7500,0,0,7500,0,0,0,17421.327558,6000,0,0,6000,11421.327558,161.42462798,11259.90293,0,0
22669,59800.727958,28400,26000,2400,28717,28717,28717,0,0,0,0,0,0,0,0,2683.727958,0,0,0,0,2683.727958,135.75477428,2179.4725649,368.50061881,0
22685,83834.698059,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,18834.698059,19000,0,0,19000,-165.3019415,250.69805854,0,0,416
22690,51858.600636,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,20658.600636,19000,0,0,19000,1658.6006363,356.08220594,1302.5184304,0,0
22805,92173.933918,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,37173.933918,31600,0,12000,19600,5573.9339183,1376.7233329,0,4197.2105853,0
22807,13400,13000,13000,0,400,0,0,0,400,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
22844,73965.344968,44000,44000,0,8060,8060,8060,0,0,0,0,0,0,0,0,21905.344968,19200,0,0,19200,2705.3449678,254.20296293,2451.1420048,0,0
22850,55381.367365,24250,24250,0,14950,14950,14950,0,0,0,0,0,0,0,0,16181.367365,10300,0,0,10300,5881.367365,1464.3234681,4417.0438968,0,0
22891,26973.186387,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,6173.1863866,6000,0,0,6000,173.18638661,173.18638661,0,0,0
22899,55312.083902,55000,53000,2000,0,0,0,0,0,0,0,0,0,0,0,312.08390243,0,0,0,0,312.08390243,312.08390243,0,0,0
22901,37304.450103,25200,24000,1200,10400,10400,10400,0,0,0,0,0,0,0,0,1704.4501031,6000,0,0,6000,-4295.549897,389.64465718,0,0,4685.1945541
22903,20175.721309,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,175.72130875,0,0,0,0,175.72130875,175.72130875,0,0,0
22904,20400,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,8400,8400,0,0,8400,0,0,0,0,0
22908,26293.588235,0,0,0,19612,19612,19162,450,0,0,0,0,0,0,0,6681.5882355,6000,0,0,6000,681.58823548,681.58823548,0,0,0
22961,32851.186063,0,0,0,16640,16640,16640,0,0,0,0,0,0,0,0,16211.186063,16000,0,10000,6000,211.18606294,211.18606294,0,0,0
22964,166083.74555,0,0,0,48400,48400,48400,0,0,0,0,0,74757.988049,75000,242.01195075,42925.7575,15719.709116,0,0,15719.709116,27206.048384,17292.091877,0,9913.9565071,0
22967,65233.738323,57000,57000,0,0,0,0,0,0,0,0,0,0,0,0,8233.7383228,8000,0,0,8000,233.73832281,233.73832281,0,0,0
22972,30289.341286,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,6289.3412864,6000,0,0,6000,289.34128641,289.34128641,0,0,0
22974,14595.905335,0,0,0,14350,14350,14350,0,0,0,0,0,0,0,0,245.90533477,0,0,0,0,245.90533477,245.90533477,0,0,0
22992,60001.98562,25000,25000,0,0,0,0,0,0,0,0,0,30000,30000,0,5001.9856203,4800,0,0,4800,201.98562028,201.98562028,0,0,0
22993,151589.1368,64000,64000,0,0,0,0,0,0,0,0,0,25000,25000,0,62589.136801,47000,0,9000,38000,15589.136801,411.3235369,13601.293673,1576.5195919,0
22995,173210.56868,0,0,0,27900,27900,27300,600,0,0,0,0,0,0,0,145310.56868,55300,0,24300,31000,90010.568682,3119.737461,86890.831221,0,0
22996,163719.99272,0,0,0,49400,49400,49400,0,0,0,0,0,70600,70600,0,43719.992718,33300,0,0,33300,10419.992718,997.62082359,9422.3718948,0,0
23149,105824.38756,24000,24000,0,30250,29250,29250,0,1000,0,1000,0,0,0,0,51574.387557,17600,0,0,17600,33974.387557,331.34651371,16935.428811,16707.612233,0
23188,41132.934912,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,22932.934912,14640,0,6240,8400,8292.9349115,3778.1747792,4514.7601324,0,0
