NQUEST,NORD,STA1,STA2,STA3,STB1,STB2,STB3,STB4,STC1,STC2,STC3,STC4,STC5,STC6,STC7,STD1,STD2,STD3,STD4,YTA1,YTA2,YTA3,YTB1,YTB2,YTB3,YTB4,YTC1,YTC2,YTC3,YTC4,YTC5,YTC6,YTC7,YTD1,YTD2,YTD3,YTD4
108046,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0
108081,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0
108084,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0
109087,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2400,1800,0,0,0,0
110015,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,13500,0,0,0,0,0,0,0
110040,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,20000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0
111042,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
111045,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0
114085,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0
117017,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0
118009,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
120022,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0
121056,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
121069,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0
121075,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123082,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123082,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124058,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0
125008,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0
125021,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
125022,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
125084,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0
126037,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
129042,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,12700,0,0,0,0,0,0,0,0,0,0,0,0,0
130007,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0
130008,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0
130030,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130048,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130078,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0
130080,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
133013,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0
133018,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0
133045,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135002,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
136017,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,13600,0,0,0,0,0,0,0,0
136020,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,4000
138102,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
138150,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700
138165,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
138173,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0
138270,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0
138270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0
138285,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138412,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0
138421,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,0,0
138466,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0
138542,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0
138551,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600
138621,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3000,6000,0,0,0,0,0,0,0,0,0,0,0
138633,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0
139010,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0
139023,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
139024,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
140049,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0
141023,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
141071,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0
141080,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142059,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0
146074,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147041,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0
148059,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500
148081,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
148087,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
151020,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,10800,0,4000,0,0,0,0,0,0,0,0,0,0,0
151022,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5864
152059,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0
154040,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
154053,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0
155018,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,0,5000,0,0
156031,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0
156063,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157072,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0
157089,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
158009,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,0,0
158046,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0
159020,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0
159028,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0
161057,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163014,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0
163022,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0
163081,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,11500,0,0,0,0,0,0,0,0,0,0,0,0,0
165039,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0
168025,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0
170057,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0
170057,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0
171058,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171062,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171086,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172035,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
172083,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0
174045,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0
175004,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0
177008,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
177022,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
177028,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0
177029,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350
178078,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,6000,5000,0
183027,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0
183027,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0
183064,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0
184046,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0
186060,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
188034,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2500,0,3000,0,0,0,0,0,0,0,0,0,0,0
189078,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
192001,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192005,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192012,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0
193082,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0
194004,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194004,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194022,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194035,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194081,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195003,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197042,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0
197042,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0
198004,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200
199023,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201033,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0
202124,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
202165,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400
202189,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202191,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0
202202,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202522,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
203027,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
203042,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0
203054,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0
204005,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
204020,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
208001,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0
208029,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208042,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
208061,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,1800,0
208070,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
208070,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0
211068,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211085,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,13800,0,0,0,0,0,0,0,0,0,0,0,0,0
212052,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,500
213095,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0
213095,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4200,1850,0,0,0,0,0,0,0,0,0,0,0
213189,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
213196,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,0
213220,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213404,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
213564,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0
213673,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0
214007,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0
214083,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0
215011,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0
215016,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215040,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
215052,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
215055,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
218054,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219036,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220055,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0
222003,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0
222035,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98000
222035,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222041,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0
224044,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
225009,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0
225020,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225038,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400
225039,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0
225086,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0
227038,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0
228036,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,9000
228040,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0
231041,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
232083,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,2500,0
233076,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7829
235073,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236036,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0
237015,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0
237018,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
