NQUEST,DEPBANC,DEPBANR,DEPPOSC,DEPPOSR,NDEPBANC,NDEPBANR,NDEPPOSC,NDEPPOSR,IDEPBANC,IDEPBANR,IDEPPOSC,IDEPPOSR,UNABAN,BANCHE,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,TAXCC,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,ASSBANE1,ASSBANE2,ASSBANE3,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BANCOMAT,NBANCOMA,NPREL1,PRELMED1,BANCOME1,BANCOME2,BANCOME3,PAGAM4U,PAGAM4,POSE1,POSE2,POSE3,CARTA,CARTE,PCARTE,NPAGCART,CARTEE1,CARTEE2,CARTEE3,MINCON,NPREL2,PRELMED2,PRELE1,PRELE2,PRELE3,VERSAM,NVERS,VERSMED,VERSE1,VERSE2,VERSE3,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,SCORTA,SPESECON
32558,1,2,2,2,2,,,,4,,,,2,2,4,,,,,,,1,,,,,2,1,10000,1,,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,2,10,100,,,,1,,,,,1,1,1,1,,,,50,0.1666666667,750,,,,1,13,2000,,,,2,1,2,2,2,0,100,0,0,0,1000,2000
32573,1,1,2,2,1,1,,,2,2,,,1,1,3,,,,,,,1,,,,3.5,,2,0,1,0.6666666667,,,,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,,,,1,1,,400,,,,2,0,,,,2,0,0,,,,,100,1,1000,,,,2,0,,,,,1,1,2,2,2,40,60,0,0,0,500,1800
32575,1,1,2,2,1,1,,,2,2,,,2,2,1,,,,,,,,,1,,4.5,,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,0,3,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,0.4166666667,500,,,,1,6,1000,,,,1,2,1,2,2,10,0,90,0,0,500,2000
32579,1,1,2,2,1,2,,,2,2,,,2,2,4,1,,,,,,,,,,6,,1,5000,1,1,,,,1,1,2,2,,,,,,,,,,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,100,2,1000,,,,2,0,,,,,1,1,2,2,2,15,85,0,0,0,1000,2200
32583,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,6,2,0,2,0,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,1,1000,,,,2,0,,,,,2,1,1,2,2,0,80,20,0,0,500,1200
32588,1,2,2,2,1,,,,2,,,,1,1,3,1,,,,,,,,,,,2,1,5000,1,2,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,2,7,500,,,,1,,,,,2,0,0,,,,,200,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2500
32590,1,2,2,2,1,,,,2,,,,1,1,3,1,,,,,,,,,,,2,1,2000,1,0.5,,,,2,2,1,2,0,0,0,1,0,0,0,0,0,2,0,,,,1,2,4,500,,,,2,0,,,,1,1,1,0.3333333333,,,,100,1,1500,,,,2,0,,,,,1,1,1,2,2,38,60,2,0,0,300,2700
32601,1,1,2,2,2,2,,,2,2,,,2,2,2,,,,,,,1,,,,,2,1,20000,1,2,,,,2,2,1,2,0,0,0,0,0,0,0,1,0,1,4,,,,1,1,3,1000,,,,2,0,,,,1,1,1,0.4166666667,,,,300,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,2600
32602,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,600,1200
32628,1,2,2,1,2,,,1,2,,,2,2,2,2,,1,,,,1,,,,,,3,1,2000,1,3,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,,,,1,2,2,400,,,,1,0.5,,,,2,0,0,,,,,50,0.5,500,,,,1,12,300,,,,1,2,1,2,2,70,0,30,0,0,1500,1500
32630,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,,1,1,5000,1,3,,,,2,2,2,1,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,2,800,,,,2,0,,,,,1,1,2,2,2,10,90,0,0,0,800,3000
32645,1,2,2,2,4,,,,4,,,,2,3,4,,,,,,,1,,,,6.5,,1,6000,1,5,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,2000,1,3000,,,,1,50,600,,,,2,1,1,2,2,0,80,20,0,0,3000,4000
32649,1,2,2,1,1,,,1,2,,,2,1,1,4,,1,,,,,,,,,3,,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,0.1666666667,500,,,,2,0,,,,2,0,0,,,,,200,1,1000,,,,1,10,1000,,,,1,1,2,2,2,50,50,0,0,0,1500,2000
32651,1,1,2,2,1,1,,,1,2,,,1,1,4,,,,1,,1,,,,,,3,1,5000,1,0.4166666667,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,1500,0.4166666667,300,,,,1,6,1000,,,,1,2,2,2,2,100,0,0,0,0,3000,2000
32654,1,2,2,2,1,,,,1,,,,1,1,3,1,,,,,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,0.25,1000,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1500,2000
32655,1,2,2,2,1,,,,2,,,,1,1,3,,,,,,,,,,1,,6,3,,2,0,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,1,1000,,,,1,4,1000,,,,2,1,2,2,2,0,100,0,0,0,1000,1000
32656,1,2,2,2,1,,,,2,,,,1,1,3,,,,,,,,,,1,,2,1,1000,1,0.3333333333,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,1000,,,,2,0,,,,,1,1,1,2,2,15,70,15,0,0,1000,1700
32658,1,1,2,2,1,1,,,1,2,,,1,1,2,1,,,,,,,,,,,2,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,1500,1,200,,,,1,10,500,,,,1,2,2,2,2,100,0,0,0,0,2500,2000
32659,1,2,2,2,1,,,,2,,,,1,1,3,1,,,,,,,,,,,6,2,0,2,0,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,0.4166666667,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,600,1500
32660,1,2,2,2,1,,,,2,,,,1,1,3,,,,,,,,,,1,,3,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,400,1,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,1000
32663,1,1,2,2,1,1,,,1,2,,,1,1,4,,,,1,,1,,,,,,1,1,5000,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,800,1,1500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,1500
32665,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,1,,,,,,6,1,10000,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,1,1500,,,,1,12,800,,,,2,1,2,2,2,0,100,0,0,0,2500,2300
32668,1,2,2,2,1,,,,2,,,,1,1,3,1,,,,,,,,,,,6,1,8000,1,0.25,,,,2,2,2,2,0,0,0,0,0,1,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,1,2000,,,,1,4,3000,,,,2,1,2,2,2,0,100,0,0,0,2000,2000
32669,1,2,2,2,1,,,,1,,,,1,1,3,,,1,,,1,,,,,,6,1,5000,2,0,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,2000,4,500,,,,1,10,1000,,,,2,1,2,2,2,0,100,0,0,0,1500,1500
32678,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1500,1400
32681,1,2,2,2,1,,,,1,,,,1,1,1,,,,,,1,,,,,,6,3,,1,7,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,300,2,1000,,,,1,16,1000,,,,2,1,2,2,2,0,100,0,0,0,1000,2000
32684,1,2,2,1,1,,,1,2,,,2,1,1,1,,,1,,,1,,,,,,3,1,2500,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,3,500,,,,2,0,,,,2,0,0,,,,,500,0.3333333333,2000,,,,1,10,1000,,,,2,1,2,2,2,0,100,0,0,0,800,1800
32685,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,400,1500
32691,2,1,2,2,,2,,,,2,,,1,1,4,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,500,,,,1,10,1000,,,,1,2,2,2,2,100,0,0,0,0,400,1500
32701,1,2,2,2,1,,,,1,,,,1,1,4,,,,,,1,,,,,6,,2,0,1,2,,,,1,2,2,1,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,1,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,700
32703,1,1,2,2,2,1,,,2,2,,,2,2,4,,1,,,,1,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,1000,0,,,,,1,24,500,,,,1,1,2,2,2,60,40,0,0,0,2000,5000
32704,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,1,,,1,,,1,2,0,1,3,,,,2,2,2,1,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,150,3,1000,,,,2,0,,,,,2,1,1,2,2,0,65,35,0,0,600,2500
32708,1,2,2,2,2,,,,2,,,,2,2,4,,1,,,,1,,,,,,2,3,,1,2,,,,1,1,1,1,,,,,,,,,,1,6,,,,1,2,0.25,500,,,,2,0,,,,2,0,0,,,,,500,2,1000,,,,1,8,2500,,,,1,1,1,2,2,30,60,10,0,0,2000,3000
32709,1,1,2,2,4,2,,,2,2,,,2,4,4,1,,,,,1,,,,,6.5,,1,300000,1,10,,,,1,1,1,1,,,,,,,,,,2,0,,,,1,2,1,200,,,,2,0,,,,1,2,2,2,,,,100,0,,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,4500,3000
32711,1,2,2,2,2,,,,2,,,,2,2,4,,1,,,,,,,,,,6,1,7000,1,2,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,2,1,400,,,,1,0.1666666667,,,,2,0,0,,,,,100,2,500,,,,2,0,,,,,1,1,1,2,2,10,85,5,0,0,500,1500
32712,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,,,,1,,2,2,0,1,0.5,,,,2,2,2,2,0,1,0,0,0,0,1,0,0,2,0,,,,1,1,1,400,,,,2,0,,,,2,0,0,,,,,50,2,1500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,700,3300
32713,1,1,2,2,4,2,,,2,2,,,2,2,3,,,,1,,,,,,,,6,1,18000,1,3,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,1,3,,,,1,2,0.5,100,,,,2,0,,,,2,0,0,,,,,100,1,700,,,,1,1,1000,,,,1,2,1,2,2,20,0,80,0,0,300,1300
32714,1,1,2,2,2,1,,,2,1,,,2,2,4,,,,,,1,,,,,,2,3,,1,4,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,2,3,500,,,,2,0,,,,2,0,0,,,,,100,2,500,,,,1,12,1000,,,,2,1,1,2,2,0,60,40,0,0,300,2000
32716,1,2,2,2,1,,,,2,,,,1,1,4,,,,,1,,1,,,,,2,1,10000,1,3,,,,1,2,1,2,,,,,,,,,,1,2,,,,1,2,12,400,,,,2,0,,,,2,0,0,,,,,200,0.1666666667,15000,,,,1,5,2000,,,,1,1,1,2,2,5,90,5,0,0,500,3500
32718,1,2,2,2,2,,,,2,,,,2,2,4,,,,,,,,,,1,,2,3,,1,1,,,,1,2,1,1,,,,,,,,,,1,1,,,,1,1,0,,,,,2,0,,,,1,3,1,0,,,,100,1,3000,,,,2,0,,,,,2,1,1,2,2,0,20,80,0,0,3000,3700
32719,1,1,2,2,2,2,,,2,2,,,2,2,4,1,,,,,,,,,,,3,3,,1,3,,,,1,1,1,1,,,,,,,,,,2,0,,,,1,1,3,300,,,,2,0,,,,2,0,0,,,,,100,1,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2000
32720,1,2,2,2,1,,,,1,,,,1,1,4,,,,,,,,,,1,,3,2,0,1,0.5833333333,,,,1,2,2,1,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,4,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,1000
32722,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,550,1100
32724,1,2,2,2,2,,,,2,,,,2,2,4,,,,,,,1,,,,4,,1,20000,1,3,,,,1,1,1,1,,,,,,,,,,2,0,,,,1,2,4,500,,,,2,0,,,,1,2,2,0.25,,,,500,0.1666666667,1000,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,3500,2000
32725,1,2,2,2,1,,,,1,,,,1,1,3,,,,,,,1,,,,,6,1,500,1,0.3333333333,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,5,300,,,,2,0,,,,2,0,0,,,,,50,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1700,1700
32729,1,2,2,2,1,,,,2,,,,1,1,4,,1,,,1,,,,,,4,,1,30000,1,4,,,,1,2,1,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,3,1500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,3000
32731,1,2,2,2,2,,,,3,,,,1,1,4,1,,,,,1,,,,,5.5,,1,1500,1,1,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,3,300,,,,2,0,,,,2,0,0,,,,,100,2,1500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,3000
32732,1,1,2,2,1,1,,,2,2,,,1,1,4,,1,,,,,,,,,4.5,,2,0,1,2,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,2,300,,,,2,0,,,,2,0,0,,,,,100,1,1200,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,700,1800
32733,1,2,2,2,1,,,,2,,,,1,1,5,1,,,,,,,,,,,6,2,0,1,2,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,1000,,,,2,0,,,,,1,1,2,2,2,50,50,0,0,0,1000,2000
32734,1,2,2,2,2,,,,3,,,,2,2,3,1,,,,,,,,,,,2,2,0,2,0,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,5,300,,,,2,0,,,,2,0,0,,,,,200,1,500,,,,2,0,,,,,2,1,1,2,2,0,40,60,0,0,700,2500
32735,1,1,2,2,2,1,,,3,1,,,1,1,4,,,,,,,1,,,,9,,1,5000,1,3,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,2,15,300,,,,1,0.4166666667,,,,1,1,1,0.1666666667,,,,400,2,200,,,,2,0,,,,,1,1,2,2,2,10,90,0,0,0,800,4800
32737,1,1,2,2,2,1,,,4,2,,,2,2,4,,,,1,1,,,,,,4,,1,5000,1,2,,,,1,1,2,2,,,,,,,,,,2,0,,,,1,1,10,150,,,,2,0,,,,1,1,1,0.0833333333,,,,100,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,1500
32738,1,1,2,2,4,3,,,6,3,,,1,1,4,,,,,,1,,,,,,2,1,12000,1,1,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,1,3,250,,,,2,0,,,,2,0,0,,,,,1000,6,500,,,,1,60,8000,,,,1,1,1,2,2,20,20,60,0,0,1000,6000
32742,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,4.5,,1,10000,1,2,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,3,400,,,,2,0,,,,2,0,0,,,,,100,0.3333333333,2000,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,500,3000
32743,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,1,,,,,,,2,2,0,2,0,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,2,700,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,600,1200
32744,1,2,2,2,1,,,,2,,,,1,1,3,1,,,,,,,,,,4.5,,2,0,1,0.5,,,,1,1,1,2,,,,,,,,,,2,0,,,,1,1,3,300,,,,2,0,,,,1,1,1,,,,,200,0.5,500,,,,2,0,,,,,2,1,1,2,2,0,45,55,0,0,600,1000
32746,1,1,2,2,1,1,,,2,2,,,1,1,4,,,,,1,,,,,,3,,2,0,1,0.1666666667,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,1000,,,,2,0,,,,,1,1,2,2,2,30,70,0,0,0,700,1300
32748,1,2,2,2,4,,,,6,,,,1,1,4,,,,,,1,,,,,,6,2,0,1,0.5833333333,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,3,4,300,,,,2,0,,,,1,1,1,0.3333333333,,,,200,0.6666666667,650,,,,2,0,,,,,2,1,1,2,2,0,50,50,0,0,800,4000
32751,1,1,2,2,3,1,,,3,1,,,2,2,4,,1,,,1,,,,,,3.5,,1,5000,1,2,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,3,5,100,,,,1,0.1666666667,,,,2,0,0,,,,,300,2,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2000
32754,1,1,2,2,1,1,,,2,2,,,1,1,4,,,,,,,1,,,,,2,1,800,1,1,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,1,1600,,,,1,4,2000,,,,2,1,1,2,2,0,50,50,0,0,600,2000
32755,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,7.5,,1,5000,1,0.25,,,,1,2,1,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,1,1,1,3,,,,0,0,,,,,1,5,2000,,,,1,2,2,2,2,100,0,0,0,0,1000,1100
32756,2,1,2,2,,1,,,,1,,,1,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.3333333333,300,,,,1,2,500,,,,1,2,2,2,2,100,0,0,0,0,400,820
32757,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,6,3,,2,0,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,30,1,800,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,200,800
32760,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,3,3,,1,0.0833333333,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,0.6666666667,1500,,,,2,0,,,,,1,1,2,2,2,25,75,0,0,0,0,1300
32764,1,2,2,2,1,,,,2,,,,1,1,3,,1,,,,,,,,,,6,1,10000,1,3,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,2,400,,,,2,0,,,,,1,1,1,2,2,10,50,40,0,0,200,1300
32765,1,2,2,2,2,,,,2,,,,2,2,3,1,,,,,,,,,,6,,1,10000,1,4,,,,1,2,1,2,,,,,,,,,,1,2,,,,1,2,10,400,,,,1,0.25,,,,1,1,1,,,,,200,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,4000
32769,1,1,2,2,1,2,,,1,2,,,1,1,4,,,,,,,,,,1,,6,1,30000,1,3,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,600,2,600,,,,1,5,2000,,,,1,1,1,2,2,40,20,40,0,0,1000,1500
32772,1,2,2,2,1,,,,3,,,,1,1,4,,,,,,,,,,1,,1,1,5000,1,5,,,,2,2,2,1,0,0,0,1,0,0,0,0,0,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,1200
32773,1,2,2,2,1,,,,2,,,,1,1,4,,1,,,,,,,,,,6,3,,1,1,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,100,2,400,,,,2,0,,,,,1,1,2,2,2,15,85,0,0,0,300,1000
32777,1,2,2,2,1,,,,1,,,,1,1,4,1,1,,,,,,,,,,5,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,2,1000,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,3000,3000
32778,1,2,2,2,2,,,,3,,,,2,2,2,,,,,,,1,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,1,2,2,2,60,40,0,0,0,1700,1700
32780,1,1,2,2,1,1,,,1,2,,,1,1,4,,,,,,1,,,,,,2,1,3000,1,0.3333333333,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,2,300,,,,1,0.1666666667,,,,1,1,1,0.25,,,,200,1,400,,,,1,12,400,,,,2,1,1,2,2,0,50,50,0,0,800,1500
32782,2,1,2,2,,1,,,,2,,,1,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,,,,,1,1,3000,,,,1,2,2,2,2,100,0,0,0,0,1200,1200
32788,1,1,2,2,1,1,,,2,2,,,1,1,4,,1,,,,,1,,,,6,,2,0,1,,,,,1,2,1,1,,,,,,,,,,2,0,,,,1,1,4,500,,,,1,2,,,,2,0,0,,,,,50,0.3333333333,500,,,,1,3,3000,,,,1,1,2,2,2,30,70,0,0,0,500,1500
32789,1,1,2,2,1,1,,,2,1,,,1,1,4,1,,,,,,,,,,2,,1,5000,1,3,,,,1,2,2,2,,,,,,,,,,1,2,,,,2,0,,,,,,,,,,,2,0,0,,,,,300,2,500,,,,1,10,1000,,,,1,1,2,2,2,40,60,0,0,0,2000,2000
32791,1,2,2,2,1,,,,1,,,,1,1,3,1,,,,,,,,,,,2,2,0,1,0.1666666667,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,400,400
32799,1,2,2,2,1,,,,3,,,,1,1,5,1,,,,,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,850
32800,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1000,1200
32801,1,1,2,1,1,1,,1,1,1,,1,1,1,3,,,,,,,,,,1,2,,2,0,1,0.1666666667,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,1,300,,,,2,0,,,,2,0,0,,,,,300,0.25,300,,,,2,0,,,,,2,2,2,2,2,,,,,,500,1000
32805,2,2,2,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,,,,,,1,2,2,2,2,100,0,0,0,0,300,1100
32810,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,500
32822,1,2,2,1,1,,,1,2,,,3,1,1,3,1,,,,,,,,,,,5,1,7000,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,1,1,1,0,,,,300,1,300,,,,1,10,3000,,,,2,1,1,2,2,0,70,30,0,0,2000,1400
32833,1,1,2,2,1,1,,,3,1,,,1,1,4,1,,,,,,,,,,,6,2,0,2,0,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,1,0.1666666667,100,,,,2,0,,,,2,0,0,,,,,0,0.3333333333,350,,,,2,0,,,,,1,1,2,2,2,50,50,0,0,0,400,1200
32834,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,,6,1,2000,1,1,,,,1,2,2,1,,,,,,,,,,1,4,,,,1,1,5,300,,,,1,2,,,,2,0,0,,,,,50,0.25,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,1200
32835,1,1,2,2,1,1,,,2,1,,,1,1,3,1,,,,,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,3,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,1200
32836,1,2,2,2,1,,,,2,,,,1,1,3,,1,,,,,,,,,,2,2,0,1,4,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,2,10,100,,,,1,4,,,,2,0,0,,,,,100,0.3333333333,500,,,,2,0,,,,,2,1,1,2,2,0,90,10,0,0,200,1200
32837,1,2,2,2,2,,,,2,,,,1,1,1,1,1,,,,,,,,,,6,1,5000,1,,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,2,4,500,,,,1,0.1666666667,,,,2,0,0,,,,,200,1,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2000
32839,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,2,1,5000,1,0.3333333333,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,5,300,,,,2,0,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,800,1300
32843,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,750,1400
